FID,SHAPE,BEZIRK,STRNAM,GELTUNGSBEREICH,ZEITRAUM,DAUER,SE_SDO_ROWID,SE_ANNO_CAD_DATA,GUELTIG_VON
KURZPARKSTREIFENOGD.355801,"LINESTRING (16.37973582332648 48.170177346597384, 16.379774138857478 48.170083162721895)",10,Favoritenstraﬂe,160 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355801,,2012-11-15
KURZPARKSTREIFENOGD.355802,"LINESTRING (16.3794579689261 48.168862711282046, 16.37925873573272 48.168842285126466)",10,Troststraﬂe,5-9 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355802,,2012-11-15
KURZPARKSTREIFENOGD.355803,"LINESTRING (16.39787672800512 48.2557207405627, 16.397633463043753 48.25544595419075)",21,Schˆpfleuthnergasse,25 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355803,,2012-11-07
KURZPARKSTREIFENOGD.355804,"LINESTRING (16.312973136725 48.17493599475507, 16.31356391115652 48.17551150988312)",13,Gaﬂmannstraﬂe,2 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355804,,2012-10-22
KURZPARKSTREIFENOGD.355805,"LINESTRING (16.420878665707203 48.253208880548534, 16.420081084241268 48.25321705185241)",21,Donaufelder Straﬂe,99 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355805,,2013-01-21
KURZPARKSTREIFENOGD.355806,"LINESTRING (16.407517269018726 48.27681910974235, 16.407011106190918 48.27697318444734, 16.406999479285368 48.27699979199692)",21,Frauenstiftgasse,8 bis 10,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355806,,2012-12-18
KURZPARKSTREIFENOGD.355807,"LINESTRING (16.473790265842286 48.222549183783755, 16.47345712596638 48.22266965003688)",22,Erzherzog-Karl-Straﬂe,203 bis 205,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355807,,2013-05-13
KURZPARKSTREIFENOGD.355808,"LINESTRING (16.400638361198173 48.26165946517692, 16.40139480799901 48.261314293180604)",21,Floridsdorfer Markt,9 bis 14,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355808,,2013-01-10
KURZPARKSTREIFENOGD.355809,"LINESTRING (16.32606741504206 48.191140517958786, 16.325597576684324 48.1910226618467)",15,Mariahilfer Straﬂe,196 bis 198,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355809,,2012-10-01
KURZPARKSTREIFENOGD.355810,"LINESTRING (16.341632984344443 48.24283817351454, 16.341133691434926 48.24293214557664)",19,Sonnbergplatz,6 bis 7,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355810,,2011-05-23
KURZPARKSTREIFENOGD.355811,"LINESTRING (16.34087228062439 48.24253209214787, 16.341514559727944 48.2424107135854)",19,Sonnbergplatz,1 bis 3,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355811,,2011-05-23
KURZPARKSTREIFENOGD.355812,"LINESTRING (16.327875597753955 48.23248838629702, 16.328164638865925 48.23243109545732)",18,Ferrogasse,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355812,,
KURZPARKSTREIFENOGD.355813,"LINESTRING (16.373631264839236 48.180583776204365, 16.373628461865234 48.18010180118439)",10,Laxenburger Straﬂe,12 bis 14,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355813,,2013-03-26
KURZPARKSTREIFENOGD.355814,"LINESTRING (16.326532828403757 48.19916681879859, 16.32590446392701 48.198993707946215)",15,H¸tteldorfer Straﬂe,34 bis 38,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355814,,2012-09-30
KURZPARKSTREIFENOGD.355815,"LINESTRING (16.312801730895327 48.142465844603436, 16.313354039073726 48.14224200546)",23,Erlaaer Straﬂe,76 bis 80,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355815,,2013-08-07
KURZPARKSTREIFENOGD.355816,"LINESTRING (16.328050150893173 48.2333668651824, 16.32800174014646 48.233485267700196)",18,Gersthofer Straﬂe,18 ,Sa. (w.) v. 8-12h,"1,5 h",355816,,2013-08-13
KURZPARKSTREIFENOGD.355817,"LINESTRING (16.285872630354962 48.170093221770415, 16.28569216385122 48.17062080192187)",13,Speisinger Straﬂe,35 bis 39,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355817,,2013-11-15
KURZPARKSTREIFENOGD.355818,"LINESTRING (16.267275290166598 48.18730611933518, 16.26736990219867 48.18736222721048)",13,Einsiedeleigasse,5 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355818,,2013-11-15
KURZPARKSTREIFENOGD.355819,"LINESTRING (16.28362384631864 48.17665762732477, 16.28342703712458 48.1766297663088)",13,Lainzer Straﬂe,148 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355819,,1998-08-04
KURZPARKSTREIFENOGD.355820,"LINESTRING (16.286461521814196 48.18987743352586, 16.286788758908227 48.190417137350124)",13,St.-Veit-Gasse,59 bis 65,"Mo.-Fr. (w.) v. 8-17h, Sa. (w.) v. 8-12h","1,5 h",355820,,2013-11-15
KURZPARKSTREIFENOGD.355821,"LINESTRING (16.415653442603524 48.183179373116744, 16.41578876505388 48.18326090177179, 16.41588838738432 48.183327385806216, 16.415954198466775 48.18338510351401, 16.41611024632485 48.18351056835419, 16.416273827443455 48.18365109585708, 16.41650514237441 48.18387571064897, 16.41660482162871 48.18397609956369)",11,Medwedweg,gg¸. 10 ,Mo.-Fr. (w.) v. 8-11h,"1,5 h",355821,,2013-10-22
KURZPARKSTREIFENOGD.355822,"LINESTRING (16.347955510873263 48.22536564301799, 16.34555271910974 48.22576528845218, 16.345463948795203 48.22579297666809, 16.345387012432205 48.22584043979044, 16.345295286615684 48.225899766014884)",18,W‰hringer Straﬂe,86 bis 106,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355822,,1998-03-24
KURZPARKSTREIFENOGD.355823,"LINESTRING (16.342607563657868 48.21515672453511, 16.342039697042914 48.21514128727024)",8,Alser Straﬂe,67 bis 69,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355823,,2001-04-25
KURZPARKSTREIFENOGD.355824,"LINESTRING (16.343136273571123 48.21517572270862, 16.342835418791598 48.21516741318331)",8,Alser Straﬂe,63A bis 65,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355824,,2001-04-25
KURZPARKSTREIFENOGD.355825,"LINESTRING (16.345514560778323 48.215239789733864, 16.34391063977338 48.21519113163319)",8,Alser Straﬂe,51 bis 61,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355825,,2001-04-25
KURZPARKSTREIFENOGD.355826,"LINESTRING (16.380278165374374 48.17324289689807, 16.380461864953414 48.17313099411072)",10,Laaer-Berg-Straﬂe,8 bis 10,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355826,,2011-01-03
KURZPARKSTREIFENOGD.355827,"LINESTRING (16.344898128543782 48.21527107096145, 16.344081542100014 48.21524585223169)",8,Alser Straﬂe,gg¸. 55 bis gg¸. 61,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355827,,2001-04-25
KURZPARKSTREIFENOGD.355828,"LINESTRING (16.34778067896958 48.21516938921469, 16.3474104124475 48.21520393317155, 16.34734988800465 48.2152110707161, 16.34729292944238 48.21521821687336, 16.347237748379015 48.21523130731218, 16.347175449208333 48.215245594504474, 16.347134503224996 48.2152515429417, 16.34707932055392 48.21525750172396, 16.34659334476843 48.215301568859076)",8,Alser Straﬂe,39 bis 47,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355828,,2001-04-25
KURZPARKSTREIFENOGD.355829,"LINESTRING (16.35045799560133 48.21508937846834, 16.350215896363302 48.21510487679615, 16.350098413391734 48.215115602071144, 16.349907945948356 48.21513346762635, 16.34961066689508 48.21516562666044, 16.349309822803598 48.215202542721734)",9,Alser Straﬂe,8 bis 16,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355829,,2001-04-25
KURZPARKSTREIFENOGD.355830,"LINESTRING (16.350612812457726 48.214912094662196, 16.350329781206334 48.21492997260317, 16.350194495207138 48.214937129899226, 16.350062762562082 48.21494784789702, 16.349856270424507 48.21496929459915, 16.349680040992013 48.21499072835383, 16.34960707080536 48.21500025175062)",8,Alser Straﬂe,23 bis 29,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355830,,2001-04-25
KURZPARKSTREIFENOGD.355831,"LINESTRING (16.35270621031373 48.2147904566767, 16.35199595810708 48.21483695311816, 16.351497526222936 48.21486795765551, 16.351187785471463 48.21488702839208)",8,Alser Straﬂe,17 bis 21,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355831,,2001-04-25
KURZPARKSTREIFENOGD.355832,"LINESTRING (16.341272924243178 48.20795703943749, 16.339458407041782 48.20833163513426)",7,Lerchenfelder Straﬂe,121 bis 147,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355832,,2000-01-13
KURZPARKSTREIFENOGD.355833,"LINESTRING (16.269199931715516 48.15164844914305, 16.26907914408678 48.15140526271574)",23,Speisinger Straﬂe,260-262 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355833,,2012-01-25
KURZPARKSTREIFENOGD.355834,"LINESTRING (16.269249529464645 48.15129848588158, 16.269293296482797 48.151384247499855)",23,Speisinger Straﬂe,gg¸. 260-262 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355834,,2012-01-25
KURZPARKSTREIFENOGD.355835,"LINESTRING (16.308825049824364 48.14802369394587, 16.308645886860365 48.1480724454835, 16.308592771545303 48.148083277567196, 16.30842712823456 48.148105526572756, 16.308354206263388 48.14811574898628)",23,Erlaaer Platz,gg¸. 4 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 8-12h","1,5 h",355835,,2012-01-26
KURZPARKSTREIFENOGD.355836,"LINESTRING (16.28302781159656 48.142472872240134, 16.28306248187188 48.142592997991784)",23,Mehlf¸hrergasse,24 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355836,,2012-01-25
KURZPARKSTREIFENOGD.355837,"LINESTRING (16.34175328409781 48.20785751722596, 16.341609111240903 48.20788727371714)",7,Lerchenfelder Straﬂe,113 bis 117,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355837,,1998-10-02
KURZPARKSTREIFENOGD.355838,"LINESTRING (16.344920385448113 48.20719849316659, 16.343554089225474 48.2074779140714)",7,Lerchenfelder Straﬂe,81 bis 99,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355838,,1996-11-12
KURZPARKSTREIFENOGD.355839,"LINESTRING (16.316630734465736 48.153981085983645, 16.31643054526273 48.15390860788044)",23,Wohnparkstraﬂe,,Mo.-Fr. (w.) v. 8-18h,2 h,355839,,2011-02-22
KURZPARKSTREIFENOGD.355840,"LINESTRING (16.440144986335685 48.24635178784903, 16.440221349509784 48.24642553196101)",22,Wagramer Straﬂe,116 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355840,,2011-09-07
KURZPARKSTREIFENOGD.355841,"LINESTRING (16.440767583173283 48.251250074468594, 16.44054703880873 48.250825250554136)",22,Anton-Sattler-Gasse,113 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355841,,2011-10-10
KURZPARKSTREIFENOGD.355842,"LINESTRING (16.26704434667681 48.18727902715861, 16.266888624332694 48.18719351718229)",13,Einsiedeleigasse,8 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355842,,2011-11-23
KURZPARKSTREIFENOGD.355843,"LINESTRING (16.34581561299304 48.20701045419208, 16.34530125668789 48.2071175695123)",7,Lerchenfelder Straﬂe,71 bis 75,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355843,,1996-11-12
KURZPARKSTREIFENOGD.355844,"LINESTRING (16.347114869423716 48.20675096422748, 16.346148056694645 48.20695373809799)",7,Lerchenfelder Straﬂe,63 bis 67,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355844,,1996-11-12
KURZPARKSTREIFENOGD.355845,"LINESTRING (16.338818796106903 48.21775254026931, 16.338938201190196 48.218151453752874, 16.33898596576168 48.2183110204527, 16.339108777357744 48.218584559980656, 16.339292996773786 48.218988031952016)",17,Ranftlgasse,1 bis 15,Mo.-Fr. (w.) v. 9-19h,3 h,355845,,2012-10-01
KURZPARKSTREIFENOGD.355846,"LINESTRING (16.347732456681392 48.2066117067072, 16.34741743678302 48.20669264092468)",7,Lerchenfelder Straﬂe,59 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355846,,1996-11-12
KURZPARKSTREIFENOGD.355847,"LINESTRING (16.348440792719522 48.2064950449763, 16.348398077369236 48.20649861986386, 16.347921100334354 48.20657837664884)",7,Lerchenfelder Straﬂe,53 bis 57,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355847,,1999-09-28
KURZPARKSTREIFENOGD.355848,"LINESTRING (16.35076877416007 48.20629013972187, 16.35004261026879 48.206322354025104)",7,Lerchenfelder Straﬂe,33 bis 39,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355848,,1996-11-12
KURZPARKSTREIFENOGD.355849,"LINESTRING (16.3483670050499 48.22635163891727, 16.348445192997055 48.22668123951682)",18,Semperstraﬂe,26 ,Mo.-Fr. (w.) v. 8-17h,"1,5 h",355849,,1980-05-30
KURZPARKSTREIFENOGD.355850,"LINESTRING (16.303241154448926 48.14759363864493, 16.303475796806854 48.14762702546484)",23,Erlaaer Straﬂe,49 ,von 9-21h,"1,5 h",355850,,2006-09-28
KURZPARKSTREIFENOGD.355851,"LINESTRING (16.339366921641933 48.21910954767011, 16.33958526112787 48.219588241427374)",17,Ranftlgasse,17-19 bis 21,Mo.-Fr. (w.) v. 9-19h,3 h,355851,,2012-10-01
KURZPARKSTREIFENOGD.355852,"LINESTRING (16.338497139811917 48.219870931457734, 16.3395306896152 48.21965890908794)",17,Blumengasse,1 bis 7,Mo.-Fr. (w.) v. 9-19h,3 h,355852,,2012-10-01
KURZPARKSTREIFENOGD.355853,"LINESTRING (16.375058847061737 48.17832139733892, 16.37505941113607 48.1790649838467)",10,Keplerplatz,gg¸. 5 bis gg¸. 7,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355853,,1985-01-29
KURZPARKSTREIFENOGD.355854,"LINESTRING (16.37488617876186 48.17815964970832, 16.374032391557666 48.178249165730634)",10,Gudrunstraﬂe,145-149 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355854,,1997-03-28
KURZPARKSTREIFENOGD.355855,"LINESTRING (16.373562673032097 48.178132731800424, 16.373515867977527 48.17736060675301)",10,Laxenburger Straﬂe,32 bis 36,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355855,,1983-08-10
KURZPARKSTREIFENOGD.355856,"LINESTRING (16.375058674684766 48.17809415660654, 16.37500466743213 48.17723399991602)",10,Columbusgasse,23 bis 31,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355856,,1967-07-07
KURZPARKSTREIFENOGD.355857,"LINESTRING (16.338251543300416 48.21990740929998, 16.336365206476987 48.22029950802782)",17,Blumengasse,9 bis 23,Mo.-Fr. (w.) v. 9-19h,3 h,355857,,2012-10-01
KURZPARKSTREIFENOGD.355858,"LINESTRING (16.37567695704197 48.17801243168837, 16.37566788388768 48.17787042730097, 16.37566227368717 48.17785993751329, 16.375649946913768 48.177858068920955, 16.37560765997888 48.17719215537716)",10,Senefeldergasse,2 bis 10,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355858,,1967-07-11
KURZPARKSTREIFENOGD.355859,"LINESTRING (16.37687834937416 48.17796028114581, 16.37727775942297 48.17793494183624)",10,Gudrunstraﬂe,143 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355859,,2005-12-22
KURZPARKSTREIFENOGD.355860,"LINESTRING (16.379756899701633 48.17838751612032, 16.379801187608212 48.17816026747811)",10,Sonnwendgasse,38 bis 40,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355860,,1999-06-15
KURZPARKSTREIFENOGD.355861,"LINESTRING (16.378851766570467 48.1763468081469, 16.378917956789095 48.17679293746966)",10,Wielandplatz,5 bis 6,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355861,,1998-02-04
KURZPARKSTREIFENOGD.355862,"LINESTRING (16.378891387665373 48.17692262969895, 16.37824571125759 48.176966890344474)",10,Erlachgasse,90 bis 92,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355862,,1988-01-11
KURZPARKSTREIFENOGD.355863,"LINESTRING (16.378371498299973 48.17634341564282, 16.377768517001176 48.17638408757613)",10,Pernerstorfergasse,24 bis 26,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355863,,1975-04-07
KURZPARKSTREIFENOGD.355864,"LINESTRING (16.380570772831245 48.175070762634675, 16.380174134804395 48.17509828195245)",10,Quellenstraﬂe,97 bis 99,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355864,,2005-07-06
KURZPARKSTREIFENOGD.355865,"LINESTRING (16.373505378403106 48.1771924458433, 16.373480139093672 48.17672964465612)",10,Laxenburger Straﬂe,38 bis 42,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355865,,1993-02-16
KURZPARKSTREIFENOGD.355866,"LINESTRING (16.284133181281355 48.17590242736335, 16.284125925197664 48.17603091933137)",13,Lainzer Straﬂe,151 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355866,,2001-02-28
KURZPARKSTREIFENOGD.355867,"LINESTRING (16.284183506820877 48.175385042650966, 16.284170964810627 48.17547545491657)",13,Lainzer Straﬂe,153 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355867,,1986-11-25
KURZPARKSTREIFENOGD.355868,"LINESTRING (16.28469688739308 48.17606461265025, 16.284679091268874 48.17607173632829, 16.284632820520294 48.176088371098665, 16.284545630420734 48.176121651974555)",13,Fasangartenstraﬂe,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355868,,1991-02-21
KURZPARKSTREIFENOGD.355869,"LINESTRING (16.28469701334514 48.17593849167416, 16.284882068645526 48.175871952363316)",13,Fasangartenstraﬂe,4A ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355869,,1997-02-27
KURZPARKSTREIFENOGD.355870,"LINESTRING (16.28407496552682 48.17893039326773, 16.284032464821447 48.17874001447544)",13,Lainzer Straﬂe,124 bis 126,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355870,,1993-03-30
KURZPARKSTREIFENOGD.355871,"LINESTRING (16.283864183476442 48.17804751387618, 16.283786239266426 48.17772506234488)",13,Lainzer Straﬂe,132B bis 132C,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355871,,1987-08-31
KURZPARKSTREIFENOGD.355872,"LINESTRING (16.28411666637162 48.17816898280098, 16.283989071445813 48.17769184348035, 16.28394292319753 48.177585936331496)",13,Lainzer Straﬂe,127 bis 131,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355872,,1986-11-25
KURZPARKSTREIFENOGD.355873,"LINESTRING (16.283860441542195 48.17734913425359, 16.283814362904167 48.17718850329618)",13,Lainzer Straﬂe,133 bis 135,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355873,,1987-10-07
KURZPARKSTREIFENOGD.355874,"LINESTRING (16.294830074675765 48.17658303372306, 16.294575598811292 48.17672690576394)",13,Elisabethallee,81 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355874,,2005-03-14
KURZPARKSTREIFENOGD.355875,"LINESTRING (16.292054168353978 48.17562427095619, 16.291913583565243 48.17569679241615)",13,W¸rzburggasse,28 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355875,,1987-03-06
KURZPARKSTREIFENOGD.355876,"LINESTRING (16.300371065603677 48.17404125128161, 16.3005559829515 48.174135296788585)",13,Seckendorff-Gudent-Weg,,von 8-18h,"1,5 h",355876,,2003-11-20
KURZPARKSTREIFENOGD.355877,"LINESTRING (16.287696706523537 48.17016075025831, 16.28814127823784 48.1702418395783)",13,Feldkellergasse,16 bis 20,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355877,,2001-04-19
KURZPARKSTREIFENOGD.355878,"LINESTRING (16.28548133077459 48.169399562593604, 16.285438671157024 48.169373364500416, 16.285376470190013 48.169326940977484, 16.28531958971894 48.169284081091405, 16.285259165951366 48.16923527508033, 16.285212965546172 48.169200756592)",13,Speisinger Straﬂe,41 ,Mo.-Fr. (w.) v. 8-13h,"1,5 h",355878,,1996-08-27
KURZPARKSTREIFENOGD.355879,"LINESTRING (16.28480958109136 48.16885556084931, 16.284774037736497 48.16882579536293, 16.28443998320094 48.168513940167955, 16.284400900641167 48.16847465812726)",13,Speisinger Straﬂe,47 bis 49,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355879,,1997-05-14
KURZPARKSTREIFENOGD.355893,"LINESTRING (16.397764233768356 48.25802942669411, 16.397674977144913 48.25787718541888, 16.397624981879513 48.25779512318901, 16.397582150164673 48.25773446967348, 16.397544677929982 48.25768452405713)",21,Am Spitz,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355893,,1999-09-03
KURZPARKSTREIFENOGD.355894,"LINESTRING (16.396994198108757 48.25771694047705, 16.39684492834795 48.25803704792756)",21,Am Spitz,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355894,,1999-10-09
KURZPARKSTREIFENOGD.355895,"LINESTRING (16.39717119762381 48.257342436801785, 16.39705740468756 48.25752809683011)",21,Am Spitz,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355895,,2000-12-11
KURZPARKSTREIFENOGD.355896,"LINESTRING (16.397007301843097 48.257354421672524, 16.396939755942633 48.257484137963125)",21,Am Spitz,9 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355896,,1999-12-22
KURZPARKSTREIFENOGD.355897,"LINESTRING (16.39612040566148 48.25764517667691, 16.396761736627 48.25760201471983)",21,Schwaigergasse,39 bis 41,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355897,,1980-02-27
KURZPARKSTREIFENOGD.355898,"LINESTRING (16.316720377924756 48.21184389032949, 16.315623230095568 48.212010272141825)",16,Thaliastraﬂe,111 bis 117,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355898,,2012-09-30
KURZPARKSTREIFENOGD.355899,"LINESTRING (16.31537909343065 48.21214589049038, 16.314510613726878 48.21227967534145)",16,Thaliastraﬂe,118 bis 124,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355899,,2012-09-30
KURZPARKSTREIFENOGD.355900,"LINESTRING (16.315304617828254 48.21205829820295, 16.314482392645534 48.21218350495026)",16,Thaliastraﬂe,119 bis 123,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355900,,2012-09-30
KURZPARKSTREIFENOGD.355901,"LINESTRING (16.314292215771214 48.212301958637774, 16.31335949539267 48.212444308843686)",16,Thaliastraﬂe,126 bis 134,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355901,,2012-09-30
KURZPARKSTREIFENOGD.355902,"LINESTRING (16.314253706400464 48.21222639297019, 16.312699174958272 48.21246134907928)",16,Thaliastraﬂe,125a bis 125b,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355902,,2012-09-30
KURZPARKSTREIFENOGD.355903,"LINESTRING (16.310962144475187 48.21282160252629, 16.310147604880992 48.212946779934484)",16,Thaliastraﬂe,146 bis 148,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355903,,2012-09-30
KURZPARKSTREIFENOGD.355904,"LINESTRING (16.31061016350707 48.212787180261465, 16.310155359156916 48.21285576742983)",16,Thaliastraﬂe,129 bis 131,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355904,,2012-09-30
KURZPARKSTREIFENOGD.355905,"LINESTRING (16.309926625252498 48.212979357154055, 16.30898360281982 48.21312338719847)",16,Stillfriedplatz,11-12 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355905,,2012-09-30
KURZPARKSTREIFENOGD.355880,"LINESTRING (16.284070456565836 48.1681199686563, 16.284020712181928 48.16806879259742, 16.283976291671564 48.16801760993536)",13,Speisinger Straﬂe,51 bis 53,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355880,,2000-07-14
KURZPARKSTREIFENOGD.355881,"LINESTRING (16.279851339926058 48.163661237215855, 16.27969678804673 48.16351482341816)",13,Speisinger Straﬂe,100 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355881,,1999-10-05
KURZPARKSTREIFENOGD.355882,"LINESTRING (16.276626044073744 48.16000474896641, 16.276501734511058 48.15986548705174)",13,Speisinger Straﬂe,154 bis 156,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355882,,2003-11-20
KURZPARKSTREIFENOGD.355883,"LINESTRING (16.27223310282623 48.16519234870173, 16.272224586059508 48.165051939174994)",13,Dr. Schober-Straﬂe,14 bis 18,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355883,,2000-03-03
KURZPARKSTREIFENOGD.355884,"LINESTRING (16.283530981420355 48.17671617580781, 16.28334049119377 48.176688839138066)",13,Lainzer Straﬂe,148 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355884,,1998-08-04
KURZPARKSTREIFENOGD.355885,"LINESTRING (16.28353543076554 48.176691140696285, 16.283344940629316 48.17666380403384)",13,Lainzer Straﬂe,148 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355885,,1998-08-04
