FID,SHAPE,BEZIRK,STRNAM,GELTUNGSBEREICH,ZEITRAUM,DAUER,SE_SDO_ROWID,SE_ANNO_CAD_DATA,GUELTIG_VON
KURZPARKSTREIFENOGD.355558,"LINESTRING (16.3815619419284 48.22067796447418, 16.381938239296954 48.221513527625355)",2,Taborstraﬂe,49 bis 59,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355558,,1999-02-27
KURZPARKSTREIFENOGD.355559,"LINESTRING (16.339141642390263 48.21768111621971, 16.338942252908975 48.21769420645753)",18,Jˆrgerstraﬂe,18 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355559,,1995-10-10
KURZPARKSTREIFENOGD.355560,"LINESTRING (16.33980566680253 48.21762517696989, 16.339415798737434 48.217678725335226)",18,Jˆrgerstraﬂe,14 bis 16,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355560,,1995-10-10
KURZPARKSTREIFENOGD.355561,"LINESTRING (16.377657846822316 48.17213873608406, 16.37680332336506 48.172197656712534)",10,Antonsplatz 12/Schrˆttergasse,27 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355561,,1991-03-13
KURZPARKSTREIFENOGD.355562,"LINESTRING (16.377523446682936 48.17411312513784, 16.37776216850149 48.17457465228976)",10,Reumannplatz,14 bis 16,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355562,,2003-05-21
KURZPARKSTREIFENOGD.355563,"LINESTRING (16.376893026906714 48.17317822564032, 16.376058865569828 48.17323800920306)",10,Davidgasse,2 bis 6,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355563,,1993-06-29
KURZPARKSTREIFENOGD.355564,"LINESTRING (16.374656638792903 48.17478156519222, 16.374620889475224 48.17455196204805)",10,Columbusgasse,gg¸. 55 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355564,,1978-09-05
KURZPARKSTREIFENOGD.355565,"LINESTRING (16.357804921898747 48.16892022412537, 16.35786356129754 48.16878458597889)",10,Guﬂriegelstraﬂe,51 ,Mo.-Fr. (w.) v. 6.30-12h,"1,5 h",355565,,2004-07-07
KURZPARKSTREIFENOGD.355566,"LINESTRING (16.36947212482351 48.179372081841095, 16.369464815089575 48.179069893698895)",10,Van-der-N¸ll-Gasse,18 bis 20,Mo.-Fr. (w.) v. 8-13h,"1,5 h",355566,,2003-04-15
KURZPARKSTREIFENOGD.355567,"LINESTRING (16.367326423662536 48.178789717922044, 16.366837238117192 48.17881959954737)",10,Gudrunstraﬂe,162 bis 164,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355567,,2003-07-11
KURZPARKSTREIFENOGD.355568,"LINESTRING (16.36574142727841 48.178772286647245, 16.36505302107348 48.178812913894426)",10,Gudrunstraﬂe,179 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355568,,2003-07-15
KURZPARKSTREIFENOGD.355569,"LINESTRING (16.3638861592498 48.17898810254518, 16.36319241033099 48.17902871994197)",10,Gudrunstraﬂe,178 bis 182,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355569,,2003-07-15
KURZPARKSTREIFENOGD.355570,"LINESTRING (16.362959235234676 48.17875513795585, 16.362934238097303 48.17857549517192)",10,Sonnleithnergasse,20 ,"Mo.-Fr. (w.) v. 8.30-18h, Sa. (w.) v. 8.30-13h","1,5 h",355570,,1998-08-26
KURZPARKSTREIFENOGD.355571,"LINESTRING (16.355865502399887 48.17474942032586, 16.355981821058272 48.17469898642203)",10,Inzersdorfer Straﬂe,112 bis <Null>,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355571,,2009-12-04
KURZPARKSTREIFENOGD.355572,"LINESTRING (16.35845495361181 48.17391248676114, 16.358349930270276 48.17372333456462)",10,Guﬂriegelstraﬂe,22 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355572,,2005-08-11
KURZPARKSTREIFENOGD.355573,"LINESTRING (16.35584653361475 48.1717833410405, 16.355629582650767 48.17187617937595)",10,Troststraﬂe,109 bis 111,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355573,,2002-04-23
KURZPARKSTREIFENOGD.355574,"LINESTRING (16.35447723529773 48.17251050073552, 16.354326070015514 48.17257833384179)",10,Troststraﬂe,108 bis 110,"Mo.-Do. (w.) v. 8-18h, Fr. (w.) v. 8-14h","1,5 h",355574,,2006-01-20
KURZPARKSTREIFENOGD.355575,"LINESTRING (16.353675182623103 48.17285564287297, 16.3533906318527 48.172980611134655)",10,Troststraﬂe,114 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355575,,2001-11-19
KURZPARKSTREIFENOGD.355576,"LINESTRING (16.357827698993674 48.17124517840482, 16.35758582087808 48.17129043296066)",10,Troststraﬂe,92 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355576,,1997-12-16
KURZPARKSTREIFENOGD.355577,"LINESTRING (16.363757073814174 48.166738649468506, 16.363628814448322 48.166347258421254)",10,Neilreichgasse,94 ,Mo.-Fr. (w.) v. 9-19h,"1,5 h",355577,,2000-11-13
KURZPARKSTREIFENOGD.355578,"LINESTRING (16.37265885553639 48.1740374263833, 16.372523454997978 48.173726951139415)",10,Laxenburger Straﬂe,60 bis 62,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355578,,2001-05-29
KURZPARKSTREIFENOGD.355579,"LINESTRING (16.372905978187664 48.1738624560612, 16.372840054113176 48.17371019479321)",10,Laxenburger Straﬂe,85 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355579,,2003-09-19
KURZPARKSTREIFENOGD.355580,"LINESTRING (16.388563627865445 48.17391918544773, 16.387655513484116 48.17407804168124)",10,Quellenstraﬂe,51 bis 55,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355580,,2003-06-23
KURZPARKSTREIFENOGD.355581,"LINESTRING (16.381438048556646 48.166829040258406, 16.38158534589038 48.1664756285173)",10,Favoritenstraﬂe,177 bis 181,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355581,,2001-11-19
KURZPARKSTREIFENOGD.355181,"LINESTRING (16.331133585404796 48.21408443634826, 16.330940691305795 48.2140529473518)",16,Ottakringer Straﬂe,57 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355181,,2013-05-10
KURZPARKSTREIFENOGD.355182,"LINESTRING (16.32998070090332 48.21398843989267, 16.329720521526752 48.213931460886116)",17,Ottakringer Straﬂe,76 bis 78,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355182,,2013-05-10
KURZPARKSTREIFENOGD.355183,"LINESTRING (16.328850266558575 48.213785998012746, 16.32867980523646 48.21374701081835)",17,Ottakringer Straﬂe,84 bis 86,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355183,,2013-05-10
KURZPARKSTREIFENOGD.355184,"LINESTRING (16.328202064529872 48.21367052602215, 16.327349763834643 48.21351156213116)",17,Ottakringer Straﬂe,90 bis 96,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355184,,2013-05-10
KURZPARKSTREIFENOGD.355185,"LINESTRING (16.328125824350924 48.21353710151483, 16.32775350332015 48.2134636201681)",16,Ottakringer Straﬂe,73 bis 75,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355185,,2013-05-10
KURZPARKSTREIFENOGD.355186,"LINESTRING (16.359494821454224 48.23326522517329, 16.359698584612133 48.2331918702624, 16.35988351956732 48.233091287672025, 16.360024562252654 48.232992808219606, 16.3601875345678 48.23285662138281, 16.36029407716859 48.23273929696638, 16.360450748048592 48.23254236467466, 16.36061365464308 48.232274210788894, 16.360867371856607 48.231784002092894, 16.361136725394672 48.23121838189836, 16.361227548777073 48.231021461719315)",9,Nordbergbr¸cke,,Mo.-Fr. (w.) v. 8-14h,"1,5 h",355186,,2001-06-25
KURZPARKSTREIFENOGD.355187,"LINESTRING (16.30195316694837 48.19811594648246, 16.30081667107351 48.19793131076208)",14,H¸tteldorfer Straﬂe,gg¸. 167 bis gg¸. 177,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355187,,2012-12-30
KURZPARKSTREIFENOGD.355188,"LINESTRING (16.301520043358376 48.19793788237405, 16.30005600383611 48.197710223631475)",14,H¸tteldorfer Straﬂe,171 bis 181,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355188,,2012-12-30
KURZPARKSTREIFENOGD.355189,"LINESTRING (16.30055970778303 48.19789115130319, 16.299958205199342 48.19780159079694, 16.299419353476193 48.19773159720169, 16.298337465419706 48.197608358751424, 16.29766076739661 48.1975299333224)",14,H¸tteldorfer Straﬂe,130 bis 130d,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355189,,2012-12-30
KURZPARKSTREIFENOGD.355190,"LINESTRING (16.29982878385447 48.19768424736803, 16.29770260795912 48.19744057404682)",14,H¸tteldorfer Straﬂe,183 bis 197,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355190,,2012-12-30
KURZPARKSTREIFENOGD.355191,"LINESTRING (16.293220381758584 48.19716249236134, 16.291737456087223 48.19706976467579)",14,H¸tteldorfer Straﬂe,148 bis 156-158,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355191,,2012-12-30
KURZPARKSTREIFENOGD.355192,"LINESTRING (16.29325387936029 48.197067545691645, 16.291896269639892 48.19698883082026)",14,H¸tteldorfer Straﬂe,217 bis 225,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355192,,2012-12-30
KURZPARKSTREIFENOGD.355193,"LINESTRING (16.385374320398096 48.17460475360511, 16.385112600872922 48.17465094128931)",10,Quellenstraﬂe,24B ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355193,,2013-02-14
KURZPARKSTREIFENOGD.355194,"LINESTRING (16.29624261768539 48.146421916516665, 16.296336900099533 48.14650262555065, 16.29645038434275 48.14660087913279)",23,Breitenfurter Straﬂe,281 bis 281A,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355194,,2013-02-20
KURZPARKSTREIFENOGD.355195,"LINESTRING (16.286020082553648 48.1946569743199, 16.285791822485635 48.19468230864452, 16.285545990354123 48.194721328066656, 16.285250389794328 48.19478575887121, 16.284779168578005 48.19490097737833, 16.284182087887203 48.195053307247086)",14,Linzer Straﬂe,214 bis 226,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355195,,2012-12-30
KURZPARKSTREIFENOGD.355196,"LINESTRING (16.286054555367517 48.194485850988464, 16.28588190298088 48.19449947016581, 16.28572094286859 48.19452483257647, 16.28562143109725 48.194548265712875, 16.28365752047128 48.195036484789334)",14,Linzer Straﬂe,241 bis 257,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355196,,2012-12-30
KURZPARKSTREIFENOGD.355197,"LINESTRING (16.283941273699373 48.19511682521971, 16.28377443994172 48.195159790922034)",14,Linzer Straﬂe,228 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355197,,2012-12-30
KURZPARKSTREIFENOGD.355198,"LINESTRING (16.28266590017017 48.195409983741065, 16.28233167615745 48.19546762171034, 16.281840007019753 48.19553782001291, 16.281465413066044 48.19558264022283, 16.28111131822421 48.1956098614537)",14,Linzer Straﬂe,236 bis 254,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355198,,2012-12-30
KURZPARKSTREIFENOGD.355199,"LINESTRING (16.282431162324492 48.1953332906702, 16.281957059781536 48.195395672460705, 16.281687825218786 48.19542489138759)",14,Linzer Straﬂe,261 bis 265,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355199,,2012-12-30
KURZPARKSTREIFENOGD.355200,"LINESTRING (16.281263449537743 48.1955029464817, 16.281043968560244 48.19552044922966)",14,Linzer Straﬂe,269 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355200,,2012-12-30
KURZPARKSTREIFENOGD.355201,"LINESTRING (16.402601319889975 48.25822045154764, 16.402254572456066 48.257903671938124)",21,Rechte Nordbahngasse,gg¸. 6 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355201,,2013-07-26
KURZPARKSTREIFENOGD.355202,"LINESTRING (16.280897060272135 48.19553386189393, 16.28059730786448 48.19556721622991, 16.280119182018222 48.19563151641495, 16.28010460386042 48.195582599816724, 16.279036371506603 48.19574836820592)",14,Linzer Straﬂe,271 bis 283,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355202,,2012-12-30
KURZPARKSTREIFENOGD.355203,"LINESTRING (16.280622455098204 48.19565719293259, 16.280350283071563 48.19569227761918, 16.279864457719494 48.195766383466875, 16.279021581083942 48.19589313335803)",14,Linzer Straﬂe,256 bis 264,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355203,,2012-12-30
KURZPARKSTREIFENOGD.355204,"LINESTRING (16.269836666808143 48.19931991416227, 16.270117667754704 48.199265298132396, 16.270279094955608 48.19923157507425)",14,Linzer Straﬂe,317 bis 321,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355204,,2012-12-30
KURZPARKSTREIFENOGD.355180,"LINESTRING (16.331164974762718 48.214207361924046, 16.330202750536014 48.21404241827919)",17,Ottakringer Straﬂe,68 bis 72,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355180,,2013-05-10
KURZPARKSTREIFENOGD.355286,"LINESTRING (16.473665201338157 48.21457121068481, 16.47383254705164 48.21488014708004)",22,Bergengasse,6/6 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355286,,1999-03-08
KURZPARKSTREIFENOGD.355287,"LINESTRING (16.483774436482804 48.2418403757405, 16.48409295855571 48.24173646418203)",22,Berresgasse,2 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355287,,2003-10-16
KURZPARKSTREIFENOGD.355288,"LINESTRING (16.436950629940302 48.24075620052176, 16.437294242228745 48.24069403475991, 16.43750432467 48.24065696877373)",22,Meitnergasse,2 ,Mo.-Fr. (w.) v. 8-15h,"1,5 h",355288,,1997-06-24
KURZPARKSTREIFENOGD.355289,"LINESTRING (16.47883471597741 48.25014341689462, 16.479075893446005 48.25038938458699)",22,Arnikaweg,115X ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355289,,2001-09-10
KURZPARKSTREIFENOGD.355290,"LINESTRING (16.44639974483737 48.23235192625971, 16.446347547392985 48.23214044080988)",22,Viktor-Kaplan-Straﬂe,2 bis <Null>,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355290,,2008-04-16
KURZPARKSTREIFENOGD.355291,"LINESTRING (16.358845426418142 48.181234720915576, 16.35866230059904 48.18147865318418)",5,Matzleinsdorfer Platz,3 bis 5,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355291,,1997-06-01
KURZPARKSTREIFENOGD.355292,"LINESTRING (16.357813075638248 48.18202772716405, 16.35757521827951 48.18225828610618)",5,Reinprechtsdorfer Straﬂe,4 bis 6,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355292,,2000-11-09
KURZPARKSTREIFENOGD.355293,"LINESTRING (16.35771963532424 48.18194743537486, 16.357477340841694 48.182179478834904)",5,Reinprechtsdorfer Straﬂe,1B bis 1C,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355293,,2000-11-09
KURZPARKSTREIFENOGD.355294,"LINESTRING (16.357328421183492 48.182338632488815, 16.356790485047505 48.182859240218896)",5,Reinprechtsdorfer Straﬂe,1C bis 1X,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355294,,2000-11-09
KURZPARKSTREIFENOGD.355295,"LINESTRING (16.356648239134913 48.18303771819104, 16.356330359055367 48.18334116085615)",5,Reinprechtsdorfer Straﬂe,3 bis 5,Mo.-Fr. (w.) v. 7-19h,"1,5 h",355295,,1997-06-01
KURZPARKSTREIFENOGD.355296,"LINESTRING (16.35726846724311 48.18255576681956, 16.356897257299646 48.18291870204391)",5,Reinprechtsdorfer Straﬂe,10 bis 14,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355296,,2000-11-09
KURZPARKSTREIFENOGD.355297,"LINESTRING (16.356717190410368 48.18308233015755, 16.356432652346594 48.18336345493576)",5,Reinprechtsdorfer Straﬂe,16 bis 18,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355297,,1998-09-07
KURZPARKSTREIFENOGD.355298,"LINESTRING (16.3561547249436 48.183500317666386, 16.35601245888827 48.18363716524026)",5,Reinprechtsdorfer Straﬂe,7 ,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355298,,1997-06-01
KURZPARKSTREIFENOGD.355299,"LINESTRING (16.3562503687695 48.18354045561029, 16.355932483233786 48.18384389714944)",5,Reinprechtsdorfer Straﬂe,20 bis 22,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355299,,1998-09-07
KURZPARKSTREIFENOGD.355300,"LINESTRING (16.355654569886603 48.183992656680424, 16.355305557350697 48.18432732620634)",5,Reinprechtsdorfer Straﬂe,11 bis 13,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355300,,1997-06-01
KURZPARKSTREIFENOGD.355301,"LINESTRING (16.355156600800438 48.18445822031366, 16.354849820471184 48.184749749948956)",5,Reinprechtsdorfer Straﬂe,15 bis 17,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355301,,1997-06-01
KURZPARKSTREIFENOGD.355302,"LINESTRING (16.354808044999903 48.18493806679887, 16.354769527308516 48.18497464285546, 16.35438937836753 48.18533459452926)",5,Reinprechtsdorfer Straﬂe,32 bis 36,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355302,,2000-11-09
KURZPARKSTREIFENOGD.355303,"LINESTRING (16.35468308134106 48.18491337264385, 16.354022815613522 48.18554106013881)",5,Reinprechtsdorfer Straﬂe,19 bis 27,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355303,,1997-06-01
KURZPARKSTREIFENOGD.355304,"LINESTRING (16.35434864119887 48.18536673601817, 16.354088527779048 48.185612156931455)",5,Reinprechtsdorfer Straﬂe,38 bis 40,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355304,,2000-11-09
KURZPARKSTREIFENOGD.355305,"LINESTRING (16.35375603391027 48.18579987222751, 16.353358089856314 48.18623121129182)",5,Reinprechtsdorfer Straﬂe,29 bis 35-37,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355305,,1997-06-01
KURZPARKSTREIFENOGD.355306,"LINESTRING (16.353684938887106 48.186017006273005, 16.353515980496464 48.186202930744)",5,Reinprechtsdorfer Straﬂe,44 bis 46,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355306,,2000-11-09
KURZPARKSTREIFENOGD.355307,"LINESTRING (16.353169939184994 48.1866064980639, 16.352883154856183 48.186923308269925)",5,Reinprechtsdorfer Straﬂe,50 bis 52,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355307,,1998-09-07
KURZPARKSTREIFENOGD.355308,"LINESTRING (16.353041648968 48.1865723080445, 16.352594788141158 48.187072053984444)",5,Reinprechtsdorfer Straﬂe,39 bis 45,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355308,,1997-06-01
KURZPARKSTREIFENOGD.355309,"LINESTRING (16.35270899123187 48.187099799534, 16.352577817211838 48.18724407854807, 16.35253335796143 48.18729464475672, 16.35242663708831 48.18740917054743, 16.352393296041058 48.18744784609316)",5,Reinprechtsdorfer Straﬂe,54 bis 56,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355309,,2000-11-09
KURZPARKSTREIFENOGD.355310,"LINESTRING (16.352466615661676 48.187224759078134, 16.352213178270016 48.187502901004564, 16.352173155196756 48.187549005816, 16.352126478065 48.1876055256802)",5,Reinprechtsdorfer Straﬂe,47 bis 51,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355310,,2000-11-09
KURZPARKSTREIFENOGD.355311,"LINESTRING (16.35192644044998 48.18800559839588, 16.351637517210467 48.18868229590943)",5,Reinprechtsdorfer Straﬂe,55 bis 59,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355311,,1997-06-01
KURZPARKSTREIFENOGD.355312,"LINESTRING (16.35202651318593 48.18804276245874, 16.3518642890337 48.188432415640165, 16.351753168312744 48.18868525692406)",5,Reinprechtsdorfer Straﬂe,62 bis 70,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355312,,2000-11-09
KURZPARKSTREIFENOGD.355205,"LINESTRING (16.264948630634944 48.20081539317294, 16.264872509504542 48.20083882166616, 16.26484028155185 48.20086619159123, 16.264248864208465 48.201061462703535)",14,Linzer Straﬂe,365 bis 369,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355205,,2012-12-30
KURZPARKSTREIFENOGD.355206,"LINESTRING (16.295569710530643 48.184967048792466, 16.296130897462756 48.185220474833926)",13,Lainzer Straﬂe,23 bis 27,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355206,,2013-01-21
KURZPARKSTREIFENOGD.355207,"LINESTRING (16.3657748850177 48.17609827957003, 16.36604224196243 48.17607920407006)",10,Quellenstraﬂe,169 bis 171,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355207,,2013-02-14
KURZPARKSTREIFENOGD.355208,"LINESTRING (16.329430017579032 48.19866712212975, 16.330035749646786 48.1988319376793)",15,M‰rzstraﬂe,40 bis 44,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355208,,2013-05-01
KURZPARKSTREIFENOGD.355209,"LINESTRING (16.45776528499322 48.22822901937496, 16.456279592403806 48.22874722981922)",22,Erzherzog-Karl-Straﬂe,129 bis 129B,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355209,,2013-06-19
KURZPARKSTREIFENOGD.355210,"LINESTRING (16.38142173520636 48.22036388551062, 16.381350782827592 48.22022192276073, 16.38136379361615 48.220180815527556)",2,Taborstraﬂe,43 bis 45,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355210,,2013-10-03
KURZPARKSTREIFENOGD.355211,"LINESTRING (16.330248800274532 48.1988989782614, 16.331092658153768 48.19913082963643)",15,Reithofferplatz,14 bis 16,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355211,,2013-05-01
KURZPARKSTREIFENOGD.355212,"LINESTRING (16.25915435521638 48.201739417793284, 16.259592905177374 48.2017579687112)",14,Linzer Straﬂe,395 bis 397,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355212,,2012-09-30
KURZPARKSTREIFENOGD.355213,"LINESTRING (16.258607647883537 48.20188922694272, 16.25884971506622 48.201876502512214, 16.259010375835754 48.20187088162624, 16.259156042313048 48.20186382057077, 16.259338116655318 48.201862508918914)",14,Linzer Straﬂe,412 bis 414a,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355213,,2012-09-30
KURZPARKSTREIFENOGD.355214,"LINESTRING (16.25761081086541 48.201888493793284, 16.258265052971797 48.201804510268566)",14,Linzer Straﬂe,403 bis 409,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355214,,2012-09-30
KURZPARKSTREIFENOGD.355215,"LINESTRING (16.31769608844414 48.19911933364345, 16.317050819659176 48.19911082466876)",14,H¸tteldorfer Straﬂe,78 bis 82,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355215,,2012-09-30
KURZPARKSTREIFENOGD.355216,"LINESTRING (16.316640193676992 48.19910795468923, 16.31546907246735 48.19909794840303)",14,H¸tteldorfer Straﬂe,84-86 bis 88,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355216,,2012-09-30
KURZPARKSTREIFENOGD.355217,"LINESTRING (16.351934705371406 48.20641616674062, 16.35156078480853 48.20638412450427)",8,Lerchenfelder Straﬂe,18-24 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355217,,1996-11-12
KURZPARKSTREIFENOGD.355218,"LINESTRING (16.35332420480146 48.20660755483231, 16.353149605794165 48.20658132197111)",8,Lerchenfelder Straﬂe,8 bis 10,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355218,,1996-11-12
KURZPARKSTREIFENOGD.355219,"LINESTRING (16.354931630434606 48.18481656736298, 16.35510818163818 48.18465118900197)",5,Reinprechtsdorfer Straﬂe,30 ,"Mo.-Fr. (w.) v. 9-19h, Sa. (w.) v. 9-12h","1,5 h",355219,,2000-11-09
KURZPARKSTREIFENOGD.355220,"LINESTRING (16.311695430277645 48.13400979977595, 16.311814303260117 48.13424108520479)",23,Porschestraﬂe,gg¸. 9 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355220,,2011-11-12
KURZPARKSTREIFENOGD.355221,"LINESTRING (16.388803327890564 48.29520660391294, 16.388945303616055 48.29516909617522)",21,Strebersdorfer Platz,2 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355221,,2011-05-04
KURZPARKSTREIFENOGD.355222,"LINESTRING (16.34177369020805 48.25584827752377, 16.341723435047456 48.25587710065878, 16.341702549863033 48.25589468882282, 16.341653514462283 48.2559335043276, 16.34163898669346 48.255945633356994, 16.3415472701146 48.2559899096958, 16.34145736766034 48.25603054479367)",19,Cobenzlgasse,gg¸. 8 bis gg¸. 12,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355222,,2012-04-05
KURZPARKSTREIFENOGD.355223,"LINESTRING (16.399443850334276 48.25980040619849, 16.399660931332207 48.259701538746576)",21,Angerer Straﬂe,2-6 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355223,,2012-08-27
KURZPARKSTREIFENOGD.355224,"LINESTRING (16.4001074624143 48.25950761666039, 16.400339321416254 48.25940306616924, 16.400377127192982 48.259403045026595)",21,Angerer Straﬂe,2-6 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355224,,2012-08-27
