FID,OBJECTID,SHAPE,ADRESSE,ZEITRAUM,AUSN_TEXT,WEBLINK1,SE_ANNO_CAD_DATA
FUSSGEHERZONEOGD.13994,13994,"POLYGON ((16.39843067554949 48.16764677169761, 16.398606386905822 48.16751525797955, 16.39860451822903 48.16751525899641, 16.399017641688772 48.1672058817753, 16.399316727513927 48.16698041886123, 16.39970553754178 48.16669358058962, 16.39972795255832 48.16666478080551, 16.39998404480499 48.16647564566308, 16.39999900425232 48.16647313722063, 16.400137331997936 48.166371679357155, 16.400432673952473 48.16614872470786, 16.400569099057183 48.16603223967431, 16.40064572969608 48.16597087171031, 16.40086443246732 48.165805533724146, 16.40095976752896 48.16573789570285, 16.401118673779994 48.16564768456541, 16.4011972010815 48.165598824758895, 16.40136545818745 48.165504857795355, 16.401391685993133 48.16552612090669, 16.401425415280315 48.1655686577625, 16.40140484009177 48.165573678699026, 16.401389887336737 48.16558119655818, 16.401245925880712 48.16566764042069, 16.401159922481703 48.16571524544037, 16.401111316478282 48.16574031015211, 16.40099540628733 48.165812969162104, 16.40086828954326 48.16590065309106, 16.40081781218801 48.16593447815255, 16.400731834699243 48.16600336084981, 16.40063839506106 48.166082266148194, 16.400696430539966 48.16611478007448, 16.400649708268233 48.16615235313161, 16.400526325790565 48.166238784517695, 16.39979173311984 48.16679867282617, 16.399774900775412 48.166808691637186, 16.399722553158018 48.166842517248966, 16.399337500569708 48.16713561279842, 16.399346873141514 48.16715938576975, 16.39928890350166 48.16718069568471, 16.399257138933482 48.167215759817985, 16.39923468652033 48.1672145221004, 16.398972991008137 48.16741116797227, 16.398982342030312 48.167417422149505, 16.39893374559297 48.167452495405314, 16.398913189287942 48.167473784657524, 16.398602876311283 48.167701743739336, 16.39850380930265 48.167779400280104, 16.398479477344832 48.16776940401953, 16.398395354772205 48.167832033636834, 16.39826450332997 48.16792972615695, 16.398066324993177 48.16806125146532, 16.39803829178998 48.168081294531724, 16.397925940773007 48.16801377085801, 16.398090445683113 48.16789602362699, 16.39829234707034 48.16775323671972, 16.39843067554949 48.16764677169761))","10., Laaer Wald","von 1.4.-30.4. u. 1.10.-31.10. Sa., So. u. FT. v. 8-21h v. 1.5 -30.9.  Mo.-Fr (werkt.) v. 9-12 u 14-19h Sa., So. und FT v. 8-21h",ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13995,13995,"POLYGON ((16.367385327051124 48.1777198319656, 16.367364778344403 48.17758304161777, 16.368181615078765 48.17753579064616, 16.36820087241632 48.17766830942836, 16.367924761643604 48.17768549142771, 16.367669101059473 48.17770009507874, 16.367667824178035 48.1777009497863, 16.367385327051124 48.1777198319656))","10., Erlachgasse",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13996,13996,"POLYGON ((16.33937007649285 48.21108005307559, 16.339297015586258 48.211086755074874, 16.33925690609182 48.2110905872917, 16.339231126185176 48.21109250355334, 16.339185284679292 48.21109442035781, 16.339173816776608 48.21102644127846, 16.339175241678827 48.21100441695996, 16.339162351455776 48.211000586217956, 16.339153753181243 48.21099292426719, 16.33914516617311 48.21094888493187, 16.33915232405016 48.21094505364744, 16.33915374942216 48.21093069151209, 16.33914516484645 48.21092686065184, 16.33913799046652 48.21087994346214, 16.33914802766238 48.210875158824265, 16.33914229499495 48.21086175015782, 16.339133696976546 48.210857919297, 16.339126536186484 48.2108129176515, 16.339135120282254 48.21080909532306, 16.339135119477174 48.210795686502195, 16.339127961218345 48.2107928178718, 16.33912080038487 48.21074685395588, 16.339127958293208 48.21074398494239, 16.339127957375265 48.2107286605755, 16.339115067111234 48.21072292327526, 16.339109332645176 48.21067887486598, 16.339117928916792 48.21065398153366, 16.339116488030307 48.21063387283678, 16.33910217110549 48.210620473389426, 16.339195279680062 48.21061950861148, 16.339241142287452 48.21096419768222, 16.339252607042845 48.21098047500617, 16.339279828152744 48.21100345180113, 16.339314206798257 48.21101685965104, 16.33935001121152 48.21102260526662, 16.33936147496539 48.211022604937114, 16.33936147502683 48.21102355821344, 16.33937007649285 48.21108005307559))","8., Lerchenfelder Gürtel",(werkt.) von 8-17h,ausgen. Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13997,13997,"POLYGON ((16.371632370457025 48.21109692519834, 16.37102550908705 48.21138141256634, 16.371017258864793 48.21139797150563, 16.371166031115333 48.21155250080335, 16.371190802223826 48.211552493235, 16.371087637313423 48.21166568580042, 16.371013246487475 48.21157186469908, 16.371029750440115 48.21156357696786, 16.37086445406729 48.21138698325448, 16.370839675187412 48.211395264473225, 16.370769429004564 48.211320759289514, 16.370422608684187 48.211442316286984, 16.37013774081617 48.21155281026957, 16.369811585792096 48.21169642853327, 16.370154591920546 48.212046872126514, 16.370001774425948 48.21201931731253, 16.370005896097783 48.21200551157765, 16.369749672850627 48.211729568547945, 16.36949782577242 48.21182625573109, 16.36949370217478 48.21183729155195, 16.369303783683804 48.21192567756711, 16.36919637005005 48.21184289946217, 16.369274783399213 48.211773872224924, 16.36893603711072 48.21159180392997, 16.368878218106953 48.21158905954953, 16.368754364287273 48.21165533854921, 16.368762696139388 48.21176573635351, 16.368824690146642 48.21183748420649, 16.36861414575296 48.211950714099125, 16.368543897315718 48.21189001208156, 16.368597584102854 48.211889996896204, 16.36870493837405 48.21185960550939, 16.368733822253862 48.211809910030226, 16.36863878690366 48.21172437597277, 16.368746060580055 48.21158909720787, 16.368597351476062 48.211522895697115, 16.368663403864026 48.211481472416345, 16.368845115597953 48.211500738062355, 16.368857500819345 48.211489699907, 16.36901032497776 48.211531051768155, 16.369187966019098 48.21162209254314, 16.36941090095696 48.211530936235555, 16.369282786000504 48.21137364678664, 16.369266264800686 48.21137641246465, 16.369200135634646 48.21127706599069, 16.369113277430586 48.2110811207807, 16.36917936443841 48.21109489728381, 16.36924965000857 48.21121356890028, 16.369286806008166 48.21120251454955, 16.369514112452553 48.21148398886363, 16.369683389671383 48.211417695764794, 16.369926972912964 48.21132101060341, 16.36969965046413 48.21101745886327, 16.36972854841791 48.211011937587195, 16.369294738755002 48.21069464080853, 16.369323618685634 48.21066151059732, 16.369459934147468 48.21072771478062, 16.369596285048008 48.21082704064747, 16.369703694375094 48.210884970257986, 16.36980287335822 48.210989828559605, 16.369906216221757 48.211144372825956, 16.369976510131924 48.211293395951124, 16.370009585251523 48.21133755165543, 16.370075694119034 48.21140377581614, 16.37012943167769 48.211481047220886, 16.37043908179328 48.2113677849439, 16.370703317070838 48.211271100951045, 16.37083129406734 48.21121861412645, 16.371041971608385 48.21131240294702, 16.371330963322375 48.21117706631156, 16.371582788491086 48.211058296869616, 16.371636503093853 48.211099684823274, 16.371632370457025 48.21109692519834))","1., Judenplatz",Mo.-Sa. (werkt.) von 6-10.30h,"ausgen. Fahrräder, Zufahrt zur Ladetätigkeit und Taxi",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13998,13998,"POLYGON ((16.374147044860454 48.21259092843662, 16.374557374690628 48.212398463798465, 16.374540422277274 48.21236452924913, 16.374680027550077 48.21229942583163, 16.374701192274802 48.21231638883172, 16.374908472836044 48.21220884157898, 16.375128423745597 48.2120786628263, 16.375230060498836 48.21217762506254, 16.37500585379675 48.212285178631895, 16.375010105132414 48.21230214730451, 16.374671698071527 48.21247761931179, 16.374235966087053 48.212672925643396, 16.374147044860454 48.21259092843662))","1., Morzinplatz",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13999,13999,"MULTIPOLYGON (((16.379586351792064 48.216090846961215, 16.37964333422693 48.21600501259098, 16.379528994060713 48.21574953308537, 16.37950327256404 48.21569424383535, 16.3795546267651 48.21569994406848, 16.3796116999191 48.215705642112056, 16.379685881443272 48.21570180088015, 16.379751496617587 48.21568843010141, 16.37995975451548 48.21565021074025, 16.379991131387516 48.21564638565078, 16.38001680767353 48.21564828238604, 16.380188043548742 48.215684450241234, 16.380219499143525 48.21577214850338, 16.379902839336957 48.21582948423447, 16.380020047364237 48.21610021467564, 16.37982035944294 48.21613843088066, 16.379770411444884 48.21615699379035, 16.379586351792064 48.216090846961215)), ((16.379770411444884 48.21615699379035, 16.37977186518571 48.21615751484111, 16.379769012418002 48.216157515925886, 16.379770411444884 48.21615699379035)))","2., Karmeliterplatz",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14000,14000,"POLYGON ((16.3474781925753 48.20547234126474, 16.347484541201094 48.20528424824301, 16.347570868682794 48.20526500321022, 16.34758025629181 48.20435236512915, 16.34767936818245 48.20435662690967, 16.347654042417837 48.20545949937595, 16.347657244868703 48.205461630436716, 16.3474781925753 48.20547234126474))","7., Myrthengasse",Mo.-Fr. (werkt.) von 6-10.30h,ausgen. Zufahrt zur Ladetätigkeit sowie ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14001,14001,"POLYGON ((16.35833493344412 48.21140382704563, 16.358264953934885 48.21115734673032, 16.358451268329226 48.211128775245, 16.358202462286375 48.21026999340316, 16.35800448434631 48.210295976683284, 16.357934505723446 48.210044307057565, 16.358299377733605 48.2099897563801, 16.35831882231052 48.21005721041536, 16.358384820636402 48.21006238667523, 16.358582817036723 48.21011164862335, 16.35879636143289 48.210207608707464, 16.35884684686686 48.21024392213796, 16.358901206231383 48.21027763574888, 16.359021598039003 48.21039178009868, 16.35904490713065 48.21043328792858, 16.360026977528513 48.21030336079354, 16.360033035772606 48.21025328553826, 16.36005650652526 48.210207244582975, 16.3601097064236 48.2101768904939, 16.36016665576405 48.21016580796554, 16.360333844472834 48.21073140741841, 16.36026026086633 48.21073559576858, 16.36018980096923 48.21071573567096, 16.360149083795033 48.21068225363573, 16.360128056134116 48.210630259513714, 16.359142107027434 48.21076538633773, 16.359149891589187 48.21081208632139, 16.35909560832484 48.2109496118207, 16.359068448811396 48.210993728773396, 16.35904129157397 48.211043034779514, 16.358901607935348 48.21118057722701, 16.358738599680624 48.21127401259689, 16.358680389428866 48.21129737933713, 16.358699816970233 48.21135445517531, 16.35833493344412 48.21140382704563))","1., Rathausplatz",,ausgen. Zufahrt zur Ladetätigkeit mit mit Fahrzeugen mit Wagenkarte,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14002,14002,"POLYGON ((16.370215953137325 48.209808642045616, 16.370277730427993 48.20973738873472, 16.370424896057123 48.20987411302877, 16.37048035746983 48.20993535793795, 16.370579480624716 48.210037598589984, 16.370629943164026 48.21010772118931, 16.37051550948721 48.21016787491846, 16.37042285303206 48.21001800442971, 16.37027990565225 48.20981147385991, 16.370218092448884 48.20980864140987, 16.370215953137325 48.209808642045616))","1., Kühfußgasse",Mo.-Sa. (werkt.) von 6-10.30h,ausgen. Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14003,14003,"POLYGON ((16.374350013396015 48.21014423253913, 16.374194576853426 48.210027759655006, 16.37443760954209 48.20991671198914, 16.37455153690076 48.2100316066629, 16.374350013396015 48.21014423253913))","1., Lugeck",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14004,14004,"POLYGON ((16.396279261036845 48.224611058633144, 16.396416557651367 48.22448915640403, 16.39931853343536 48.22598823735488, 16.399149681880417 48.2261295594616, 16.396279261036845 48.224611058633144))","2., Jakov-Lind-Straße",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14005,14005,"POLYGON ((16.374467722850433 48.20358602521556, 16.374302352884374 48.203436514703206, 16.374856410889162 48.203157585261934, 16.375039595480285 48.20332748548781, 16.374467721579457 48.20358432550414, 16.374467722850433 48.20358602521556))","1., Fichtegasse",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14006,14006,"POLYGON ((16.359767692512797 48.20862360637782, 16.35975626971 48.20850710213212, 16.359748670317902 48.208453918052186, 16.359710749338248 48.20841086653211, 16.35963495890144 48.208377958083815, 16.35955538369004 48.208365311986576, 16.35948338450729 48.20835520036628, 16.35941895557358 48.20833495185213, 16.359365903365482 48.20830203860224, 16.359320407999963 48.20825898848803, 16.35917239794579 48.20772461676888, 16.3591799430373 48.207658767202936, 16.359202656711737 48.20760557697691, 16.35925946900284 48.20756504226237, 16.359331448668698 48.207534630767796, 16.359388265384272 48.20750423130003, 16.359422356765634 48.20747129135644, 16.35942612549226 48.20741557785101, 16.359410935007457 48.207354796046, 16.359350249732504 48.20722057617784, 16.35940707759996 48.20721549249468, 16.359452552497622 48.20721548324754, 16.359516973101556 48.207220542269816, 16.359566245998764 48.20725851938877, 16.359596585999213 48.20731929807272, 16.35963829832167 48.20738767365117, 16.359733160369842 48.20770170492254, 16.359729386734443 48.207716904170326, 16.35994568883407 48.20843615172294, 16.35995707197108 48.20846653730058, 16.359934366943357 48.208537462210046, 16.359877557634704 48.20858559648469, 16.359824519547686 48.20861345933145, 16.359767692512797 48.20862360637782))","1., Dr.-Karl-Renner-Ring",,ausgen. Fahrräder und Fahrzeuge im öffentlichen Dienst für Parlamentszwecke,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14007,14007,"POLYGON ((16.359347168323968 48.207189991001734, 16.35926103650558 48.20710369189276, 16.359262296219583 48.207092692980744, 16.359262291249852 48.207081694324074, 16.35925723060349 48.20707745955843, 16.359239508914726 48.2070715456224, 16.359225566294896 48.20706224049352, 16.35921923906451 48.20705377918743, 16.359217959497236 48.20702077447874, 16.359258470056083 48.20702161166742, 16.359258446735183 48.20696999082493, 16.359220466340506 48.20697084384401, 16.359219188303634 48.20694122956308, 16.35922297700029 48.2069293847827, 16.35923816316961 48.20692176449833, 16.359253364697608 48.20691837100298, 16.359260949717147 48.2069116066013, 16.35926601691269 48.206900597927024, 16.359262205216677 48.206891290756246, 16.359277389840056 48.206880289031595, 16.359469874825173 48.20699449033809, 16.359535790234922 48.20717979932842, 16.359506673623283 48.207175569485166, 16.359488940732106 48.207174727742746, 16.35946616293902 48.207174732383976, 16.359347168323968 48.207189991001734))","1., Schmerlingplatz",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14008,14008,"POLYGON ((16.377013512159884 48.201418121245126, 16.377081433447394 48.20148442178486, 16.37693790167027 48.201544682311315, 16.376979704743466 48.20158568536559, 16.376564750225032 48.201780426930334, 16.376524257051155 48.20174553863283, 16.376435526464988 48.20178396175177, 16.376365233061545 48.20171143838009, 16.376915639600146 48.20146266336141, 16.377013512159884 48.201418121245126))","1., Beethovenplatz (südlich)",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14009,14009,"POLYGON ((16.330126254756305 48.174824029187214, 16.33028363521781 48.17483041339323, 16.33019201696636 48.17577137028411, 16.33011286335776 48.17644978832361, 16.330133153162578 48.1764524153925, 16.330144877828328 48.1764550330247, 16.330150349776265 48.17646025837065, 16.33015348204899 48.1764660141967, 16.33015348156925 48.17647019604717, 16.33015191702371 48.17651204145164, 16.33015269587677 48.17652092679973, 16.33015660760652 48.17653034290895, 16.33016440588667 48.176651679923786, 16.330143273891068 48.176839601300216, 16.330291853472346 48.17684431229967, 16.330330954919805 48.1768443142526, 16.330306184899598 48.17710450503551, 16.330288597154382 48.17710515166721, 16.330287610521935 48.17715026163884, 16.330303248578115 48.17714960591655, 16.330296392583346 48.17725551879341, 16.330291504386274 48.17731978413896, 16.33038241467516 48.17732044516468, 16.330376527244372 48.17742374106234, 16.330241634168367 48.17742046078836, 16.330227936382272 48.17762247491446, 16.330224018657145 48.17766510260279, 16.330078367778555 48.177662478096835, 16.33006564055102 48.1778376834425, 16.330214222800752 48.17784422915939, 16.330201494949332 48.17802858961703, 16.330068549304944 48.17803159550337, 16.329998168759886 48.17804597198396, 16.329852525766814 48.17808061511451, 16.329870151660877 48.177765502465455, 16.329889743260246 48.17742737623798, 16.329927736133246 48.17702972480619, 16.32988765756443 48.17699141152063, 16.329862835258194 48.1769965183391, 16.329862838792707 48.176967155456005, 16.329849479897184 48.17691224209676, 16.329845665033925 48.17688032493087, 16.32991629915894 48.17686883537993, 16.329941122308888 48.176856066321, 16.329962155318515 48.176601972815185, 16.33002521259701 48.176070530374396, 16.330078745449832 48.17545329195564, 16.330126254756305 48.174824029187214))","12., Meidlinger Hauptstraße",(werkt.) von 6-10.30h,"ausgen. Zufahrt zur Ladetätigkeit, Taxi zum Aus- u. Einsteigen u. Kraftfahrzeuge des Bundesgremiums der Handelsvertreter, Kommissionäre u. Vermittler",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14010,14010,"POLYGON ((16.32978244609385 48.179044972670845, 16.32978628702609 48.17897431312766, 16.329807448208765 48.17878547457968, 16.32981706938541 48.178618470943015, 16.32984208709848 48.178226664513396, 16.329844013984694 48.17819326378284, 16.329915082357545 48.17816371586438, 16.329984240183016 48.17814317001857, 16.330034182004923 48.1781303213266, 16.33001302086832 48.17832815316194, 16.329999551933994 48.1785182781991, 16.329989927732782 48.17871611961687, 16.330235785344286 48.17872511655075, 16.330224249909932 48.178827890522406, 16.33012629111664 48.17882531345212, 16.330097445266524 48.17908096231233, 16.33008014172224 48.17929163664869, 16.32993416366699 48.17928777987246, 16.329895706923555 48.17961535593941, 16.329912984028844 48.17963334330741, 16.330162692412195 48.17963721446515, 16.330156925798992 48.17973613061692, 16.32990721708942 48.17973097341601, 16.32987839848948 48.17974638625395, 16.329843785029887 48.18008938585813, 16.329868753398504 48.180112131060476, 16.329624799500596 48.180096694304034, 16.329645939648703 48.180085139194865, 16.329667090590988 48.179878314265665, 16.32971324077443 48.17944024798702, 16.329728610516785 48.17944024883358, 16.32974207035151 48.179334399346246, 16.329722870195805 48.179318983907365, 16.32954615316806 48.17931126684929, 16.32913317595107 48.1793022495103, 16.32914471798718 48.179167360858834, 16.329732487799653 48.17918409509135, 16.329763215569887 48.17916868239296, 16.329782446046696 48.17904535937944, 16.32978244609385 48.179044972670845))","12., Meidlinger Hauptstraße",(werkt.) von 6-10.30h,"ausgen. Zufahrt zur Ladetätigkeit, Taxi zum Aus- u. Einsteigen u. Kraftfahrzeuge des Bundesgremiums der Handelsvertreter, Kommissionäre u. Vermittler",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14011,14011,"POLYGON ((16.348750558285214 48.18946756916915, 16.348305469955566 48.18938964637067, 16.348394157997376 48.18911954390363, 16.34886440893932 48.189201465537884, 16.348750558285214 48.18946756916915))","5., Nevillebrücke",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14012,14012,"POLYGON ((16.36238884694908 48.20454190390541, 16.360986526106174 48.20558619013585, 16.359139308857035 48.204480324610635, 16.360519710236332 48.203439725603545, 16.36238884694908 48.20454190390541))","1., Maria-Theresien-Platz",,ausgen. Fahrzeuge mit Wagenkarte der Burghauptmannschaft Österreich,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14015,14015,"POLYGON ((16.329486120649715 48.18156906545032, 16.329572503693367 48.1808464561731, 16.329527486249418 48.18081635331904, 16.328653325059033 48.180901601068314, 16.328630826715965 48.18081629892592, 16.329580022081824 48.18072853749407, 16.32963260535461 48.180259346137156, 16.32959134074819 48.18022421630396, 16.32987272235371 48.18020666801443, 16.3298802119487 48.180322087414766, 16.329827687980195 48.18031957547392, 16.32979764206266 48.18058302124942, 16.32985016599615 48.18058804231235, 16.32979383625016 48.181027124238206, 16.329782571715192 48.18110239687333, 16.3297900688786 48.18115508855571, 16.329816326570857 48.18119523571518, 16.329850089720995 48.18122032862421, 16.32989135710767 48.18124040370922, 16.329955121892496 48.18126047997484, 16.330037661247562 48.18126299343144, 16.330322799907208 48.181247953348006, 16.330322792357475 48.18131569926915, 16.33027879172562 48.18132419565984, 16.330221773383307 48.18133861790564, 16.330174006664443 48.18135406582357, 16.33011699980286 48.18138498158198, 16.330075389860976 48.181417957560726, 16.33004303009077 48.181464324911374, 16.33001528053782 48.18152923651234, 16.329993700116436 48.181620948223376, 16.329961328668727 48.18176418150729, 16.329838057126718 48.181753868680815, 16.32957611634839 48.18173736965215, 16.32957457957439 48.181767254031065, 16.32953451987514 48.18176519231959, 16.329442059635753 48.1818352532057, 16.329355763327847 48.18186513267587, 16.32899763561274 48.182118917860976, 16.32883431418211 48.18203028855041, 16.329159465570317 48.1818015390181, 16.32948769397948 48.181569191445206, 16.329486120649715 48.18156906545032))","12., Meidlinger Hauptstraße",(werkt.) von 6-10.30h,"ausgen. Zufahrt zur Ladetätigkeit, Taxi zum Aus- u. Einsteigen, Radfahrer u. Kraftfahrzeuge des Bundesgremiums der Handelsvertreter, Kommissionäre u. Vermittler",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14016,14016,"POLYGON ((16.37743494296803 48.17571006680248, 16.377530266256816 48.17548352899734, 16.37748682635429 48.17545450552794, 16.377217653878205 48.175470088573135, 16.37645935779769 48.17553036943121, 16.37643314755463 48.175319361524096, 16.37759665438885 48.17524150623139, 16.377640051904816 48.175218261029045, 16.377816241539847 48.17476711475582, 16.37815485670171 48.17471859866659, 16.377955523725483 48.1751949169562, 16.377981583883347 48.17521426088268, 16.37862122625969 48.17516756677555, 16.378630083701847 48.175374713530005, 16.377886250490853 48.17542532172999, 16.377851522299647 48.17544468779093, 16.377689748297264 48.17583387449672, 16.37751642809751 48.17626430805431, 16.377516439025186 48.176277860843946, 16.377528025406445 48.17628946692066, 16.377551177885824 48.17628752502108, 16.37762065344829 48.17628749991945, 16.377638123408328 48.176424946085426, 16.3774702556915 48.1764327498585, 16.3774442050285 48.17644243595381, 16.377253550723797 48.17690907304531, 16.377265138744892 48.17692262168352, 16.37728540369108 48.17692454796017, 16.37784980260948 48.17688562829274, 16.37786147829713 48.17700681676422, 16.377864381822725 48.177022302043625, 16.37721604132731 48.17706706149442, 16.37719000838893 48.17708255714872, 16.37717844358294 48.17709805661515, 16.376976204464817 48.17757824113419, 16.376846208271246 48.17790430073897, 16.376875164990416 48.177929462495655, 16.376519149819647 48.177954751414156, 16.3765336255524 48.17794700315103, 16.37682828435809 48.17720930165322, 16.376871621945945 48.17710803154197, 16.376845565853905 48.17709449699284, 16.3757555220949 48.17716650068981, 16.3757496550246 48.17705615583306, 16.376916097741923 48.17698411606448, 16.37715300594463 48.17642841207696, 16.376510462997643 48.176467355855664, 16.376507465748002 48.17634926684532, 16.376533534826493 48.176362810461534, 16.377150031498967 48.17632387586783, 16.377176085249832 48.176318056925595, 16.37719343477066 48.17630643146811, 16.377216557827108 48.17626770734679, 16.37743406976839 48.17571103838547, 16.37743494296803 48.17571006680248))","10., Favoritenstraße",Mo. - Sa. (werkt.) von 6 - 10.30h,ausgen. die Zufahrt zur Ladetätigkeit u. Taxi zum Aus - und  Einsteigen,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14017,14017,"POLYGON ((16.37599496820488 48.17922043419814, 16.375804775664264 48.179218890338056, 16.37581189201349 48.179083647792595, 16.376069479152065 48.17908516820016, 16.37628812898794 48.1785425037356, 16.376324239427365 48.17855054002616, 16.376365092647237 48.17845070991584, 16.376304894400292 48.178436233933446, 16.376312081182373 48.17839276716533, 16.376490246611315 48.178424900372285, 16.376600781842527 48.17815759180779, 16.376569468232102 48.178144724551466, 16.376509291338767 48.178139916384026, 16.376766847002756 48.1781076297095, 16.376668314348024 48.178333070737956, 16.376589045494253 48.178535958869766, 16.37632713061728 48.179168796132444, 16.376334372545763 48.179178452316265, 16.376430680054714 48.17919774496434, 16.37639704478371 48.17929436197148, 16.376286296505977 48.179276684137484, 16.375918672081923 48.18017554085219, 16.376019796586753 48.18019643296396, 16.37598615989154 48.18029304983446, 16.37588022241054 48.18027376914759, 16.37551472777235 48.18114524831479, 16.37523066120919 48.18115500419591, 16.375603113995155 48.180250032784734, 16.375581438418376 48.1802339423744, 16.3754851367008 48.180224316728975, 16.375535583381378 48.18009307932289, 16.37565597342352 48.18010913577659, 16.37584819695857 48.1796379684697, 16.375985161159303 48.17930142157501, 16.375997133514172 48.1792209190798, 16.37599496820488 48.17922043419814))","10., Favoritenstraße",Mo. - Sa. (werkt.) von 6 - 10.30h,ausgen. die Zufahrt zur Ladetätigkeit u. Taxi zum Aus - und  Einsteigen,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14018,14018,"POLYGON ((16.355065776059796 48.225325180053844, 16.35499038127507 48.22522045827037, 16.3555087964257 48.22513476590662, 16.355511805092675 48.22511865866489, 16.355609771339587 48.22511763480844, 16.355614267015564 48.225048143969374, 16.35585540315617 48.22507026180967, 16.35594136456266 48.22507747746375, 16.35593653989884 48.225165148025745, 16.355079334747934 48.22530402592149, 16.355080842139373 48.225304025671996, 16.355065776059796 48.225325180053844))","9., Alserbachstraße",Mo.- Sa. (werkt.) von 6.30-10.30h,ausgen. Fahrräder sowie Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14019,14019,"MULTIPOLYGON (((16.420506663784142 48.230609109929176, 16.422250479094192 48.229318837516225, 16.422320528149093 48.22936107973834, 16.42057650992877 48.23064236920391, 16.420506663784142 48.230609109929176)), ((16.42057650992877 48.23064236920391, 16.4205766985054 48.23064245000356, 16.42057336403929 48.230644682754196, 16.42057650992877 48.23064236920391)))","22., Weissauweg",Mo.-Fr. (werkt.) von 9-12h,"ausgen. Zufahrt zur Ladetätigkeit, sowie Fahrräder",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14020,14020,"MULTIPOLYGON (((16.39978729835587 48.22339219608554, 16.398712649467956 48.222808240771776, 16.39880939130978 48.222734695947565, 16.39988775882248 48.22331149874275, 16.39978729835587 48.22339219608554)), ((16.39988775882248 48.22331149874275, 16.39988806805078 48.223311246762776, 16.399889199824635 48.2233122713539, 16.39988775882248 48.22331149874275)))","2., Lassallestraße 9",Mo.-Sa. (werkt.) von 6-10.30h,ausgen. Taxi sowie Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
