FID,OBJECTID,SHAPE,DIRECTION_NAME,SE_ANNO_CAD_DATA
EINBAHNOGD.1630406,1630406,"LINESTRING (16.315257388448796 48.223601941734, 16.315264173498658 48.223723280378614, 16.314561496579305 48.22397018140554)",in Richtung,
EINBAHNOGD.1630407,1630407,"LINESTRING (16.287313347493896 48.136571706163636, 16.286479951562956 48.136863631642896, 16.28638955643521 48.13688270335833)",gegen Richtung,
EINBAHNOGD.1630672,1630672,"LINESTRING (16.355040263713693 48.23989943968626, 16.357497189567702 48.239616075777214)",gegen Richtung,
EINBAHNOGD.1630673,1630673,"LINESTRING (16.335543267877526 48.206331320572716, 16.335980097501714 48.20759760354555)",gegen Richtung,
EINBAHNOGD.1630674,1630674,"LINESTRING (16.348455251333988 48.188649471371846, 16.34790087892542 48.18860456380727)",gegen Richtung,
EINBAHNOGD.1630675,1630675,"LINESTRING (16.387894507116222 48.27709004362557, 16.38775468210934 48.277355894031544)",gegen Richtung,
EINBAHNOGD.1630676,1630676,"LINESTRING (16.322382890177817 48.146111226477124, 16.322619524448278 48.145320338086144)",gegen Richtung,
EINBAHNOGD.1630677,1630677,"LINESTRING (16.363728304160365 48.21451571280046, 16.36475847970767 48.21498703937529)",in Richtung,
EINBAHNOGD.1630678,1630678,"LINESTRING (16.374454802261614 48.181254114969605, 16.374420920507184 48.181182180526854, 16.37471970919166 48.18007415792042)",in Richtung,
EINBAHNOGD.1630679,1630679,"LINESTRING (16.368489279860142 48.17199791805681, 16.36825397101317 48.17129096129593)",gegen Richtung,
EINBAHNOGD.1630680,1630680,"LINESTRING (16.390982738310466 48.20408838152174, 16.391842047503076 48.203682220446154)",in Richtung,
EINBAHNOGD.1630681,1630681,"LINESTRING (16.376995526250592 48.19895706573074, 16.378756793871887 48.19896640202494)",in Richtung,
EINBAHNOGD.1630682,1630682,"LINESTRING (16.383938284418047 48.19915546585367, 16.383920600918785 48.1991256832713, 16.383855423621476 48.198314847316176, 16.383834693438416 48.19828485554234)",gegen Richtung,
EINBAHNOGD.1630683,1630683,"LINESTRING (16.363595471274305 48.200290784867995, 16.36265421944621 48.199659796999796, 16.36145592632709 48.19965465773164)",gegen Richtung,
EINBAHNOGD.1630684,1630684,"LINESTRING (16.264152321351872 48.164281301764035, 16.26288523714157 48.16427263312012, 16.262710205616727 48.164243293520954, 16.26190150152524 48.16397353933706)",in Richtung,
EINBAHNOGD.1630685,1630685,"LINESTRING (16.30942352520303 48.218252058388984, 16.307546629616713 48.21855512757861)",gegen Richtung,
EINBAHNOGD.1630686,1630686,"LINESTRING (16.307840098450534 48.197620698924595, 16.306958553722115 48.19769811566008)",gegen Richtung,
EINBAHNOGD.1629955,1629955,"LINESTRING (16.356037664096608 48.186158338162635, 16.35599239158968 48.18618483373052, 16.35551555048581 48.18662031368223, 16.354982406790224 48.187113201870645, 16.35495729998132 48.18712648537633)",in Richtung,
EINBAHNOGD.1629956,1629956,"LINESTRING (16.345597560947507 48.20710771125036, 16.345700008295708 48.2074795148702, 16.345722940169438 48.20757541619466, 16.3457497677699 48.207703215986214, 16.345774604313405 48.20786677730772, 16.345789975604067 48.207993312711665, 16.345792825470948 48.20805844285899, 16.345746025773636 48.20848541137938, 16.345721249889873 48.20864518264179, 16.345731875503883 48.20869836829159)",gegen Richtung,
EINBAHNOGD.1629957,1629957,"LINESTRING (16.400104908441648 48.257506367018216, 16.39957878147045 48.25677821774169, 16.399106261381185 48.256167508981, 16.39930059738253 48.25609201487318, 16.399300949867836 48.25603714236632)",in Richtung,
EINBAHNOGD.1629958,1629958,"LINESTRING (16.316856865997863 48.200737082740325, 16.316144809237464 48.20107083377702)",gegen Richtung,
EINBAHNOGD.1629959,1629959,"LINESTRING (16.32389286102283 48.19868309816251, 16.323998031818284 48.19924518371453)",in Richtung,
EINBAHNOGD.1629960,1629960,"LINESTRING (16.332258194610734 48.199408192542876, 16.331595795820505 48.20049515047528)",in Richtung,
EINBAHNOGD.1629961,1629961,"LINESTRING (16.4171726086005 48.28263799812697, 16.41716966155963 48.282704183737884, 16.41717529565044 48.2828058436172, 16.417175399675667 48.28287153515355, 16.41716969357632 48.28292437340911, 16.417160208703145 48.28298360749574, 16.417144841166916 48.28305057436536, 16.417123787554058 48.28311754524088, 16.417092950458027 48.283187122900344, 16.417044884277686 48.28327989769411, 16.417014131754794 48.28333661789327, 16.41696793257767 48.283411335072756)",in Richtung,
EINBAHNOGD.1629962,1629962,"LINESTRING (16.390729377931905 48.26246520901803, 16.39105332536129 48.262922648212815, 16.39108519999926 48.2630125638754)",in Richtung,
EINBAHNOGD.1629963,1629963,"LINESTRING (16.383406360693407 48.26669190740382, 16.385587035037688 48.26914216600776, 16.385816082071184 48.26952062007603)",gegen Richtung,
EINBAHNOGD.1629964,1629964,"LINESTRING (16.447158803029275 48.22840264399219, 16.44717013770939 48.22848982429431, 16.447199778957465 48.22858134317873, 16.447242329068114 48.22866083562675, 16.447297942441423 48.22875232936343, 16.447350240580672 48.228817619353734, 16.447404211873195 48.22887855141917, 16.44760964513181 48.22910233826908)",in Richtung,
EINBAHNOGD.1629965,1629965,"LINESTRING (16.291620985067752 48.15415874980397, 16.29154879499905 48.15422076189578, 16.290729007220076 48.154381968642795, 16.290097357671243 48.15445120517333, 16.28985590904184 48.154503732456995, 16.289783337137667 48.154521127711156, 16.289600361782192 48.15458815263566, 16.289498561904864 48.15464607571899)",gegen Richtung,
EINBAHNOGD.1629966,1629966,"LINESTRING (16.276698251657383 48.149311878827426, 16.276301829831272 48.14892552487574, 16.276169086271608 48.14859495307719, 16.276137889283174 48.14824644754083)",gegen Richtung,
EINBAHNOGD.1629967,1629967,"LINESTRING (16.32776276239246 48.15133858702634, 16.326403284339822 48.14903782034591)",in Richtung,
EINBAHNOGD.1629968,1629968,"LINESTRING (16.3537048348723 48.227382962010935, 16.353777930952685 48.228036078022136)",gegen Richtung,
EINBAHNOGD.1630187,1630187,"LINESTRING (16.38091775053573 48.15324232350978, 16.380263579712373 48.15334037871979, 16.379457298031507 48.15348232990171)",in Richtung,
EINBAHNOGD.1630188,1630188,"LINESTRING (16.380203899332034 48.176177062224745, 16.378900764184085 48.17626804969247)",in Richtung,
EINBAHNOGD.1630189,1630189,"LINESTRING (16.39316750842754 48.15479216185639, 16.39375170032067 48.154470360998005)",gegen Richtung,
EINBAHNOGD.1630190,1630190,"LINESTRING (16.32778698500093 48.2325555695021, 16.32647283342218 48.232798914508024)",in Richtung,
EINBAHNOGD.1630191,1630191,"LINESTRING (16.35408654887648 48.23490229280087, 16.354993612175697 48.23489821244223)",gegen Richtung,
EINBAHNOGD.1630192,1630192,"LINESTRING (16.355651906340885 48.252660078497506, 16.357245990403285 48.25276342687448)",in Richtung,
EINBAHNOGD.1630193,1630193,"LINESTRING (16.34253814741615 48.19564947921768, 16.341840864530663 48.196280726406314)",in Richtung,
EINBAHNOGD.1630194,1630194,"LINESTRING (16.373265161463245 48.233087816172905, 16.374761459130227 48.23327449182535)",gegen Richtung,
EINBAHNOGD.1630195,1630195,"LINESTRING (16.365454793071734 48.249788273903704, 16.366448517481107 48.2509023185904, 16.36684925336548 48.25147727904249)",gegen Richtung,
EINBAHNOGD.1630196,1630196,"LINESTRING (16.354390879073662 48.20540468550994, 16.354220708873907 48.20539564920083)",in Richtung,
EINBAHNOGD.1630197,1630197,"LINESTRING (16.377739446417642 48.17027786000059, 16.376466535335567 48.17055148412552)",gegen Richtung,
EINBAHNOGD.1630198,1630198,"LINESTRING (16.46575162424993 48.26820469234302, 16.46577711186512 48.26821246239648, 16.465804590164666 48.268217490005114, 16.465837213355677 48.26821745319038, 16.465858779210876 48.268214337925265, 16.46587739389209 48.26820967917731, 16.465898623260625 48.26819869533526, 16.465915226159193 48.26818898114176, 16.465926885687217 48.26818039576538, 16.465937376995374 48.268167948277956, 16.4659449232862 48.26815585574582, 16.46595108481078 48.268137370693886, 16.465950631605224 48.26812437349994, 16.465947652664443 48.268111871080784, 16.4659406642395 48.26809480560243, 16.46592999417993 48.26807816695684)",gegen Richtung,
EINBAHNOGD.1630199,1630199,"LINESTRING (16.392482089104035 48.23703570554326, 16.39224322370093 48.23701516620229, 16.392110866162348 48.23696843864483, 16.39200072408385 48.23694305881573, 16.391822327733326 48.23691904658884, 16.391678032298806 48.236917781008664, 16.391525759075527 48.23693120398235, 16.391371509689847 48.23696472195974, 16.39120321305275 48.23704250886623, 16.39107910417354 48.23713355364475, 16.390945230897145 48.23724097314768, 16.389759791476628 48.23830075473776, 16.38932996244853 48.238721594864394, 16.38848735850433 48.23949672586921, 16.388376199565506 48.239510125908055)",in Richtung,
EINBAHNOGD.1630200,1630200,"LINESTRING (16.518062163417465 48.22523752062209, 16.51908243597682 48.225216228443315)",gegen Richtung,
EINBAHNOGD.1630408,1630408,"LINESTRING (16.380668196422164 48.16623767170495, 16.381064347740054 48.16526673885573)",in Richtung,
EINBAHNOGD.1630409,1630409,"LINESTRING (16.395936515463724 48.19662275470719, 16.39414132869505 48.19647353170612)",in Richtung,
EINBAHNOGD.1630410,1630410,"LINESTRING (16.37460920242243 48.2510752372632, 16.374702071660984 48.25118368546979, 16.37480347806162 48.251314683642384, 16.37487919904107 48.25142243511766, 16.374949246660307 48.25154009437011, 16.375008358471636 48.251664081237315, 16.375031662023602 48.25173454244124, 16.375084406780008 48.25178665670046)",in Richtung,
EINBAHNOGD.1630411,1630411,"LINESTRING (16.266682724117555 48.13476286910704, 16.265041503422847 48.13463216641024)",gegen Richtung,
EINBAHNOGD.1630412,1630412,"LINESTRING (16.400165417200313 48.25288682864709, 16.40060268081812 48.253417037020405)",gegen Richtung,
EINBAHNOGD.1630413,1630413,"LINESTRING (16.388185763989018 48.29003977655315, 16.3886387321747 48.291219837697966, 16.388641596206806 48.291239860306554, 16.388627927340654 48.291256938956806, 16.388603302968388 48.291269385797314, 16.3885583585371 48.29127987513273, 16.388108250715558 48.291360103490305, 16.387924379123245 48.291416393117714)",gegen Richtung,
EINBAHNOGD.1630414,1630414,"LINESTRING (16.280493493061773 48.135797788666025, 16.27989036399614 48.13599352049633, 16.27983492281408 48.136011621168144, 16.279799326475565 48.136022985660254, 16.27976383933381 48.136031539791325, 16.279651404051542 48.136047714862634, 16.27958693633454 48.13606496741394, 16.278764970829545 48.136335061746465)",gegen Richtung,
EINBAHNOGD.1630415,1630415,"LINESTRING (16.3342107982076 48.14795852627829, 16.335857975671328 48.147421192881524)",in Richtung,
EINBAHNOGD.1630416,1630416,"LINESTRING (16.39087041636667 48.20579383750325, 16.39026113606568 48.205321422304515)",gegen Richtung,
EINBAHNOGD.1630417,1630417,"LINESTRING (16.39558953244208 48.20307842963795, 16.394914457761498 48.20243119772364)",gegen Richtung,
EINBAHNOGD.1630418,1630418,"LINESTRING (16.388173147082686 48.14982406976777, 16.38738589903751 48.15023368791256)",gegen Richtung,
EINBAHNOGD.1630419,1630419,"LINESTRING (16.371867375239802 48.22184738856443, 16.37248806447355 48.222358398656446)",gegen Richtung,
EINBAHNOGD.1630420,1630420,"LINESTRING (16.341132395630563 48.21574966105009, 16.34137629664889 48.21579496657123, 16.341499215354407 48.21602548081056, 16.341608675960185 48.21623084347822, 16.341449624849176 48.216311297609735)",in Richtung,
EINBAHNOGD.1630421,1630421,"LINESTRING (16.288356892238102 48.20433611350862, 16.28784002615447 48.20440791353742)",in Richtung,
EINBAHNOGD.1630422,1630422,"LINESTRING (16.406295445982323 48.19779949714592, 16.405601977513644 48.197120932588014)",gegen Richtung,
EINBAHNOGD.1630701,1630701,"LINESTRING (16.369058434814757 48.153589770799414, 16.368757551389162 48.15234372767512, 16.368634909745168 48.152006515061956)",in Richtung,
EINBAHNOGD.1630702,1630702,"LINESTRING (16.357601800206652 48.16506525712936, 16.356423022902025 48.16540098663236)",gegen Richtung,
EINBAHNOGD.1630703,1630703,"LINESTRING (16.380976579711326 48.1517128834478, 16.38097823042554 48.15155774896305, 16.380916286277024 48.15083936582753)",gegen Richtung,
EINBAHNOGD.1630704,1630704,"LINESTRING (16.347249442249346 48.18672223798168, 16.34632216154853 48.18645843047446)",in Richtung,
EINBAHNOGD.1630705,1630705,"LINESTRING (16.383097954064397 48.174930914184934, 16.382607412610973 48.17471640053603)",gegen Richtung,
EINBAHNOGD.1630706,1630706,"LINESTRING (16.367277213035393 48.17765843765584, 16.36718714723402 48.177073340348194)",gegen Richtung,
EINBAHNOGD.1630707,1630707,"LINESTRING (16.341438402462174 48.241601214616416, 16.339973983770253 48.24176877085967)",gegen Richtung,
EINBAHNOGD.1630708,1630708,"LINESTRING (16.28859360923771 48.207384407980385, 16.288413636707123 48.20786202600803)",in Richtung,
EINBAHNOGD.1630709,1630709,"LINESTRING (16.312874937146447 48.187020665379826, 16.313037760038714 48.187328645395795)",gegen Richtung,
EINBAHNOGD.1630710,1630710,"LINESTRING (16.338571801442107 48.18150950142234, 16.338907662894233 48.18135639840549, 16.339427025719953 48.18073367401586)",gegen Richtung,
EINBAHNOGD.1630711,1630711,"LINESTRING (16.377475381730406 48.20456028174118, 16.3769031593755 48.20399173869435)",in Richtung,
EINBAHNOGD.1630712,1630712,"LINESTRING (16.349455172396777 48.22712442093691, 16.349725517045268 48.2283137327111)",gegen Richtung,
EINBAHNOGD.1630713,1630713,"LINESTRING (16.301423535586178 48.22419152350191, 16.301422709923152 48.22416854844714, 16.301231438565203 48.22387642366488, 16.301033245327886 48.22356216519064, 16.301016867939047 48.22352646907416)",in Richtung,
EINBAHNOGD.1630714,1630714,"LINESTRING (16.33375203474888 48.18465094895422, 16.33341930291495 48.184526301262075, 16.333034461381654 48.18439764656952, 16.332821291083626 48.184330121519544, 16.332613689956776 48.184266320330416, 16.332338849979696 48.18418755100448, 16.331992673507994 48.18411805232641)",in Richtung,
EINBAHNOGD.1630715,1630715,"LINESTRING (16.311062131793463 48.21953591927503, 16.30963484320952 48.21947630110938)",gegen Richtung,
EINBAHNOGD.1629969,1629969,"LINESTRING (16.466077298926326 48.248443461968094, 16.466117209970967 48.248439609144505, 16.46614678220925 48.24843240098225, 16.466173599590267 48.248425222009935, 16.466200816217604 48.248412478538526, 16.466228973157488 48.2483924945377, 16.46625162637737 48.248370686662824, 16.46626180399144 48.24836146888508, 16.46626788625533 48.24835092656181)",gegen Richtung,
EINBAHNOGD.1629970,1629970,"LINESTRING (16.379361798142817 48.20792057725901, 16.3799460384916 48.20869313668781)",in Richtung,
EINBAHNOGD.1629971,1629971,"LINESTRING (16.39862309036364 48.22957004956952, 16.4002070402062 48.228295452363525)",in Richtung,
EINBAHNOGD.1629972,1629972,"LINESTRING (16.373329035873358 48.200703975826706, 16.372969703294466 48.19996454223553, 16.372938681976766 48.19993947018582, 16.372878222020255 48.19989768472427)",gegen Richtung,
EINBAHNOGD.1629973,1629973,"LINESTRING (16.440254867423803 48.246648726521556, 16.44034369406232 48.24661906672485, 16.44121994455769 48.246213437999366, 16.441327571407445 48.24617062219618, 16.441408830243216 48.246145184476646, 16.442097770504276 48.2459148749892, 16.442118993574063 48.24590284150597)",in Richtung,
EINBAHNOGD.1629974,1629974,"LINESTRING (16.378181483065433 48.21597552488935, 16.37883766691914 48.21581677803046)",gegen Richtung,
EINBAHNOGD.1629975,1629975,"LINESTRING (16.321302562742424 48.15500009445094, 16.32135926265036 48.15500480968543, 16.32233533255803 48.15477412637533, 16.322781102038462 48.154654737412876)",in Richtung,
EINBAHNOGD.1629976,1629976,"LINESTRING (16.308770574337824 48.207510687998116, 16.308576459534734 48.207856106614784)",gegen Richtung,
EINBAHNOGD.1629977,1629977,"LINESTRING (16.36706803267952 48.22914391428057, 16.367800623335686 48.229444352422824)",in Richtung,
EINBAHNOGD.1629978,1629978,"LINESTRING (16.38188746086006 48.287540705102835, 16.38132389339145 48.28798320396356)",in Richtung,
EINBAHNOGD.1629979,1629979,"LINESTRING (16.277644502877823 48.19106346856072, 16.277722973287553 48.191437016864846)",gegen Richtung,
EINBAHNOGD.1629980,1629980,"LINESTRING (16.273771838293282 48.191445333179104, 16.273935171700295 48.19236722490217)",gegen Richtung,
EINBAHNOGD.1629981,1629981,"LINESTRING (16.36396005751129 48.23009573562493, 16.36349691007282 48.23081586055649)",in Richtung,
EINBAHNOGD.1629982,1629982,"LINESTRING (16.45469596265442 48.2244713597852, 16.455374227975177 48.2252274883299)",in Richtung,
EINBAHNOGD.1629983,1629983,"LINESTRING (16.417081836254628 48.23228267199502, 16.417147279886922 48.232570054695415, 16.418173498273983 48.2331242308729)",gegen Richtung,
EINBAHNOGD.1630201,1630201,"LINESTRING (16.35126012642501 48.206660815111825, 16.350886457478552 48.20809640002737)",in Richtung,
EINBAHNOGD.1630202,1630202,"LINESTRING (16.35213408643757 48.211958168358876, 16.351411988987834 48.2118648226579)",in Richtung,
EINBAHNOGD.1630203,1630203,"LINESTRING (16.342026182018184 48.21205644679473, 16.342075421516927 48.21241954349245, 16.34238279285133 48.21240716136682)",in Richtung,
EINBAHNOGD.1630204,1630204,"LINESTRING (16.366020292623894 48.166480744598104, 16.36538167972285 48.16658152120991)",gegen Richtung,
EINBAHNOGD.1630205,1630205,"LINESTRING (16.360686999073184 48.17586420390488, 16.360389827572632 48.17498461703576)",gegen Richtung,
EINBAHNOGD.1630206,1630206,"LINESTRING (16.34132503503027 48.215169803630786, 16.34195645463393 48.21633719818846)",in Richtung,
EINBAHNOGD.1630207,1630207,"LINESTRING (16.35340188548372 48.21211494273428, 16.353368245715206 48.21211115358726, 16.352855868470296 48.212045888837295)",in Richtung,
EINBAHNOGD.1630208,1630208,"LINESTRING (16.345000097528523 48.20278365476466, 16.34500434452246 48.20423443764132, 16.3449427662745 48.204306387885765)",in Richtung,
EINBAHNOGD.1630209,1630209,"LINESTRING (16.37012540020751 48.171748234132515, 16.36989059658169 48.17104261513663)",gegen Richtung,
EINBAHNOGD.1630210,1630210,"LINESTRING (16.277456006141897 48.18911739749463, 16.277535977855653 48.19012242910665)",gegen Richtung,
EINBAHNOGD.1630211,1630211,"LINESTRING (16.277441950680657 48.18891174084565, 16.27742843083016 48.18869645902972)",in Richtung,
EINBAHNOGD.1630212,1630212,"LINESTRING (16.36332406324231 48.21088650322908, 16.362883736425676 48.21151219439139)",in Richtung,
EINBAHNOGD.1630213,1630213,"LINESTRING (16.506060032351535 48.20837649136953, 16.506513909376906 48.20831328882312)",in Richtung,
EINBAHNOGD.1630214,1630214,"LINESTRING (16.32862532481323 48.14319636163751, 16.326342432910906 48.14324003365099)",in Richtung,
EINBAHNOGD.1630215,1630215,"LINESTRING (16.22620391257134 48.20346474977134, 16.22550533126799 48.2034480615069, 16.225005799674626 48.20348699543454)",gegen Richtung,
EINBAHNOGD.1630423,1630423,"LINESTRING (16.353619061297156 48.184439413421174, 16.3524452641607 48.18403201160772)",in Richtung,
EINBAHNOGD.1630424,1630424,"LINESTRING (16.348258555006232 48.18377994984408, 16.34688329372097 48.183302603641785)",in Richtung,
EINBAHNOGD.1630425,1630425,"LINESTRING (16.527327544093076 48.21564729042436, 16.52736367739383 48.215667254497305, 16.52739578702381 48.21567956667164, 16.527434927105823 48.21568849469538, 16.527468058403358 48.215692584491926, 16.527504119758696 48.21569322771356, 16.52754330797683 48.21568690949877, 16.52758246687036 48.21567237066258, 16.527631884072175 48.21564608133048)",gegen Richtung,
EINBAHNOGD.1630426,1630426,"LINESTRING (16.282436776148234 48.148526101511685, 16.283367199172734 48.14873281492356)",in Richtung,
EINBAHNOGD.1630427,1630427,"LINESTRING (16.36136024908135 48.17310988096242, 16.361161984044767 48.172353368732324)",in Richtung,
EINBAHNOGD.1630428,1630428,"LINESTRING (16.347205332281696 48.198637418468856, 16.34713626319549 48.1988098138464, 16.347122925579377 48.19885330620695, 16.34702461497137 48.19911826314813)",gegen Richtung,
EINBAHNOGD.1630429,1630429,"LINESTRING (16.3402574166667 48.21316942991209, 16.339720550914127 48.21318040917437)",gegen Richtung,
EINBAHNOGD.1630430,1630430,"LINESTRING (16.351142874589904 48.221851976745825, 16.349883997402692 48.22211968147126)",gegen Richtung,
EINBAHNOGD.1630431,1630431,"LINESTRING (16.351120814485025 48.21583211279597, 16.349727062193903 48.21595594304864)",in Richtung,
EINBAHNOGD.1630432,1630432,"LINESTRING (16.359192600375955 48.21924430881306, 16.360749484221834 48.219559307561134)",in Richtung,
EINBAHNOGD.1630433,1630433,"LINESTRING (16.293690534879094 48.19857925982034, 16.293705635435586 48.198619032381664, 16.293721845125443 48.19871676917218, 16.29373440957147 48.1987734731774, 16.293781313813923 48.19886159493832, 16.293862476707172 48.19895085430431, 16.293943553057662 48.19901966755817, 16.293992709556488 48.199052145579024)",gegen Richtung,
EINBAHNOGD.1630434,1630434,"LINESTRING (16.33795672580406 48.2419963903146, 16.338009344641986 48.24274956351359)",gegen Richtung,
EINBAHNOGD.1630435,1630435,"LINESTRING (16.311126613761402 48.22314584208872, 16.31091973487259 48.222845018322246)",gegen Richtung,
EINBAHNOGD.1630436,1630436,"LINESTRING (16.388421224504995 48.27083624610302, 16.388419269948677 48.27087980766877, 16.388407426524513 48.27092871292787, 16.388391684536483 48.27097094529684, 16.388366053637263 48.271018522252724, 16.388344300913886 48.271050218360095, 16.388310662819503 48.271088524382094, 16.38827712308984 48.27112029687778, 16.388237586021265 48.271153335612894, 16.38821518441764 48.271167046732096)",in Richtung,
EINBAHNOGD.1630643,1630643,"LINESTRING (16.376054028466967 48.189549808581894, 16.37658268595343 48.18852102533145)",gegen Richtung,
EINBAHNOGD.1630644,1630644,"LINESTRING (16.366325830072096 48.19023626565959, 16.36573957639297 48.190718046940574)",in Richtung,
EINBAHNOGD.1630645,1630645,"LINESTRING (16.37387227989859 48.18999290036964, 16.374303114323983 48.189182174952165)",gegen Richtung,
EINBAHNOGD.1630646,1630646,"LINESTRING (16.361980642117476 48.19419602298542, 16.3619628941715 48.19421787776269, 16.360908578775494 48.194848477115926, 16.360860576998405 48.19489380510866)",gegen Richtung,
EINBAHNOGD.1630647,1630647,"LINESTRING (16.371484592111177 48.19782041480089, 16.371536148296006 48.19775618210196, 16.371787333638792 48.19732906788261)",gegen Richtung,
EINBAHNOGD.1630648,1630648,"LINESTRING (16.36043211268222 48.20966429167603, 16.36066427957508 48.21047236343969)",in Richtung,
EINBAHNOGD.1630649,1630649,"LINESTRING (16.369642548489658 48.209221655603635, 16.369385543285 48.20905774524492, 16.36916308830756 48.20900652054727)",gegen Richtung,
EINBAHNOGD.1630650,1630650,"LINESTRING (16.37543723894594 48.205585378133335, 16.375835807459826 48.20531832597205, 16.376132937466767 48.20517714222731)",in Richtung,
EINBAHNOGD.1630651,1630651,"LINESTRING (16.36637147019564 48.20364383002203, 16.366337083155976 48.203626637822154, 16.3661450200622 48.20330014302798)",gegen Richtung,
EINBAHNOGD.1630652,1630652,"LINESTRING (16.36788078688501 48.20439837015877, 16.366349818994212 48.20363300523821)",gegen Richtung,
EINBAHNOGD.1630653,1630653,"LINESTRING (16.371632420968755 48.21097367195248, 16.371613879673273 48.211066701269004, 16.370944294281507 48.21140042632628)",gegen Richtung,
EINBAHNOGD.1630654,1630654,"LINESTRING (16.374230090684673 48.20856301949172, 16.373830641846716 48.20867936037325, 16.373706425390093 48.208715373829584, 16.373611321950296 48.20874997201059, 16.37351811682756 48.20879012008246, 16.372903526417744 48.209096086708726, 16.37285478202699 48.209135939393306)",in Richtung,
EINBAHNOGD.1630655,1630655,"LINESTRING (16.35428830154567 48.188840081211, 16.35359848078105 48.188475682166235)",in Richtung,
EINBAHNOGD.1630656,1630656,"LINESTRING (16.354933773706353 48.19287413150262, 16.35490127207565 48.192785609562264, 16.35430620785149 48.19162712844044)",gegen Richtung,
EINBAHNOGD.1630657,1630657,"LINESTRING (16.358015477115817 48.19114077649065, 16.35765336748465 48.19086107191862)",in Richtung,
EINBAHNOGD.1629984,1629984,"LINESTRING (16.272712162058266 48.13597102955167, 16.27238796239743 48.13509288028983)",in Richtung,
EINBAHNOGD.1629985,1629985,"LINESTRING (16.389256418292945 48.16968404945271, 16.389279459165884 48.169721768116744, 16.38936901081861 48.169783204389205, 16.389303749534236 48.16984955976709, 16.388694772219505 48.17037243097473, 16.388605347622637 48.17043556574226, 16.388525575476265 48.17048899952614, 16.388548938994205 48.17063751755424)",in Richtung,
EINBAHNOGD.1629986,1629986,"LINESTRING (16.335247260373922 48.241365830613795, 16.335313089442153 48.24229886769481)",in Richtung,
EINBAHNOGD.1629987,1629987,"LINESTRING (16.336620963657943 48.1509240702312, 16.336028474936548 48.150281544929946, 16.33560986901438 48.1497701220796)",in Richtung,
EINBAHNOGD.1629988,1629988,"LINESTRING (16.369785157707007 48.175231806097166, 16.368999877742258 48.17528824153)",in Richtung,
EINBAHNOGD.1629989,1629989,"LINESTRING (16.34383073515727 48.20897954940109, 16.343946688354116 48.21043467942751, 16.344034488416046 48.210606175879164)",gegen Richtung,
EINBAHNOGD.1629990,1629990,"LINESTRING (16.343809084564292 48.21456824483564, 16.344070216903432 48.21457946837756, 16.344094752709275 48.21416746718446)",gegen Richtung,
EINBAHNOGD.1629991,1629991,"LINESTRING (16.35668423567281 48.190314490965875, 16.35667834664154 48.190302548146875, 16.356664680528407 48.19028941242456, 16.356643660166764 48.19027634816513, 16.35533972541797 48.189859162786874)",in Richtung,
EINBAHNOGD.1629992,1629992,"LINESTRING (16.369398823350824 48.17267215031952, 16.36927173717327 48.171878042324686)",in Richtung,
EINBAHNOGD.1629993,1629993,"LINESTRING (16.34086317098616 48.21582744912275, 16.341221724191463 48.2164974243152)",gegen Richtung,
EINBAHNOGD.1629994,1629994,"LINESTRING (16.29673281817402 48.16951202020322, 16.296153047738613 48.169632456619354, 16.295994094625467 48.16967912390533)",in Richtung,
EINBAHNOGD.1629995,1629995,"LINESTRING (16.322672029696886 48.17958975171366, 16.322506042336016 48.17880008505245)",in Richtung,
EINBAHNOGD.1629996,1629996,"LINESTRING (16.345612540576834 48.245222290809544, 16.345702058817075 48.246350919640655)",in Richtung,
EINBAHNOGD.1629997,1629997,"LINESTRING (16.40286544095767 48.24131332875845, 16.402886692477217 48.24131753238482, 16.402913739691257 48.24132988220752, 16.402935108203778 48.24134223532721, 16.403351539538182 48.24160089542307, 16.403374384766902 48.241617041795685, 16.40341281365847 48.241645544582056)",in Richtung,
EINBAHNOGD.1629998,1629998,"LINESTRING (16.483279035674194 48.20623817623577, 16.482451016299663 48.20443947260668)",in Richtung,
EINBAHNOGD.1630216,1630216,"LINESTRING (16.32635283703896 48.197763778056675, 16.325687602206155 48.19885189631947)",gegen Richtung,
EINBAHNOGD.1630217,1630217,"LINESTRING (16.32830426513173 48.2012768912578, 16.327549880648732 48.201220068445735)",in Richtung,
EINBAHNOGD.1630218,1630218,"LINESTRING (16.314223481945337 48.21550277786504, 16.31462444904003 48.21673611115512)",gegen Richtung,
EINBAHNOGD.1630219,1630219,"LINESTRING (16.336205246257517 48.20823836736205, 16.336421992896074 48.20888088706048)",gegen Richtung,
EINBAHNOGD.1630220,1630220,"LINESTRING (16.39902421098971 48.193949563056684, 16.39858782710754 48.19423083875147)",gegen Richtung,
EINBAHNOGD.1630221,1630221,"LINESTRING (16.39858782710754 48.19423083875147, 16.399134013331985 48.19462736525572)",in Richtung,
EINBAHNOGD.1630222,1630222,"LINESTRING (16.364052202995257 48.17267758163532, 16.36311280771594 48.172828443256435)",gegen Richtung,
EINBAHNOGD.1630223,1630223,"LINESTRING (16.336324348981766 48.1903256869029, 16.335637565743724 48.19136383950131)",gegen Richtung,
EINBAHNOGD.1630224,1630224,"LINESTRING (16.48143111463044 48.249746711191875, 16.482214200304888 48.24941339498302)",gegen Richtung,
EINBAHNOGD.1630225,1630225,"LINESTRING (16.369115073715975 48.21099964661647, 16.36861520069323 48.21110826943092, 16.368246969381417 48.21127249853476)",in Richtung,
