FID,OBJECTID,SHAPE,DIRECTION_NAME,SE_ANNO_CAD_DATA
EINBAHNOGD.1627309,1627309,"LINESTRING (16.397168488140743 48.19920090462918, 16.397150866461924 48.19914133410139, 16.39664553891566 48.19795112768488, 16.39605253123778 48.19680073160687, 16.39586448172484 48.196762186736954)",gegen Richtung,
EINBAHNOGD.1627310,1627310,"LINESTRING (16.393391399986296 48.19815170103115, 16.392262874656694 48.19791344680502, 16.392297468606973 48.19773918675845)",gegen Richtung,
EINBAHNOGD.1627311,1627311,"LINESTRING (16.382232864115505 48.17358790115915, 16.381054491359304 48.173809264753004)",in Richtung,
EINBAHNOGD.1627312,1627312,"LINESTRING (16.381306623624372 48.209885961294326, 16.38131223735321 48.210052824738284)",gegen Richtung,
EINBAHNOGD.1627313,1627313,"LINESTRING (16.379361798142817 48.20792057725901, 16.37941042818428 48.207876927628284, 16.37988093787611 48.20766702561267)",gegen Richtung,
EINBAHNOGD.1627314,1627314,"LINESTRING (16.376800219665476 48.20486608079593, 16.37620877585571 48.204308711567684)",gegen Richtung,
EINBAHNOGD.1627315,1627315,"LINESTRING (16.391504157868635 48.21362939933965, 16.39213313049013 48.21345478145788, 16.392418040384314 48.21338297736205)",gegen Richtung,
EINBAHNOGD.1627316,1627316,"LINESTRING (16.382982262233124 48.21309360364155, 16.3850386559132 48.21341649992968)",in Richtung,
EINBAHNOGD.1627317,1627317,"LINESTRING (16.385748868598164 48.2135263614457, 16.38591031479773 48.213070239838146)",gegen Richtung,
EINBAHNOGD.1627318,1627318,"LINESTRING (16.37207190864145 48.21125731196141, 16.371195915710597 48.21165939530358)",in Richtung,
EINBAHNOGD.1627319,1627319,"LINESTRING (16.3662988992581 48.21124935033379, 16.365754530152987 48.2115008793027)",gegen Richtung,
EINBAHNOGD.1627320,1627320,"LINESTRING (16.37441600864654 48.211340864639816, 16.374859378489674 48.211174834073724)",gegen Richtung,
EINBAHNOGD.1627321,1627321,"LINESTRING (16.37191910264755 48.21115955898458, 16.37207190864145 48.21125731196141)",gegen Richtung,
EINBAHNOGD.1627322,1627322,"LINESTRING (16.366079293537563 48.21014950055341, 16.36552447596515 48.20994055282258)",gegen Richtung,
EINBAHNOGD.1627323,1627323,"LINESTRING (16.3630762554067 48.19501640001718, 16.36242142683777 48.19452586070738)",in Richtung,
EINBAHNOGD.1627414,1627414,"LINESTRING (16.365204030590455 48.21040546920478, 16.364874776425218 48.210914720508875)",in Richtung,
EINBAHNOGD.1627415,1627415,"LINESTRING (16.3662988992581 48.21124935033379, 16.36561398505046 48.21040255415574)",in Richtung,
EINBAHNOGD.1627416,1627416,"LINESTRING (16.36066427957508 48.21047236343969, 16.360843069140152 48.21109671832945)",in Richtung,
EINBAHNOGD.1627417,1627417,"LINESTRING (16.377952129253003 48.21034981917648, 16.377939652750413 48.210389730931524, 16.378178861634975 48.21072948746099, 16.378299070538084 48.21092940025872)",in Richtung,
EINBAHNOGD.1627418,1627418,"LINESTRING (16.37743364184651 48.2105466624971, 16.377952129253003 48.21034981917648)",in Richtung,
EINBAHNOGD.1627419,1627419,"LINESTRING (16.391760528292284 48.216997005693116, 16.39126706052044 48.21720535093717)",gegen Richtung,
EINBAHNOGD.1627420,1627420,"LINESTRING (16.375990568937777 48.209162223976804, 16.376312319846253 48.20902285782266)",in Richtung,
EINBAHNOGD.1627421,1627421,"LINESTRING (16.382740065588223 48.21078723528309, 16.382490408807023 48.209854505044376)",in Richtung,
EINBAHNOGD.1627422,1627422,"LINESTRING (16.382490408807023 48.209854505044376, 16.381306623624372 48.209885961294326)",gegen Richtung,
EINBAHNOGD.1627423,1627423,"LINESTRING (16.36919086889003 48.21459239616832, 16.370527631946345 48.21520241426936)",in Richtung,
EINBAHNOGD.1627424,1627424,"LINESTRING (16.36919086889003 48.21459239616832, 16.36860872902905 48.2151584997697)",in Richtung,
EINBAHNOGD.1627425,1627425,"LINESTRING (16.375698236843203 48.28128088684266, 16.37576454653906 48.28127517315188, 16.376097437320894 48.2813403977005, 16.37633958360789 48.28139609798424, 16.37708648743566 48.281611245596686, 16.37784054352561 48.28181261557578, 16.37789849726584 48.28188439870127)",in Richtung,
EINBAHNOGD.1627426,1627426,"LINESTRING (16.370493217923197 48.20950244064034, 16.37015849551847 48.209289514588555)",gegen Richtung,
EINBAHNOGD.1627427,1627427,"LINESTRING (16.3844499868292 48.21711792904407, 16.38504134730898 48.2168979783)",in Richtung,
EINBAHNOGD.1627428,1627428,"LINESTRING (16.43844250497123 48.20040165425141, 16.438613358758808 48.20028023417788, 16.438645689686595 48.20026053272577, 16.438667215758255 48.200250958248844, 16.438683603580014 48.20024771146746, 16.438703047825697 48.20024853766882, 16.438729754576592 48.20025455544505)",gegen Richtung,
EINBAHNOGD.1627799,1627799,"LINESTRING (16.321687341563862 48.18567249038082, 16.321685221354723 48.18574246900003, 16.321702222643715 48.18581097332142, 16.32183853614522 48.186036874564245, 16.3218297923003 48.186122871071426)",in Richtung,
EINBAHNOGD.1627800,1627800,"LINESTRING (16.3236069505794 48.18720261415285, 16.32169430205741 48.187084847224355)",in Richtung,
EINBAHNOGD.1627801,1627801,"LINESTRING (16.32169430205741 48.187084847224355, 16.32148560622283 48.18866776605902)",gegen Richtung,
EINBAHNOGD.1627802,1627802,"LINESTRING (16.337342138534286 48.212298778194665, 16.33629703032405 48.21237972371384)",gegen Richtung,
EINBAHNOGD.1627803,1627803,"LINESTRING (16.303767094122826 48.22472174738205, 16.303177754827733 48.224715889528, 16.302732997339604 48.2246992509803, 16.302565085172827 48.22468915505151, 16.302402239017383 48.224652221198916)",in Richtung,
EINBAHNOGD.1627804,1627804,"LINESTRING (16.31466928853327 48.213321526605924, 16.314842216529374 48.214082605525746)",in Richtung,
EINBAHNOGD.1627805,1627805,"LINESTRING (16.307712381729573 48.2096817221184, 16.308012232940214 48.21052996438758)",gegen Richtung,
EINBAHNOGD.1627806,1627806,"LINESTRING (16.322672189941766 48.209646777380094, 16.323105260420263 48.21091823691601)",gegen Richtung,
EINBAHNOGD.1627807,1627807,"LINESTRING (16.323389180460733 48.21604718513512, 16.32337328312541 48.21698977939165)",gegen Richtung,
EINBAHNOGD.1627808,1627808,"LINESTRING (16.33174992009656 48.21493096315305, 16.330065156758156 48.21504779894359)",in Richtung,
EINBAHNOGD.1627809,1627809,"LINESTRING (16.327682914380148 48.22134384706498, 16.327999493663253 48.221985334397026)",gegen Richtung,
EINBAHNOGD.1627810,1627810,"LINESTRING (16.329869885985424 48.21983489131693, 16.330291622401827 48.220461132010875)",gegen Richtung,
EINBAHNOGD.1627811,1627811,"LINESTRING (16.328202402005022 48.2151910154564, 16.327266972970104 48.215259450537104)",in Richtung,
EINBAHNOGD.1627812,1627812,"LINESTRING (16.318430030024 48.22412014007795, 16.319049391075453 48.2242615948886)",in Richtung,
EINBAHNOGD.1627813,1627813,"LINESTRING (16.308926278909844 48.208437022134646, 16.307420414353608 48.20866148640538)",gegen Richtung,
EINBAHNOGD.1627089,1627089,"LINESTRING (16.38348166904554 48.21249359652674, 16.38405267393527 48.21259228441939, 16.38524038164712 48.212861577509905)",gegen Richtung,
EINBAHNOGD.1627090,1627090,"LINESTRING (16.3555543802464 48.180130717866355, 16.354683392479508 48.180190652856936, 16.354566350092806 48.18015884475693)",in Richtung,
EINBAHNOGD.1627091,1627091,"LINESTRING (16.346785585131304 48.18731948804766, 16.346960846193895 48.18744772731206)",in Richtung,
EINBAHNOGD.1627092,1627092,"LINESTRING (16.360756263114123 48.189284247442636, 16.36077705909575 48.18926569448285, 16.360852556083728 48.189159867745666, 16.360892137761056 48.189096133334886, 16.36092667117586 48.189022775471884, 16.360944194077955 48.18897225503537, 16.360959507052225 48.188915833731905, 16.36096936144821 48.18886882769862, 16.36096933406495 48.18881233867042, 16.36095848925589 48.188766602466146, 16.36089190532032 48.18861513797958, 16.360878422686998 48.18854600560639)",gegen Richtung,
EINBAHNOGD.1627093,1627093,"LINESTRING (16.367224800924056 48.19638175379735, 16.3671970326328 48.1963404492804, 16.367170392533783 48.19625403727875, 16.367110648289177 48.19599051052192, 16.367090079710735 48.19586292510329, 16.367087108087652 48.19581571162381)",in Richtung,
EINBAHNOGD.1627094,1627094,"LINESTRING (16.37300794452693 48.19775466440057, 16.3718710039112 48.197356723795046, 16.371787333638792 48.19732906788261)",gegen Richtung,
EINBAHNOGD.1627095,1627095,"LINESTRING (16.372064451657177 48.19687292751921, 16.372557453096896 48.196025655271406)",gegen Richtung,
EINBAHNOGD.1627096,1627096,"LINESTRING (16.36223976284043 48.196433654305494, 16.361771695424846 48.196005950948404)",gegen Richtung,
EINBAHNOGD.1627097,1627097,"LINESTRING (16.35145292418946 48.20815414896899, 16.350886457478552 48.20809640002737)",gegen Richtung,
EINBAHNOGD.1627098,1627098,"LINESTRING (16.350886457478552 48.20809640002737, 16.34902151737382 48.207926317248415)",in Richtung,
EINBAHNOGD.1627099,1627099,"LINESTRING (16.35327544472591 48.210605162835726, 16.353156238584337 48.21059239323958)",gegen Richtung,
EINBAHNOGD.1627100,1627100,"LINESTRING (16.364063355447175 48.179460720801856, 16.36398143535208 48.17892002322181)",gegen Richtung,
EINBAHNOGD.1627101,1627101,"LINESTRING (16.36613300759058 48.1794478321878, 16.366025273033074 48.178813838123816)",in Richtung,
EINBAHNOGD.1627102,1627102,"LINESTRING (16.367451533804633 48.179447479608285, 16.367441851958098 48.17873139688456)",gegen Richtung,
EINBAHNOGD.1627103,1627103,"LINESTRING (16.34139177637855 48.205929876998304, 16.339703440275436 48.20604067155963)",in Richtung,
EINBAHNOGD.1627324,1627324,"LINESTRING (16.404087164663782 48.188985661917556, 16.40298012717928 48.18813297498493)",in Richtung,
EINBAHNOGD.1627325,1627325,"LINESTRING (16.386873850437667 48.19988040578356, 16.385932400123014 48.19987351114449)",in Richtung,
EINBAHNOGD.1627326,1627326,"LINESTRING (16.399981720416633 48.200447741931306, 16.399469994476224 48.19984267124439)",gegen Richtung,
EINBAHNOGD.1627327,1627327,"LINESTRING (16.39805426098786 48.20054146971746, 16.39796004428766 48.20049985684307, 16.397865595744673 48.20044096000471, 16.397804066509824 48.20040101564501, 16.39777576869009 48.20037791564591, 16.397742615725328 48.20033893896996)",gegen Richtung,
EINBAHNOGD.1627328,1627328,"LINESTRING (16.40116214930337 48.200685047344486, 16.402875288830195 48.19976148985271)",gegen Richtung,
EINBAHNOGD.1627329,1627329,"LINESTRING (16.388154961768947 48.199052458736844, 16.388172781090233 48.19807324668647)",gegen Richtung,
EINBAHNOGD.1627330,1627330,"LINESTRING (16.403905296471873 48.19838717648821, 16.403357623688695 48.19803788804167)",in Richtung,
EINBAHNOGD.1627331,1627331,"LINESTRING (16.368861623263466 48.20571791403811, 16.368390813275237 48.20532726582923, 16.36833591351049 48.20527226816801, 16.368302142258802 48.20522295544048)",in Richtung,
EINBAHNOGD.1627332,1627332,"LINESTRING (16.36197916952145 48.205230667946, 16.36027064094546 48.20651137451946)",in Richtung,
EINBAHNOGD.1627333,1627333,"LINESTRING (16.38065595694254 48.20734339490094, 16.380449662500126 48.20714337652587)",in Richtung,
EINBAHNOGD.1627334,1627334,"LINESTRING (16.378465823616793 48.207027214197446, 16.378858890151182 48.206847204931)",gegen Richtung,
EINBAHNOGD.1627335,1627335,"LINESTRING (16.3690025139942 48.20693757378878, 16.368908785563818 48.20681844098975)",gegen Richtung,
EINBAHNOGD.1627336,1627336,"LINESTRING (16.367381965335976 48.20681830513466, 16.36703935014149 48.20741026157197)",gegen Richtung,
EINBAHNOGD.1627337,1627337,"LINESTRING (16.366487984503124 48.208194993471125, 16.366497268986897 48.208253376516915, 16.366484258690555 48.208294411331536, 16.365904516452993 48.209478992490844)",in Richtung,
EINBAHNOGD.1627338,1627338,"LINESTRING (16.371843515003317 48.21235567435705, 16.372012141253638 48.21312397569976)",in Richtung,
EINBAHNOGD.1628714,1628714,"LINESTRING (16.332142089280154 48.18942630014212, 16.331996618430512 48.19004232971878)",in Richtung,
EINBAHNOGD.1628715,1628715,"LINESTRING (16.332422851892698 48.20422798406978, 16.332837619208206 48.205478610830994)",gegen Richtung,
EINBAHNOGD.1628716,1628716,"LINESTRING (16.309043107409337 48.19835006872443, 16.309166464215263 48.19899311088291)",in Richtung,
EINBAHNOGD.1628717,1628717,"LINESTRING (16.32675503644009 48.20115705460139, 16.325920881322503 48.201124313666995)",gegen Richtung,
EINBAHNOGD.1628718,1628718,"LINESTRING (16.293878700018794 48.194294071131104, 16.293733165581056 48.19505225671751)",gegen Richtung,
EINBAHNOGD.1628719,1628719,"LINESTRING (16.29179922092033 48.19426462365482, 16.291774494306978 48.19491268652872)",in Richtung,
EINBAHNOGD.1628720,1628720,"LINESTRING (16.277834508443497 48.19196794401358, 16.27719369516885 48.192004082453984, 16.2750808407884 48.19220371227973)",gegen Richtung,
EINBAHNOGD.1628721,1628721,"LINESTRING (16.324939657359838 48.17744735774007, 16.323795220515244 48.17757209255484)",in Richtung,
EINBAHNOGD.1628722,1628722,"LINESTRING (16.332404101359824 48.178181417054546, 16.332476325504334 48.17738551892476)",gegen Richtung,
EINBAHNOGD.1628723,1628723,"LINESTRING (16.30609665936757 48.22066646519374, 16.307174377235462 48.22075386213437)",gegen Richtung,
EINBAHNOGD.1628724,1628724,"LINESTRING (16.32632697896057 48.204451827410864, 16.32562528772322 48.204518722861096)",gegen Richtung,
EINBAHNOGD.1628725,1628725,"LINESTRING (16.332518278522475 48.18753043164937, 16.332474255049178 48.1875253716072, 16.3324370617754 48.18750878966309, 16.332073644592207 48.18724221262645, 16.331978668081366 48.1871635187121, 16.331875392696737 48.187066837996426, 16.331569774157686 48.18676302504279, 16.33150022298754 48.1867125757931, 16.331454940525504 48.186688474884, 16.331397997190123 48.18664420890786)",in Richtung,
EINBAHNOGD.1628726,1628726,"LINESTRING (16.331397997190123 48.18664420890786, 16.331360901183178 48.186722055331266, 16.33094927449679 48.18747564093396)",in Richtung,
EINBAHNOGD.1628727,1628727,"LINESTRING (16.27785036298217 48.17555308425723, 16.277956453129654 48.17630182419187)",gegen Richtung,
EINBAHNOGD.1628728,1628728,"LINESTRING (16.29407603381877 48.1746242964497, 16.293977748934065 48.17458034837293, 16.29371873222045 48.174299214822746, 16.29349630532243 48.17397994314121)",gegen Richtung,
EINBAHNOGD.1628035,1628035,"LINESTRING (16.35322302142398 48.239208210582014, 16.353520560914767 48.24052308687677)",in Richtung,
EINBAHNOGD.1628036,1628036,"LINESTRING (16.330728831221634 48.205800600837534, 16.331137267616818 48.20700008439193)",gegen Richtung,
EINBAHNOGD.1628037,1628037,"LINESTRING (16.411424159908485 48.1724023635632, 16.41138597536975 48.17236515120912, 16.411258461089332 48.17207969951903, 16.411200648354104 48.17197968759406, 16.41113349687869 48.17188509206819, 16.410987047500544 48.17172281747114, 16.410888275983783 48.171626414980395)",in Richtung,
EINBAHNOGD.1628038,1628038,"LINESTRING (16.322847776127038 48.180439139529454, 16.322672029696886 48.17958975171366)",in Richtung,
EINBAHNOGD.1628039,1628039,"LINESTRING (16.284233407947244 48.182166158291835, 16.283730157919294 48.18239019872279)",gegen Richtung,
EINBAHNOGD.1628040,1628040,"LINESTRING (16.281349758078186 48.204467680334, 16.280624689690136 48.20607907949899)",gegen Richtung,
EINBAHNOGD.1628041,1628041,"LINESTRING (16.330493920999466 48.18340014846983, 16.329609734261414 48.18330967822592)",gegen Richtung,
EINBAHNOGD.1628042,1628042,"LINESTRING (16.34035829278427 48.18383222820742, 16.340419121326487 48.183807423524335, 16.340923361560524 48.183182164321906)",in Richtung,
EINBAHNOGD.1628043,1628043,"LINESTRING (16.29118182486644 48.175399079651875, 16.290922706159623 48.17548743561557)",gegen Richtung,
EINBAHNOGD.1628044,1628044,"LINESTRING (16.328385602076775 48.168930626651886, 16.325975067100618 48.16919377430496)",gegen Richtung,
EINBAHNOGD.1628045,1628045,"LINESTRING (16.403882079311952 48.18541505675307, 16.40436265101682 48.18563437386791)",gegen Richtung,
EINBAHNOGD.1628046,1628046,"LINESTRING (16.336626489863765 48.185174263156426, 16.337552812560734 48.183911270277115)",gegen Richtung,
EINBAHNOGD.1628047,1628047,"LINESTRING (16.341347756857115 48.18675469963485, 16.34096886981677 48.1866501002405)",gegen Richtung,
EINBAHNOGD.1628048,1628048,"LINESTRING (16.285852038131125 48.19347780533491, 16.285896195035413 48.19356304867438, 16.285970709408776 48.193767606322524)",in Richtung,
EINBAHNOGD.1628049,1628049,"LINESTRING (16.271858601805835 48.19344526834775, 16.268613230186197 48.193777774870725)",gegen Richtung,
EINBAHNOGD.1628271,1628271,"LINESTRING (16.29033245617412 48.18659228337226, 16.29051233285948 48.18706730873059)",in Richtung,
EINBAHNOGD.1628272,1628272,"LINESTRING (16.29560270383226 48.172262926086894, 16.29585743857945 48.172646984248615)",gegen Richtung,
EINBAHNOGD.1628273,1628273,"LINESTRING (16.296882840457954 48.18463755392778, 16.296162640831728 48.18529430282375)",in Richtung,
EINBAHNOGD.1628274,1628274,"LINESTRING (16.32169270827132 48.17887137003913, 16.320759082722308 48.17895724731744)",gegen Richtung,
EINBAHNOGD.1628275,1628275,"LINESTRING (16.307840098450534 48.197620698924595, 16.30796955727721 48.19841213162828)",gegen Richtung,
EINBAHNOGD.1628276,1628276,"LINESTRING (16.27001638487106 48.197843986790815, 16.26823101518012 48.19833885729852)",in Richtung,
EINBAHNOGD.1628277,1628277,"LINESTRING (16.271752232845163 48.193046135591686, 16.271858601805835 48.19344526834775)",gegen Richtung,
EINBAHNOGD.1628278,1628278,"LINESTRING (16.277836960702636 48.17495755750358, 16.277901182207415 48.17501499199741, 16.27759436367451 48.17518535610732)",in Richtung,
EINBAHNOGD.1628279,1628279,"LINESTRING (16.25448774703249 48.19903659630755, 16.252883710497702 48.199812234071935)",gegen Richtung,
