FID,OBJECTID,SHAPE,ADRESSE,BEZIRK,STRASSE,TYP,BEZEICHNUNG,WEBLINK1,SE_ANNO_CAD_DATA
PARKENVERKAUFOGD.675942,675942,POINT (16.36162921624433 48.21373406315066),"1., Straﬂenbahnhaltestelle/Schottentor ",1,Straﬂenbahnhaltestelle/Schottentor,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675943,675943,POINT (16.36092953215992 48.17570539871808),"10., Buchengasse 145",10,Buchengasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675944,675944,POINT (16.318790658736898 48.21634084308262),"16., Wilhelminenstraﬂe 20",16,Wilhelminenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675945,675945,POINT (16.344258687221785 48.22463731431316),"18., Kutschkergasse 25",18,Kutschkergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675946,675946,POINT (16.461202571170855 48.15307887432494),"11., Leberberg ",11,Leberberg,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675947,675947,POINT (16.320293285287875 48.13932182213755),"23., Erlaaer Straﬂe 120-134/12",23,Erlaaer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675948,675948,POINT (16.407212526076147 48.280679158974024),"21., Amtsstraﬂe 53",21,Amtsstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675949,675949,POINT (16.348206021377386 48.215704240542316),"9., Pelikangasse 4",9,Pelikangasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675950,675950,POINT (16.39054990093667 48.196697649765326),"3., Juchgasse 24",3,Juchgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675951,675951,POINT (16.32259548111518 48.23176136988448),"18., Herbeckstraﬂe 43",18,Herbeckstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675952,675952,POINT (16.35217681398966 48.224582067838064),"9., Fuchsthallergasse 9",9,Fuchsthallergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675953,675953,POINT (16.2920803986641 48.19689955849627),"14., H¸tteldorfer Straﬂe 225",14,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675954,675954,POINT (16.342758171034664 48.21324244817399),"8., Laudongasse 54",8,Laudongasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675955,675955,POINT (16.37652246155144 48.2063143733714),"1., Singerstraﬂe 27",1,Singerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675956,675956,POINT (16.364862519565282 48.19886883074784),"4., Rechte Wienzeile 9",4,Rechte Wienzeile,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675957,675957,POINT (16.37123168806293 48.19800973713511),"4., Argentinierstraﬂe 4",4,Argentinierstraﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675958,675958,POINT (16.349227629639085 48.19683355837902),"6., Esterhazygasse 31",6,Esterhazygasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675959,675959,POINT (16.350667961213315 48.215120657177906),"9., Alser Straﬂe 6",9,Alser Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675960,675960,POINT (16.366331438258893 48.215704762641714),"1., Schottenring/U-Bahnstation ",1,Schottenring/U-Bahnstation,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675961,675961,POINT (16.31134920387134 48.16178749903873),"12., Breitenfurter Straﬂe 96",12,Breitenfurter Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675962,675962,POINT (16.3301050447673 48.18243414780703),"12., Meidlinger Hauptstraﬂe 7-9",12,Meidlinger Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675963,675963,POINT (16.329223912892026 48.19997129589343),"15., H¸tteldorfer Straﬂe 16",15,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675964,675964,POINT (16.37553682627911 48.24497860516959),"20., Leystraﬂe 20A",20,Leystraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675965,675965,POINT (16.341516969758935 48.25575477524264),"19., Himmelstraﬂe 9",19,Himmelstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675966,675966,POINT (16.435737245277593 48.24157397866158),"22., Donaustadtstraﬂe 1 DZ",22,Donaustadtstraﬂe 1,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675967,675967,POINT (16.45792162726921 48.25426131814283),"22., Markomannenstraﬂe 15/9",22,Markomannenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675968,675968,POINT (16.366891145590312 48.21087213444732),"1., Am Hof 5",1,Am Hof,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675969,675969,POINT (16.4440910455546 48.24966104989307),"22., Kagraner Platz 51",22,Kagraner Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675970,675970,POINT (16.400843403857237 48.2593839820487),"21., Angerer Straﬂe 7",21,Angerer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675971,675971,POINT (16.376993898007782 48.217301433881254),"2., Karmelitermarkt/Stand 43",2,Karmelitermarkt/Stand,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675972,675972,POINT (16.338308943065364 48.223130062971094),"18., Kreuzgasse 35",18,Kreuzgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675973,675973,POINT (16.37509203601016 48.203823666642656),"1., Johannesgasse 14",1,Johannesgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675974,675974,POINT (16.345593379680768 48.21012935141446),"8., Josefst‰dter Straﬂe 61",8,Josefst‰dter Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675975,675975,POINT (16.42128439468084 48.29816206251412),"21., Br¸nner Straﬂe 270",21,Br¸nner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675976,675976,POINT (16.44061373062995 48.24534307200301),"22., Steigenteschgasse 13",22,Steigenteschgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675977,675977,POINT (16.42072188890809 48.25645792826622),"21., Wolfgang-Riese-Gasse 6",21,Wolfgang-Riese-Gasse,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675978,675978,POINT (16.33520129097475 48.18248942693102),"12., Albrechtsbergergasse 2",12,Albrechtsbergergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675979,675979,POINT (16.417505607880543 48.178697539637994),"11., Kopalgasse 30",11,Kopalgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675980,675980,POINT (16.392043597121425 48.218473823335664),"2., U-Bahn Station Praterstern 1",2,U-Bahn Station Praterstern,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675981,675981,POINT (16.380185597600413 48.168776357690476),"10., Favoritenstraﬂe 168",10,Favoritenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675982,675982,POINT (16.333597432102856 48.221051021339115),"17., Dornerplatz 3",17,Dornerplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675983,675983,POINT (16.333518802895725 48.17266403386152),"12., Unter-Meidlinger Straﬂe 91",12,Unter-Meidlinger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675984,675984,POINT (16.418944947531067 48.27172166591351),"21., Siemensstraﬂe 70",21,Siemensstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675985,675985,POINT (16.33042683408921 48.22555369192314),"17., Rosensteingasse 106",17,Rosensteingasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675986,675986,POINT (16.386262087037334 48.19471030727044),"3., Rennweg, S-Bahn-Zentrum ",3,"Rennweg, S-Bahn-Zentrum",Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675987,675987,POINT (16.36608553530971 48.20778642954286),"1., Hofburg 5",1,Hofburg,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675988,675988,POINT (16.4150712378318 48.27505605765596),"21., Skraupstraﬂe 8",21,Skraupstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675989,675989,POINT (16.338096527912324 48.21190489154381),"16., Lerchenfelder G¸rtel 57",16,Lerchenfelder G¸rtel,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675990,675990,POINT (16.407242419058225 48.253510760554875),"21., Kinzerplatz 24",21,Kinzerplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675991,675991,POINT (16.38981276145879 48.266725512684346),"21., Gerstlgasse 20",21,Gerstlgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675992,675992,POINT (16.35377904486538 48.19020837559425),"5., Schˆnbrunner Straﬂe 79",5,Schˆnbrunner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675993,675993,POINT (16.36225990819428 48.213504955037294),"1., Dr.-Karl-Lueger-Ring 14",1,Dr.-Karl-Lueger-Ring,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675994,675994,POINT (16.276216879456218 48.192277806130264),"13., Ober St.Veit/U-Bahn ",13,Ober St.Veit/U-Bahn,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675995,675995,POINT (16.335430530541455 48.1749066122221),"12., Durchgang Meidlinger S¸dbahnhof 1201",12,Durchgang Meidlinger S¸dbahnhof,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675996,675996,POINT (16.46395382256166 48.21862819350813),"22., Langobardenstraﬂe SMZ 122",22,Langobardenstraﬂe SMZ,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675997,675997,POINT (16.370996200829957 48.17592805981529),"10., Quellenstraﬂe 96",10,Quellenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675998,675998,POINT (16.32966598484621 48.15857425895429),"12., Lichtensterngasse/Ekazent ",12,Lichtensterngasse/Ekazent,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675999,675999,POINT (16.36176353767105 48.21406740993164),"1., Schottenpassage U2 ",1,Schottenpassage U2,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676000,676000,POINT (16.381661274578985 48.19658200019534),"3., Rennweg 23",3,Rennweg,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676001,676001,POINT (16.383957515461972 48.16912252628624),"10., Laaer-Berg-Straﬂe 32",10,Laaer-Berg-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676002,676002,POINT (16.41188864269106 48.2807975766683),"21., Br¸nner Straﬂe 170",21,Br¸nner Straﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676003,676003,POINT (16.284225374036122 48.195103941613084),"14., Linzer Straﬂe 226",14,Linzer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676004,676004,POINT (16.394847155176947 48.19876873332801),"3., Landstraﬂer Hauptstraﬂe 99-101",3,Landstraﬂer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676005,676005,POINT (16.374023782952612 48.19954650478921),"4., Lothringerstraﬂe 4",4,Lothringerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676006,676006,POINT (16.454093282550765 48.158313907912714),"11., Th¸rnlhofstraﬂe 30",11,Th¸rnlhofstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676007,676007,POINT (16.35659898283843 48.21597823774486),"9., Garnisongasse 7",9,Garnisongasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676008,676008,POINT (16.329900745929425 48.200660212412394),"15., Loeschenkohlgasse 7",15,Loeschenkohlgasse,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676009,676009,POINT (16.360945159254367 48.220749689723796),"9., Porzellangasse 24",9,Porzellangasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676010,676010,POINT (16.35336557221016 48.199701118669935),"7., Mariahilfer Straﬂe 42-48",7,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676011,676011,POINT (16.334724013306946 48.19891191324047),"15., Zinckgasse 13",15,Zinckgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676012,676012,POINT (16.449841300124906 48.21993903138876),"22., U2- Station Stadlau/Kaiserm¸hlenstraﬂe 412",22,U2- Station Stadlau/Kaiserm¸hlenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676013,676013,POINT (16.33597341002525 48.21162486234974),"16., Brunnengasse 59",16,Brunnengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676014,676014,POINT (16.401674274248688 48.19466845865058),"3., Baumgasse 39-41/11",3,Baumgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676015,676015,POINT (16.377070292049783 48.181358409671965),"10., Landgutgasse 10",10,Landgutgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676016,676016,POINT (16.385541243761978 48.18855090511066),"3., Landstraﬂer G¸rtel 13",3,Landstraﬂer G¸rtel,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676017,676017,POINT (16.35659898283843 48.21597823774486),"9., Garnisongasse 7",9,Garnisongasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676018,676018,POINT (16.428924523558155 48.251476969167726),"22., Donaufelder Straﬂe 148",22,Donaufelder Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676019,676019,POINT (16.32835378341117 48.186770122071415),"15., Sechshauser Straﬂe 55-57",15,Sechshauser Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676020,676020,POINT (16.335358193044534 48.17489590986478),"12., Durchgang Meidlinger S¸dbahnhof 1201",12,Durchgang Meidlinger S¸dbahnhof,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676021,676021,POINT (16.397859147159426 48.19405220070126),"3., Landstraﬂer Hauptstraﬂe 139",3,Landstraﬂer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676022,676022,POINT (16.385823220417432 48.237229642956095),"20., Allerheiligenplatz 18",20,Allerheiligenplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676023,676023,POINT (16.39629276837436 48.19940371364383),"3., Messenhausergasse 2",3,Messenhausergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676024,676024,POINT (16.450824871070616 48.24231533093149),"22., Steigenteschgasse 143",22,Steigenteschgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676025,676025,POINT (16.385823220417432 48.237229642956095),"20., Allerheiligenplatz 18",20,Allerheiligenplatz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676026,676026,POINT (16.31337105464069 48.12670289124512),"23., Ketzergasse 49",23,Ketzergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676027,676027,POINT (16.376217622229706 48.23043144065149),"20., Rauscherstraﬂe 5",20,Rauscherstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676028,676028,POINT (16.28322202313684 48.142528017416055),"23., Mehlf¸hrergasse 24",23,Mehlf¸hrergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676029,676029,POINT (16.4029048223141 48.19709753157718),"3., Erdbergstraﬂe 112",3,Erdbergstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676030,676030,POINT (16.384828598931367 48.265776626116924),"21., Jedleseer Straﬂe 95",21,Jedleseer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676031,676031,POINT (16.359172645806215 48.19742401044464),"6., Linke Wienzeile 40",6,Linke Wienzeile,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676032,676032,POINT (16.4029048223141 48.19709753157718),"3., Erdbergstraﬂe 112",3,Erdbergstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676033,676033,POINT (16.410921168366514 48.235086105722424),"22., Leonard-Bernstein-Straﬂe 4-6/7",22,Leonard-Bernstein-Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676034,676034,POINT (16.325862075629882 48.1694108467244),"12., Oswaldgasse 24",12,Oswaldgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676035,676035,POINT (16.38737225529365 48.207440754515424),"3., Untere Viaduktgasse 4",3,Untere Viaduktgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
