FID,OBJECTID,SHAPE,ADRESSE,BEZIRK,STRASSE,TYP,BEZEICHNUNG,WEBLINK1,SE_ANNO_CAD_DATA
PARKENVERKAUFOGD.676601,676601,POINT (16.47280395231216 48.21809631410032),"22., Langobardenstraﬂe 126/7",22,Langobardenstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676602,676602,POINT (16.4205436180613 48.20815590442707),"2., Olympiaplatz 2",2,Olympiaplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676603,676603,POINT (16.389446712556648 48.21633099874368),"2., Mayergasse 6",2,Mayergasse,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676604,676604,POINT (16.43902898122378 48.26907019218421),"21., Groﬂfeldstraﬂe 18",21,Groﬂfeldstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676605,676605,POINT (16.34895569843515 48.20991120851103),"8., Lederergasse 4-6",8,Lederergasse,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676606,676606,POINT (16.391117398704964 48.210239137103265),"3., Dianagasse 2",3,Dianagasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676607,676607,POINT (16.400474669749027 48.191294528259924),"3., Landstraﬂer Hauptstraﬂe 165",3,Landstraﬂer Hauptstraﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676608,676608,POINT (16.359704618551188 48.20143693377621),"7., Mariahilfer Straﬂe 8",7,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676609,676609,POINT (16.34590505346156 48.195004225364464),"6., Schmalzhofgasse 13",6,Schmalzhofgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676610,676610,POINT (16.358416928291117 48.1810194714271),"5., Matzleinsdorfer Platz 1",5,Matzleinsdorfer Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676611,676611,POINT (16.355234174519612 48.19996720036526),"6., Mariahilfer Straﬂe 45",6,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676612,676612,POINT (16.33751143802886 48.19588408307912),"15., Europaplatz/Westbahnhof Passage 1",15,Europaplatz/Westbahnhof Passage,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676613,676613,POINT (16.498939322484304 48.216034747883555),"22., Groﬂ-Enzersdorfer Straﬂe ",22,Groﬂ-Enzersdorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676614,676614,POINT (16.4857831106245 48.21769730463418),"22., Siegesplatz 6",22,Siegesplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676615,676615,POINT (16.436138402837972 48.26183816451589),"21., Leopoldauer Straﬂe 180",21,Leopoldauer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676616,676616,POINT (16.391677580174857 48.214264210764185),"2., Franzensbr¸ckenstraﬂe 19",2,Franzensbr¸ckenstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676617,676617,POINT (16.451412567667347 48.2581303905546),"22., Rennbahnweg 27/4",22,Rennbahnweg,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676618,676618,POINT (16.48087130268342 48.21977795950405),"22., Erzherzog-Karl-Straﬂe 254",22,Erzherzog-Karl-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676619,676619,POINT (16.454720776884546 48.224280041709804),"22., Langobardenstraﬂe 22",22,Langobardenstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676620,676620,POINT (16.35215327256701 48.20831046954448),"8., Lange Gasse 21/2",8,Lange Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676621,676621,POINT (16.26050726002824 48.13317319357824),"23., Ketzergasse 451",23,Ketzergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676622,676622,POINT (16.35918073579431 48.19178779150538),"5., Margaretenplatz 1",5,Margaretenplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676623,676623,POINT (16.360905066341633 48.19268648208078),"5., Margaretenstraﬂe 61",5,Margaretenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676624,676624,POINT (16.401543237937585 48.26374379713602),"21., Br¸nner Straﬂe 50",21,Br¸nner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676625,676625,POINT (16.450545344883572 48.26938440256146),"21., Herzmanovsky-Orlando-Gasse 1-13",21,Herzmanovsky-Orlando-Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676626,676626,POINT (16.415137972783704 48.25998468115868),"21., Leopoldauer Straﬂe 64",21,Leopoldauer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676627,676627,POINT (16.403624827931626 48.26831521762059),"21., Br¸nner Straﬂe 59",21,Br¸nner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676628,676628,POINT (16.402272136083237 48.25432715676527),"21., Schnellbhf./Floridsdorf ",21,Schnellbhf./Floridsdorf,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676629,676629,POINT (16.38387123881318 48.27925666028979),"21., Autokaderstraﬂe 4-7",21,Autokaderstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676631,676631,POINT (16.34256122841692 48.17858313043553),"12., Karl-Lˆwe-Gasse 15",12,Karl-Lˆwe-Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676632,676632,POINT (16.3678037456648 48.19619527882164),"4., Favoritenstraﬂe 2",4,Favoritenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676633,676633,POINT (16.44283868446752 48.24890481972123),"22., Wagramer Straﬂe 142",22,Wagramer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676634,676634,POINT (16.400410453669405 48.1996243335309),"3., Haidingergasse 25",3,Haidingergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676635,676635,POINT (16.36190130473193 48.18434398279224),"5., Wiedner Hauptstraﬂe 113",5,Wiedner Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676636,676636,POINT (16.379141505824002 48.20003258111602),"3., Marokkanergasse 3",3,Marokkanergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676637,676637,POINT (16.392982274439873 48.20856298004784),"3., Lˆwengasse 35",3,Lˆwengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676638,676638,POINT (16.313857055001574 48.1940259336474),"14., Fenzlgasse 33",14,Fenzlgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676639,676639,POINT (16.364926970303895 48.17758881492481),"10., Karmarschgasse 27",10,Karmarschgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676640,676640,POINT (16.387985021120073 48.191132316187506),"3., Kˆlblgasse 17",3,Kˆlblgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676641,676641,POINT (16.35592286597065 48.225193555255416),"9., Alserbachstraﬂe 5",9,Alserbachstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676642,676642,POINT (16.351081629643087 48.202332666986734),"7., Siebensterngasse 46",7,Siebensterngasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676643,676643,POINT (16.344637230447432 48.19697545578225),"7., Mariahilfer Straﬂe 100",7,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676644,676644,POINT (16.365415319218616 48.18508373011187),"5., Hauslabgasse 13",5,Hauslabgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676645,676645,POINT (16.35960723452545 48.19618295124824),"5., Kettenbr¸ckengasse 21",5,Kettenbr¸ckengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676646,676646,POINT (16.344637230447432 48.19697545578225),"7., Mariahilfer Straﬂe 100",7,Mariahilfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676647,676647,POINT (16.387605803063124 48.19924623979086),"3., Ungargasse 49",3,Ungargasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676648,676648,POINT (16.387388654071977 48.20675231933992),"3., Untere Viaduktgasse (Garage) 47-49",3,Untere Viaduktgasse (Garage),Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676649,676649,POINT (16.35504177266386 48.20132790179017),"7., Stiftgasse 11",7,Stiftgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676650,676650,POINT (16.394706888232424 48.2541612950273),"21., Floridsdorfer Hauptstraﬂe 12",21,Floridsdorfer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676651,676651,POINT (16.339678792854333 48.206916428184506),"7., Kaiserstraﬂe 96",7,Kaiserstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676652,676652,POINT (16.33294725505827 48.21938250498569),"17., Kalvarienberggasse 40",17,Kalvarienberggasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676653,676653,POINT (16.28858660703334 48.196669202336466),"14., H¸tteldorfer Straﬂe 249",14,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676654,676654,POINT (16.350897002344073 48.205403323669074),"7., Neustiftgasse 36A",7,Neustiftgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676655,676655,POINT (16.384065672389465 48.23325272680874),"20., Dresdner Straﬂe 87",20,Dresdner Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676656,676656,POINT (16.438418424984025 48.200602032285865),"2., Wehlistraﬂe 309",2,Wehlistraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676657,676657,POINT (16.339678792854333 48.206916428184506),"7., Kaiserstraﬂe 96",7,Kaiserstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676658,676658,POINT (16.34876170322059 48.20402402536634),"7., Neubaugasse 65",7,Neubaugasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676659,676659,POINT (16.391677580174857 48.214264210764185),"2., Franzensbr¸ckenstraﬂe 19",2,Franzensbr¸ckenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676660,676660,POINT (16.34804966383475 48.18807439875047),"5., Am Hundsturm 10",5,Am Hundsturm,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676661,676661,POINT (16.371038125473845 48.208293233523),"1., Graben 31",1,Graben,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676662,676662,POINT (16.404954045897604 48.22349641421515),"2., Mexikoplatz 17",2,Mexikoplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676663,676663,POINT (16.400366773665173 48.223509593774544),"2., Lassallestraﬂe 11",2,Lassallestraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676664,676664,POINT (16.37395479011724 48.207956773499085),"1., Stephansplatz 4",1,Stephansplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676630,676630,POINT (16.35236814373265 48.18460005919186),"5., Siebenbrunnengasse 62",5,Siebenbrunnengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676665,676665,POINT (16.375967746761045 48.249569801724405),"20., Griegstraﬂe 1-3",20,Griegstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676666,676666,POINT (16.368849597158242 48.22614422796916),"20., Gauﬂplatz 6",20,Gauﬂplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676667,676667,POINT (16.285111649272768 48.18751191506468),"13., St.-Veit-Gasse 40",13,St.-Veit-Gasse,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676668,676668,POINT (16.353703378626875 48.1817526995651),"5., Siebenbrunnenfeldgasse 1D",5,Siebenbrunnenfeldgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676669,676669,POINT (16.38067125893682 48.149626114628155),"10., Stockholmer Platz 6",10,Stockholmer Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676670,676670,POINT (16.316412710748875 48.22280285585823),"17., Seitenberggasse 78",17,Seitenberggasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676671,676671,POINT (16.365257053009238 48.2376496708549),"20., Klosterneuburger Straﬂe 110",20,Klosterneuburger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676672,676672,POINT (16.367446520761156 48.20220471724822),"1., Operngasse 12",1,Operngasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676673,676673,POINT (16.31467685506986 48.1510444596553),"23., Anton-Baumgartner-Straﬂe 44",23,Anton-Baumgartner-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676674,676674,POINT (16.299061568245254 48.17014315170121),"12., Hetzendorfer Straﬂe 153",12,Hetzendorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676675,676675,POINT (16.310768063643835 48.1295710318145),"23., Basler Gasse 68-84",23,Basler Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676676,676676,POINT (16.415033770326318 48.19029133874226),"3., Erdbergstraﬂe 202",3,Erdbergstraﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676677,676677,POINT (16.38352509997308 48.23851141645657),"20., Allerheiligenplatz 6",20,Allerheiligenplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676678,676678,POINT (16.424447978276817 48.225220106646205),"22., Sch¸ttaustraﬂe 66",22,Sch¸ttaustraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676679,676679,POINT (16.458199215635872 48.231547988548606),"22., Stadlauer Straﬂe 64",22,Stadlauer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676680,676680,POINT (16.38653071635776 48.23100455517739),"20., Dresdner Straﬂe 113",20,Dresdner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676681,676681,POINT (16.365218874652513 48.232534295507485),"20., Romanogasse 17",20,Romanogasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676682,676682,POINT (16.40755291769728 48.22150922865736),"2., Engerthstraﬂe 197",2,Engerthstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676683,676683,POINT (16.44464146166948 48.24983149049449),"22., Kagraner Platz 5",22,Kagraner Platz,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676684,676684,POINT (16.37001495070322 48.25207431685223),"19., Muthgasse 62",19,Muthgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676685,676685,POINT (16.350965519602454 48.1907037610076),"6., Mollardgasse 28",6,Mollardgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676686,676686,POINT (16.454167384276253 48.25598705568985),"22., Rennbahnweg ",22,Rennbahnweg,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676687,676687,POINT (16.350965519602454 48.1907037610076),"6., Mollardgasse 28",6,Mollardgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676688,676688,POINT (16.350227357065567 48.19788051704208),"6., Amerlingstraﬂe 19",6,Amerlingstraﬂe,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676689,676689,POINT (16.34063543135827 48.19548794059138),"6., Mariahilfer Straﬂe 125",6,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676690,676690,POINT (16.37129772368836 48.210149615454554),"1., Wildpretmarkt 1",1,Wildpretmarkt,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676691,676691,POINT (16.39139322432794 48.218355518432844),"2., Bhf.Praterstern, Containderdorf C ",2,"Bhf.Praterstern, Containderdorf C",Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676692,676692,POINT (16.391229342530625 48.19320238900703),"3., Rennweg 46",3,Rennweg,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676693,676693,POINT (16.347440673505478 48.19711163900543),"6., Otto-Bauer-Gasse 27",6,Otto-Bauer-Gasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676694,676694,POINT (16.392649039347006 48.20102092196723),"3., Landstraﬂer Hauptstraﬂe 67",3,Landstraﬂer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
