FID,OBJECTID,SHAPE,NAME,HAUPTKATEGORIE,UNTERKATEGORIE,TYP,WEBLINK1,WEBLINK2,SE_ANNO_CAD_DATA
RELIGIONOGD.223455,223455,POINT (16.345962018444293 48.190890496507066),Barmherzige Schwestern Gumpendorf Ausbildungskonvent KANA,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/21111789,
RELIGIONOGD.223456,223456,POINT (16.363792300152852 48.257423286147585),Caritas Socialis Gemeinschaft Oskar-Spiel-Gasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.cs-schwestern.at,http://www.erzdioezese-wien.at/pages/inst/21529535,
RELIGIONOGD.223457,223457,POINT (16.364761000554644 48.25742124973849),Caritas Socialis Gemeinschaft Greinergasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.cs-schwestern.at,http://www.erzdioezese-wien.at/pages/inst/21529567,
RELIGIONOGD.223458,223458,POINT (16.33126087405033 48.20257132946544),Josephsschwestern von Mombasa Niederlassung Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/21754210,
RELIGIONOGD.223459,223459,POINT (16.27727037890368 48.13361727591505),Missionsfranziskanerinnen des hl. Aloysius von Gonzaga Niederlassung Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/21794885,
RELIGIONOGD.223460,223460,POINT (16.26097379094371 48.19446895862848),Salvatorianerinnen Gemeinschaft Salvatorhaus,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/22252265,
RELIGIONOGD.223461,223461,POINT (16.308958890124263 48.16717895099647),Schlosskirche Hetzendorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.schlosskirche.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223462,223462,POINT (16.26285740297337 48.19428563376275),St. Josef-Krankenhaus GmbH,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.sjk-wien.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223463,223463,POINT (16.278669964889097 48.16923078066832),Krankenhaus Hietzing,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223464,223464,POINT (16.272995650771154 48.20546406166139),SMZ West-Otto-Wagner-Spital Pulmologisches Zentrum,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,seelsorge-ows.stephanscom.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223465,223465,POINT (16.29369208676076 48.19893064689868),Hanusch-Krankenhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223466,223466,POINT (16.302772838457308 48.21013818071948),Wilhelminenspital-Hl. Kamillus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.seelsorge-wilhelminenspital.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223467,223467,POINT (16.298833845995265 48.23726349367483),Am Schafberg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223468,223468,POINT (16.320017998861054 48.23797574550626),Alt-Gersthof,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223469,223469,POINT (16.40119635200749 48.245714245220995),Pfarrkirche Bruckhaufen,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.bruckhaufen.at,http://www.erzdioezese-wien.at/pages/pfarren/9191,
RELIGIONOGD.223470,223470,POINT (16.419557275372384 48.283556609553926),St. Josef der Arbeiter,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223471,223471,POINT (16.403703473165717 48.2755084966429),St. Michael,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223472,223472,POINT (16.464862934716788 48.21720925609549),SMZ Ost-Donauspital,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223473,223473,POINT (16.4732927306067 48.21407623566993),Aspern-St. Katharina von Siena,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223474,223474,POINT (16.304822182730014 48.15649239149632),St. Christophorus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223475,223475,POINT (16.31212798305927 48.15136094572593),Pfarrkirche Wohnpark Alterlaa,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.wohnparkkirche.at,http://www.erzdioezese-wien.at/pages/pfarren/9245,
RELIGIONOGD.223476,223476,POINT (16.38669956986276 48.20525504454647),Hl. Elisabeth,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223477,223477,POINT (16.34241105187124 48.213764071685084),Unbeflecktes Herz Mariä,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.cursillo.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223478,223478,POINT (16.28254567334119 48.1633384575959),Orthopädisches Spital Speising GmbH,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.oss.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223479,223479,POINT (16.30331469258257 48.16826701319599),Marianneum,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223480,223480,POINT (16.45733788745737 48.21871966139422),Unbefleckte Empfängnis,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223481,223481,POINT (16.41038492685451 48.18308281837846),Kloster St. Rafael,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223482,223482,POINT (16.304194486687436 48.22767881400123),Krankenanstalt des Göttlichen Heilandes,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.khgh.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223483,223483,POINT (16.347954972000075 48.20835504744473),Studentenheim der Akademikerhilfe,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,sg.pfeilheim.sth.ac.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223484,223484,POINT (16.312932069735385 48.26122964814057),Caritas Einrichtung für Kinder und Jugendliche Am Himmel,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223485,223485,POINT (16.335961351279806 48.22866918157819),St.-Carolus-Heim,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223486,223486,POINT (16.347434897196077 48.22021094659967),AKH-Neubau Ebene 5,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.akh-seelsorge.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223487,223487,POINT (16.333722620120323 48.228201013572765),Herz-Maria-Kloster,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.schulelacknergasse.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223488,223488,POINT (16.39919499534716 48.206362972002374),Bundes-Blindenerziehungsinstitut,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223489,223489,POINT (16.376967813251856 48.22222555745552),"Mutter Gottes, Königin des Friedens",Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223490,223490,POINT (16.28111117425169 48.16229287597832),Neurolog. Krankenhaus Rosenhügel,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223491,223491,POINT (16.27798453038778 48.19427925017671),Blinden- und Sehbehindertenwohnheim d. Österr. Blindenwohlfahrt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223492,223492,POINT (16.33391341856127 48.191148669647205),Mutter der Barmherzigkeit,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.ssnd-austria.org,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223493,223493,POINT (16.285411576700223 48.1971879240933),Geriatriezentrum Baumgarten,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223494,223494,POINT (16.344341816216257 48.22018785511834),Psychiatrische Universitätsklinik,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223495,223495,POINT (16.345963741097492 48.19243045647127),Krankenhaus der Barmherzigen Schwestern Wien Betriebsges.m.b.H.,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223496,223496,POINT (16.35544471139012 48.249512592684404),Bildungshaus und Studentinnenheim Hohe Warte,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.haushohewarte.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223497,223497,POINT (16.363206738019507 48.203226523442126),Center St. Elisabeth,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223498,223498,POINT (16.33462664189681 48.175862837070966),Kreuzschwestern Konvent Meidling,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kreuzschwestern.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223499,223499,POINT (16.4671538385161 48.21816419580181),SMZ Ost-Geriatriezentrum Donaustadt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223505,223505,POINT (16.3410067968942 48.1911183988842),Caritas Vinzenzhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223506,223506,POINT (16.332438752096646 48.20721635115731),Rupert-Mayer-Haus der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223507,223507,POINT (16.29057677724814 48.251623114707385),Senioren- und Pflegehaus Franz Borgia der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223508,223508,POINT (16.31601095313253 48.22046726389885),Leopold Ungar Haus der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223509,223509,POINT (16.397720859026556 48.138169536672564),Niederlassung Oberlaa,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223510,223510,POINT (16.409516191091083 48.141070204029866),Senioren Residenz Am Kurpark Oberlaa,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.seniorenresidenz.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223511,223511,POINT (16.210109507805075 48.210670594061064),Privatkapelle,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223512,223512,POINT (16.32492912503076 48.216902234597704),Caritas Socialis Gemeinschaft Geblergasse,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223513,223513,POINT (16.3698871917146 48.19270001742284),Studentenheim der Akademikerhilfe,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223514,223514,POINT (16.234552992524115 48.2078707343193),Hadersdorf-Weidlingau,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223515,223515,POINT (16.388747091174448 48.21277290508471),Lighthouse Wien,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.lighthouse.or.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223516,223516,POINT (16.430341830231402 48.24717692757081),Haus der Barmherzigkeit Kagran,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223517,223517,POINT (16.313486369330136 48.21849522579235),Haus der Barmherzigkeit Ottakring,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223518,223518,POINT (16.24646950252163 48.13432850355971),Kollegium Kalksburg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223519,223519,POINT (16.261185650670424 48.14620947714589),St. Josef,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223520,223520,POINT (16.27218887637833 48.147831777288204),Sommerhaus Mauer,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223521,223521,POINT (16.37646943527807 48.170874806129895),Kleine Schwestern von Jesus Gemeinschaft Wien,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223500,223500,POINT (16.293761859341863 48.2368912599875),Missionsschwestern Königin der Apostel Mutterhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.sramission.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223501,223501,POINT (16.330472297489088 48.17006182373059),Radio Maria Austria,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.radiomaria.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223502,223502,POINT (16.30840701823308 48.1479348687842),Senioren- und Pflegehaus St. Barbara der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223503,223503,POINT (16.321198612825416 48.18313733102968),Senioren- und Pflegehaus Schönbrunn der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223504,223504,POINT (16.24412181800204 48.21501117983617),Senioren- und Pflegehaus St. Klemens der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223522,223522,POINT (16.28393016407614 48.18742815329363),Niederlassung Hietzing St. Gertrud-Kloster,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.herzjesu-schwestern.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223523,223523,POINT (16.372087082260908 48.204339957213925),Oblaten des hl. Franz von Sales Ordenshaus St. Anna,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.annakirche.at,http://www.erzdioezese-wien.at/pages/inst/14425157,
RELIGIONOGD.223524,223524,POINT (16.40476726061149 48.19756201114344),Salesianer Don Boscos Salesianum,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425177,
RELIGIONOGD.223525,223525,POINT (16.374144891072028 48.20867112864756),Congregatio Jesu Zweigniederlassung Stephansplatz,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425311,
RELIGIONOGD.223526,223526,POINT (16.378858019467238 48.20869393184785),Dominikaner Konvent Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.dominikaner-wien.at,http://www.erzdioezese-wien.at/pages/inst/14425313,
RELIGIONOGD.223527,223527,POINT (16.37122665401125 48.21148413416507),Frauen von Bethanien Niederlassung,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425321,
RELIGIONOGD.223528,223528,POINT (16.368973331462147 48.210725507032976),Schulschwestern von Sarajevo Niederlassung Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425323,
RELIGIONOGD.223529,223529,POINT (16.365135222040802 48.21223280928981),Benediktinerabtei Schotten,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.schottenstift.at,http://www.erzdioezese-wien.at/pages/inst/14425331,
RELIGIONOGD.223530,223530,POINT (16.36372796954032 48.20933043020887),Minoriten Konvent zum Hl. Kreuz,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.geocities.com/minoritenkirche,http://www.erzdioezese-wien.at/pages/inst/14425333,
RELIGIONOGD.223531,223531,POINT (16.37539950140809 48.22234148706319),Schulschwestern vom III. Orden Niederlassung 'St. Elisabeth',Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.st-franziskus.at,http://www.erzdioezese-wien.at/pages/inst/14425363,
RELIGIONOGD.223532,223532,POINT (16.38641559700435 48.205340478620656),Elisabethinen Konvent Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425385,
RELIGIONOGD.223533,223533,POINT (16.38721616221735 48.20067125894571),Benediktinerinnen vom Unbefleckten Herzen Mariens Station Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.benediktinerinnen.at,http://www.erzdioezese-wien.at/pages/inst/14425387,
RELIGIONOGD.223534,223534,POINT (16.406142738632877 48.19543150204129),Unsere Liebe Frau von Sion Niederlassung Landstraße,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425399,
RELIGIONOGD.223535,223535,POINT (16.35262626745573 48.18643265914663),Kleine Brüder Jesu Fraternität,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425409,
RELIGIONOGD.223536,223536,POINT (16.288425773645162 48.17586315996034),Hummelkapelle,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223537,223537,POINT (16.280722310439813 48.252205595833686),Salmannsdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223538,223538,POINT (16.397446110630685 48.19295426230602),CS Pflege- und Sozialzentrum Rennweg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.cs.or.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223539,223539,POINT (16.26375531964149 48.180286469576735),Hartmannschwestern Niederlassung St. Franziskus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223540,223540,POINT (16.286658876438345 48.21739578028615),Benediktinerinnen der Anbetung Priorat,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.benediktinerinnen-wien.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223541,223541,POINT (16.385548884113533 48.203885919920516),"Jüngerzentrum Maria, Königin des Friedens",Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.jugendmission.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223542,223542,POINT (16.396751136765495 48.2131146553459),Senioren- und Pflegehaus Josef Macho der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223543,223543,POINT (16.38658846905085 48.205307379796714),Krankenhaus St. Elisabeth GmbH,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223544,223544,POINT (16.405625237958755 48.194655089145215),Hl. Elisabeth,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223545,223545,POINT (16.35807219369114 48.21284771327076),Kath. Hochschulgemeinde Wien Bereich 1,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.khg.or.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223546,223546,POINT (16.347025890810357 48.21754714844551),Krankenanstalt Goldenes Kreuz,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223547,223547,POINT (16.26271388984376 48.192981522760185),Konvent Ober St. Veit,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.dominikanerinnen.at/konvent,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223548,223548,POINT (16.32228942146592 48.22812333752874),Krankenanstalt Orthopädie Gersthof,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223671,223671,POINT (16.357146340016396 48.203185770918594),Bibelzentrum beim Museumsquartier,Evangelische Kirche,augsburgisches Bekenntnis,unbekannt,http://www.bibelzentrum.at/home,,
RELIGIONOGD.223647,223647,POINT (16.281638116007738 48.13964045705337),Johanneskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-liesing.at,,
RELIGIONOGD.223646,223646,POINT (16.461990623689577 48.22694122498727),Bekenntniskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-wien.at,,
RELIGIONOGD.223645,223645,POINT (16.449019426262137 48.28350885868397),Erlöserkirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-wien.at,,
RELIGIONOGD.223644,223644,POINT (16.39806722436904 48.26126856360559),Floridsdorf,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,floridsdorf.heim.at,,
RELIGIONOGD.223642,223642,POINT (16.368332963296314 48.20661275743175),Lutherische Stadtkirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.stadtkirche.at,,
RELIGIONOGD.223641,223641,POINT (16.38523952535713 48.22509939491372),Verklärungskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-wien.at,,
RELIGIONOGD.223640,223640,POINT (16.388821516191282 48.2000868465046),Pauluskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.pauluskirche.at,,
RELIGIONOGD.223639,223639,POINT (16.343635756206183 48.19046484975917),Gustav-Adolf-Kirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang.at/gumpendorf,,
RELIGIONOGD.223638,223638,POINT (16.347870867895004 48.199797408881984),Auferstehungskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-wien.at,,
RELIGIONOGD.223637,223637,POINT (16.363837567409387 48.22321750345697),Messiaskapelle,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.meka.at,,
RELIGIONOGD.223634,223634,POINT (16.359978160794803 48.17938514368819),Christuskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang.at/christuskirche,,
RELIGIONOGD.223633,223633,POINT (16.37980660859407 48.174844000371344),Gnadenkirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.gnadenkirche.at,,
RELIGIONOGD.223632,223632,POINT (16.46304851922423 48.15503398716974),Gemeindezentrum Arche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-wien.at,,
RELIGIONOGD.223587,223587,POINT (16.339924294517665 48.220501157720534),Lutherkirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,luther.wolfer.at,,
RELIGIONOGD.223578,223578,POINT (16.414121734186203 48.16998123165369),Glaubenskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-wien.at,,
RELIGIONOGD.223577,223577,POINT (16.377346646114074 48.15545643415671),Thomaskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,members.vienna.at/thomaskirche,,
RELIGIONOGD.223573,223573,POINT (16.315673534881782 48.16282424618296),Kirche am Wege,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.hetzendorf.at.tt,,
RELIGIONOGD.223572,223572,POINT (16.354284923092358 48.21384783661612),Gefängnisseelsorge,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.gefaengnisseelsorge.at/,,
RELIGIONOGD.223571,223571,POINT (16.300116524804167 48.192452960892446),Kreuzkirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.kreuzkirche.at,,
RELIGIONOGD.223570,223570,POINT (16.27121381382752 48.178033680418146),Friedenskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.evang-lainz.at,,
RELIGIONOGD.223569,223569,POINT (16.307344970083342 48.21370173524272),Markuskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.markuskirche.com,,
RELIGIONOGD.223568,223568,POINT (16.257103396376635 48.20547439878873),Trinitatiskirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,members.teleweb.at/claus/trinitatis/trinitatis.htm,,
RELIGIONOGD.223567,223567,POINT (16.331378011046684 48.246694306469074),Weinbergkirche,Evangelische Kirche,augsburgisches Bekenntnis,Kirche/Kapelle,http://www.weinbergkirche.at,,
RELIGIONOGD.223574,223574,POINT (16.32669955049229 48.19997267317702),Zwinglikirche,Evangelische Kirche,helvetisches Bekenntnis,Kirche/Kapelle,http://www.zwinglikirche.at/,,
RELIGIONOGD.223576,223576,POINT (16.36870885168357 48.20691911184625),Reformierte Stadtkirche,Evangelische Kirche,helvetisches Bekenntnis,Kirche/Kapelle,http://www.reformiertestadtkirche.at,,
RELIGIONOGD.223575,223575,POINT (16.379259555957617 48.1769781995496),Erlöserkirche,Evangelische Kirche,helvetisches Bekenntnis,Kirche/Kapelle,http://www.hb-wiensued.at/,,
RELIGIONOGD.223651,223651,POINT (16.37742895061644 48.2107026381873),Kirche zur Hl. Dreifaltigkeit,Griechisch-orientalische Kirche,Griechisch-orientalische Kirche zur Hl. Dreifaltigkeit,Kirche/Kapelle,,,
RELIGIONOGD.223652,223652,POINT (16.376848512957068 48.211248179030484),Kirche zum Hl. Georg,Griechisch-orientalische Kirche,Griechisch-orientalische Kirche zum Hl. Georg,Kirche/Kapelle,http://www.agiosgeorgios.at/,,
RELIGIONOGD.223660,223660,POINT (16.399297164829978 48.22742388834129),Serbisch-orthodoxe Kirche zur Auferstehung Christi,Griechisch-orientalische Kirche,Serbisch-griechisch-orientalische Kirchengemeindezum Hl. Sava,Kirche/Kapelle,,,
RELIGIONOGD.222609,222609,POINT (16.362596947206672 48.209319716249574),Rumänisch-orthodoxe Kapelle,Griechisch-orientalische Kirche,Rumänisch-griechisch-orientalische Kirchengemeinde zur Hl. Auferstehung,Kirche/Kapelle,http://www.rumkirche.at/,,
RELIGIONOGD.223659,223659,POINT (16.42148222151429 48.16981548134285),Rumänisch-orthodoxe Kirche,Griechisch-orientalische Kirche,Rumänisch-griechisch-orientalische Kirchengemeinde zur Hl. Auferstehung,Kirche/Kapelle,http://www.rumkirche.at/,,
RELIGIONOGD.223643,223643,POINT (16.38501367227966 48.19743998853804),Russisch-orthodoxe Kathedrale zum heiligen Nikolaus,Griechisch-orientalische Kirche,Russisch-orthodoxe Kirchengemeinde zum Hl. Nikolaus,Kirche/Kapelle,http://www.russischekirche.at,,
RELIGIONOGD.223579,223579,POINT (16.36486053913467 48.198138893393555),Bulgarisch orthodoxe Kirche in Österreich Hl. Iwan Rilski,Griechisch-orientalische Kirche,Bulgarisch-orthodoxe Kirchengemeinde zum Hl. Iwan Rilski,Kirche/Kapelle,http://www.bok.at,,
RELIGIONOGD.223582,223582,POINT (16.37474905807681 48.21147267925916),Stadttempel Wien,Israelitische Religionsgesellschaft,Israelitische Religionsgesellschaft,Synagoge,http://www.ikg-wien.at/,,
