FID,SHAPE,NAME,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.17178,POINT (16.35369774500268 48.221147499233524),Trinkbrunnen,17178,
TRINKBRUNNENOGD.17179,POINT (16.438355039162282 48.24751532218986),Trinkbrunnen,17179,
TRINKBRUNNENOGD.17180,POINT (16.438425981530273 48.24715083996819),Trinkbrunnen,17180,
TRINKBRUNNENOGD.17181,POINT (16.414165383168154 48.17121386179875),Trinkbrunnen mit Tränke,17181,
TRINKBRUNNENOGD.17182,POINT (16.41487322096401 48.17047967532796),Trinkbrunnen mit Tränke,17182,
TRINKBRUNNENOGD.17183,POINT (16.37284249585971 48.21539534215774),Trinkbrunnen mit Tränke,17183,
TRINKBRUNNENOGD.17184,POINT (16.328964741261533 48.18987578149327),Trinkbrunnen mit Tränke,17184,
TRINKBRUNNENOGD.17185,POINT (16.328617193978953 48.18995628200796),Trinkbrunnen mit Tränke,17185,
TRINKBRUNNENOGD.17186,POINT (16.380079538524377 48.17650665684137),Trinkbrunnen mit Tränke,17186,
TRINKBRUNNENOGD.17187,POINT (16.321090627574748 48.19030173509565),Trinkbrunnen mit Tränke,17187,
TRINKBRUNNENOGD.17188,POINT (16.31909471018699 48.19698381122353),Trinkbrunnen mit Tränke,17188,
TRINKBRUNNENOGD.17189,POINT (16.31900056642632 48.196415869825614),Trinkbrunnen mit Tränke,17189,
TRINKBRUNNENOGD.17190,POINT (16.355736125825448 48.181446983149044),Hundetrinkbrunnen,17190,
TRINKBRUNNENOGD.17191,POINT (16.34992387030536 48.18595166883287),Trinkbrunnen mit Tränke,17191,
TRINKBRUNNENOGD.17192,POINT (16.347332987472733 48.187268829045124),Trinkbrunnen mit Tränke,17192,
TRINKBRUNNENOGD.17193,POINT (16.334471400431532 48.24043443062977),Trinkbrunnen mit Tränke,17193,
TRINKBRUNNENOGD.17194,POINT (16.268007160345796 48.19651002808388),Trinkbrunnen mit Tränke,17194,
TRINKBRUNNENOGD.17195,POINT (16.35048924975034 48.18027613050717),Trinkbrunnen mit Tränke,17195,
TRINKBRUNNENOGD.17196,POINT (16.46270409935833 48.15723932407436),Trinkbrunnen mit Tränke,17196,
TRINKBRUNNENOGD.17197,POINT (16.462870564681644 48.1554168478508),Trinkbrunnen mit Tränke,17197,
TRINKBRUNNENOGD.17198,POINT (16.309007045657435 48.14807275069642),Trinkbrunnen mit Tränke,17198,
TRINKBRUNNENOGD.17199,POINT (16.35094590262301 48.1829409860182),Trinkbrunnen mit Tränke,17199,
TRINKBRUNNENOGD.17200,POINT (16.381259814035744 48.24502844709098),Spielbrunnen,17200,
TRINKBRUNNENOGD.17201,POINT (16.38030270354163 48.24452907715278),Trinkbrunnen mit Tränke,17201,
TRINKBRUNNENOGD.17202,POINT (16.33493535724112 48.2265693915935),Trinkbrunnen mit Tränke,17202,
TRINKBRUNNENOGD.17203,POINT (16.30258287141073 48.19621379791279),Trinkbrunnen mit Tränke,17203,
TRINKBRUNNENOGD.17204,POINT (16.30345863162827 48.19617315117767),Trinkbrunnen mit Tränke,17204,
TRINKBRUNNENOGD.17205,POINT (16.326530899383393 48.16491208893753),Trinkbrunnen,17205,
TRINKBRUNNENOGD.17206,POINT (16.327460582896556 48.16487127350499),Trinkbrunnen,17206,
TRINKBRUNNENOGD.17207,POINT (16.3424813180607 48.21224754870485),Trinkbrunnen mit Tränke,17207,
TRINKBRUNNENOGD.17208,POINT (16.397115715668644 48.227069265420916),Trinkbrunnen mit Tränke,17208,
TRINKBRUNNENOGD.17209,POINT (16.37773085807778 48.16671376224203),Trinkbrunnen mit Tränke,17209,
TRINKBRUNNENOGD.17210,POINT (16.39798510872938 48.22602118401569),Trinkbrunnen mit Tränke,17210,
TRINKBRUNNENOGD.17211,POINT (16.396516840424063 48.226329756080084),Trinkbrunnen mit Tränke,17211,
TRINKBRUNNENOGD.17212,POINT (16.397126963196737 48.22532230694771),Trinkbrunnen mit Tränke,17212,
TRINKBRUNNENOGD.17213,POINT (16.37830291079259 48.17927530144478),Trinkbrunnen,17213,
TRINKBRUNNENOGD.17214,POINT (16.33311985456948 48.18941582787364),Trinkbrunnen mit Tränke,17214,
TRINKBRUNNENOGD.17215,POINT (16.3872531178294 48.23408557206804),Trinkbrunnen mit Tränke,17215,
TRINKBRUNNENOGD.17216,POINT (16.318909912736213 48.19410960750643),Trinkbrunnen mit Tränke,17216,
TRINKBRUNNENOGD.17217,POINT (16.34324991987967 48.18694984067807),Trinkbrunnen mit Tränke,17217,
TRINKBRUNNENOGD.17218,POINT (16.35533161103671 48.18785402872548),Trinkbrunnen mit Tränke,17218,
TRINKBRUNNENOGD.17219,POINT (16.362799622072238 48.187838509721594),Trinkbrunnen mit Tränke,17219,
TRINKBRUNNENOGD.17220,POINT (16.360817948682403 48.189699767972606),Trinkbrunnen mit Tränke,17220,
TRINKBRUNNENOGD.17221,POINT (16.381109627068074 48.20314401899789),Trinkbrunnen,17221,
TRINKBRUNNENOGD.17222,POINT (16.390965075416343 48.19823422721381),Trinkbrunnen mit Tränke,17222,
TRINKBRUNNENOGD.17223,POINT (16.392305643713648 48.19845235916868),Trinkbrunnen mit Tränke,17223,
TRINKBRUNNENOGD.17224,POINT (16.401075453592252 48.19759887673287),Trinkbrunnen mit Tränke,17224,
TRINKBRUNNENOGD.17225,POINT (16.401312856451916 48.197644173131344),Trinkbrunnen mit Tränke,17225,
TRINKBRUNNENOGD.17226,POINT (16.386748933102645 48.18658844002999),Trinkbrunnen mit Tränke,17226,
TRINKBRUNNENOGD.17227,POINT (16.38492504923135 48.184984043088996),Trinkbrunnen mit Tränke,17227,
TRINKBRUNNENOGD.17228,POINT (16.333878279422553 48.238977407484384),Trinkbrunnen mit Tränke,17228,
TRINKBRUNNENOGD.17229,POINT (16.33057821153525 48.19848604210324),Trinkbrunnen mit Tränke,17229,
TRINKBRUNNENOGD.17230,POINT (16.331056923192214 48.198401593540524),Trinkbrunnen mit Tränke,17230,
