FID,OBJECTID,SHAPE,BEZEICHNUNG,WL_NUMMER,SE_ANNO_CAD_DATA
HALTESTELLEWLOGD.1060,1060,POINT (16.26289161169192 48.13278450438753),Rodaun,1105,
HALTESTELLEWLOGD.1061,1061,POINT (16.258431634111634 48.13245450876511),Hochstraﬂe,1106,
HALTESTELLEWLOGD.1062,1062,POINT (16.260161634048306 48.13894447634269),Rodauner Straﬂe,1107,
HALTESTELLEWLOGD.1063,1063,POINT (16.33414141404828 48.2407739440176),Rodlergasse,1108,
HALTESTELLEWLOGD.1064,1064,POINT (16.273701636500746 48.18764423518173),Rohrbacherstraﬂe,1109,
HALTESTELLEWLOGD.1065,1065,POINT (16.29428164254506 48.26392385816849),Sieveringer Straﬂe/Rohrerwiese,1110,
HALTESTELLEWLOGD.1066,1066,POINT (16.429390853110757 48.17147421555956),Rohrhofergasse,1111,
HALTESTELLEWLOGD.1067,1067,POINT (16.324521379084363 48.181654232536246),Rosasgasse,1112,
HALTESTELLEWLOGD.1068,1068,POINT (16.302221470987856 48.16892430660042),Rosenh¸gelstraﬂe,1114,
HALTESTELLEWLOGD.1069,1069,POINT (16.327011419335342 48.21913405225845),Rosensteingasse,1115,
HALTESTELLEWLOGD.1070,1070,POINT (16.260981717979305 48.202084174543245),Rosentalgasse,1116,
HALTESTELLEWLOGD.1071,1071,POINT (16.321651347222165 48.14814439387213),Rossakgasse,1117,
HALTESTELLEWLOGD.1072,1072,POINT (16.32394138554082 48.183724222635206),Rotenm¸hlgasse,1118,
HALTESTELLEWLOGD.1073,1073,POINT (16.374431175895673 48.210344064375526),Rotenturmstraﬂe,1119,
HALTESTELLEWLOGD.1074,1074,POINT (16.466970700436807 48.193384087964745),Raffineriestr/Biberhaufenweg,1120,
HALTESTELLEWLOGD.1075,1075,POINT (16.30754151306664 48.21780407051226),Wilhelminenstr/Sandleitengasse,1121,
HALTESTELLEWLOGD.1076,1076,POINT (16.46431080683276 48.26170376381016),Rautenweg,1122,
HALTESTELLEWLOGD.1077,1077,POINT (16.3827810467722 48.146754362337255),Rothneusiedl,1123,
HALTESTELLEWLOGD.1078,1078,POINT (16.36765122443296 48.221634014683296),Roﬂauer L‰nde,1124,
HALTESTELLEWLOGD.1079,1079,POINT (16.281241529370092 48.137814468604255),Schartlgasse,1125,
HALTESTELLEWLOGD.1080,1080,POINT (16.326961365808568 48.180854234729935),Ruckergasse/Tivoligasse,1126,
HALTESTELLEWLOGD.1081,1081,POINT (16.26142163369644 48.142814456759446),Rudolf-Waisenhorn-Gasse,1127,
HALTESTELLEWLOGD.1082,1082,POINT (16.28335153355389 48.14753442097175),Rudolf-Zeller-Gasse,1128,
HALTESTELLEWLOGD.1083,1083,POINT (16.371051197345135 48.214374047468674),Rudolfsplatz,1129,
HALTESTELLEWLOGD.1084,1084,POINT (16.385961132453303 48.22039400942924),Rueppgasse,1130,
HALTESTELLEWLOGD.1085,1085,POINT (16.39066097950627 48.12592445665191),Rustenfeldsiedlung,1131,
HALTESTELLEWLOGD.1086,1086,POINT (16.32747137825015 48.19134418462253),Rustengasse,1132,
HALTESTELLEWLOGD.1087,1087,POINT (16.418311045989135 48.27215374297825),Ruthnergasse,1133,
HALTESTELLEWLOGD.1088,1088,POINT (16.284381535574912 48.15256439589093),Ruzickagasse,1134,
HALTESTELLEWLOGD.1089,1089,POINT (16.383221240033922 48.287423691325735),Ruﬂbergstraﬂe,1135,
HALTESTELLEWLOGD.1090,1090,POINT (16.31357148244423 48.216894071070826),Rˆmergasse,1136,
HALTESTELLEWLOGD.1091,1091,POINT (16.350011342598634 48.245163913473164),Saarplatz,1138,
HALTESTELLEWLOGD.1092,1092,POINT (16.317781384934058 48.16151433268567),Sagedergasse,1139,
HALTESTELLEWLOGD.1093,1093,POINT (16.362181168058413 48.16209430196929),Sahulkastraﬂe,1140,
HALTESTELLEWLOGD.1094,1094,POINT (16.436050929695018 48.25061383475425),Saikogasse,1141,
HALTESTELLEWLOGD.1095,1095,POINT (16.293491628813758 48.25198391614022),Salmannsdorf,1142,
HALTESTELLEWLOGD.1096,1096,POINT (16.498140579316285 48.21650395853315),Saltenstraﬂe,1143,
HALTESTELLEWLOGD.1097,1097,POINT (16.372731186769446 48.21271405390776),Salzgries,1144,
HALTESTELLEWLOGD.1098,1098,POINT (16.373931182783345 48.21400404696574),Salztorbr¸cke,1145,
HALTESTELLEWLOGD.1099,1099,POINT (16.24511179797345 48.20338417862193),Samptwandnergasse,1146,
HALTESTELLEWLOGD.1100,1100,POINT (16.399011105942375 48.246793875832225),Sandrockgasse,1147,
HALTESTELLEWLOGD.1101,1101,POINT (16.40108101736899 48.190514142381396),Viehmarktgasse,1148,
HALTESTELLEWLOGD.1102,1102,POINT (16.292601522653023 48.17264429507038),Sankt-Hemma-Kirche,1149,
HALTESTELLEWLOGD.1103,1103,POINT (16.260781664013034 48.162524363338065),Sankt-Hubertus-Platz,1150,
HALTESTELLEWLOGD.1104,1104,POINT (16.439450936016048 48.266613756253314),Sankt-Michael-Gasse,1151,
HALTESTELLEWLOGD.1105,1105,POINT (16.353531268497466 48.204144107442204),Sankt-Ulrichs-Platz,1152,
HALTESTELLEWLOGD.1106,1106,POINT (16.338781399028765 48.24625391483818),Sauerburggasse,1153,
HALTESTELLEWLOGD.1107,1107,POINT (16.357391219647774 48.182334208776496),Scalagasse,1154,
HALTESTELLEWLOGD.1108,1108,POINT (16.301021570383725 48.23621398632696),Schafbergbad,1155,
HALTESTELLEWLOGD.1109,1109,POINT (16.297871587439534 48.23778398122275),Schafberghˆhe,1156,
HALTESTELLEWLOGD.1110,1110,POINT (16.538490409001987 48.236203839840215),Schafflerhof,1157,
HALTESTELLEWLOGD.1111,1111,POINT (16.316311433978733 48.19243418637562),Linzer Straﬂe/Johnstraﬂe,1158,
HALTESTELLEWLOGD.1112,1112,POINT (16.48178075733512 48.287253631704644),Schattenfrohgasse,1159,
HALTESTELLEWLOGD.1113,1113,POINT (16.330111340699098 48.17325426898385),Schedifkaplatz,1160,
HALTESTELLEWLOGD.1114,1114,POINT (16.317821482328995 48.23243399431238),Scheibenbergstraﬂe,1161,
HALTESTELLEWLOGD.1115,1115,POINT (16.41809089565181 48.16268426437284),Schemmerlstraﬂe,1162,
HALTESTELLEWLOGD.1116,1116,POINT (16.45488077971141 48.20842402368105),Schilfweg,1163,
HALTESTELLEWLOGD.1117,1117,POINT (16.453310783465955 48.20541403887491),Schillwasserweg,1164,
HALTESTELLEWLOGD.1118,1118,POINT (16.524120446200037 48.21212396332122),Schlachthammerstraﬂe,1166,
HALTESTELLEWLOGD.1119,1119,POINT (16.381411080273807 48.166354269748396),Schleiergasse,1167,
HALTESTELLEWLOGD.1120,1120,POINT (16.365641199621546 48.197024133540936),Schleifm¸hlgasse,1168,
HALTESTELLEWLOGD.1121,1121,POINT (16.364401235584804 48.218644030708035),Schlickgasse,1169,
HALTESTELLEWLOGD.1122,1122,POINT (16.39902112404406 48.26002381271711),Angerer Straﬂe,1170,
HALTESTELLEWLOGD.1123,1123,POINT (16.306491420345075 48.1480244039186),Schloss Alterlaa,1171,
HALTESTELLEWLOGD.1124,1124,POINT (16.379171126975944 48.19190414947469),Schloss Belvedere,1173,
HALTESTELLEWLOGD.1125,1125,POINT (16.30897143571701 48.167314310332735),Schloss Hetzendorf,1174,
HALTESTELLEWLOGD.1126,1126,POINT (16.22179192687982 48.21450413983319),Schloss Laudon,1175,
HALTESTELLEWLOGD.1127,1127,POINT (16.313011444808385 48.188114208655485),Schloss Schˆnbrunn,1176,
HALTESTELLEWLOGD.1128,1128,POINT (16.284651628418775 48.220084074152325),Schloss Wilhelminenberg,1177,
HALTESTELLEWLOGD.1129,1129,POINT (16.291171510462288 48.15827436451663),Schluckergasse,1178,
HALTESTELLEWLOGD.1130,1130,POINT (16.329631374458206 48.196004161078655),Schmelzbr¸cke,1179,
HALTESTELLEWLOGD.1131,1131,POINT (16.537930389697532 48.21955391959817),Schoeppelgasse,1180,
HALTESTELLEWLOGD.1132,1132,POINT (16.34342132336963 48.20757409660472),Schottenfeldgasse,1181,
HALTESTELLEWLOGD.1133,1133,POINT (16.371121200872256 48.21691403509901),Schottenring,1182,
HALTESTELLEWLOGD.1134,1134,POINT (16.32685130846155 48.13855443667136),Schˆnwiesegasse,1183,
HALTESTELLEWLOGD.1135,1135,POINT (16.36217123977855 48.21395405447541),Schottentor,1184,
HALTESTELLEWLOGD.1136,1136,POINT (16.2539817175517 48.176804299302525),Sankt Veiter Tor,1185,
HALTESTELLEWLOGD.1137,1137,POINT (16.400231120995034 48.26209380194127),Floridsdorfer Markt,1186,
HALTESTELLEWLOGD.1138,1138,POINT (16.28531163307594 48.22585404604386),Schrammelgasse,1187,
HALTESTELLEWLOGD.1139,1139,POINT (16.288891587533097 48.20639413690676),Schrekergasse,1188,
HALTESTELLEWLOGD.1140,1140,POINT (16.280761593321493 48.18162425974986),Schrutkagasse,1189,
HALTESTELLEWLOGD.1141,1141,POINT (16.318951448522103 48.21157409320494),Schuhmeierplatz,1190,
HALTESTELLEWLOGD.1142,1142,POINT (16.373941120348746 48.16857426359572),Ettenreichgasse/Schulzentrum,1191,
HALTESTELLEWLOGD.1143,1143,POINT (16.419381052672477 48.27990370507919),Schwanngasse,1192,
HALTESTELLEWLOGD.1144,1144,POINT (16.37437116320736 48.201294107964046),Schwarzenbergplatz,1193,
HALTESTELLEWLOGD.1145,1145,POINT (16.32845132009143 48.152414369488724),Schwarzenhaidestraﬂe,1195,
HALTESTELLEWLOGD.1146,1146,POINT (16.37345127225877 48.27707374637682),Schwarzlackenau,1196,
HALTESTELLEWLOGD.1147,1147,POINT (16.35919125928696 48.217224041260785),Schwarzspanierstraﬂe,1197,
HALTESTELLEWLOGD.1148,1148,POINT (16.37788116108954 48.21174405568565),Schwedenplatz,1198,
HALTESTELLEWLOGD.1149,1149,POINT (16.407430991676076 48.19402412185309),Schlachthausgasse,1199,
HALTESTELLEWLOGD.1150,1150,POINT (16.328381382596817 48.19788415230945),Schweglerstraﬂe,1200,
HALTESTELLEWLOGD.1151,1151,POINT (16.265621675665706 48.18788423905918),Schweizertalstraﬂe,1201,
HALTESTELLEWLOGD.1152,1152,POINT (16.318141490354115 48.23885396332603),Gersthofer Str/Scheibenbergstr,1202,
HALTESTELLEWLOGD.1153,1153,POINT (16.369381203401232 48.21237405824829),Schwertgasse,1203,
HALTESTELLEWLOGD.1154,1154,POINT (16.423120959081423 48.22632395825494),Sch¸ttauplatz,1204,
HALTESTELLEWLOGD.1155,1155,POINT (16.41716099461344 48.23083393985865),Sch¸ttaustraﬂe,1205,
HALTESTELLEWLOGD.1156,1156,POINT (16.41135097730684 48.197074104837085),Sch¸ttelstraﬂe,1206,
HALTESTELLEWLOGD.1157,1157,POINT (16.469910706767195 48.20857401352649),Sch¸tth‰ufel,1207,
HALTESTELLEWLOGD.1158,1158,POINT (16.311281513123433 48.230934005278016),Schˆberweg,1208,
HALTESTELLEWLOGD.1159,1159,POINT (16.420850972781246 48.2280639512456),Schˆdlbergergasse,1209,
HALTESTELLEWLOGD.1160,1160,POINT (16.326141441490485 48.231843992205484),Schˆffelgasse,1210,
HALTESTELLEWLOGD.1161,1161,POINT (16.31968140825981 48.18578421559467),Schˆnbrunn,1211,
HALTESTELLEWLOGD.1162,1162,POINT (16.320711394163506 48.178474250004584),Schwenkgasse,1212,
HALTESTELLEWLOGD.1163,1163,POINT (16.431410978197917 48.269233748629325),Schˆnthalergasse,1213,
HALTESTELLEWLOGD.1164,1164,POINT (16.331661319851833 48.163444314958284),Schˆpfwerk,1214,
HALTESTELLEWLOGD.1165,1165,POINT (16.420621038109232 48.27445372996455),Scottgasse,1215,
HALTESTELLEWLOGD.1166,1166,POINT (16.44693089250448 48.262373771096506),Sebaldgasse,1216,
HALTESTELLEWLOGD.1167,1167,POINT (16.409581071091832 48.25880381148471),Sebastian-Kohl-Gasse,1217,
HALTESTELLEWLOGD.1168,1168,POINT (16.387271100808782 48.20177409703593),Sechskr¸gelgasse,1218,
HALTESTELLEWLOGD.1169,1169,POINT (16.528960422786266 48.21167396283635),Rosalia-Chladek-Gasse,1219,
HALTESTELLEWLOGD.1170,1170,POINT (16.26111168992755 48.18220426886192),Seifertstraﬂe,1220,
HALTESTELLEWLOGD.1171,1171,POINT (16.52036049033516 48.23111387502631),Seiseneggergasse,1221,
HALTESTELLEWLOGD.1172,1172,POINT (16.37596108571206 48.1510543460688),Selma-Lagerlˆf-Gasse,1223,
HALTESTELLEWLOGD.1173,1173,POINT (16.401011185065975 48.31109356756894),Senderstraﬂe,1224,
HALTESTELLEWLOGD.1174,1174,POINT (16.35572128180498 48.22059402692932),Sensengasse,1226,
HALTESTELLEWLOGD.1175,1175,POINT (16.262391699556943 48.19307421654816),Seuttergasse,1227,
HALTESTELLEWLOGD.1176,1176,POINT (16.288551492313243 48.13613447165033),Seybelgasse,1228,
HALTESTELLEWLOGD.1177,1177,POINT (16.405851106691223 48.27150375333485),Shuttleworthstraﬂe,1229,
HALTESTELLEWLOGD.1178,1178,POINT (16.366591143220194 48.159054314221244),Sibeliusstraﬂe,1230,
HALTESTELLEWLOGD.1179,1179,POINT (16.366971278720918 48.258023841998124),Sickenberggasse,1231,
HALTESTELLEWLOGD.1180,1180,POINT (16.354601233520498 48.18218421109179),Siebenbrunnenfeldgasse,1232,
HALTESTELLEWLOGD.1181,1181,POINT (16.357951223991268 48.187194185526344),Siebenbrunnengasse,1233,
HALTESTELLEWLOGD.1182,1182,POINT (16.446550853656078 48.23276391337483),Siebenb¸rgerstraﬂe,1234,
HALTESTELLEWLOGD.1183,1183,POINT (16.31008137703821 48.129644489748436),Siebenhirten,1235,
HALTESTELLEWLOGD.1184,1184,POINT (16.297971436564847 48.129454497770794),Siebenhirten Brunner Straﬂe,1236,
HALTESTELLEWLOGD.1185,1185,POINT (16.35168127489879 48.20224411745789),Siebensterngasse,1237,
HALTESTELLEWLOGD.1186,1186,POINT (16.34561127482999 48.18084422333432),Siebertgasse,1238,
HALTESTELLEWLOGD.1187,1187,POINT (16.361401150075025 48.14575438087228),Siedlung Blumental,1239,
HALTESTELLEWLOGD.1188,1188,POINT (16.248771801127468 48.21840410385388),Karl-Bekehrty-Straﬂe,1240,
HALTESTELLEWLOGD.1189,1189,POINT (16.440850867008983 48.22200396771961),Siedlung Einigkeit,1241,
HALTESTELLEWLOGD.1190,1190,POINT (16.279591662537822 48.2271340436194),Siedlung Heuberg,1242,
HALTESTELLEWLOGD.1191,1191,POINT (16.261721736767996 48.21801409761117),Siedlung Kordon,1243,
HALTESTELLEWLOGD.1192,1192,POINT (16.440840863585706 48.21946397967315),Siedlung Sonnheim,1244,
HALTESTELLEWLOGD.1193,1193,POINT (16.394681001314385 48.15637430895729),Siedlung S¸dost,1245,
HALTESTELLEWLOGD.1194,1194,POINT (16.281201687552947 48.25061392993281),Promenadeweg,1246,
HALTESTELLEWLOGD.1195,1195,POINT (16.485560642295177 48.21759396140661),Siegesplatz,1247,
HALTESTELLEWLOGD.1196,1196,POINT (16.42090103198127 48.27089374652394),Siemensstraﬂe,1248,
HALTESTELLEWLOGD.1197,1197,POINT (16.321181394851866 48.18056423947906),Schwenkgasse/Tivoligasse,1249,
HALTESTELLEWLOGD.1198,1198,POINT (16.317001517483156 48.254243890921344),Sievering,1250,
HALTESTELLEWLOGD.1199,1199,POINT (16.30119160839267 48.26394385424071),J‰gerhaus,1251,
HALTESTELLEWLOGD.1200,1200,POINT (16.342901378485728 48.24576391501578),Sieveringer Straﬂe,1252,
HALTESTELLEWLOGD.1201,1201,POINT (16.348521347085626 48.242813925954614),Silbergasse,1253,
HALTESTELLEWLOGD.1202,1202,POINT (16.464510816133 48.26930372791698),Percostraﬂe/Wagramer Straﬂe,1254,
HALTESTELLEWLOGD.1203,1203,POINT (16.27630158371091 48.159544368083),Sillerplatz,1255,
HALTESTELLEWLOGD.1204,1204,POINT (16.320641493039936 48.24942391151202),Sieveringer Friedhof,1256,
HALTESTELLEWLOGD.1205,1205,POINT (16.407230954839193 48.16718424961431),Grillgasse,1257,
HALTESTELLEWLOGD.1206,1206,POINT (16.498910607337105 48.23924384968516),Schukowitzgasse,1258,
HALTESTELLEWLOGD.1207,1207,POINT (16.44058080622582 48.1774441799951),Simmeringer Haide,1259,
HALTESTELLEWLOGD.1208,1208,POINT (16.419920898388533 48.1703442274655),Simmering,1260,
HALTESTELLEWLOGD.1209,1209,POINT (16.227881900305988 48.21651412673102),Schˆffelplatz,1261,
HALTESTELLEWLOGD.1210,1210,POINT (16.412010942693513 48.17451421238791),Polkorabplatz,1263,
HALTESTELLEWLOGD.1211,1211,POINT (16.42066090649224 48.17917418484943),Simoningplatz,1264,
HALTESTELLEWLOGD.1212,1212,POINT (16.37063111504745 48.15345433847292),Sindinggasse,1265,
HALTESTELLEWLOGD.1213,1213,POINT (16.247701790996576 48.20753415715941),Siriusweg,1266,
HALTESTELLEWLOGD.1214,1214,POINT (16.349091305808706 48.215074058067344),Skodagasse,1267,
HALTESTELLEWLOGD.1215,1215,POINT (16.41390107044137 48.27411373598256),Skraupstraﬂe,1268,
HALTESTELLEWLOGD.1216,1216,POINT (16.330191299766213 48.14420440713685),Sobotagasse,1269,
HALTESTELLEWLOGD.1217,1217,POINT (16.19861206368461 48.231234073973155),Mauerbachstr/Sofienalpenstraﬂe,1271,
HALTESTELLEWLOGD.1218,1218,POINT (16.331621407145022 48.22616401566499),Sommarugagasse,1272,
HALTESTELLEWLOGD.1219,1219,POINT (16.254751648414295 48.13019452142137),Sonnbergstraﬂe,1274,
HALTESTELLEWLOGD.1220,1220,POINT (16.34395129708124 48.19079417675212),Sonnenuhrgasse,1275,
HALTESTELLEWLOGD.1221,1221,POINT (16.319151386220245 48.16776430208975),Sonnergasse,1276,
HALTESTELLEWLOGD.1222,1222,POINT (16.432190970479127 48.2660237630665),Sorgenthalgasse,1277,
HALTESTELLEWLOGD.1223,1223,POINT (16.46514074475012 48.21966396381785),Donauspital,1278,
HALTESTELLEWLOGD.1224,1224,POINT (16.483050701587242 48.2514838015093),Breitenleer Str/Spargelfeldstr,1279,
HALTESTELLEWLOGD.1225,1225,POINT (16.484470697799868 48.25391378902806),Spargelfeldstraﬂe/AGES,1280,
HALTESTELLEWLOGD.1226,1226,POINT (16.536290450254565 48.25862373493198),Speierlinggasse,1282,
HALTESTELLEWLOGD.1227,1227,POINT (16.28463156242497 48.17337429639882),Preyergasse/Speising,1283,
HALTESTELLEWLOGD.1228,1228,POINT (16.293461508403816 48.16527433011605),Siedlung Rosenh¸gel,1284,
HALTESTELLEWLOGD.1229,1229,POINT (16.2692916058811 48.15054441514546),Speisinger Straﬂe,1285,
HALTESTELLEWLOGD.1230,1230,POINT (16.357521222542196 48.184774196894814),Spengergasse,1286,
HALTESTELLEWLOGD.1231,1231,POINT (16.350371237486556 48.170344269897925),Spinnerin am Kreuz,1287,
HALTESTELLEWLOGD.1232,1232,POINT (16.353241295713993 48.22227402050776),Spitalgasse/W‰hringer Straﬂe,1288,
HALTESTELLEWLOGD.1233,1233,POINT (16.45604085178917 48.26476375456689),Spitzweg,1290,
HALTESTELLEWLOGD.1234,1234,POINT (16.4472208437617 48.22749393797762),Schreinerweg,1291,
HALTESTELLEWLOGD.1235,1235,POINT (16.45124082403299 48.2274639357844),Smolagasse,1292,
HALTESTELLEWLOGD.1236,1236,POINT (16.416460961849 48.2043840670075),Stadionbad,1296,
HALTESTELLEWLOGD.1237,1237,POINT (16.44905082400829 48.21993397264919),Stadlau,1299,
HALTESTELLEWLOGD.1238,1238,POINT (16.441230833653492 48.199574074736155),Praterkai,1301,
HALTESTELLEWLOGD.1239,1239,POINT (16.367881302433187 48.27867374299134),Segelzentrum Nord,1302,
HALTESTELLEWLOGD.1240,1240,POINT (16.28578156926392 48.18157425645505),Stadlergasse,1304,
HALTESTELLEWLOGD.1241,1241,POINT (16.3788311427621 48.202524098799074),Stadtpark,1305,
HALTESTELLEWLOGD.1242,1242,POINT (16.33476134680531 48.193864167862316),Staglgasse,1306,
HALTESTELLEWLOGD.1243,1243,POINT (16.487660721584625 48.28281364909262),Stallarngasse,1307,
HALTESTELLEWLOGD.1244,1244,POINT (16.420341071875914 48.29786361877716),Stammersdorf,1308,
HALTESTELLEWLOGD.1245,1245,POINT (16.436520990405263 48.29627361634784),Stammersdorf Zentralfriedhof,1309,
HALTESTELLEWLOGD.1246,1246,POINT (16.410871124462886 48.301873605602644),Stammersdorfer Straﬂe/Pfarrhof,1310,
HALTESTELLEWLOGD.1247,1247,POINT (16.239691834919498 48.211204144256676),Stammhausstraﬂe,1311,
HALTESTELLEWLOGD.1248,1248,POINT (16.354271214777743 48.167964278859564),Stefan-Fadinger-Platz,1312,
HALTESTELLEWLOGD.1249,1249,POINT (16.438960908165072 48.245393857125535),Steigenteschgasse,1313,
HALTESTELLEWLOGD.1250,1250,POINT (16.402671139005847 48.283573697359905),Steinamangergasse,1314,
HALTESTELLEWLOGD.1251,1251,POINT (16.438630894468456 48.233763912879766),Steinbrechergasse,1316,
HALTESTELLEWLOGD.1252,1252,POINT (16.309021488310286 48.205084130027),Kendlerstraﬂe,1317,
HALTESTELLEWLOGD.1253,1253,POINT (16.296351559201604 48.21164410722128),Steinlegasse,1318,
HALTESTELLEWLOGD.1254,1254,POINT (16.320521358295604 48.15197437634765),Steinsee,1319,
HALTESTELLEWLOGD.1255,1255,POINT (16.37165118570601 48.20806407723601),Stephansplatz,1320,
HALTESTELLEWLOGD.1256,1256,POINT (16.342971243103975 48.14858437880595),Sterngasse,1322,
HALTESTELLEWLOGD.1257,1257,POINT (16.349901322137782 48.22918398997789),Sternwartestraﬂe,1323,
HALTESTELLEWLOGD.1258,1258,POINT (16.333241345567856 48.18807419631512),Stiegergasse,1324,
HALTESTELLEWLOGD.1259,1259,POINT (16.35459126127225 48.202384114521784),Stiftgasse,1325,
HALTESTELLEWLOGD.1260,1260,POINT (16.260851689329744 48.18034427859891),Stock im Weg,1326,
HALTESTELLEWLOGD.1261,1261,POINT (16.382381052936594 48.14982434864322),Stockholmer Platz,1327,
HALTESTELLEWLOGD.1262,1262,POINT (16.341121321486483 48.19871414057975),Stollgasse,1328,
HALTESTELLEWLOGD.1263,1263,POINT (16.41799100533707 48.241393889641834),Strandbad Alte Donau,1329,
HALTESTELLEWLOGD.1264,1264,POINT (16.456350780664444 48.21449399424888),Strandbad Stadlau,1330,
HALTESTELLEWLOGD.1265,1265,POINT (16.29714149958234 48.1720242957011),Stranzenberggasse,1332,
HALTESTELLEWLOGD.1266,1266,POINT (16.381121248084227 48.28600369935433),Strebersdorf,1333,
HALTESTELLEWLOGD.1267,1267,POINT (16.469550631285376 48.15269428014889),S‰ngergasse,1334,
HALTESTELLEWLOGD.1268,1268,POINT (16.389011222674032 48.29576364833977),Strebersdorfer Platz,1335,
HALTESTELLEWLOGD.1269,1269,POINT (16.314481518968854 48.246563928986525),Strehlgasse,1336,
HALTESTELLEWLOGD.1270,1270,POINT (16.458430777649777 48.21984396688508),Stadlauer Friedhof,1337,
HALTESTELLEWLOGD.1271,1271,POINT (16.376221268817716 48.28411371173649),Strohbogasse,1338,
HALTESTELLEWLOGD.1272,1272,POINT (16.349341292500405 48.20643409835362),Strozzigasse,1340,
HALTESTELLEWLOGD.1273,1273,POINT (16.374841082093752 48.14473437759841),Sulzengasse,1342,
HALTESTELLEWLOGD.1274,1274,POINT (16.320001534713473 48.2773537784044),Sulzwiese,1343,
HALTESTELLEWLOGD.1275,1275,POINT (16.410610937773836 48.16589425391837),Swatoschgasse,1344,
HALTESTELLEWLOGD.1276,1276,POINT (16.38117111099827 48.187544168927936),S¸dbahnhof,1346,
HALTESTELLEWLOGD.1277,1277,POINT (16.382741101383118 48.18616417504778),S¸dbahnhof/Ostbahn,1347,
HALTESTELLEWLOGD.1278,1278,POINT (16.3640811310202 48.141444399876754),S¸drandstraﬂe,1348,
HALTESTELLEWLOGD.1279,1279,POINT (16.37373114560261 48.18614418071321),S¸dtiroler Platz,1349,
HALTESTELLEWLOGD.1280,1280,POINT (16.303271455207273 48.161854340478655),S¸dwestfriedhof 1.Tor,1352,
HALTESTELLEWLOGD.1281,1281,POINT (16.30247145811035 48.160994344871966),S¸dwestfriedhof 2.Tor,1353,
HALTESTELLEWLOGD.1282,1282,POINT (16.299201475307335 48.16138434441053),S¸dwestfriedhof 3.Tor,1354,
HALTESTELLEWLOGD.1283,1283,POINT (16.29952147332184 48.16134434475087),S¸dwestfriedhof 7.Tor,1355,
HALTESTELLEWLOGD.1284,1284,POINT (16.301391463969995 48.1611243445827),S¸dwestfriedhof 8.Tor,1356,
HALTESTELLEWLOGD.1285,1285,POINT (16.484200741806706 48.28520363978331),S¸ﬂenbrunn,1357,
HALTESTELLEWLOGD.1286,1286,POINT (16.49558067604123 48.277283670240536),S¸ﬂenbrunner Platz,1359,
HALTESTELLEWLOGD.1287,1287,POINT (16.462250781378504 48.23597388771517),S¸ﬂenbrunner Straﬂe,1360,
HALTESTELLEWLOGD.1288,1288,POINT (16.284291532019882 48.150014408058205),Taglieberstraﬂe,1361,
HALTESTELLEWLOGD.1289,1289,POINT (16.30961138328196 48.13210447785683),Talpagasse,1362,
HALTESTELLEWLOGD.1290,1290,POINT (16.46489074240459 48.21657397920274),Tamariskengasse,1364,
HALTESTELLEWLOGD.1291,1291,POINT (16.37758116851205 48.216894031705074),Tandelmarktgasse,1365,
HALTESTELLEWLOGD.1292,1292,POINT (16.370271172880866 48.19387414596511),Taubstummengasse,1366,
HALTESTELLEWLOGD.1293,1293,POINT (16.3265414149011 48.21418407625395),Teichgasse,1367,
HALTESTELLEWLOGD.1294,1294,POINT (16.538360406660722 48.23344385340669),Teil‰ckergasse,1368,
HALTESTELLEWLOGD.1295,1295,POINT (16.36455122612689 48.21182406392911),Teinfaltstraﬂe,1369,
HALTESTELLEWLOGD.1296,1296,POINT (16.3524911861165 48.14061441048237),Tenschertstraﬂe,1370,
HALTESTELLEWLOGD.1297,1297,POINT (16.350631215085812 48.155364341852916),Tesarekplatz,1371,
HALTESTELLEWLOGD.1298,1298,POINT (16.33843134874744 48.208554095066596),Thaliastraﬂe,1372,
HALTESTELLEWLOGD.1299,1299,POINT (16.328681353165234 48.17707425174483),Tanbruckgasse,1373,
HALTESTELLEWLOGD.1300,1300,POINT (16.325191416553604 48.21058409391661),Thaliastraﬂe/Feﬂtgasse,1374,
HALTESTELLEWLOGD.1301,1301,POINT (16.350511291539725 48.209584082817564),Theater in der Josefstadt,1375,
HALTESTELLEWLOGD.1302,1302,POINT (16.322991377157027 48.1749042656647),Theergasse,1376,
HALTESTELLEWLOGD.1303,1303,POINT (16.392311017087934 48.15928429738115),Theodor-Sickel-Gasse,1377,
HALTESTELLEWLOGD.1304,1304,POINT (16.525910489664923 48.24972378295729),Agrarweg,1378,
HALTESTELLEWLOGD.1305,1305,POINT (16.442850900901654 48.2540138142427),Thonetgasse,1379,
HALTESTELLEWLOGD.1306,1306,POINT (16.53441045364013 48.253803758872024),Thujagasse,1380,
HALTESTELLEWLOGD.1307,1307,POINT (16.42768103443166 48.296683619409315),Tilakstraﬂe,1381,
HALTESTELLEWLOGD.1308,1308,POINT (16.27527165061045 48.2032541603089),Tinterstraﬂe,1382,
HALTESTELLEWLOGD.1309,1309,POINT (16.31107143039654 48.170644293363736),Edelsinnstraﬂe,1383,
HALTESTELLEWLOGD.1310,1310,POINT (16.277851606785312 48.18101426468672),Tolstojgasse,1384,
HALTESTELLEWLOGD.1311,1311,POINT (16.38424116005618 48.23398394564258),Traisengasse,1385,
HALTESTELLEWLOGD.1312,1312,POINT (16.461000824918703 48.262493762435504),Tillmanngasse,1386,
