FID,SHAPE,STRNAM,ZEITRAUM,STELLPL_ANZ,BESCHREIBUNG,WEBLINK2,BEZIRK,SE_SDO_ROWID,SE_ANNO_CAD_DATA,KATEGORIE,KATEGORIE_TXT
BEHINDERTENPARKPLATZOGD.474843,POINT (16.36422275730092 48.21003715558344),Landhausgasse,,1,Bundesministerium f¸r europ. u. internat. Angelege,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474843,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474844,POINT (16.36637655285757 48.208621388753514),Herrengasse,,1,Botschaft,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474844,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474845,POINT (16.376778683780064 48.23805162451947),Leithastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474845,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474846,POINT (16.315015465083903 48.17673410708907),Maria-Theresia-Br¸cke,von 9-18h,6,Gloriette,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474846,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474847,POINT (16.38305844292846 48.238313820034406),Leystraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474847,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474848,POINT (16.38351016350328 48.23777272240973),Leystraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474848,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474849,POINT (16.389604353236326 48.23728987972448),Wehlistraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474849,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474850,POINT (16.389223280487716 48.237495497924876),Wehlistraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474850,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474851,POINT (16.380320675838654 48.242651378832576),Vorgartenstraﬂe,,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474851,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474852,POINT (16.331304856959214 48.17803108664044),Vivenotgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474852,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474853,POINT (16.322374244906236 48.1886810322878),Siebeneichengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474853,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474854,POINT (16.32688017685427 48.187253927351364),Braunhirschengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474854,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474855,POINT (16.34985596453758 48.2231601635729),Schlagergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474855,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474856,POINT (16.350441670798293 48.22387347923677),Schlagergasse,Mo.-Fr. (w) v. 7-12h,1,zum Aus- u. Einsteigen,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474856,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474857,POINT (16.35068202306056 48.223037612888696),Prechtlgasse,Fr. u. Sa. (w.) v. 17-22h,2,WUK Verein zur Schaffung offnener Kultur,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474857,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474858,POINT (16.350923597786977 48.22153003572617),Wilhelm-Exner-Gasse,Mo.-Fr. (w.) v. 8-17h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474858,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474859,POINT (16.344196911675702 48.23455839829121),Felix-Mottl-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474859,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474860,POINT (16.356106402700757 48.24182291794236),Gebhardtgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474860,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474861,POINT (16.330254181913933 48.24189256753488),Kratzlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474861,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474862,POINT (16.457140776510343 48.22484676035955),Aribogasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474862,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474863,POINT (16.45373788660169 48.26012554423053),Lieblgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474863,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474864,POINT (16.355185249119636 48.21117011549502),Friedrich-Schmidt-Platz,Mo.-Fr. (w.) v. 7.30-17h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474864,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474865,POINT (16.381219818605576 48.21083347463143),Biberstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474865,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474866,POINT (16.382626939622167 48.20925416257132),Stubenring,Mo.-Fr. (w.) v. 7-17h,8,"Museum f¸r angewandte Kunst, Bundesbehˆrde",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474866,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474867,POINT (16.382033453725747 48.20927325566084),Stubenring,Mo-Fr. (w.) v. 7-12h,1,BM f¸r Land- und Forstwirtschaft (Mitarbeiter),http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474867,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474868,POINT (16.36529253016746 48.2542590690901),Heiligenst‰dter Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474868,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474545,POINT (16.37323086971816 48.207532081106784),Singerstraﬂe,von 9-24h,1,Deutschordenhaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474545,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474546,POINT (16.402844427686883 48.17270751363261),Hauffgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474546,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474547,POINT (16.358494371437608 48.25441281313449),Nestelbachgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474547,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474548,POINT (16.451606606333865 48.26849518861042),Wassermanngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474548,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474549,POINT (16.326230819426275 48.21887809910542),Rosensteingasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474549,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474550,POINT (16.40065505028103 48.27585313094236),Znaimer Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474550,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474551,POINT (16.400666201031598 48.27587920570809),Znaimer Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474551,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474552,POINT (16.32793322170531 48.18757127124879),Grimmgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474552,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474553,POINT (16.255324835472532 48.19771774645905),Auhofstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474553,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474554,POINT (16.353405913419596 48.212220651903074),Schlˆsselgasse,Mo.-Fr. (w.) v. 8-16h,1,Bezirksgericht Josefstadt,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474554,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474555,POINT (16.354280769511135 48.21238999169227),Wickenburggasse,Mo.-Fr. (w.) v. 8-15h,2,Arbeitssozialgericht Wien,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474555,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474556,POINT (16.35442764343984 48.2118186332861),Wickenburggasse,Mo.-Fr. (w.) v. 7-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474556,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474557,POINT (16.350547244167508 48.21326767411314),Laudongasse,Di.-So. (w.) v. 10-17h,1,÷sterreichisches Museum f¸r Volkskunde,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474557,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474558,POINT (16.267998010691375 48.15088792510749),Maurer Hauptplatz,von 8-19h,1,Arztpraxen,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474558,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474559,POINT (16.26811388420586 48.15072312344407),Maurer Hauptplatz,von 8-19h,1,Arztpraxen,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474559,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474560,POINT (16.39802033779125 48.19343687786451),Landstraﬂer Hauptstraﬂe,von 7-20h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,474560,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474561,POINT (16.39048852185235 48.19278131515591),Aspangstraﬂe,Mo-Fr. (w.) v. 7-15h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,474561,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474562,POINT (16.305968188039806 48.168805218139475),J‰gerhausgasse,von 9-20h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474562,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474563,POINT (16.31582321530811 48.2191123171932),Effingergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474563,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474564,POINT (16.46437223583341 48.225020961989664),Hartlebengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474564,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474565,POINT (16.302522107138657 48.198872126559046),Leyserstraﬂe,,1,Polizeiinspektion Leyserstraﬂe 2,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,474565,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474566,POINT (16.390996907011985 48.14280651777255),Kurt-Tichy-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474566,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474567,POINT (16.38485507520876 48.21666212186835),Zirkusgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474567,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474568,POINT (16.39655491311531 48.258719914220926),Prager Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474568,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474569,POINT (16.353641596533436 48.20268185546115),Sigmundsgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474569,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474570,POINT (16.291104503152035 48.15717148400977),Atzgersdorfer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474570,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474571,POINT (16.378227172651158 48.24591702602665),Friedrich-Engels-Platz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474571,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474572,POINT (16.372790401672077 48.210206245815066),Landskrongasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474572,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474573,POINT (16.363067906113262 48.207537857013065),Heldenplatz,von 9-24h,1,"Hofburg, Volksgarten",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474573,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474574,POINT (16.34572264663381 48.20568578350525),Neustiftgasse,,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474574,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474575,POINT (16.374390737677015 48.221942555386185),Untere Augartenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474575,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474576,POINT (16.37490428505557 48.22055041995295),Adambergergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474576,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474577,POINT (16.376358560417604 48.22175155570039),Obere Augartenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474577,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474578,POINT (16.35748956663458 48.13515713508035),Laxenburger Straﬂe,,1,Groﬂmarkt Inzersdorf,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474578,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474579,POINT (16.391160571990337 48.196353830948254),Juchgasse,,4,Krankenanstalt Rudolfsstiftung,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,474579,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474580,POINT (16.334377999892958 48.202503277981016),Sorbaitgasse,v. 14-22h,1,Stadthalle,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474580,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474581,POINT (16.35195897560137 48.20824977353761),Zeltgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474581,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474582,POINT (16.34641135696973 48.20859439516663),Pfeilgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474582,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474583,POINT (16.354403826257812 48.20265004545027),Stiftgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474583,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474584,POINT (16.393409217304857 48.17391304097794),Kempelengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474584,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474585,POINT (16.347743942742962 48.22473891632764),Schulgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,474585,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474586,POINT (16.34953664741985 48.228300064079356),Michaelerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,474586,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474587,POINT (16.356546456449326 48.21688188924537),Garnisongasse,"Mo.-Do. (w.) v. 8-18h, Fr. (w.) v. 8-14h",2,Beratungsstelle,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474587,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474588,POINT (16.33033778546939 48.170039493658884),Pottendorfer Straﬂe,Mo-Fr (w) v. 6-17h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474588,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474589,POINT (16.355085946012156 48.18921678145838),Margaretenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,474589,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474590,POINT (16.35952457692952 48.15747474264061),Neilreichgasse,v. 7-19h,1,zum Aus- u. Einsteigen,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474590,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474591,POINT (16.36614701679193 48.198047030876474),Operngasse,Mo.-Fr. (w.) v. 6-10h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,4,474591,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474592,POINT (16.346939925980312 48.20112766229905),Hermanngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474592,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474593,POINT (16.33818499588434 48.194509791696206),Palmgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474593,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474594,POINT (16.32646109303534 48.21341308256452),Taubergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474594,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474595,POINT (16.388944498076604 48.26300044756528),Edisonstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474595,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474596,POINT (16.353101286824288 48.14409822336862),Jochen-Rindt-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474596,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474597,POINT (16.26258496116908 48.15210594803236),Gebirgsgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474597,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474598,POINT (16.24472481764182 48.137907208827976),Kalksburg-Kirchenplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474598,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474599,POINT (16.381236026215618 48.24445762175735),Friedrich-Engels-Platz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474599,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474600,POINT (16.38147709852301 48.24344258335962),Engerthstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474600,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474601,POINT (16.38304111360539 48.24321794065408),Wehlistraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474601,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474602,POINT (16.37346834886562 48.232493201475634),Hartlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474602,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474603,POINT (16.362995644044776 48.211834838720655),Schreyvogelgasse,Mo.-Fr. (w.) v. 8-16h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474603,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474604,POINT (16.422216292216376 48.1643639342719),Lorystraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474604,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474605,POINT (16.35330570852344 48.223176551902256),Nuﬂdorfer Straﬂe,Sa v. 8.30-10.30h,2,Pflegest‰ttenverein,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474605,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474606,POINT (16.357016379215057 48.18459659742388),Stolberggasse,,1,2x,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,474606,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474607,POINT (16.364772419229205 48.185081266506984),Anzengrubergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,474607,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474608,POINT (16.37086599807924 48.185705547365664),Schˆnburgstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,4,474608,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474609,POINT (16.370933970265142 48.185356504671475),Wiedner G¸rtel,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,4,474609,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474610,POINT (16.361871522436232 48.20138904758433),Rahlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,474610,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474611,POINT (16.392040158599176 48.167049299843384),Moselgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474611,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474612,POINT (16.357740785887398 48.172644489211834),Guﬂriegelstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474612,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474613,POINT (16.331438996968235 48.18125698779013),Niederhofstraﬂe,Mo.-Fr. (w.) v. 7-18h,2,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474613,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474614,POINT (16.326145233168045 48.17521914794778),Ruckergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474614,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474615,POINT (16.29138369415628 48.19442592235698),Linzer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,474615,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474616,POINT (16.259322771195038 48.20174829980142),Linzer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,474616,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474617,POINT (16.33323703998528 48.20414954585707),Gablenzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474617,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474618,POINT (16.25896622207277 48.19347470311219),Erzbischofgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474618,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474619,POINT (16.25925525132468 48.19205733627177),Hagenberggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474619,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474620,POINT (16.283473448397512 48.176987780932016),Lainzer Straﬂe,"Mo-Fr (w) v. 7-18h, Sa (w) v. 8-12h",1,Physikalisches Therapiezentrum,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474620,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474621,POINT (16.307906554495556 48.20528125811141),Adolf-Czettel-Gasse,Mo-Fr (w) v. 8-16h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474621,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474622,POINT (16.478674895296717 48.21126690877515),Biberhaufenweg,Mo.-Fr. (w.) v. 8-19h,2,Seniorentreff,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474622,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474623,POINT (16.332497285332384 48.22562366032013),Lacknergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,474623,,3,Privat mit Kennzeichen
