FID,SHAPE,STRNAM,ZEITRAUM,STELLPL_ANZ,BESCHREIBUNG,WEBLINK2,BEZIRK,SE_SDO_ROWID,SE_ANNO_CAD_DATA,KATEGORIE,KATEGORIE_TXT
BEHINDERTENPARKPLATZOGD.476927,POINT (16.45090648856502 48.23750458422449),Rugierstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,476927,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476928,POINT (16.4299309920256 48.2497417808391),Tokiostraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,476928,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476929,POINT (16.317643225915642 48.21046604494373),Hasnerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,476929,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476930,POINT (16.34377981143268 48.19835373589933),Apollogasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,476930,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476931,POINT (16.34063235093969 48.19450552603608),Matrosengasse,,3,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,476931,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476932,POINT (16.38668543630334 48.27193574518315),Kammelweg,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476932,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476933,POINT (16.339591714462266 48.21901051166171),Leo-Slezak-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,476933,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476934,POINT (16.352712155102584 48.23433425316933),Dˆblinger Hauptstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476934,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476935,POINT (16.451934693776547 48.26847241059298),Wassermanngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476935,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476936,POINT (16.448253082647508 48.27143583215941),Gitlbauergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476936,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476937,POINT (16.441503610909724 48.26880651498033),Zelkinggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476937,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476938,POINT (16.410113517714596 48.25678281468863),Ostmarkgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476938,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476939,POINT (16.411081264356195 48.25643986151997),Ostmarkgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476939,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476940,POINT (16.2792839225936 48.1749534918378),Schirnbˆckgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476940,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476941,POINT (16.352913629537152 48.211881407196046),Buchfeldgasse,,4,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,476941,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476942,POINT (16.351612640848217 48.20248565137434),Kirchengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,476942,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476943,POINT (16.330085824869514 48.21381599577553),Lindauergasse,"Mo.-Fr. (werkt.) v. 8-18h, Sa. (werkt.) v. 8-14h",1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,476943,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476944,POINT (16.37160891281828 48.17673216996421),Pernerstorfergasse,v. 1.9.-1.7. Mo.-Fr. (werkt.) v. 7-14h,2,Schule,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476944,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476945,POINT (16.397869712828104 48.262390241329875),Rudolf-Schˆn-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476945,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476946,POINT (16.373616961705533 48.24927084433893),Kornh‰uselgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,476946,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476947,POINT (16.32959837291053 48.18251909963727),Hufelandgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476947,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476948,POINT (16.28611754169721 48.19617502237203),Felbigergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,476948,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476949,POINT (16.42189238352766 48.27312081263068),Schicketanzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476949,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476950,POINT (16.390889701908794 48.17327570270254),Hofherrgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476950,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476951,POINT (16.355417597706467 48.173095438017796),Hardtmuthgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476951,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476952,POINT (16.356119929507816 48.15554632902957),Baron-Karl-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476952,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476953,POINT (16.38518688309947 48.15207377605616),Ada-Christen-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476953,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476954,POINT (16.39405237580312 48.172970759286464),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476954,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476955,POINT (16.38681325791578 48.17178657340191),Kudlichgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476955,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476956,POINT (16.38703103792435 48.170342364613326),Schrankenberggasse,Mo.-Fr. (w.) v. 7-16h,3,Preyer`sches Kinderspital,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476956,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476957,POINT (16.392604322704116 48.16661352704392),Moselgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476957,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476958,POINT (16.39039283405667 48.145965150716044),Franz-Koci-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476958,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476959,POINT (16.400856077538776 48.188920420049456),Dr.-Bohr-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,476959,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476960,POINT (16.36384818121951 48.17837658940204),Fernkorngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476960,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476961,POINT (16.30293408115332 48.16162232582824),Hervicusgasse,von 8-18h,1,Friedhof S¸dwest,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476961,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476962,POINT (16.26746148966059 48.15676623492478),Leitengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476962,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476963,POINT (16.26646519534355 48.1545792620298),Anton-Strutzenberger-Weg,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476963,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476964,POINT (16.26744524527173 48.151800507553666),Bendagasse,Mo-Fr (w) v. 7-8.30h u. 12-14h zum Aus- und Einsteigen,1,"Schule, Fahrtendienst Wiener Lokalbahnen",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476964,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476965,POINT (16.25572919966771 48.15164607515189),Schillingergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476965,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476966,POINT (16.259192825818342 48.14913929664692),Kaserngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476966,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476967,POINT (16.24325352172916 48.14134529009267),In der Klausen,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476967,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476968,POINT (16.24573736540244 48.13727657997613),Mackgasse,Mo-Fr (w.) v. 7-17h zum Ein- u. Aussteigen,2,Pfege- und Sozialzentrum 23,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476968,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476969,POINT (16.44305123836896 48.283539619606515),Hartwig-Balzen-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476969,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476970,POINT (16.490811645062927 48.228576507998916),Hagedornweg,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,476970,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476971,POINT (16.311151124834794 48.216408425567195),Heigerleinstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,476971,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476972,POINT (16.34502423559241 48.194774316678995),Schmalzhofgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,476972,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476973,POINT (16.402935499650916 48.21777480784773),Ausstellungsstraﬂe,v. 9-22h,6,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,476973,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476974,POINT (16.432001226571213 48.169426779346814),Florian-Hedorfer-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,476974,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476975,POINT (16.3610328019612 48.17203518142241),Bernhardtstalgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476975,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476976,POINT (16.370793277955975 48.17646247640902),Siccardsburggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476976,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476977,POINT (16.419223665510142 48.165865197885125),Zamenhofgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,476977,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476978,POINT (16.335725485366016 48.17742438323382),Wilhelmstraﬂe,,1,Meidlinger Schnapsmuseum,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476978,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476979,POINT (16.40409495511717 48.19569768201139),Hainburger Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,476979,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476980,POINT (16.346538778496317 48.14523893865082),Johann-Dunkl-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476980,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476981,POINT (16.38361394466043 48.220834354535235),Vereinsgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,476981,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476576,POINT (16.34792865242194 48.19962888088144),Andlergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,476576,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476577,POINT (16.291862266415382 48.17573121114472),W¸rzburggasse,von 8-18h,1,Friedhof Lainz,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476577,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476578,POINT (16.30424498013094 48.17005245698446),Elisabethallee,von 8-18h,1,Friedhof Hetzendorf,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476578,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476579,POINT (16.29860472039293 48.1725436231587),Unbenannte Verkehrsfl‰che,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476579,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476580,POINT (16.302073799998855 48.17655221472434),Seckendorff-Gudent-Weg,,3,Schˆnbrunn,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476580,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476581,POINT (16.297667082955307 48.17578895516159),Montecuccoliplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476581,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476582,POINT (16.312813090144438 48.16101993360538),Edmund-Reim-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476582,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476583,POINT (16.3139163321364 48.17025722251396),Thunhofgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476583,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476584,POINT (16.311669851456738 48.16638937128043),Hetzendorfer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476584,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476585,POINT (16.311955862520342 48.16558861923029),Eglseegasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476585,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476586,POINT (16.378456872318594 48.18051779592209),Scheugasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476586,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476587,POINT (16.377396832076293 48.17802813520519),Gudrunstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476587,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476588,POINT (16.392946477006767 48.209318991139234),Custozzagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,476588,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476589,POINT (16.323726775687057 48.1974760736893),Holochergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,476589,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476590,POINT (16.39985569723249 48.224935429189216),Walcherstraﬂe,Mo.-Fr. (werkt.) v. 9-18h,3,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,476590,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476591,POINT (16.39454626173365 48.139738432452376),Grund‰ckergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476591,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476592,POINT (16.36857673934525 48.181367712900276),Alxingergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476592,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476593,POINT (16.36826889964169 48.166134287752584),Migerkastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476593,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476594,POINT (16.368196130924687 48.166145396792494),Migerkastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476594,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476595,POINT (16.388725564386373 48.21288156930555),Dampfschiffstraﬂe,,1,Verein Lighthouse f¸r Menschen in Not,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,476595,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476596,POINT (16.43373538528848 48.245151082557136),Prandaugasse,Mo.-Sa. (w.) v. 8-21h,3,Eishalle,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,476596,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476597,POINT (16.281473221516038 48.18989729227681),Auhofstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476597,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476598,POINT (16.282007666826946 48.18987713019124),Auhofstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476598,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476599,POINT (16.366404287902107 48.2085678428067),Herrengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,476599,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476600,POINT (16.368401332641863 48.1661140663505),Migerkastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476600,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476601,POINT (16.287864022515162 48.19227937294421),Cumberlandstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,476601,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476602,POINT (16.299367047321578 48.19172236572122),Ameisgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,476602,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476629,POINT (16.34575671544758 48.185754544491786),Josef-Schwarz-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476629,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476630,POINT (16.34810483925453 48.18550954953084),Diehlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476630,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476631,POINT (16.34970026684936 48.18489479186702),Einsiedlergasse,v. 8-20h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476631,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476632,POINT (16.369895840121533 48.20701882508452),Spiegelgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,476632,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476633,POINT (16.366277211155058 48.166417205274485),Migerkastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476633,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476634,POINT (16.391081417708765 48.268571451248434),Anton-Dengler-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,476634,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476635,POINT (16.409749917686874 48.17404152731964),Ehamgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,476635,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476636,POINT (16.352517836702578 48.18528590190991),Brandmayergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476636,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476637,POINT (16.349778491623248 48.18784585651386),Amtshausgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476637,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476638,POINT (16.360772543986776 48.14641277129553),Drdlagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476638,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476639,POINT (16.35161541426739 48.238124504324745),Kreindlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476639,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476640,POINT (16.29728826394124 48.181850574363274),Wattmanngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,476640,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476641,POINT (16.25912442495268 48.14895276866543),Kaserngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,476641,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476642,POINT (16.351531755701917 48.2078552640716),Neudeggergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,476642,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476643,POINT (16.338306994878057 48.19409653276874),Dingelstedtgasse,von 8-22h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,476643,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476644,POINT (16.339682202730778 48.19303150595818),Wallgasse,,1,Hotel Ibis,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,476644,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476645,POINT (16.334752544572222 48.18575865981378),Stiegergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,476645,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476646,POINT (16.331681957269932 48.1833823464441),Grieshofgasse,Mo-Fr (w) v. 8-16h,1,Arbeitsmarktservice f¸r den 12. und 23. Bezirk,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,476646,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476647,POINT (16.35379681913005 48.238964123013396),Gatterburggasse,Mo.-Fr. (w.) v. 8-18h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476647,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476648,POINT (16.353943808524747 48.238949047983624),Gatterburggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476648,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476649,POINT (16.35494839664981 48.241250679228955),Pyrkergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476649,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476650,POINT (16.361650117789576 48.24557519206711),Heiligenst‰dter Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476650,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476651,POINT (16.362144562155166 48.245591009983016),Geistingergasse,Mo-Fr (werkt.) v. 8-18h,1,Orthop‰dietechniker,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476651,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476652,POINT (16.357705920433133 48.25116460572981),Geweygasse,,1,Dˆblinger Bad,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476652,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476653,POINT (16.36358215183445 48.25434792278073),Grinzinger Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476653,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476654,POINT (16.332010550006018 48.24368090262852),Weinberggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476654,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476655,POINT (16.331922376282172 48.2426575035543),Hutweidengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476655,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476656,POINT (16.29678990931366 48.25181574076055),Hameaustraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,476656,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476657,POINT (16.3594261990324 48.18236239774281),Wiedner Hauptstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476657,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476658,POINT (16.359827015322264 48.18155229412851),Schuﬂwallgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476658,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476659,POINT (16.363662477605736 48.183372772561555),Gassergasse,Mo.-Fr. (werkt.) v. 7-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,476659,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.476660,POINT (16.37026829492849 48.18106496987969),Leebgasse,Mo.-Fr. (werkt.) v. 7-16h,1,Ambulatorium,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476660,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476661,POINT (16.372361919662744 48.18045938072077),Jagdgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476661,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476662,POINT (16.369586876679183 48.17973548476394),Van-der-N¸ll-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476662,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476663,POINT (16.3640377834192 48.17969020707702),Fernkorngasse,Mo.-Fr. (w.) v. 8-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476663,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476664,POINT (16.369565262994307 48.17873313008142),Van-der-N¸ll-Gasse,Mo.-Fr. (w.) v. 8-13h,2,Stadtpolizeikommando Favoriten,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476664,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476665,POINT (16.368302188542156 48.17800760441474),Erlachplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476665,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.476666,POINT (16.37397410105066 48.17910185048323),Keplergasse,Mo.-Fr. (werkt.) v. 7-16h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476666,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476667,POINT (16.375558401406686 48.179176590212684),Keplerplatz,,2,"Fuﬂg‰ngerzone Favoritenstraﬂe, U1-Station Keplerpl",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476667,,1,Allgemein
BEHINDERTENPARKPLATZOGD.476668,POINT (16.374980454863643 48.178349619917675),Keplerplatz,Mo.-Fr. (werkt.) v. 8-18h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,476668,,1,Allgemein
