FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.1156,1156,"POLYGON ((16.449435396117757 48.21169908371513, 16.449271449977353 48.21228191293973, 16.44911674438149 48.21280251802419, 16.449042858915885 48.21299232319236, 16.448958836585373 48.21367108074927, 16.448848305622406 48.21370435155755, 16.448754174150693 48.21371908025452, 16.448868925693578 48.213330880038065, 16.44890732094483 48.21318914236123, 16.44923723425366 48.21183687451942, 16.449401144042852 48.21123803748457, 16.449725387656624 48.210071212652366, 16.450419556973046 48.210133127504, 16.450006484920664 48.21131667253957, 16.449577896158782 48.21127683050971, 16.449435396117757 48.21169908371513))",Mühlwasserst*,L,Mühlwasserstraße,Mühlwasserstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,918.205362,9453.83881,
OEFFGRUENFLOGD.1157,1157,"POLYGON ((16.45499146742079 48.20791245724938, 16.45495186701735 48.208003554150125, 16.45483287900535 48.20804864304123, 16.454509909023123 48.20766648556016, 16.45470965163345 48.2075836547421, 16.45499146742079 48.20791245724938))",Zillbauerpla*,L,Zillbauerplatz,Zillbauerplatz,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129.127905,837.473672,
OEFFGRUENFLOGD.1158,1158,"MULTIPOLYGON (((16.43852642567326 48.213472525815476, 16.438012459236234 48.21471430989366, 16.4371731053474 48.2166461538483, 16.43674329880703 48.21774252798628, 16.43649988197875 48.218157595517, 16.43638124766207 48.21881312075686, 16.4365032634286 48.2189987230004, 16.43650150452351 48.21910394452333, 16.436366551982054 48.22052111457315, 16.43624567443345 48.22229961687175, 16.43638765900542 48.22243834738073, 16.436496265048127 48.222575488108276, 16.436150101950222 48.2225653579435, 16.43601719266804 48.22238042231132, 16.43592584610863 48.22215638505146, 16.435967246176357 48.22171197562645, 16.436043848783523 48.22059262419601, 16.436047896490138 48.22039966075963, 16.43599982622453 48.22018405559221, 16.436094235279405 48.21972573781725, 16.43610260019202 48.21960408455633, 16.436062655491916 48.2195277970554, 16.43612528811341 48.21927412193632, 16.436134012752166 48.219147234330684, 16.436143570927282 48.21900821691932, 16.436152709117774 48.21890850987749, 16.4361802767616 48.21878460777038, 16.43621578174428 48.21842708426921, 16.43629531953376 48.21816991212686, 16.43643766015365 48.21779719759743, 16.43655568111472 48.217479571069155, 16.436863292142316 48.21669505106489, 16.438309616343513 48.21337616098722, 16.43852642567326 48.213472525815476)), ((16.43542964005553 48.215404725899745, 16.43530945935799 48.215563380147316, 16.433754643431282 48.21666273161894, 16.43320634697968 48.21669848812975, 16.43259776748824 48.21724489395792, 16.43241904097512 48.21715412391296, 16.43241553651362 48.217079371173355, 16.432749903869908 48.21684892118638, 16.4330494409786 48.21663114669547, 16.433438475428648 48.2163483766792, 16.433512921948907 48.21629435460269, 16.433519020177783 48.21624601116851, 16.43408038131452 48.21587091188954, 16.434568138187732 48.21550232643373, 16.43456193053742 48.21549306879103, 16.434674890955048 48.215385323741366, 16.43473656692497 48.215339405667294, 16.434808482399788 48.21530018496947, 16.43491857802853 48.215242572749226, 16.435182067757165 48.21504224789279, 16.43530105025484 48.214947761948864, 16.43550704725389 48.21477109301914, 16.435851066767842 48.21454103925176, 16.435975382739777 48.21445790454462, 16.436054840975096 48.214420147787365, 16.436156743457484 48.214375369353945, 16.436190886542793 48.214357353283425, 16.436301948263825 48.21428500268078, 16.436397843202567 48.21422146592338, 16.436527332227776 48.21411541060561, 16.43661266765605 48.214049778493205, 16.436708763344654 48.213991598529006, 16.436966613777773 48.213872752588976, 16.437020783014674 48.21384331625124, 16.437074981831607 48.21381253178577, 16.437249645019847 48.213713323812314, 16.437365404877458 48.21364757262221, 16.437417553638912 48.213685477832286, 16.437763354060486 48.21347464232557, 16.437773587184786 48.213478050676734, 16.437845182909697 48.213432739073355, 16.438124214252056 48.21353882332876, 16.43542964005553 48.215404725899745)))",unt.alt.D.,L,An der unteren Alten Don*,An der unteren Alten Donau,1,1000000001,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3359.799301,43853.920253,
OEFFGRUENFLOGD.1159,1159,"MULTIPOLYGON (((16.400915184180235 48.23030858499184, 16.400384609453987 48.23073231170904, 16.399791940849934 48.23120555064947, 16.39972555933697 48.231258553435346, 16.39970777550949 48.23138775874832, 16.398294993887756 48.232519980785504, 16.397864612713164 48.23280546364578, 16.395857214840312 48.23447183403873, 16.39536422360888 48.23485536516743, 16.39435407200742 48.235775538674446, 16.394010735803846 48.23604657375824, 16.393753903034153 48.23630254409343, 16.392859864409555 48.237059925976254, 16.392397343521846 48.23682848328488, 16.39217551383919 48.23660123369634, 16.392154958977933 48.23651749517846, 16.39303022458853 48.23577063468811, 16.39460623213968 48.234405979080606, 16.394662162011805 48.23436098490249, 16.39632347424716 48.23302464514234, 16.397354777223445 48.23240301214675, 16.39941305081182 48.23076402054961, 16.39942542281277 48.23075473820432, 16.399791486624462 48.23047996442749, 16.40017149975749 48.23019478382146, 16.40029143382164 48.23006160217004, 16.40032739139342 48.230080080070344, 16.400915184180235 48.23030858499184), (16.394335735519455 48.235173061015615, 16.394240460800344 48.23511605952114, 16.394135794957677 48.23505372256804, 16.39387045511622 48.23527896526592, 16.392927502906314 48.23608010600685, 16.393132701718645 48.236192418488116, 16.394335735519455 48.235173061015615)))",Handelskai -*,R,Handelskai - Brigittenau*,Handelskai - Brigittenauer Brücke / Reichsbrücke,10,1000100000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2368.574399,62630.479853,
OEFFGRUENFLOGD.1160,1160,"POLYGON ((16.40757164502746 48.22487069432019, 16.407631109672074 48.22483972986715, 16.407868851444412 48.224631927941715, 16.408324629489353 48.22431353477101, 16.408423814702036 48.22431789071628, 16.408483254603816 48.22426925339127, 16.408430252490618 48.22419417865804, 16.40903783330548 48.22369012404866, 16.40887237406642 48.22357535671745, 16.410001726984472 48.22269100362205, 16.409803196233437 48.22256742220275, 16.409856027184464 48.22252320672915, 16.409687306472073 48.22241607153473, 16.409685849035554 48.222415185743024, 16.415781431165477 48.21794055802923, 16.416229298686282 48.217615368571224, 16.416230250551777 48.217614805834714, 16.41627417918453 48.21758301853446, 16.41764333648732 48.21658887251311, 16.417654808059734 48.21660909899192, 16.418009164142994 48.216360410758384, 16.41811343343988 48.21628726691681, 16.418068179733154 48.21626144385828, 16.420010500606082 48.21486300924752, 16.42024048611339 48.21472035602033, 16.42108437610001 48.21517056245136, 16.419277760246583 48.21648149622073, 16.418201092536766 48.21726268206053, 16.417466667461607 48.217795516994286, 16.416720762834615 48.218336740464444, 16.41664743873313 48.21847512470204, 16.416427759915763 48.218631382683846, 16.416205621063316 48.218789314684486, 16.415954682242788 48.218893488966565, 16.41473379838042 48.2198590848155, 16.414563657068268 48.22004363193735, 16.41320478775137 48.22104526013712, 16.412986677217514 48.22110387980342, 16.41075514171564 48.22276559322125, 16.41067158412237 48.22282781086511, 16.410708855841015 48.222908716966955, 16.41065936130902 48.22302409259621, 16.410265920293483 48.22331945128755, 16.4078905947632 48.22509896738242, 16.40757164502746 48.22487069432019))",Handelskai -*,R,Handelskai - Reichsbrück*,Handelskai - Reichsbrücke / Donaustadtbrücke,10,1000100000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3140.757049,112434.052792,
OEFFGRUENFLOGD.1161,1161,"POLYGON ((16.424149397781477 48.21295060134919, 16.42373559373835 48.21268612996496, 16.423352669151875 48.21245821965531, 16.425113150437188 48.211196701115725, 16.42520128476082 48.21120000524849, 16.42567973103999 48.210805057766194, 16.425794565229666 48.210763094169856, 16.425832333075665 48.21073973818817, 16.425849705799735 48.21066946544811, 16.427922572049305 48.20920306430085, 16.429158958176153 48.20832832674415, 16.430531072110288 48.207357630275276, 16.431719139434534 48.20652674544627, 16.432015127545153 48.206713388750615, 16.430571443985432 48.20773053253827, 16.43082178378473 48.207889112713204, 16.43082900295595 48.2078837908942, 16.431132576767293 48.20801860518453, 16.430086899367 48.208747364940066, 16.42998125469261 48.20881368335237, 16.429551286984932 48.20908207457063, 16.429103852132467 48.20939363386106, 16.427960811536646 48.210238498088614, 16.427710442474602 48.209970745417465, 16.42734257507743 48.209985089946215, 16.424287404851533 48.212144431294014, 16.424508350245862 48.21225667615922, 16.427353555189015 48.210252066109916, 16.427511134713527 48.21020275898692, 16.427864544283942 48.21031221292026, 16.42656015939775 48.21123162201497, 16.424149397781477 48.21295060134919))",Handelskai -*,R,Handelskai - Marina Wien,Handelskai / Marina Wien,10,1000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2738.185741,57503.327291,
OEFFGRUENFLOGD.1162,1162,"POLYGON ((16.432543617945065 48.2063017889713, 16.432628253215142 48.20655635352884, 16.432300781766333 48.20678335882085, 16.43182822128824 48.20646904251002, 16.43288516755331 48.20573015418471, 16.432928522440097 48.205746698389724, 16.433028758186058 48.20567832235613, 16.43383426220054 48.2051273697184, 16.43454368221359 48.205605902934415, 16.43322575587821 48.206559722518556, 16.43271966051033 48.20675718166355, 16.432494686549337 48.20665812996144, 16.43398495842437 48.205623552714336, 16.433792354213463 48.20549500169807, 16.432543617945065 48.2063017889713))",Handelskai -*,R,Handelskai - Donaustadtb*,Handelskai - Donaustadtbrücke / Praterbrücke,10,1000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,919.192211,12596.738157,
OEFFGRUENFLOGD.1163,1163,"POLYGON ((16.387458271852598 48.21451186809689, 16.38745912094643 48.214517263617665, 16.38743343788941 48.21451906833617, 16.387414046427093 48.21452043137182, 16.38741857687346 48.214547139054794, 16.3874206559778 48.21455939311496, 16.387423964682757 48.21457943560782, 16.387424334268147 48.21458167024473, 16.38742135479947 48.21458271478344, 16.387417963720747 48.21458390429594, 16.38740925160649 48.2145926513452, 16.387089317779218 48.214466543235275, 16.387089622067165 48.2144518329762, 16.387091549781047 48.214452651397984, 16.387098168894045 48.214455461522085, 16.38710527666814 48.214439530567105, 16.387109044026886 48.21443108520918, 16.38717457887935 48.214435219024296, 16.387232443336707 48.21443886878727, 16.387280349731157 48.21444189073895, 16.387284657226576 48.21444211904463, 16.38728897009545 48.21444233835456, 16.38729328430098 48.2144425486706, 16.38729760253619 48.21444275179011, 16.387301922112517 48.2144429504123, 16.387306244374713 48.21444314363724, 16.387310566634245 48.21444333416403, 16.387314890236713 48.214443521992145, 16.387319213839213 48.214443709820095, 16.38732353744264 48.21444389854716, 16.387327861046998 48.214444088173416, 16.38733218196378 48.21444428139796, 16.38733650288508 48.214444479118946, 16.387340819775915 48.21444468313675, 16.387345135327458 48.21444489345024, 16.387349446850326 48.214445111859206, 16.387353755691905 48.21444534016165, 16.387358059161006 48.21444557835888, 16.387362358605934 48.21444582914812, 16.38736665268198 48.2144460934294, 16.38737094139004 48.21444637210196, 16.387375223385444 48.21444666606574, 16.387379498670857 48.214446978018714, 16.387383767245403 48.2144473070615, 16.38738802776709 48.21444765679205, 16.38739226145953 48.21444808927154, 16.38739634088367 48.21444899755832, 16.38740026729528 48.214450291720205, 16.38740407279732 48.214451780188355, 16.387407785463054 48.214453278590355, 16.38741137980879 48.21445486967468, 16.387414857223337 48.214456596607995, 16.387418240534235 48.21445841171627, 16.387421555261138 48.21446026822366, 16.387424884804275 48.214462139113415, 16.387428159237416 48.2144640693826, 16.387431211764557 48.21446611756136, 16.38743387290028 48.21446834397965, 16.387436059289325 48.214470820620114, 16.38743785160291 48.214473482695944, 16.387439354686244 48.21447621864497, 16.38744059673845 48.214478969999064, 16.38744154147776 48.214481786236796, 16.387442131603194 48.21448388228036, 16.387442343615827 48.21448463491369, 16.387443311695833 48.21448791608776, 16.38745438118402 48.21448713862613, 16.387458271852598 48.21451186809689))",Czerningasse,L,Czerningasse,Czerningasse,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.244055,259.148188,
OEFFGRUENFLOGD.1164,1164,"POLYGON ((16.39343787335323 48.20664548436736, 16.393452416274954 48.20664836841461, 16.393488077026817 48.20665890500031, 16.393525094399507 48.206669840193925, 16.39360002552568 48.20669197719409, 16.393682525743955 48.206716349653085, 16.39390452575548 48.20678194592276, 16.393909388008538 48.206784314977405, 16.393911369520975 48.206786471443955, 16.393912109653336 48.206789004450165, 16.393910984215886 48.20679317605324, 16.39389166253725 48.20682270588746, 16.39386941424328 48.20685671129691, 16.393851966132708 48.206883378552206, 16.393848083414227 48.20688706680841, 16.393844763309446 48.20688857303638, 16.39384093105937 48.20688928632323, 16.39383431384307 48.20688881930591, 16.393700185645574 48.20685679627804, 16.393682678621758 48.20685261603228, 16.39360018342454 48.20683292092412, 16.393558100131532 48.20682287321792, 16.393456409114656 48.20679859478973, 16.39341839814414 48.20678951896026, 16.393369625155707 48.20677787283753, 16.393358408512007 48.206774214607755, 16.393351061170037 48.206770494194195, 16.393344902353277 48.20676604833759, 16.393340285911542 48.206760885855026, 16.393337412457377 48.206755139745724, 16.393336404764543 48.20674911751543, 16.393337154027623 48.206742973901065, 16.393340824793476 48.206734993322975, 16.393388142236116 48.206664874193955, 16.39339431242178 48.20665781776569, 16.39340013153769 48.20665324362985, 16.39340701979145 48.20664947025264, 16.39341465466178 48.20664683234114, 16.393426038877294 48.206645153929, 16.39343787335323 48.20664548436736))",Rudolf-von-a*,L,Rudolf-von-alt-Platz,Rudolf-von-alt-Platz,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,107.662589,590.613869,
OEFFGRUENFLOGD.1165,1165,"MULTIPOLYGON (((16.388993488186234 48.20141964528395, 16.388985217720304 48.20143158125398, 16.388974825127804 48.201442888677164, 16.388960758755793 48.2014543236948, 16.38894469337193 48.201464502382706, 16.388926760498908 48.20147312070987, 16.388926007495552 48.20147345380414, 16.388925142878165 48.20147382831841, 16.38892407114527 48.20147425598772, 16.38892315534411 48.2014745684725, 16.388922419719904 48.201474795439154, 16.38892168140147 48.20147501880971, 16.38891733619123 48.20147630953173, 16.388909725676566 48.201478562227365, 16.38889561362998 48.201480927628026, 16.388881179819567 48.20148174634645, 16.388866807778065 48.20148114680899, 16.388852683146126 48.20147912263513, 16.388839288869693 48.201475670005976, 16.38882686857487 48.20147091831181, 16.388815624223113 48.20146503473357, 16.38880587329427 48.20145801732728, 16.38880165029709 48.201453868009466, 16.388786108012244 48.20141406949129, 16.388795318264762 48.201358311097835, 16.388830011925485 48.20130409053335, 16.388868103940684 48.20127111300518, 16.38888294631326 48.20126604212122, 16.388898791335897 48.20126270466112, 16.388915322952823 48.20126117631261, 16.38893192257069 48.201261673196406, 16.38894628514218 48.201263586634916, 16.38896017967382 48.20126691131826, 16.388973086821323 48.201271572842174, 16.388984847863856 48.201277589266496, 16.388994903028358 48.201284817857655, 16.388998730427577 48.20128887562016, 16.389001262274434 48.20129155892078, 16.389002988711454 48.20129332348846, 16.389004555736992 48.2012957419343, 16.389012509255796 48.20130914531552, 16.3890178366139 48.20132363718257, 16.38902042671864 48.20133846125983, 16.389020296253136 48.20135153381811, 16.38901801191908 48.20136449945047, 16.389012500824713 48.20137927060277, 16.389007333996386 48.201378265745774, 16.389002167168247 48.201377260888556, 16.389001359083068 48.201378969067136, 16.388996285644346 48.20139026325055, 16.3889912242857 48.20140153314658, 16.388990490112075 48.201403166647566, 16.3889956971984 48.20140407256171, 16.38900090562924 48.201404977575685, 16.38899998521842 48.201407342308705, 16.388993488186234 48.20141964528395), (16.38888723785262 48.20133423639402, 16.388875402645002 48.20133720958467, 16.388864779923576 48.20134189092284, 16.388855638461735 48.201348010489774, 16.388848650425796 48.201355118317764, 16.38884421920868 48.20136303435817, 16.38884261358568 48.201371488692196, 16.388844236488655 48.20137985161184, 16.3888486839721 48.2013877635749, 16.38885568670828 48.20139495490915, 16.388864840658176 48.201400976140306, 16.38887547300777 48.20140564771322, 16.388887314427414 48.20140869995573, 16.38889996096863 48.20140977332553, 16.38891247076386 48.2014086883917, 16.388924305893244 48.201405625265416, 16.38893506314826 48.201400943859944, 16.388944070176798 48.201394914280456, 16.388951058112344 48.20138771651491, 16.3889556238409 48.201379800408525, 16.38895722953818 48.20137143600475, 16.388955606524465 48.20136298315488, 16.388951024500987 48.2013550712578, 16.388944021849504 48.20134796986115, 16.38893500233289 48.20134185864253, 16.388924235465435 48.201337187136915, 16.388912394152598 48.20133422483002, 16.388899882155403 48.20133315139972, 16.38888723785262 48.20133423639402)))",Rochusgasse,L,Rochusgasse,Rochusgasse,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.57916,267.092835,
