FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.1132,1132,"POLYGON ((16.337924553407277 48.25070988678685, 16.337374253531856 48.25084707714429, 16.337317947759008 48.25086498485991, 16.33731682198088 48.250862661952, 16.33731617290787 48.25086132198574, 16.337151981876364 48.25066894666065, 16.33715657968437 48.25063823424522, 16.33719914371337 48.250619712516695, 16.33719817953936 48.25061772145167, 16.337202565205644 48.250615711447594, 16.337418699933625 48.25056861665438, 16.3375857830517 48.25054813902959, 16.337780456958207 48.25053277962853, 16.33796899988227 48.25051639658436, 16.338160608603324 48.250495918611506, 16.3383874713571 48.250451892946245, 16.338554552608098 48.25040889156688, 16.33875995424549 48.25035462787422, 16.33879886201922 48.25034395482593, 16.3388026556271 48.250351377648855, 16.33880538665672 48.25035587413887, 16.33885073151358 48.25043051586276, 16.33885248214921 48.25043285402889, 16.338853020909582 48.25043546201786, 16.33885167452217 48.25043833984611, 16.338848846900998 48.25044058819267, 16.338852630905755 48.250444503700884, 16.338787552259372 48.250467239852675, 16.338482515509277 48.2505573369952, 16.338065577196158 48.25066074424748, 16.337969005130866 48.25065665133685, 16.337924553407277 48.25070988678685))",Kaasgrabenga*,L,Kaasgrabengasse,Kaasgrabengasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,293.443632,2402.735151,
OEFFGRUENFLOGD.1133,1133,"MULTIPOLYGON (((16.340360519353997 48.25009885899707, 16.34037423608677 48.25010976083078, 16.340160949367128 48.25016709254376, 16.34013509639899 48.25017404154285, 16.34010320163644 48.25018261490517, 16.340027914227267 48.25020285203451, 16.339921135879404 48.250231430390244, 16.339909959828567 48.25023442187473, 16.33989609074977 48.25023810951502, 16.339856099320613 48.25024878836651, 16.33977854013785 48.250269499344505, 16.339638502623966 48.25030772452196, 16.33962422954969 48.25031150207312, 16.339566252597074 48.25032724630145, 16.33948446109652 48.250349457261024, 16.339471631462818 48.25035278509457, 16.33944429442708 48.25035987607344, 16.339431408234304 48.25036321829312, 16.339391702063885 48.250373681139855, 16.339367902321936 48.250379952725275, 16.33935537699002 48.250383252658374, 16.339343345829572 48.250386423075184, 16.33933909755836 48.25038756172463, 16.33928661018539 48.250401628439405, 16.339234277633636 48.25041565375762, 16.339183109787086 48.25042923476055, 16.339155506066646 48.25043651992913, 16.33911699550795 48.25044686304018, 16.339102991660187 48.25045055058827, 16.3390927580796 48.25045327487282, 16.339065154337142 48.25046062387076, 16.339048861392495 48.25046495717758, 16.339036069409197 48.250468358704985, 16.339025259993615 48.25045638106111, 16.338986235124096 48.250421620993485, 16.338983004599775 48.25041874238119, 16.33897520232636 48.25041179360333, 16.338970085372075 48.25041026490455, 16.33896523770132 48.250408286543184, 16.33895917804963 48.25040468945237, 16.338954464891593 48.25040019301614, 16.338936688898936 48.25037148835347, 16.33892511566109 48.25035280005984, 16.338906792956205 48.250323213181765, 16.33888157048256 48.25029155625664, 16.338841825960092 48.250241670643305, 16.33883218138725 48.25022956704895, 16.33887393131253 48.250213767832896, 16.33890947918496 48.25020027728769, 16.33893667868358 48.250190004676526, 16.338964012822228 48.250179681694036, 16.33908896859376 48.2501299465544, 16.33909273880758 48.25012845179962, 16.33912707467329 48.25011483711407, 16.33917837650158 48.25009514081602, 16.339200445663657 48.25008605717104, 16.339262936762854 48.25006033514347, 16.33926891388319 48.25005798417696, 16.339275055276147 48.250055568455195, 16.339199747231877 48.24998327402125, 16.33918375475327 48.24996599959047, 16.339174328462835 48.249956736942195, 16.33921380143019 48.2499466851614, 16.339306421122416 48.24992309903984, 16.339314927022468 48.249920940451865, 16.339385461198287 48.24990304213534, 16.33946207733234 48.249881094896324, 16.339518899800648 48.24986481746262, 16.339589641137735 48.24984610963438, 16.339591341773005 48.24984565992641, 16.339615444182048 48.24983900427892, 16.339703774791026 48.24981525969104, 16.339713334949582 48.249812561453325, 16.339738245276425 48.24980635540988, 16.339740668975253 48.24980563588317, 16.339763089604354 48.249799969500934, 16.339798837914447 48.2497909347602, 16.33985619891904 48.24977643777812, 16.33992110029828 48.2497600348734, 16.339926793305224 48.249758595783675, 16.33993106440676 48.249757516466204, 16.339974244230277 48.24974968829539, 16.339986317871514 48.249758593761264, 16.340015015342026 48.24977976256033, 16.340020372134063 48.24978371484809, 16.34010493495461 48.249846092616174, 16.340112955350957 48.24985200890121, 16.340123626679333 48.24987001363239, 16.34014599546006 48.249889727536946, 16.340160928189512 48.24990288842279, 16.340181379402416 48.24992091258323, 16.340194440337946 48.24993242329592, 16.34020097013465 48.249938178651725, 16.34023270343212 48.24996614607841, 16.34033558609773 48.250057062645794, 16.34031509635271 48.25006275604718, 16.34034674337541 48.25008790860113, 16.340360519353997 48.25009885899707), (16.34013508515728 48.2500329072527, 16.34002978847361 48.25006228964166, 16.34004582366074 48.250087919452696, 16.340050662366117 48.2500956533601, 16.34007843809717 48.250087918314605, 16.34009411277284 48.25008355340748, 16.34009846333306 48.250082341882276, 16.340116237207607 48.250077395043874, 16.340122137593873 48.25007574369981, 16.340135088280594 48.25007211901656, 16.34016094117436 48.25006488313711, 16.34016444208654 48.25006390366204, 16.340160940647266 48.250058307374125, 16.340143568132927 48.25003053996411, 16.34013508515728 48.2500329072527)))",Kaasgrabenga*,L,Kaasgrabengasse,Kaasgrabengasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,331.556958,4500.534564,
OEFFGRUENFLOGD.1134,1134,"POLYGON ((16.33678355831418 48.24978419924288, 16.336703170835747 48.24980110677792, 16.33663557528657 48.249814707425045, 16.336627630787387 48.2498163055412, 16.336617531852436 48.24981882366281, 16.33660810619249 48.24982242095364, 16.336599623110914 48.249826917550365, 16.336596970470563 48.24982889604759, 16.33659154400262 48.24983294297355, 16.33658508073755 48.24983995763092, 16.336580637270036 48.24984751186533, 16.33655728019035 48.24982889622967, 16.33655659749493 48.249828352149414, 16.336488714480755 48.24977424986851, 16.33648005093684 48.24977574725436, 16.336468470804874 48.24977610702158, 16.33646806681513 48.24977223998502, 16.336466989575065 48.249769991710984, 16.33646510442028 48.24976792330208, 16.3364618727386 48.24976585489802, 16.336458102451402 48.2497644160136, 16.336414098942395 48.249714781378714, 16.336399662729097 48.24969849669655, 16.336392239282947 48.24969067271157, 16.336376906298774 48.24967451393276, 16.336355631075463 48.249652092364634, 16.33635091818736 48.24964291940287, 16.33634337761325 48.249635814863915, 16.336318601499354 48.24962076135435, 16.3362907283886 48.24960382648692, 16.336267978827077 48.24959000501844, 16.336224075372304 48.24956333062369, 16.33625033256975 48.24956935596595, 16.3362907281911 48.24956180077491, 16.33631860116289 48.249556587406, 16.336376905476875 48.24954568310643, 16.336402758652035 48.24954084743354, 16.336560705280593 48.24951054005213, 16.336575516972186 48.249507392396076, 16.336607615248973 48.24950064741067, 16.336635571632005 48.249494772970735, 16.336690644152814 48.24948320034013, 16.336804424705843 48.24945900817766, 16.336808194947068 48.249458198772764, 16.336821121483258 48.24945514102859, 16.33683727965132 48.24945131884633, 16.33694163442873 48.249426631990964, 16.33698270305557 48.24941691910375, 16.33704531584256 48.249401720218835, 16.337084499314756 48.249392456967136, 16.337123278823338 48.24938346349923, 16.337152767400728 48.24937671029203, 16.337156268327217 48.24937590897209, 16.337171887841617 48.249372221644634, 16.337209994067436 48.249363497947414, 16.337246503335166 48.24935576709376, 16.337253351923742 48.24936457667521, 16.337262508472108 48.24937455893374, 16.33727287687222 48.24938382172971, 16.337282841264674 48.249390746319776, 16.337293748202356 48.24939686151871, 16.337305463037747 48.24940234718991, 16.33732269862035 48.24940873211015, 16.337341146030273 48.24941340832284, 16.337360266665772 48.24941664562695, 16.337481187460593 48.24954164844511, 16.337473916533458 48.249551990614336, 16.33746772288293 48.249564581047856, 16.33746422228348 48.24957753117234, 16.337463145427613 48.24959066112922, 16.337464357615307 48.24960217229775, 16.337467589583166 48.24961350357907, 16.337472572025327 48.249624565045295, 16.33746624340534 48.24962600402135, 16.337451835705973 48.24962969137387, 16.337427329135668 48.24963553719288, 16.337339267028295 48.24965694182069, 16.337326071174008 48.24966026941937, 16.337295844576104 48.249667644102686, 16.337274095639454 48.24967295027237, 16.33724595343233 48.249679695402556, 16.337233296169853 48.249682753191586, 16.337200643119306 48.24969066746153, 16.337184686882697 48.24969453465823, 16.3371401171229 48.24970505703043, 16.337104165066997 48.24971351089089, 16.337101337375977 48.24971414043466, 16.33706848229727 48.24972160501328, 16.337051516143053 48.24972529233821, 16.337009504708927 48.249734735463996, 16.336924943189707 48.24975398139802, 16.336894242486615 48.24976045666811, 16.33678355831418 48.24978419924288))",Delugstraße,L,Delugstraße,Delugstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,230.970014,2652.837125,
OEFFGRUENFLOGD.1135,1135,"POLYGON ((16.350089990187904 48.25929555493607, 16.348956596074213 48.25950871081635, 16.346975423152582 48.25988128606494, 16.34541440377688 48.26014419125545, 16.34537694950696 48.26007140598311, 16.345590273940548 48.26002670538646, 16.34561827320997 48.26002333064904, 16.345899625748846 48.25998845864657, 16.346124125564565 48.25993251113411, 16.34634942602224 48.259841999046245, 16.346515090098904 48.25981865959431, 16.346771767356977 48.25978210059504, 16.346871541543358 48.259673330542455, 16.347072512065274 48.25963059424583, 16.347402553431888 48.25956058505312, 16.34802327412161 48.25944501656126, 16.348326819413547 48.25942109708976, 16.348932842205638 48.259307773527844, 16.348923930610116 48.25921671942032, 16.348956521225833 48.25921137746449, 16.349477431585562 48.25912644456325, 16.349631244876704 48.25917110960087, 16.349906918310758 48.259139600870576, 16.350299072801388 48.2590465319444, 16.350089990187904 48.25929555493607))",Wienerw.Wein,L,Wildgrube,Wildgrube,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,798.834482,7739.505377,
OEFFGRUENFLOGD.1136,1136,"POLYGON ((16.296256424561413 48.253974320848855, 16.296259186506447 48.25406284813632, 16.296194257039126 48.254088680828346, 16.295571837053316 48.254093802621895, 16.29550196641625 48.254068484896635, 16.2955053781182 48.254011436536516, 16.295565596140907 48.25398194867571, 16.296163141760616 48.25392567000251, 16.296256424561413 48.253974320848855))",Wienerw.Wein,L,Salmannsdorfer Straße,Salmannsdorfer Straße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.08044,822.897555,
OEFFGRUENFLOGD.1137,1137,"POLYGON ((16.31784205256034 48.24302755761275, 16.317907453366573 48.243151785453236, 16.31802482131702 48.24324876056087, 16.318171020097285 48.24329318692643, 16.318232277973202 48.243335913764625, 16.31808244276147 48.24336764786074, 16.317728553760453 48.2434426279288, 16.31747981514192 48.24336755211547, 16.317444802721713 48.24327199453417, 16.317460291095664 48.24322028658696, 16.317498693364342 48.24317139268699, 16.317662056154518 48.24303174404593, 16.31771310281745 48.242975826666765, 16.317782741870527 48.24288365824418, 16.31784205256034 48.24302755761275))",Park Raffels*,L,Park Raffelsperger*,Parkanlage Raffelspergergasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.549407,1645.139594,
OEFFGRUENFLOGD.1138,1138,"POLYGON ((16.31618500098371 48.24227326566538, 16.316315292414597 48.24235647449434, 16.31652503512755 48.24239473107584, 16.316232185660116 48.242451450067456, 16.315917370896823 48.2425643714893, 16.315728704411683 48.24267337991909, 16.315538551985426 48.24279953136237, 16.315627070670853 48.242635703209565, 16.316144836893674 48.242031287930196, 16.31618500098371 48.24227326566538))",Park Glanzin*,L,Park Glanzinggasse,Parkanlage Glanzinggasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,241.033805,1474.120342,
OEFFGRUENFLOGD.1139,1139,"POLYGON ((16.383035526803724 48.239567163563535, 16.38300386073542 48.240022453584594, 16.382966257500037 48.23997328731919, 16.382760665874937 48.23943940406134, 16.382618703862576 48.23945351340675, 16.382397862498784 48.239481706161456, 16.38234517628567 48.23936931328385, 16.382297679302273 48.239190313384505, 16.382273717890207 48.239116129708435, 16.382208026469968 48.2389126865579, 16.382080713862926 48.23833211867456, 16.38274105457802 48.23861344980075, 16.382462558501143 48.238852442548385, 16.382529480923 48.238883047912196, 16.382607526652873 48.23897660153551, 16.382652728664915 48.23903054199721, 16.383035526803724 48.239567163563535))",Park Vorgart*,L,Park Vorgartenstra*,Parkanlage Vorgartenstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,458.379407,4463.103105,
OEFFGRUENFLOGD.1140,1140,"POLYGON ((16.381570611399866 48.239434325393105, 16.381528420674886 48.23946879656069, 16.381517232971934 48.2394654096765, 16.380873843992948 48.239142449254004, 16.380796328760223 48.239218546924114, 16.38073614519342 48.23927173770452, 16.380249783583533 48.23902333223406, 16.380429208485797 48.23886617294544, 16.381570611399866 48.239434325393105))",Park Winarsk*,L,Park Winarskystraße,Parkanlage Winarskystraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.480556,1311.135329,
OEFFGRUENFLOGD.1141,1141,"POLYGON ((16.380225300018836 48.23876444924377, 16.380042732695184 48.23890116983578, 16.37937955622304 48.23856136895508, 16.37953303963441 48.23841766825192, 16.380225300018836 48.23876444924377))",Park Meldema*,L,Park Meldemannstra*,Parkanlage Meldemannstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166.359165,1261.307912,
OEFFGRUENFLOGD.1142,1142,"POLYGON ((16.378194647480285 48.24055580975639, 16.37832861559913 48.24040460590404, 16.377966082414222 48.23983630285637, 16.378103401531543 48.2396900370515, 16.37879087335157 48.240024720007504, 16.378240782569243 48.24058926255577, 16.378194647480285 48.24055580975639))",Park Stromst*,L,Park Stromstraße,Parkanlage Stromstraße,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,250.57323,2520.760504,
OEFFGRUENFLOGD.1143,1143,"POLYGON ((16.368579840514506 48.24010050991065, 16.368700405810753 48.24022075881114, 16.368274315197045 48.240440243854486, 16.367981185897396 48.240015341933315, 16.367998733197208 48.24001102035805, 16.368295507867202 48.239779646870424, 16.368579840514506 48.24010050991065))",Dietmayrgasse,L,Dietmayrgasse,Dietmayrgasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,184.813404,1950.062742,
OEFFGRUENFLOGD.1144,1144,"MULTIPOLYGON (((16.39116678894425 48.236498415737366, 16.3910711006775 48.2366473338857, 16.389898769556172 48.236084416941615, 16.38998257017141 48.23602194733208, 16.389881868687514 48.23596276574375, 16.390437300877245 48.23551108680275, 16.390463673816356 48.23552548132651, 16.39041821816031 48.235592734601966, 16.390360903575758 48.23577525036681, 16.390404204070688 48.23593530679005, 16.390574568982004 48.23615933411917, 16.39116678894425 48.236498415737366), (16.390123572925148 48.23608700488494, 16.39012427192627 48.23608732740972, 16.390335958955568 48.2362000132464, 16.390416021278515 48.236126451157645, 16.390205404739675 48.23601519307236, 16.390123572925148 48.23608700488494)), ((16.392256875804808 48.23542759000886, 16.392087211364526 48.23538355070394, 16.39184127568532 48.23526760220422, 16.391611800095045 48.23518368416623, 16.391294082280034 48.23515292335395, 16.390884097911957 48.23520567278634, 16.390546839934537 48.23541211315615, 16.391177902333293 48.23487503457963, 16.392256875804808 48.23542759000886)))",Park Traisen*,L,Park Traisengasse,Parkanlage Traisengasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,726.338497,4593.811703,
OEFFGRUENFLOGD.1145,1145,"POLYGON ((16.395260172138794 48.232303215825056, 16.39440975863341 48.233079028252405, 16.39440831991609 48.23308043371084, 16.394070852460843 48.23304097893005, 16.393737123565174 48.23298831216122, 16.39348880793612 48.23291227538408, 16.39461757730748 48.23196433539598, 16.395260172138794 48.232303215825056))",Park Holubst*,L,Park Holubstraße,Parkanlage Holubstraße,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.848038,7774.390849,
OEFFGRUENFLOGD.1146,1146,"POLYGON ((16.39264881603364 48.23087389849925, 16.392839106400334 48.23097659628105, 16.39327541020768 48.23119901776793, 16.392087777419412 48.23221219525528, 16.391551562930292 48.23153180232979, 16.391348223781318 48.23094243677137, 16.391435022833434 48.23085022518386, 16.3918412051491 48.2304341850218, 16.39264881603364 48.23087389849925))",Vorgartenstr*,L,Vorgartenstraße,Vorgartenstraße,1,1000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499.546704,14567.720542,
OEFFGRUENFLOGD.1147,1147,"POLYGON ((16.47931591423847 48.203631618888124, 16.479892995251927 48.20458546836688, 16.479801347543532 48.204600758996115, 16.47943531851502 48.20466192008135, 16.47901454286648 48.20473242186406, 16.477699527836805 48.20519965103522, 16.47698020631207 48.20566903585775, 16.47651744071977 48.20610511057734, 16.476209407323818 48.20536644288925, 16.476160097935804 48.20474275280258, 16.47615651565534 48.20474437144488, 16.47608390874496 48.20426023353, 16.47789765786577 48.20342473464893, 16.47793797053084 48.203407822678024, 16.478201159109986 48.20332655887622, 16.479101253230915 48.2031607546907, 16.480154466055577 48.2029118461276, 16.481168495864143 48.20265510742929, 16.48173396790238 48.20252652081616, 16.482311709286634 48.20250442844021, 16.483471030170197 48.202488895845576, 16.483799273280773 48.20248453995486, 16.484750108225768 48.202390290316494, 16.48558897693947 48.202461429250626, 16.485680143739597 48.20249447301708, 16.485773969011888 48.20256123770704, 16.485828371158405 48.20267428587082, 16.485294272124403 48.202610734908646, 16.484995912133236 48.20282884153442, 16.48473923119493 48.20268997632066, 16.484498877981814 48.202658164152226, 16.484387281909658 48.20284033662333, 16.48391761191227 48.20290161779994, 16.48355998110562 48.2029341990871, 16.48306878039231 48.20293482827723, 16.482673540878253 48.202885365072895, 16.482064573346065 48.2027790645091, 16.48174969704533 48.20282586344275, 16.481408284396313 48.202929801811926, 16.481104285724445 48.203047968651674, 16.480634248283714 48.20298074670367, 16.47983942341029 48.2032351544781, 16.479185464765482 48.20341599614507, 16.47881531299246 48.20360048757386, 16.47864484332425 48.20373989657836, 16.478388857279317 48.2038472893706, 16.478026093770502 48.20395838199804, 16.477770026575158 48.20403722014199, 16.47731696496586 48.204319742891116, 16.477055731582364 48.20446283040565, 16.476783944551315 48.20465232968168, 16.47662418428647 48.20480600013275, 16.476571045448935 48.20489886397009, 16.476560805382167 48.20505948936725, 16.476571806951977 48.205177258757885, 16.4766093970687 48.20525573499644, 16.476673498950166 48.205266363893344, 16.476700186424537 48.20526276185271, 16.476774819771233 48.20521984048363, 16.476817319628267 48.20514126626438, 16.47688630123364 48.20498413829809, 16.47707266031158 48.20479474361093, 16.477360405725463 48.20458380857118, 16.477728188562395 48.20435492902032, 16.478122763476318 48.20416170643489, 16.478554631955173 48.20393988290156, 16.479146772060822 48.20375354962323, 16.47931591423847 48.203631618888124))",Mühlwasser,L,Mühlwasser promenade,Mühlwasserpromenade,1,1000100000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2546.091812,57036.742656,
OEFFGRUENFLOGD.1148,1148,"POLYGON ((16.461071159362916 48.20389845126193, 16.46075536790725 48.20394638347388, 16.460208353541486 48.2040540510815, 16.459402756467423 48.20394784268754, 16.457990748305633 48.20329499938601, 16.457719128329202 48.20320605766013, 16.45726957183679 48.203132175074465, 16.458124079951116 48.20295617807009, 16.458414353528596 48.202932824445796, 16.458531949411732 48.20305438873662, 16.459853147681006 48.20360071441765, 16.460061517034333 48.203591216072994, 16.460425330464247 48.20348262334361, 16.46057622454104 48.20379384907392, 16.460958533234198 48.20374369123533, 16.461300256592722 48.203638211595276, 16.461871453159464 48.203461939274185, 16.462172109722946 48.203396409238714, 16.46269224057958 48.20319602054942, 16.463111367046523 48.20294374885904, 16.463196917077788 48.202777842384194, 16.46394717620056 48.20234280739113, 16.46486315672754 48.20190477243374, 16.46617764168648 48.20101999181897, 16.466647359281595 48.20070385486235, 16.466650389135186 48.20070188371035, 16.466919513675048 48.200520589702606, 16.466722721765162 48.20035556365578, 16.46691998880194 48.200124046070236, 16.466923069467438 48.19979663371206, 16.466978546102624 48.19977071511805, 16.46719076497195 48.19964428795488, 16.467709016534325 48.199306731475126, 16.468119758736268 48.19901370098524, 16.468283152035358 48.1988909809021, 16.46835375840571 48.19882822789951, 16.468356909353297 48.19874588079006, 16.46840932751324 48.19868118187034, 16.46852179318768 48.19868217648366, 16.468795545842 48.19882750549902, 16.467988291044488 48.19978319082537, 16.467735710689897 48.20017906485784, 16.46722048536099 48.20051872595605, 16.466860624636645 48.20072138924463, 16.466718617175786 48.20086431763935, 16.466137003197062 48.20134681706637, 16.4658214199831 48.201469120475615, 16.465301654270103 48.201782008890596, 16.46496448522706 48.20216904871595, 16.464253521261238 48.202535684832675, 16.463405120789936 48.20310472203806, 16.463218360942946 48.20314954307052, 16.462805095480476 48.203361175664085, 16.462147200513606 48.20360876749189, 16.461533567762746 48.20376410370295, 16.461071159362916 48.20389845126193))",Schillerwass*,L,Schillerwasser,Schillerwasser,1,1000100000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2341.284475,35757.278923,
OEFFGRUENFLOGD.1149,1149,"POLYGON ((16.49157304817985 48.214182563515095, 16.491055754656912 48.21452584613401, 16.490899304799647 48.21462694863138, 16.49086261623833 48.21477538534351, 16.490502623439223 48.21490542781817, 16.49044982644735 48.2148537880073, 16.49038469306716 48.21479007971071, 16.48978882808028 48.21428557428415, 16.49160185000537 48.21409484113515, 16.49157304817985 48.214182563515095))",Park Benjows*,L,Park Benjowskygasse,Parkanlage Benjowskygasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,350.876788,5629.696839,
OEFFGRUENFLOGD.1150,1150,"POLYGON ((16.49416910376982 48.21575605486191, 16.494103488148095 48.2161531233092, 16.494063258366836 48.216574582247176, 16.494055570156025 48.216686823941046, 16.49407310434249 48.216700019798274, 16.494072024003582 48.216714086596234, 16.493697598715407 48.21672265758391, 16.493712047967808 48.21649240819639, 16.493724551413912 48.21649228493041, 16.493726717666323 48.216346704163115, 16.49373195925156 48.21628149650976, 16.493761839930066 48.21590880202981, 16.493751344071516 48.21563059657425, 16.4942012925328 48.21562971952306, 16.49416910376982 48.21575605486191))",Baranygasse,L,Baranygasse,Baranygasse,1,1000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,305.383205,3370.334457,
OEFFGRUENFLOGD.1151,1151,"POLYGON ((16.48733688089709 48.21716305508659, 16.487348733101832 48.21716654682511, 16.487360048896207 48.217170668789905, 16.487370425375296 48.21717569130648, 16.487381345954134 48.217182691602446, 16.487390519818227 48.2171905935132, 16.487397946702202 48.2171993071078, 16.487403491508555 48.21720865270117, 16.487406747620057 48.217217641580596, 16.487408389460306 48.21722681244837, 16.48740787823067 48.21723598615053, 16.487405078832932 48.21724498300162, 16.487404142961054 48.217247052661754, 16.487403205233633 48.21724849280274, 16.487399047441805 48.21725317472225, 16.48739340729223 48.21725713913966, 16.48738628319455 48.21725984646686, 16.48737861791293 48.217261565257694, 16.48737633133449 48.21726192799391, 16.48721088404 48.21728595324163, 16.487198901882905 48.217287692984364, 16.487100720267126 48.21730195027931, 16.48708193732417 48.21730469628651, 16.4867717763722 48.217350045748745, 16.486761217336156 48.21735158932783, 16.486750053005647 48.217353221832376, 16.486747496756394 48.21735340504622, 16.486742651280963 48.21735305167052, 16.486738207395984 48.21735197831506, 16.486734530992493 48.217350139534446, 16.486732273243863 48.217347489509564, 16.486732531030768 48.2173436221105, 16.486735615784003 48.217340110733026, 16.4867402685587 48.21733716297048, 16.48733378347814 48.217162249777346, 16.48733688089709 48.21716305508659))",Siegesplatz,L,Siegesplatz,Siegesplatz,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,113.482522,352.181612,
OEFFGRUENFLOGD.1152,1152,"POLYGON ((16.481803663032032 48.21301023260351, 16.480878349738088 48.21357319367963, 16.480849443203383 48.21355524374643, 16.479922810378252 48.2130496984749, 16.481042430958084 48.212278251541946, 16.48143155149091 48.21222829770335, 16.481803663032032 48.21301023260351))",Biberhaufenw*,L,Biberhaufenweg,Biberhaufenweg,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.016825,11362.676306,
OEFFGRUENFLOGD.1153,1153,"POLYGON ((16.477415502922042 48.21373797596583, 16.477701420376498 48.21427412243519, 16.476498362264717 48.21443382239831, 16.47620688448073 48.21388784300311, 16.476611375402367 48.213835076392265, 16.476431327757627 48.21349973867935, 16.47639084456022 48.21342334614623, 16.47595283228132 48.21346894025739, 16.475899065920807 48.21336917697134, 16.475819153796813 48.21320506602851, 16.476242553130326 48.21314839177017, 16.476401656562594 48.21312459057909, 16.47672861143096 48.2130758526859, 16.477023070077323 48.21303193178461, 16.477077595728186 48.2131395014917, 16.477160982720953 48.213287224437074, 16.477415502922042 48.21373797596583))",Park Asperne*,L,Park Asperner Wiese,Parkanlage Asperner Wiese,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,537.368382,11675.013235,
OEFFGRUENFLOGD.1154,1154,"POLYGON ((16.47238490231943 48.21049526750745, 16.47260052802536 48.210519674496865, 16.474308917848152 48.213343243842736, 16.4740677439462 48.21340873410436, 16.473210772918076 48.213587374787956, 16.473142552383045 48.21345894733665, 16.473671510007637 48.21324901551537, 16.472074430950517 48.210477805381636, 16.47238490231943 48.21049526750745))",Wulzendorf-S*,L,Wulzendorf-Straße,Wulzendorfstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,855.22989,13999.389,
OEFFGRUENFLOGD.1155,1155,"POLYGON ((16.47229538881103 48.21383319704328, 16.471937173351296 48.21397792539369, 16.47158224033473 48.21410424872853, 16.469833533959033 48.2108451476308, 16.46966461487299 48.210544072690006, 16.470065885703544 48.210533768913, 16.470960298594076 48.21220348648959, 16.470946194270883 48.21220181681912, 16.471004930787828 48.21230713618496, 16.471328165953807 48.21288653535111, 16.47169651830101 48.21280802622744, 16.47229538881103 48.21383319704328))",Leo-Bredl-Ga*,L,Leo-Bredl-Gasse,Leo-Bredl-Gasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,942.226086,15368.662405,
