FID,SHAPE,NAME,ADRESSE,SE_SDO_ROWID,SE_ANNO_CAD_DATA
SCHULEOGD.481703,POINT (16.262443080785875 48.19268872437071),Gymnasium und Wirtschaftskundliches Realgymnasium der Dominikanerinnen,"13., Schloßberggasse 17",481703,
SCHULEOGD.481704,POINT (16.397672624740057 48.20982092840271),Gymnasium Danube International School,"2., Josef-Gall-Gasse 2",481704,
SCHULEOGD.481705,POINT (16.384584003737494 48.19532597381173),Gymnasium Sacré Coeur der Erzdiözese Wien,"3., Rennweg 31",481705,
SCHULEOGD.481733,POINT (16.32845189230894 48.22914695212921),Realgymnasium und Oberstufenrealgymnasium mit Instrumentalmusik de la Salle Schule Marianum,"18., Scheidlstraße 2",481733,
SCHULEOGD.481744,POINT (16.37991747134118 48.22796371880336),Oberstufenrealgymnasium des Zentrums Lauder Chabad,"2., Rabbiner-Schneerson-Platz 1",481744,
SCHULEOGD.481747,POINT (16.353752960665684 48.24254059140976),Gymnasium und Wirtschaftskundliches Realgymnasium Maria Regina,"19., Hofzeile 22",481747,
SCHULEOGD.481757,POINT (16.388305117560027 48.15905720731704),Gymnasium und Realgymnasium Neulandschule Laaerberg,"10., Ludwig-von-Höhnel-Gasse 17-19",481757,
SCHULEOGD.481761,POINT (16.431962829260232 48.24539648727994),Gymnasium Vienna International School,"22., Straße der Menschenrechte 1",481761,
SCHULEOGD.481771,POINT (16.28386822760452 48.18996119720631),Oberstufenrealgymnasium des Kuratoriums für künstlerische und heilende Pädagogik,"13., Auhofstraße 78F",481771,
SCHULEOGD.481795,POINT (16.33983229684425 48.19914919806672),Gymnasium und Wirtschaftskundliches Realgymnasium Mater Salvatoris,"7., Kenyongasse 4-8",481795,
SCHULEOGD.481833,POINT (16.36439874043919 48.212113114270096),Öffentliches Schottengymnasium der Benediktiner in Wien,"1., Freyung 6",481833,
SCHULEOGD.481840,POINT (16.311080265528467 48.21909047132638),Gymnasium Arabische Schule in Wien,"16., Julius-Meinl-Gasse 2A",481840,
SCHULEOGD.481850,POINT (16.3888386378084 48.29654623810814),"Gymnasium, Realgymnasium und Oberstufenrealgymnasium der Brüder der christlichen Schulen Wien","21., Anton-Böck-Gasse 37",481850,
SCHULEOGD.481895,POINT (16.287039481931245 48.25369668618698),Gymnasium American International School,"19., Salmannsdorfer Straße 47",481895,
SCHULEOGD.481504,POINT (16.245262465593427 48.13452662477708),Gymnasium und Realgymnasium Kollegium Kalksburg der Vereinigung von Ordensschulen Österreichs,"23., Promenadeweg 3",481504,
SCHULEOGD.481586,POINT (16.348880362093766 48.22875072610606),Gymnasium und Realgymnasium Albertus Magnus Schule,"18., Semperstraße 45",481586,
SCHULEOGD.481604,POINT (16.44928121442588 48.2582805894228),Vienna Christian School,"22., Wagramer Straße 175",481604,
SCHULEOGD.481616,POINT (16.26974522399667 48.15059114774384),Gymnasium Waldorfschule des Rudolf Steiner-Schulvereins,"23., Endresstraße 100",481616,
SCHULEOGD.481620,POINT (16.380369980921934 48.22219497868368),Realgymnasium des Vereins der Wiener Sängerknaben Obere Augartenstraße 1C,"2., Obere Augartenstraße 1C",481620,
SCHULEOGD.481918,POINT (16.397328841143317 48.19071294885708),Höhere Technische Bundeslehranstalt Rennweg 89b,"3., Rennweg 89B",481918,
SCHULEOGD.481920,POINT (16.36944750087732 48.236359814276305),Höhere technische Bundeslehr- und Versuchsanstalt Wexstraße 19-23,"20., Wexstraße 19-23",481920,
SCHULEOGD.481921,POINT (16.401696768839646 48.18563665911819),Höhere Technische Bundeslehr- und Versuchsanstalt Leberstraße 4c,"3., Leberstraße 4C",481921,
SCHULEOGD.481980,POINT (16.30299754951974 48.202151282273604),Höhere Graphische Bundeslehr- und Versuchsanstalt Leyserstraße 6-10,"14., Leyserstraße 6",481980,
SCHULEOGD.481986,POINT (16.33228506485652 48.21695361216649),Bundesfachschule für wirtschaftliche Berufe Kalvarienberggasse 28,"17., Kalvarienberggasse 28",481986,
SCHULEOGD.481664,POINT (16.31310469673172 48.21193742339163),Höhere Technische Bundeslehranstalt Hettenkofergasse 15,"16., Hettenkofergasse 15",481664,
SCHULEOGD.481697,POINT (16.352011872765644 48.22175122598222),Höhere gewerbliche Bundeslehranstalt für Mode- und Bekleidungstechnik Michelbeuerngasse 6-8,"9., Michelbeuerngasse 6-8",481697,
SCHULEOGD.481700,POINT (16.344108431984047 48.21227181858216),Expositur der Bundesbildungsanstalt für Kindergartenpädagogik Ettenreichgasse 45c Albertgasse 36,"8., Albertgasse 36",481700,
SCHULEOGD.481736,POINT (16.373278758514225 48.16567991074606),Bundesbildungsanstalt für Kindergartenpädagogik Ettenreichgasse 45c,"10., Ettenreichgasse 45C",481736,
SCHULEOGD.481745,POINT (16.444557427296996 48.22187775845668),Höhere Technische Bundeslehranstalt Donaustadtstraße 45,"22., Donaustadtstraße 45",481745,
SCHULEOGD.481780,POINT (16.351565946132308 48.21084446725656),Bundesbildungsanstalt für Kindergartenpädagogik Lange Gasse 47,"8., Lange Gasse 47",481780,
SCHULEOGD.481805,POINT (16.365462954203068 48.17706906845954),Bundeshandelsakademie und Bundeshandelsschule Wien 10 Pernerstorfergasse 77,"10., Pernerstorfergasse 77",481805,
SCHULEOGD.481827,POINT (16.451830803881972 48.23276066581809),Bundeshandelsakademie und Bundeshandelsschule Polgarstraße 24,"22., Polgarstraße 24",481827,
SCHULEOGD.481828,POINT (16.387119703552408 48.196325557383794),"Höhere technische Bundeslehranstalt, Bundeshandelsakademie und Bundeshandelsschule Ungargasse 69","3., Ungargasse 69",481828,
SCHULEOGD.481872,POINT (16.31417783627354 48.17605071953998),Höhere Bundeslehr- und Versuchsanstalt für Gartenbau Grünbergstraße 24,"13., Grünbergstraße 24",481872,
SCHULEOGD.481649,POINT (16.372230606175716 48.16551378045668),Höhere Technische Bundeslehranstalt Ettenreichgasse 54-60,"10., Ettenreichgasse 54",481649,
SCHULEOGD.481381,POINT (16.45305524733176 48.26818579607622),Hertha Firnberg Schulen für Wirtschaft und Tourismus Wassermanngasse 12,"21., Wassermanngasse 12",481381,
SCHULEOGD.481421,POINT (16.31239942243713 48.16651519979522),Bundeshandelsakademie und Bundeshandelsschule Hetzendorfer Straße 66-68,"12., Hetzendorfer Straße 66",481421,
SCHULEOGD.481471,POINT (16.441754816873164 48.242207925474446),Hertha Firnberg Schulen für Wirtschaft und Tourismus Firnbergplatz 1,"22., Firnbergplatz 1",481471,
SCHULEOGD.481506,POINT (16.318203936815827 48.207875121883696),Höhere gewerbliche Bundeslehranstalt für Mode- und Bekleidungstechnik Herbststraße 104,"16., Herbststraße 104",481506,
SCHULEOGD.481524,POINT (16.33799714261018 48.25579724624416),Höhere Bundeslehranstalt für wirtschaftliche Berufe Straßergasse 37-39,"19., Straßergasse 37-39",481524,
SCHULEOGD.481534,POINT (16.35674246668406 48.18567485350677),Höhere Bundeslehranstalt für Textilindustrie und Datenverarbeitung Spengergasse 20,"5., Spengergasse 20",481534,
SCHULEOGD.481580,POINT (16.32734187055661 48.221057732336625),Höhere Bundeslehranstalt für chemische Industrie Rosensteingasse 79,"17., Rosensteingasse 79",481580,
SCHULEOGD.481590,POINT (16.368382831560492 48.184558782359325),Höhere Bundeslehranstalt für wirtschaftliche Berufe Wiedner Gürtel 68,"4., Wiedner Gürtel 68",481590,
SCHULEOGD.481608,POINT (16.28152688101346 48.16451089882795),Bundeshandelsakademie und Bundeshandelsschule Maygasse 43,"13., Maygasse 43",481608,
SCHULEOGD.481610,POINT (16.427168020363265 48.16855788208596),Bundeshandelsakademie und Bundeshandelsschule Geringergasse 2,"11., Geringergasse 2",481610,
SCHULEOGD.481982,POINT (16.405222001730078 48.2564501307306),Bildungsanstalt für Kindergartenpädagogik der Stadt Wien Patrizigasse 2,"21., Patrizigasse 2",481982,
SCHULEOGD.481666,POINT (16.320846573383452 48.18851126894107),Fachschule für Mode und Bekleidungstechnik der Stadt Wien Siebeneichengasse 17,"15., Siebeneichengasse 17",481666,
SCHULEOGD.481711,POINT (16.36508038869739 48.22282101288222),Fachschule für wirtschaftliche Berufe der Stadt Wien Hahngasse 35,"9., Hahngasse 35",481711,
SCHULEOGD.481518,POINT (16.308298160882615 48.166134857767666),Modeschule der Stadt Wien Hetzendorfer Straße 79,"12., Hetzendorfer Straße 79",481518,
SCHULEOGD.481572,POINT (16.33480605700969 48.17726436160154),Fachschule für wirtschaftliche Berufe der Stadt Wien Dörfelstraße 1,"12., Dörfelstraße 1",481572,
SCHULEOGD.482288,POINT (16.33370367579374 48.23735460453574),Hotel- und Tourismusschulen MODUL der Wirtschaftskammer Peter-Jordan-Straße 78-80,"19., Peter-Jordan-Straße 78",482288,
SCHULEOGD.481916,POINT (16.372217647433274 48.220486434432786),Handelsakademie und Handelsschule der Wiener Kaufmannschaft Untere Augartenstraße 9,"2., Untere Augartenstraße 9",481916,
SCHULEOGD.481951,POINT (16.36657623079747 48.22321137800861),Fachschule für Sozialberufe Seegasse 30,"9., Seegasse 30",481951,
SCHULEOGD.481672,POINT (16.26622317455825 48.192922738484626),Fachschule für wirtschaftliche Berufe Auhofstraße 177,"13., Auhofstraße 177",481672,
SCHULEOGD.481737,POINT (16.404075186265608 48.25393967051774),Handelsakademie Floridsdorf der Wiener Kaufmannschaft Franklinstraße 24,"21., Franklinstraße 24",481737,
SCHULEOGD.481861,POINT (16.339910639442977 48.19894539175972),Bildungsanstalt für Kindergartenpädagogik Kenyongasse 4-12,"7., Kenyongasse 4-8",481861,
SCHULEOGD.481879,POINT (16.35330812005645 48.242908927416394),Bildungsanstalt für Kindergartenpädagogik Döblinger Hauptstraße 83,"19., Hofzeile 17",481879,
SCHULEOGD.481880,POINT (16.36044921387975 48.19235787820343),"Handelsakademie und Handelsschule, Schule für EDV des BFI Wien","5., Margaretenstraße 65",481880,
SCHULEOGD.481884,POINT (16.370824972274278 48.200886692702134),Handelsakademie I und Handelsschule I der Wiener Kaufmannschaft Akademiestraße 12,"1., Akademiestraße 12",481884,
SCHULEOGD.481905,POINT (16.391246382318254 48.20443379854237),Schule für Informatikkaufleute Salmgasse 6,"3., Salmgasse 6",481905,
SCHULEOGD.481641,POINT (16.333947100581806 48.19060458770521),Handelsschule Arme Schulschwestern,"15., Friesgasse 4",481641,
SCHULEOGD.481644,POINT (16.36972011972167 48.21135202586473),Gastgewerbefachschule der Wiener Gastwirte Judenplatz 3-4,"1., Judenplatz 3-4",481644,
SCHULEOGD.481401,POINT (16.386168110492353 48.194066615094464),Handelsakademie und Handelsschule des Institutes Sacre Coeur,"3., Fasangasse 4",481401,
