FID,OBJECTID,SHAPE,ANGEBOT,OEFFNUNGSZEITEN,STANDORT,BEZIRK,WASSER,WEBLINK1,SE_ANNO_CAD_DATA
SPIELPLATZOGD.158400,158400,POINT (16.45672203119387 48.213491923463074),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Seilbahn,<br>Basketballplatz",0:00-24:00,Parkanlage Am M¸hlwasser,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158401,158401,POINT (16.45733062034872 48.21427479144123),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Seilbahn,<br>Basketballplatz",0:00-24:00,Parkanlage Am M¸hlwasser,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158402,158402,POINT (16.43992202285208 48.2678529467194),Fuﬂballplatz,0:00-24:00,Parkanlage Groﬂfeldstraﬂe,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158403,158403,POINT (16.416786938826295 48.294923991616315),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Heisspark,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158404,158404,POINT (16.415053483562456 48.291413249788725),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage L¸ssenpromenade,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158405,158405,POINT (16.412691134759328 48.2774748809531),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Berzeliusgasse,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158407,158407,POINT (16.375408190055076 48.19077143920306),Kleinkinderspielplatz,keine Angabe,Gr¸nanlage St.-Elisabeth-Platz,4,Trinkbrunnen mit Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158408,158408,POINT (16.373081694144688 48.18662045997915),Kleinkinderspielplatz,keine Angabe,Gr¸nanlage S¸dtiroler Platz,4,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158409,158409,POINT (16.281014084199455 48.135846919483726),"Kinder- Jugendspielplatz,<br>Wasserspielplatz",keine Angabe,Gr¸nanlage Liesinger Platz,23,"3 Trinkbrunnen, Wasserspiel",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158410,158410,POINT (16.31981402256426 48.203446617240566),Sandspielplatz,keine Angabe,Gr¸nanlage Auf der Schmelz,15,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158414,158414,POINT (16.414814535033074 48.21903454651163),Basketballplatz,0:00-24:00,Rechter Donaudamm 2,2,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158100,158100,POINT (16.291204705552207 48.181191321401094),Fuﬂballplatz,0:00 - 24:00,Parkanlage K¸niglberg,13,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158101,158101,POINT (16.28940067573253 48.18096928298977),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich",0:00 - 24:00,Parkanlage K¸niglberg,,"Trinkbrunnen, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158103,158103,POINT (16.471575941921998 48.16004594581088),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Hans-Paulas-Park,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158104,158104,POINT (16.418473515702438 48.16901198810592),"Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",6:00-20:00,Parkanlage Haugerstraﬂe,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158105,158105,POINT (16.410055191224373 48.17224934280246),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",6:00-20:00,Herderpark,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158107,158107,POINT (16.418199201374193 48.177444529950634),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Hutterergasse,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158108,158108,POINT (16.411978613565484 48.18157783014881),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Hyblerpark,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158110,158110,POINT (16.419392148866077 48.17382903175391),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",6:00-20:00,Parkanlage Krˆtzlergasse,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158111,158111,POINT (16.46263120265591 48.156294863877086),"Kleinkinder- Kinder- Jugendspielplatz,<br>Skaterpark,<br>Sand- und Matschbereich,<br>Basketballplatz",6:00-20:00,Parkanlage Paulasgasse,11,"2 Trinkbrunnen mit Auffangschale, Trinkbrunnen+Tr‰nke, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158112,158112,POINT (16.41118082647471 48.169207243049996),"Kleinkinder- Kinder- Jugendspielplatz,<br>Rodelh¸gel",0:00-24:00,Parkanlage Ludwig-Kralik-Weg,11,<Null>,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158113,158113,POINT (16.422747548348735 48.1776178778372),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Parkanlage Mautner-Markhof-Gasse,11,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158114,158114,POINT (16.471890654702293 48.15723803142058),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Parkanlage Muhrhoferweg,11,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158115,158115,POINT (16.428009603189132 48.165658296846296),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage D¸rrnbacherstraﬂe,11,2 Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158119,158119,POINT (16.42085029717302 48.17945359964407),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Simoningplatz,11,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158121,158121,POINT (16.418537794861752 48.1666100846849),Kleinkinderspielplatz,0:00-24:00,Parkanlage Zamenhofgasse,11,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158122,158122,POINT (16.44983002157973 48.155908633131304),Fuﬂballplatz,0:00-24:00,Parkanlage Zehngrafweg,11,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158125,158125,POINT (16.323405497880596 48.16002709087554),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark,<br>Rodelh¸gel,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage An den Eisteichen,12,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158127,158127,POINT (16.331276883864554 48.182295292322245),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Anton-Krutisch-Park,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158128,158128,POINT (16.33856421353744 48.184932075092966),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Haebergasse,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158130,158130,POINT (16.32782462703652 48.18025002998348),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Sandspielplatz",6:00-21:30,Christine-Busta-Park,12,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158131,158131,POINT (16.403012200346602 48.16450796058566),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Seilbahn",0:00-24:00,Parkanlage Lˆwygrube,10,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158133,158133,POINT (16.35374606002648 48.175310249752236),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz",0:00-24:00,Martin-Luther-King-Park,10,2 Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158134,158134,POINT (16.36763120518414 48.16637241781932),"Kleinkinderspielplatz,<br>Sandspielplatz",6:00-22:00,Parkanlage Migerkastraﬂe,10,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158135,158135,POINT (16.38440212792395 48.1760744825997),"Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz",0:00-24:00,Mundypark,10,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158137,158137,POINT (16.36853503480539 48.17088761115448),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz,<br>Sandspielplatz",Ballspielk‰fig: 6:00-22:00,Parkanlage Paltramplatz,10,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158139,158139,POINT (16.386145653636216 48.17240369756733),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",Ballspielplatz 6:00-22:00,Puchsbaumpark,10,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158140,158140,POINT (16.365620244380054 48.16598388698045),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",Spielpl‰tze 6:00-22:00,Parkanlage Rudolfsh¸gelstraﬂe,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158141,158141,POINT (16.37880333212214 48.17373890299478),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Reumannplatz,10,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158142,158142,POINT (16.389881906140776 48.15830607803257),Fuﬂballplatz,0:00-24:00,Parkanlage Endlichergasse,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158143,158143,POINT (16.37920582281434 48.1525418829679),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage R‰dda-Barnen-Platz,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157757,157757,POINT (16.334220700450196 48.22134959405948),Kinder- Jugendspielplatz,0:00-24:00,Gr¸nanlage Dornerplatz,17,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157759,157759,POINT (16.33788134031732 48.250609417353544),Kinder- Jugendspielplatz,0:00-24:00,Anna-Ehm-Park,19,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
