FID,OBJECTID,SHAPE,ANGEBOT,OEFFNUNGSZEITEN,STANDORT,BEZIRK,WASSER,WEBLINK1,SE_ANNO_CAD_DATA
SPIELPLATZOGD.157598,157598,POINT (16.43359871745213 48.25457765909163),"Kleinkinder- Kinder- Jugendspielplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Gusti-Wolf-Park,22,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157602,157602,POINT (16.35902829421072 48.252450235903126),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Heiligenst‰dter Park,19,"3 Trinkbrunnen mit Auffangschale, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157604,157604,POINT (16.318706031180643 48.24597422314533),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Kliergasse,19,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157607,157607,POINT (16.33776675935978 48.24476495103595),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",7:00-19:00,Olympiapark,19,2 Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157610,157610,POINT (16.341197072048057 48.253370842179955),Kleinkinderspielplatz,0:00-24:00,Wilfanpark,19,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157611,157611,POINT (16.377822775871966 48.24906542416255),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Schmetterlingspark,20,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157618,157618,POINT (16.415057849726267 48.25286844694817),"Kleinkinder- Kinder- Jugendspielplatz,<br>Skaterpark,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Donaufelderstraﬂe,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157620,157620,POINT (16.4505843938978 48.27043250645929),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Bubergasse,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157621,157621,POINT (16.421653201939026 48.25448183516621),"Kinder- Jugendspielplatz,<br>Volleyballplatz",0:00-24:00,Parkanlage Carminweg,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157622,157622,POINT (16.361135186878037 48.27104295685821),Tischtennisplatz,keine Angabe,Rechter Donaudamm 8,19,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157624,157624,POINT (16.448585114040934 48.269193155340076),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Hedwig-und-Johann-Schneider-Park,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157599,157599,POINT (16.47697403397928 48.2140098373952),Fuﬂballplatz,0:00-24:00,Parkanlage Asperner Wies¥n,22,"Trinkbrunnen+Tr‰nke und Auffangschale, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157625,157625,POINT (16.448495254332627 48.2721734341114),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Skaterpark,<br>Basketballplatz",0:00-24:00,Parkanlage Gitlbauergasse,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157627,157627,POINT (16.41127324081866 48.299834011371416),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Luckenschwemmgasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157628,157628,POINT (16.255540047192813 48.20886964206679),Fuﬂballplatz,0:00-24:00,Parkanlage H¸ttelbergstraﬂe,14,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157633,157633,POINT (16.28189166981547 48.206702503357945),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Seilbahn,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Steinhofer Park,14,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157634,157634,POINT (16.32650511845534 48.19255352422198),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Avedikstraﬂe,15,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157637,157637,POINT (16.33629066690977 48.19322189579881),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",8:00-20:00,Parkanlage Haidmannsgasse,15,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157638,157638,POINT (16.33372892982459 48.18648601802096),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Ignaz-Kuranda-Park,15,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157641,157641,POINT (16.3320790505959 48.194242453947474),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Rosinagasse,15,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157645,157645,POINT (16.309371690317505 48.20343025387773),Skaterpark,0:00-24:00,Parkanlage Kendlerstraﬂe,16,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157647,157647,POINT (16.312555864663796 48.215441358596046),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Mildeplatz,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157649,157649,POINT (16.321096794975738 48.21277931259752),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Wichtelgasse,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157650,157650,POINT (16.330301060102084 48.22315386046924),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Diepoldpark,17,"Trinkbrunnen+Tr‰nke, Trinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157654,157654,POINT (16.282918175128025 48.22586045979614),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Rˆntgengasse,17,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157655,157655,POINT (16.344802064868258 48.22524327410467),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Kutschkergasse,18,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157658,157658,POINT (16.308873770952975 48.2409671941681),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Basketballplatz,<br>Sandspielplatz","MO-FR: 7:00 - Einbruch der Dunkelheit,SA,SO u Feiertage: 8:00 - Einbruch der Dunkelheit",Pˆtzleinsdorfer Schloﬂpark,18,"Trinkbrunnen, Pumpbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157660,157660,POINT (16.32673637705978 48.1647002806753),"Kleinkinderspielplatz,<br>Generationenspielplatz,<br>Sandspielplatz",0:00-24:00,Miep-Gies-Park,12,2 Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157663,157663,POINT (16.301848090667363 48.16968875896709),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Friederike-Stoiber-Park,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157664,157664,POINT (16.303820891886595 48.16188071747927),"Fuﬂballplatz,<br>Skaterpark,<br>Basketballplatz",0:00-24:00,Parkanlage Hervicusgasse,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157665,157665,POINT (16.30640539837012 48.1657286378917),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sandspielplatz",0:00-24:00,Franz-H¸bel-Park,12,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157667,157667,POINT (16.343885462343067 48.186201034273836),"Volleyballplatz,<br>Tischtennisplatz,<br>Basketballplatz",00:00-24:00,Parkanlage Mittelzone,5,2 Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157668,157668,POINT (16.32670197954 48.15881844143408),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Schˆpfwerk,12,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157670,157670,POINT (16.30679255239741 48.16912205162755),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Schlˆglgasse,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157671,157671,POINT (16.32858920821584 48.172965385961085),"Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Wasserspielplatz",0:00-24:00,Theodor-Kˆrner-Park,12,"Trinkbrunnen mit Auffangschale, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157672,157672,POINT (16.33120294518657 48.17582048533143),"Kleinkinderspielplatz,<br>Sandspielplatz","Nov.-M‰rz 6:00-21:30, April-Okt. 6:00-22:00",Vivenotpark,12,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157673,157673,POINT (16.319361260045316 48.1586281264391),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Zanaschkagasse,12,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157674,157674,POINT (16.281163775503135 48.165577643288984),Kleinkinderspielplatz,0:00-24:00,Andreas-Rett-Park,13,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157682,157682,POINT (16.269757981690354 48.189078450948564),"Kleinkinderspielplatz,<br>Sandspielplatz","Nov.-M‰rz 6:00-21:30, April-Sep. 6:00-22:00",Parkanlage Sommerergasse,13,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157683,157683,POINT (16.28278231920772 48.20565031262808),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Antaeusgasse,14,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157685,157685,POINT (16.2737475110891 48.19381319509252),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Rodelh¸gel,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Hochsatzengasse,14,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157686,157686,POINT (16.352603586367387 48.229463939999064),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Wasserspielplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",keine Angabe,Helene-Deutsch-Park,9,"Trinbrunnen, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157687,157687,POINT (16.367408820878975 48.223555356095254),"Kleinkinder- Kinder- Jugendspielplatz,<br>Generationenspielplatz,<br>Skaterpark,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Diana-Budisavljevic-Park,9,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157688,157688,POINT (16.348875650590042 48.21668022831655),"Kleinkinder- Kinder- Jugendspielplatz,<br>Skaterpark,<br>Sandspielplatz",bis Einbruch der D‰mmerung,Viktor-Frankl-Park,9,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157690,157690,POINT (16.36088879137014 48.174592135711144),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",Park: 6:00-21:00,Barankapark-Hellerwiese,10,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157691,157691,POINT (16.39496028891096 48.14659338093564),Fuﬂballplatz,0:00-24:00,Parkanlage Johann-Pˆlzer-Gasse,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157693,157693,POINT (16.397809318118107 48.13725875597492),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Bischofplatz,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157696,157696,POINT (16.392935885818606 48.14471423043091),Fuﬂballplatz,0:00-24:00,Parkanlage Franz-Koci-Straﬂe,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157697,157697,POINT (16.37893768116056 48.16066609171524),Fuﬂballplatz,0:00-24:00,Parkanlage Heuberggst‰tten,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157700,157700,POINT (16.390315749268282 48.14250640441882),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Kurt-Tichy-Gasse,10,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157701,157701,POINT (16.393306827656875 48.230902981184364),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Siemensgr¸nde,2,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157704,157704,POINT (16.352020296902918 48.16582784266176),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Otto-Benesch-Park,10,"Trinkbrunnen, Trinkbrunnen+Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
