FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.31000737,31000737,POINT (16.32820087492498 48.24924091161443),19,Windhabergasse,4,1241,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000738,31000738,POINT (16.360760537194636 48.152877411089186),10,Eisenmengergasse,Stiege 17,2308,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000739,31000739,POINT (16.38344330837334 48.2879220633372),21,Rußbergstraße,1,2071,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000740,31000740,POINT (16.362162258822753 48.16356721328468),10,Sahulkastraße,7,2102,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000741,31000741,POINT (16.39069007598969 48.28938240465246),21,Mühlweg,# Ziegelhofgasse,0349,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000742,31000742,POINT (16.31523537920118 48.20436556464692),15,Mareschplatz,ggü. 2,2638,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000743,31000743,POINT (16.322948361102025 48.24347276935062),19,Silvaraweg,2,2979,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000744,31000744,POINT (16.311863801758093 48.243449073835144),19,Starkfriedgasse,ggü. 45,3567,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000747,31000747,POINT (16.357187719030957 48.15360988738306),10,Eisenmengergasse,# Neilreichgasse,2094,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000748,31000748,POINT (16.382244639180975 48.2896690734594),21,Berlagasse,ggü. 45,2846,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000749,31000749,POINT (16.266284662666276 48.18695297728258),13,Einsiedeleigasse,# Vitusgasse,0458,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000750,31000750,POINT (16.38873471833152 48.28512880252955),21,Mühlweg,ggü 23,3033,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000751,31000751,POINT (16.330412203269105 48.23879563036977),19,Hartäckerstraße,# Borkowskigasse,1216,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000753,31000753,POINT (16.368544217329806 48.17193024464361),10,Inzersdorfer Straße,# Van-der-Nüll-Gasse,0251,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000754,31000754,POINT (16.321674297272725 48.23771244780416),18,Gersthofer Straße,# Hohenwartenweg,1102,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000755,31000755,POINT (16.32526239461881 48.249422721071355),19,Sieveringer Straße,139,3359,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000757,31000757,POINT (16.36537417678808 48.221375846196615),9,Hahngasse,18,2963,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000758,31000758,POINT (16.416319254687117 48.29110620499423),21,Brünner Straße,219,2789,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000759,31000759,POINT (16.41265836613016 48.290843820671576),21,Tulzergasse,9,2069,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000760,31000760,POINT (16.38959017221226 48.28645117798819),21,Mühlweg,# Fritz-Kandl-Gasse,2369,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000761,31000761,POINT (16.419590347666663 48.30291304777903),21,Hochfeldstraße,# Erbpostgasse,2450,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000762,31000762,POINT (16.417223156876382 48.29354879221355),21,Kummergasse,7,0187,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000763,31000763,POINT (16.302279590512956 48.22612863120175),17,Braungasse,# Umlauftgasse,1139,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000764,31000764,POINT (16.339205043428223 48.195421286178075),15,Mariahilfer Straße,# ggü. Mariahilfer Gürtel 39,3324,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000766,31000766,POINT (16.38267483808618 48.23860537386043),20,Leystraße,# Hellwagstraße,0354,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000767,31000767,POINT (16.318689517901017 48.250686743762515),19,Nottebohmstraße,neben 76,1237,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000768,31000768,POINT (16.340791362196594 48.21524193407768),17,Hernalser Gürtel,ggü. 31,1142,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000770,31000770,POINT (16.37003582086545 48.17168853388164),10,Inzersdorfer Straße,# Siccardsburggasse,291,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000772,31000772,POINT (16.421838708016722 48.29986973353479),21,Brünner Straße  ,# Friedrich Manhart Straße,3063,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000774,31000774,POINT (16.288897774013822 48.253305489659574),19,Keylwertgasse,ggü. 20,2323,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000775,31000775,POINT (16.40608921760026 48.303655317795815),21,Morettigasse,# Hagenbrunner Straße,2531,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000776,31000776,POINT (16.385404186348232 48.298038934775406),21,Untere Sätzen,1,1010,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000777,31000777,POINT (16.388194407553797 48.29144822329389),21,Irenäusgasse,# Edmund-Hawranek-Platz,2818,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000778,31000778,POINT (16.358223200664135 48.15545783452125),10,Neilreichgasse,# Otto-Probst-Straße,2099,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000779,31000779,POINT (16.293018652717855 48.25004042162072),19,Sommerhaidenweg,110,3361,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000780,31000780,POINT (16.34275093278962 48.218303361278515),9,Währinger Gürtel,ggü. 12,2522,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000781,31000781,POINT (16.352107604451323 48.230116370239244),9,Ayrenhoffgasse,9,1175,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000782,31000782,POINT (16.317286468160898 48.196366952320794),15,Sturzgasse,26,2730,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000783,31000783,POINT (16.37859998577149 48.273787122940256),21,Kerpengasse,# Meyerbeergasse,2093,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000784,31000784,POINT (16.410851238296917 48.29274409885107),21,Cordobaplatz,bei 1,3056,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000785,31000785,POINT (16.3377553863365 48.18974576123599),15,Sechshausergürtel,ggü. 5,2725,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000786,31000786,POINT (16.313266329473006 48.20964670548091),16,Koppstraße,ggü. 116,2646,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000787,31000787,POINT (16.368914530946203 48.175214836246),10,Buchengasse,# Van-der-Nüll-Gasse,2311,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000788,31000788,POINT (16.34289708826298 48.15486418107451),10,Fürstenhoferstraße,ggü. 20,2103,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000789,31000789,POINT (16.36472459377356 48.17185732742394),10,Friesenplatz,# Neilreichgasse,2107,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000792,31000792,POINT (16.313824797581134 48.20550708401257),15,Wickhoffgasse,# Minciostraße,1434,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000793,31000793,POINT (16.40229401756639 48.308626589720035),21,Stammersdorfer Kellergasse,87,3036,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000794,31000794,POINT (16.47339027264368 48.24129642030489),22,Spargelfeldstraße,# Oberfeldgasse,0487,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000795,31000795,POINT (16.353096440491907 48.15565987022774),10,Baron-Karl-Gasse,ggü 14,2101,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000796,31000796,POINT (16.36429891809642 48.22606201561153),9,Stroheckgasse,10,2962,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000797,31000797,POINT (16.49234756329556 48.24963340752036),22,Hannes Lindtl gasse,# Pichlgasse,2882,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000798,31000798,POINT (16.330051450215404 48.202182614176046),15,Markgraf-Rüdiger-Straße,14,0249,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000799,31000799,POINT (16.3679163717907 48.157350282953),10,Braheplatz,# Herschelgasse,2307,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000800,31000800,POINT (16.280669067685185 48.181733509805206),13,Spohrstraße,# Schrutkagasse,2427,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000801,31000801,POINT (16.36271790569152 48.21952400137968),9,Porzellangasse,10,3367,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000802,31000802,POINT (16.35448287086387 48.17127817495281),10,Quaringasse,16,2732,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000803,31000803,POINT (16.366730808194955 48.167212296809204),10,Van-der-Nüll-Gasse,100-104,0279,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000804,31000804,POINT (16.35665381986491 48.220477830287045),9,Währinger Straße,38,1202,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000807,31000807,POINT (16.32967215190309 48.192947114326174),15,Toßgasse,1,3282,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000808,31000808,POINT (16.336168028310418 48.247470354340486),19,Daringergasse,10,2698,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000809,31000809,POINT (16.316672743014216 48.20534798834773),15,Wickhoffgasse,4,2641,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000811,31000811,POINT (16.329689768415452 48.184826177051825),15,Ullmannstraße,ggü. 67,2727,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000812,31000812,POINT (16.329949512439004 48.201553103704576),15,Markgraf-Rüdiger-Straße,ggü. 11,3302,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000813,31000813,POINT (16.34987811258923 48.205533357224965),7,Döblergasse,# Neustiftgasse,1252,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000814,31000814,POINT (16.33797884577254 48.248402564484195),19,Daringergasse,12-20/25,2656,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000815,31000815,POINT (16.34984952808571 48.22593278214091),9,Währinger Gürtel,ggü. 106-108,2518,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000816,31000816,POINT (16.32974978247365 48.24507605211802),19,Börnergasse,7,2697,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000817,31000817,POINT (16.35641064971306 48.22199242009824),9,Strudelhofgasse,11,2976,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000818,31000818,POINT (16.33683587862047 48.19307440758095),15,Maria vom Siege,4,2211,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000819,31000819,POINT (16.328590458220845 48.24315305570206),19,Börnergasse,# Hutweidengasse,0425,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000821,31000821,POINT (16.41121612954139 48.2937447058161),21,Maximilian-Reich-Weg,1,2847,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000822,31000822,POINT (16.362643793267058 48.1703882969652),10,Fernkorngasse,# Troststraße,0282,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000824,31000824,POINT (16.477710729243107 48.25025371370384),22,Pastinakweg,# Gunertweg,3024,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000825,31000825,POINT (16.351502802674982 48.22752834298911),9,Lustkandlgasse,34,2975,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000826,31000826,POINT (16.372476211639526 48.153908835812615),10,Macholdastraße,# Reifentalgasse,1011,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000827,31000827,POINT (16.35000253065357 48.21736661179237),9,Höfergasse,ggü. 9-11,1200,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000828,31000828,POINT (16.321721087711943 48.197606637053816),15,Meiselstraße,8,0327,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000829,31000829,POINT (16.35832235139342 48.22557942525391),9,Marktgasse,1 - 3,2966,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000830,31000830,POINT (16.362717072681235 48.171361393060515),10,Friesenplatz,# Fernkorngasse,2106,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000831,31000831,POINT (16.349128653316654 48.155636117238274),10,Hugo-Meisl-Weg,# August-Sigl-Straße,0284,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000832,31000832,POINT (16.364011540881943 48.1727885635284),10,Inzersdorfer Straße,# Karmarschgasse,0333,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000833,31000833,POINT (16.3434695808583 48.20742461249125),7,Lerchenfelder Straße,# Schottenfeldgasse,0083,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000834,31000834,POINT (16.3536480910958 48.226828502705914),9,Sobieskiplatz,5,0257,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000836,31000836,POINT (16.35369216507224 48.22524717659834),9,Galileigasse,1,0262,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000837,31000837,POINT (16.36272299540448 48.22849243027585),9,Gussenbauergasse,5-7,2684,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000838,31000838,POINT (16.35848342906493 48.167526465309756),10,Brunnweg,# Gußriegelstraße,0335,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000839,31000839,POINT (16.428644492963127 48.16663769736818),11,Kaiserebersdorfer Straße,ggü. 64,1349,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000840,31000840,POINT (16.358962821739922 48.16409132041437),10,Sahulkastraße,# August-Forel-Gasse,0337,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000841,31000841,POINT (16.36808241815283 48.168031356280935),10,Leebgasse,# Dieselgasse,0336,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000842,31000842,POINT (16.370223255493787 48.17990481734239),10,Leebgasse,# Dampfgasse,2309,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000844,31000844,POINT (16.345395641937177 48.156823906160355),10,Hugo-Meisl-Weg,,0285,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000845,31000845,POINT (16.34551917060865 48.21681478927651),9,Brünnlbadgasse,12,3628,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000846,31000846,POINT (16.365230632815365 48.16842316856508),10,Herzgasse,98-100,0280,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000847,31000847,POINT (16.334584632833206 48.191547624979265),15,Dingelstedtgasse,26,0331,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000848,31000848,POINT (16.3376610414562 48.238797178221276),19,Hartäckerstraße,23,2519,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000850,31000850,POINT (16.36172441716297 48.17496259010564),10,Bernhardstalgasse,# Rotenhofgasse,0334,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000851,31000851,POINT (16.307824133775142 48.237976780141764),18,Buchleitengasse,# Rupoldengasse,1098,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000852,31000852,POINT (16.36152307132011 48.22785596966835),9,Nordbergstraße,14,2971,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000853,31000853,POINT (16.3860338957971 48.27704168339991),21,In der Schwarzlackenau,# Eisingergasse,2452,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000854,31000854,POINT (16.34962422475622 48.15426844565282),10,Otto-Propst-Platz,2,2105,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000855,31000855,POINT (16.34025206748711 48.24784082093374),19,Weinzingergasse,11,3355,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000856,31000856,POINT (16.35350744712228 48.155835024226995),10,Baron-Karl-Gasse,14,2097,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000143,31000143,POINT (16.34765972667959 48.228763985822),18,Michaelerstraße,12-14,3228,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000144,31000144,POINT (16.342288646072934 48.226407703646345),18,Martinstraße,# Währinger Straße,1155,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000145,31000145,POINT (16.328720953444726 48.22689508584659),18,Händelgasse,# Kreuzgasse,1146,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000146,31000146,POINT (16.326617668904465 48.2328514419131),18,Ferrogasse,12,3205,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000147,31000147,POINT (16.32964877438261 48.22684578685565),18,Kreuzgasse,83,3223,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000148,31000148,POINT (16.337166983753427 48.23007243937309),18,Gregor-Mendel-Straße,# Haizingergasse,2495,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000149,31000149,POINT (16.336917221983732 48.22631776724346),18,Mitterberggasse,# Schulgasse,1154,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000150,31000150,POINT (16.342872795267837 48.22313294942304),18,Schopenhauerstraße,# Theresiengasse,1153,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000151,31000151,POINT (16.33783410330055 48.231906878894186),18,Sternwartestraße,60,2508,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000152,31000152,POINT (16.34178678932556 48.232860346129364),18,Colloredogasse,# Cottagegasse,1113,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000153,31000153,POINT (16.3490467189984 48.2284624591395),18,Semperstraße,# Michaelerstraße,1151,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000154,31000154,POINT (16.34615337170264 48.231332470687306),18,Gymnasiumstraße,# Mollgasse,1114,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000155,31000155,POINT (16.32797222387126 48.22580762012308),18,Schumanngasse,# Händelgasse,0478,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000156,31000156,POINT (16.338608608513752 48.228868890902035),18,Hofstattgasse,# Dittesgasse,1156,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000157,31000157,POINT (16.33784954342858 48.222329113780226),18,Antonigasse,# Hildebrandgasse,0386,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000158,31000158,POINT (16.331360681979746 48.23011128945602),18,Gentzgasse,125,1148,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000159,31000159,POINT (16.33401793743207 48.2284061501236),18,Lacknergasse,# Währinger Straße,2226,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000160,31000160,POINT (16.34189427000166 48.22880494650885),18,Weimarer Straße,# Haizingergasse,0390,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000161,31000161,POINT (16.321891392750203 48.23374045030942),18,Ferrogasse,50,1097,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000162,31000162,POINT (16.32955341751418 48.23267863527784),18,Bäckenbrünnlgasse,ggü. 9,3523,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000163,31000163,POINT (16.344206650808456 48.22570609098786),18,Gertrudplatz,4,0388,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000164,31000164,POINT (16.34493496330826 48.2280846436413),18,Edelhofgasse,# Haizingergasse,0389,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
