FID,OBJECTID,SHAPE,ZONE_NAME,RECHT_TXT,WEBLINK1,SE_ANNO_CAD_DATA
TEMPOZONEOGD.29336,29336,"POLYGON ((16.28819422581511 48.170715031796625, 16.28971356865377 48.17101388801641, 16.289732631133802 48.17218057009365, 16.28878329922608 48.17213417425113, 16.288741887844616 48.17228140343656, 16.28808149192915 48.17224432043234, 16.28819422581511 48.170715031796625))",Bereich Fürthweg,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29337,29337,"POLYGON ((16.302776893991826 48.19847911939212, 16.30398365508102 48.198762846825076, 16.306739821335405 48.199199545549604, 16.30810985226236 48.199254385436504, 16.312101304381237 48.19926918074354, 16.311347035426692 48.199772882637596, 16.31011538762487 48.200508254306314, 16.308516418573504 48.20147790576381, 16.307570208128844 48.20178285007206, 16.307015572889288 48.20189170875928, 16.307227223276705 48.202589300555246, 16.30323078515754 48.20283891416018, 16.302776893991826 48.19847911939212))",Bereich Spallartgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29338,29338,"POLYGON ((16.311142574575523 48.19358758856507, 16.312026170257592 48.19878977399312, 16.307727527147847 48.19875100588884, 16.306784909822248 48.1986374105995, 16.305012858945535 48.19829685925291, 16.302788351893465 48.19794356007659, 16.302505968304956 48.197313693646315, 16.301827958104262 48.196242871893155, 16.301488644171442 48.196192381502144, 16.300923232742743 48.19594030169765, 16.300301431514274 48.19544887461457, 16.299943637700313 48.19486936702741, 16.299887617444835 48.19410101546859, 16.301791824582796 48.193887470633015, 16.305298158342037 48.19411518965033, 16.30904988712935 48.193813834656254, 16.311142574575523 48.19358758856507))",Bereich Matzner Park,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29339,29339,"POLYGON ((16.299269547914598 48.19415368140356, 16.299326999948875 48.19516431946344, 16.30006324814279 48.19611039382094, 16.30091624171966 48.19652526200562, 16.301555836008717 48.19706964294131, 16.30190443630704 48.197769399543056, 16.299984720209103 48.19747081483026, 16.2977740899206 48.1972368795316, 16.29486531298504 48.197015612910974, 16.29065733208667 48.19670307064195, 16.288485485541205 48.19654670918804, 16.287283040233717 48.19663690176398, 16.286625403285473 48.19486156163781, 16.287711262085338 48.19496566997198, 16.29019352045627 48.19488894973393, 16.29184216854583 48.19451385072172, 16.293800764085013 48.194514587233414, 16.29550719030646 48.19459294792291, 16.296690157528886 48.194528572039516, 16.29738822790204 48.19458063673663, 16.297970190164943 48.1943087417511, 16.299269547914598 48.19415368140356))",Bereich Felbigergasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29340,29340,"POLYGON ((16.2840888341841 48.18041558525914, 16.28594900180962 48.182164576096554, 16.2865029997062 48.18243084461, 16.287234510441586 48.182728059677, 16.288697885134056 48.18295194641254, 16.28962871413251 48.183113835268706, 16.292109862024006 48.1831599474244, 16.29321758908361 48.18410807962098, 16.294083256411138 48.18458344751434, 16.295212961026454 48.185206157832766, 16.294990950338047 48.186694419427496, 16.282054024564548 48.187144981475996, 16.28186438113432 48.184619840920135, 16.281357375881417 48.18467804771561, 16.280751697712248 48.17894962593477, 16.282394676735674 48.179008851534185, 16.2837057408126 48.17886917972524, 16.28356439318198 48.18035375242562, 16.2840888341841 48.18041558525914))",Bereich Neue Welt,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29341,29341,"POLYGON ((16.280792242209188 48.162091283287786, 16.28544596965852 48.16255611107833, 16.290286065288917 48.162132471612836, 16.291107957617573 48.16234563016561, 16.293293230653756 48.16559683014594, 16.295962468087293 48.170386566798044, 16.290663836414947 48.17073907413585, 16.290570875161993 48.17038039610771, 16.28616398278288 48.16972365344578, 16.285962148141127 48.16931847424295, 16.285418296157506 48.16916197844318, 16.284416536850692 48.16817916526359, 16.279665161891387 48.16292202693434, 16.280792242209188 48.162091283287786))",Bereich Riedelgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29342,29342,"MULTIPOLYGON (((16.286053164904995 48.19466556822433, 16.286840863735197 48.19679550619214, 16.286273632500762 48.1967952619848, 16.284100420610475 48.1970407589793, 16.277554461884378 48.197796136545186, 16.277285011409173 48.1968556257037, 16.27822399210188 48.19609757971809, 16.27898774599632 48.195932864250935, 16.281409752866097 48.195587083399985, 16.282745024484022 48.19547285817803, 16.284224513812635 48.1951433224401, 16.286053164904995 48.19466556822433), (16.28074632418936 48.196694835901646, 16.28074465475044 48.19669620206428, 16.2807431197572 48.19669763124393, 16.28074171919997 48.19669913243379, 16.280740466549474 48.196700687653994, 16.28073937525707 48.19670229691099, 16.28073844533245 48.19670395121159, 16.280737676785314 48.19670564156262, 16.280737083076705 48.19670735897734, 16.28073665076496 48.19670909445613, 16.28073637984043 48.196710856992134, 16.280736297234867 48.19671261961874, 16.280736376045606 48.19671438232303, 16.280736643175345 48.19671614511794, 16.28073707175045 48.19671788101094, 16.280737661761243 48.19671959899521, 16.280738426668794 48.19672129008402, 16.280739353031425 48.19672294527774, 16.280740440858843 48.19672455558315, 16.28074169016072 48.19672611200708, 16.280743087485735 48.19672761454304, 16.28074461940187 48.19672904519814, 16.280746285899454 48.196730412965614, 16.280748100449213 48.19673169986552, 16.280750022687403 48.19673291487166, 16.280752066094397 48.19673403101084, 16.280754203757787 48.19673505726342, 16.28075644912895 48.19673599363573, 16.28075877531481 48.196736831121775, 16.280761182325044 48.19673756072831, 16.28076365670829 48.196738182448826, 16.28076618501314 48.19673869627685, 16.28076875379791 48.196739093212756, 16.280771349601547 48.19673938224324, 16.280773985875385 48.196739563374805, 16.280776622284687 48.196739618601605, 16.280786993286316 48.196739623587604, 16.280789629821363 48.19673956190263, 16.28079226647244 48.19673939229928, 16.280794862895135 48.19673910576504, 16.280797432531116 48.196738711299496, 16.28079996193867 48.19673819990301, 16.280802437656742 48.19673758056232, 16.28080415999205 48.19673705978467, 16.284209815393037 48.196379898411145, 16.284211402833474 48.196379710269824, 16.284213972425313 48.196379315727896, 16.284216501781234 48.19637880425618, 16.28421897744086 48.19637818484186, 16.284221385952943 48.19637745747886, 16.28422371386617 48.196376622161125, 16.284225961171472 48.19637568788183, 16.284228100957243 48.196374663622066, 16.284230146674734 48.19637354938791, 16.284232071430466 48.196372336174015, 16.284233888648522 48.19637105096607, 16.284235557984157 48.196369684752646, 16.284237092870484 48.19636825552624, 16.284238493316614 48.196366754293656, 16.28423974585313 48.196365199035206, 16.284240837028765 48.19636358974485, 16.284241766834484 48.1963619354158, 16.284242535261228 48.196360245041184, 16.284243128848697 48.19635852760821, 16.28424356103905 48.19635679211612, 16.284243831841422 48.19635502957169, 16.284243914326083 48.196353266942374, 16.28424383539558 48.19635150424037, 16.284243635068254 48.19635007423187, 16.284192007440094 48.19605848253109, 16.284191940519968 48.19605814975262, 16.28419151183364 48.19605641387227, 16.28419092171496 48.196054695905495, 16.284190156703687 48.1960530048394, 16.284189230241942 48.196051349673255, 16.28418814232066 48.19604973940025, 16.28418689293079 48.19604818301357, 16.284185495523523 48.19604668051926, 16.284183963531877 48.196045249909815, 16.284182296964968 48.196043882191965, 16.28418048235342 48.196042595346114, 16.28417856005991 48.1960413803972, 16.284176516605964 48.19604026431876, 16.28417437890307 48.196039238129686, 16.284172133500018 48.19603830182395, 16.28416980729008 48.196037464406885, 16.28416740026418 48.196036734871626, 16.28416492587348 48.19603611322429, 16.284162397569144 48.19603559947094, 16.284159828793264 48.196035202610815, 16.28415723300608 48.196034913656824, 16.284154596756395 48.19603473260283, 16.284151960379578 48.19603467745348, 16.284149323884673 48.196034739215605, 16.28414668728077 48.19603490889596, 16.284146028109344 48.19603497155072, 16.28079184679071 48.19636663311652, 16.280789909566572 48.19636685701525, 16.280787339939472 48.19636726047385, 16.28078481055973 48.196367762876896, 16.28078233484958 48.196368391210434, 16.280779926289327 48.19636911850138, 16.28077759833017 48.19636994475616, 16.28077535096249 48.196370878968025, 16.280773211108116 48.1963719031635, 16.2807711653061 48.196373026329326, 16.280769240478357 48.19637423049204, 16.280767436624846 48.196375515651674, 16.280765753745598 48.19637688180821, 16.2807642187625 48.19637831098823, 16.280762818214605 48.19637981217846, 16.28076157902381 48.19638136740545, 16.28076048773885 48.19638297666274, 16.28075954436942 48.19638463095713, 16.280758789279037 48.19638632131486, 16.28075818212355 48.19638803872332, 16.280757749815226 48.19638977420229, 16.28075749234438 48.1963915367449, 16.280757410369066 48.19639271481418, 16.2807472934223 48.19669415288504, 16.28074632418936 48.196694835901646)))",Bereich Unterbaumgarten,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29343,29343,"POLYGON ((16.277101179745078 48.196390799191036, 16.277101167953017 48.19640107840843, 16.274950646102564 48.19426128312512, 16.274705094250443 48.193829298887145, 16.274552322472832 48.1929860866755, 16.2807502796173 48.192444283180485, 16.283826251945765 48.19206528226208, 16.285425834732493 48.19176781916461, 16.28624029674891 48.192343973762966, 16.28554747823549 48.19317652291453, 16.285639354856404 48.19357756107548, 16.285853900963687 48.194338533634706, 16.28259281554477 48.19515962636218, 16.281777611425934 48.19528263106878, 16.281162369770083 48.19536459974592, 16.27868611227465 48.19559987590198, 16.27783994462663 48.19589763799866, 16.277101179745078 48.196390799191036))",Bereich Baumgartenstraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29344,29344,"POLYGON ((16.273823227897196 48.19313281411359, 16.27431108887142 48.19448710240997, 16.276511105623616 48.19681463220941, 16.273518442598924 48.19778538756703, 16.27086547282903 48.198874401556, 16.269940497281027 48.19911015150554, 16.26916516933607 48.19928236332742, 16.267760795607526 48.1995211522849, 16.26408680792218 48.200839866987735, 16.261245441502272 48.20144610976732, 16.260319310231345 48.201592281250505, 16.259032586668148 48.20149706989893, 16.257368743546344 48.20170561939019, 16.256726676034543 48.20082453810073, 16.257512240083482 48.20023798400005, 16.256148868597165 48.1989894819716, 16.256839922677965 48.19862301993129, 16.25883388995166 48.197953421300404, 16.262365888749798 48.19711703403145, 16.26260072134873 48.19750508779739, 16.26655595451029 48.1965401307508, 16.265403191623772 48.19469945582042, 16.266068526091924 48.19455952389263, 16.265908372226697 48.19430962218031, 16.267146348875865 48.19381964789712, 16.267363971696852 48.19376525235395, 16.26853352491245 48.193593284733225, 16.27187879137082 48.19323170457998, 16.273823227897196 48.19313281411359))",Bereich Breitnerhof,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29345,29345,"POLYGON ((16.244794821075423 48.2031857778798, 16.24480946678246 48.20268088501219, 16.245597969203068 48.202558957934315, 16.24561727080068 48.20201055952816, 16.247794116239834 48.20206433082221, 16.247784171686 48.2025202148573, 16.248924806038918 48.20284278024187, 16.248767835376377 48.20351668250849, 16.244794821075423 48.2031857778798))",Bereich Utendorfgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29346,29346,"MULTIPOLYGON (((16.21415724727468 48.24492307135815, 16.21438664799783 48.24472961145012, 16.215257843965613 48.24510808818047, 16.216277325886644 48.24536871409325, 16.21703796669481 48.24553173079325, 16.217312626602308 48.245791574193255, 16.21792772780918 48.24587873052677, 16.219237085886288 48.2468426107227, 16.219819281741934 48.24716765442183, 16.220206625861074 48.24773042992832, 16.22023793410047 48.24820632326073, 16.219880470294065 48.248746718759236, 16.219685617455234 48.24898445259996, 16.219215334478942 48.24928680089615, 16.218859074408154 48.24928643836334, 16.21840728932682 48.2485829941828, 16.215188164267975 48.247195327129006, 16.21501221064515 48.24627585641468, 16.21535309191476 48.24591931376225, 16.21415724727468 48.24492307135815)), ((16.21438438836294 48.244728637802005, 16.21440061111151 48.24471783623981, 16.21438664799783 48.24472961145012, 16.21438438836294 48.244728637802005)))",Bereich Siedlung Hinterhainbach,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29347,29347,"POLYGON ((16.213470945280456 48.208873721118565, 16.212565810873304 48.209010689870425, 16.209853820624314 48.20803160731963, 16.20871243138141 48.20742557536972, 16.207398204094684 48.20612966954032, 16.205987677830702 48.205279269776995, 16.204115624710166 48.204927004986835, 16.201926262067783 48.20453189209858, 16.20222904898687 48.204065399647874, 16.202689889411914 48.20385373191083, 16.20337339739046 48.20346195213925, 16.204151284250806 48.20339918446121, 16.20618472480322 48.202680011922084, 16.207660683495714 48.202724108564276, 16.207866084133713 48.20309569349031, 16.20861046102059 48.20374374276338, 16.208879174728185 48.20418966170841, 16.209353299391605 48.20501777409969, 16.210051632253336 48.205039765485054, 16.213125833249947 48.207154513116855, 16.214874903685264 48.20587253920666, 16.215254873075295 48.206286733405484, 16.21374416261491 48.207462865280256, 16.213470945280456 48.208873721118565))",Bereich Mooswiesengasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29348,29348,"POLYGON ((16.36199563702137 48.21483665130397, 16.363729750106778 48.21563063125, 16.36271577467884 48.216612456818865, 16.361011916011194 48.21580834683294, 16.36199563702137 48.21483665130397))",Bereich Kolingasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
