FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.9277499,9277499,POINT (16.377732278821824 48.17472540854955),
HYDRANTOGD.9277500,9277500,POINT (16.341949238190573 48.157169538634754),
HYDRANTOGD.9277501,9277501,POINT (16.287450551895116 48.13233278890083),
HYDRANTOGD.9277502,9277502,POINT (16.313600170270796 48.232448839881705),
HYDRANTOGD.9277503,9277503,POINT (16.41090307468797 48.23466975330312),
HYDRANTOGD.9277504,9277504,POINT (16.41372436571743 48.247797108324775),
HYDRANTOGD.9277505,9277505,POINT (16.37024381567238 48.20234655127106),
HYDRANTOGD.9277506,9277506,POINT (16.408931975068946 48.1974073085334),
HYDRANTOGD.9277507,9277507,POINT (16.262438538197973 48.155319963609216),
HYDRANTOGD.9277508,9277508,POINT (16.507285761714332 48.20601231524245),
HYDRANTOGD.9277509,9277509,POINT (16.328889329589188 48.21367211434043),
HYDRANTOGD.9277510,9277510,POINT (16.376018460565202 48.15118839236021),
HYDRANTOGD.9277511,9277511,POINT (16.459459356132687 48.218714313809684),
HYDRANTOGD.9277512,9277512,POINT (16.323335254630262 48.25410765498474),
HYDRANTOGD.9277513,9277513,POINT (16.363314862444923 48.161055859669965),
HYDRANTOGD.9277514,9277514,POINT (16.435927667814607 48.236691263454375),
HYDRANTOGD.9277515,9277515,POINT (16.387748546529977 48.272755420504126),
HYDRANTOGD.9277516,9277516,POINT (16.474960177386137 48.24296912650196),
HYDRANTOGD.9277517,9277517,POINT (16.435813964831503 48.246133065381095),
HYDRANTOGD.9277518,9277518,POINT (16.348494372452674 48.192299539211156),
HYDRANTOGD.9277519,9277519,POINT (16.28338885407079 48.241821147099834),
HYDRANTOGD.9277520,9277520,POINT (16.44079507833904 48.27315703092956),
HYDRANTOGD.9277521,9277521,POINT (16.389720007826867 48.16840906483383),
HYDRANTOGD.9277522,9277522,POINT (16.351545208027503 48.20231183118652),
HYDRANTOGD.9277523,9277523,POINT (16.37166765283157 48.275775554161754),
HYDRANTOGD.9277524,9277524,POINT (16.27440422687766 48.193260884559585),
HYDRANTOGD.9277525,9277525,POINT (16.457925086927563 48.152163913808366),
HYDRANTOGD.9277526,9277526,POINT (16.391035118513145 48.1911911523309),
HYDRANTOGD.9277527,9277527,POINT (16.397385122922486 48.19594912006427),
HYDRANTOGD.9277528,9277528,POINT (16.309011032813896 48.236439799228044),
HYDRANTOGD.9277529,9277529,POINT (16.38684591500801 48.23028136774168),
HYDRANTOGD.9277530,9277530,POINT (16.277143704090392 48.20180747453609),
HYDRANTOGD.9277531,9277531,POINT (16.414382406877003 48.286019775580726),
HYDRANTOGD.9277532,9277532,POINT (16.310470885176432 48.25335484947896),
HYDRANTOGD.9277533,9277533,POINT (16.388628705116226 48.206486100396724),
HYDRANTOGD.9277534,9277534,POINT (16.334733619298095 48.27546387717339),
HYDRANTOGD.9277535,9277535,POINT (16.323939136187438 48.19857169987952),
HYDRANTOGD.9277536,9277536,POINT (16.357290710948533 48.19629489119969),
HYDRANTOGD.9277537,9277537,POINT (16.292693449762666 48.20018003138743),
HYDRANTOGD.9277538,9277538,POINT (16.405764806953794 48.27176476502273),
HYDRANTOGD.9277539,9277539,POINT (16.365015760041192 48.200341517134085),
HYDRANTOGD.9277540,9277540,POINT (16.310964478069124 48.19746815937193),
HYDRANTOGD.9277541,9277541,POINT (16.478734179189335 48.21267584970568),
HYDRANTOGD.9277542,9277542,POINT (16.298688454478576 48.17294375822243),
HYDRANTOGD.9277543,9277543,POINT (16.454593032406336 48.2072428256039),
HYDRANTOGD.9277544,9277544,POINT (16.389994442982378 48.26158174015462),
HYDRANTOGD.9277545,9277545,POINT (16.283397874653904 48.15820138659024),
HYDRANTOGD.9277546,9277546,POINT (16.321594232816643 48.13057098024885),
HYDRANTOGD.9277547,9277547,POINT (16.327478264738378 48.22790863548933),
HYDRANTOGD.9277548,9277548,POINT (16.325632440251294 48.19731776502223),
HYDRANTOGD.9277549,9277549,POINT (16.484595474754112 48.157217692762146),
HYDRANTOGD.9277550,9277550,POINT (16.28643882375707 48.16580793535521),
HYDRANTOGD.9277551,9277551,POINT (16.43581669249642 48.24615095932063),
HYDRANTOGD.9277552,9277552,POINT (16.380945191922418 48.17309533481735),
HYDRANTOGD.9277553,9277553,POINT (16.427038457125875 48.22335407506076),
HYDRANTOGD.9277554,9277554,POINT (16.411247366206734 48.17462688247036),
HYDRANTOGD.9277555,9277555,POINT (16.315695251158797 48.213305772440805),
HYDRANTOGD.9277556,9277556,POINT (16.3847890800926 48.17456083521529),
HYDRANTOGD.9277557,9277557,POINT (16.2432832511515 48.22326748757335),
HYDRANTOGD.9277558,9277558,POINT (16.381889082910067 48.24531996531671),
HYDRANTOGD.9277559,9277559,POINT (16.37387414763026 48.22359933182944),
HYDRANTOGD.9277560,9277560,POINT (16.473531362379052 48.19507001386838),
HYDRANTOGD.9277561,9277561,POINT (16.388373108376033 48.2946329927182),
HYDRANTOGD.9277562,9277562,POINT (16.259471367596653 48.18136016610839),
HYDRANTOGD.9277563,9277563,POINT (16.471379230324978 48.19568971670054),
HYDRANTOGD.9277564,9277564,POINT (16.535864361332603 48.24882546633431),
HYDRANTOGD.9277565,9277565,POINT (16.3739968831524 48.19372314990729),
HYDRANTOGD.9277566,9277566,POINT (16.235961223117858 48.208417630068254),
HYDRANTOGD.9277567,9277567,POINT (16.36188167034158 48.21163931754604),
HYDRANTOGD.9277568,9277568,POINT (16.46426152277867 48.2108412954003),
HYDRANTOGD.9277569,9277569,POINT (16.225488260158713 48.20963978606513),
HYDRANTOGD.9277570,9277570,POINT (16.45118796839277 48.21317285169957),
HYDRANTOGD.9277571,9277571,POINT (16.24713592302519 48.1381460905723),
HYDRANTOGD.9277572,9277572,POINT (16.46823252369745 48.21544480965348),
HYDRANTOGD.9277573,9277573,POINT (16.487287221188044 48.21743570327347),
HYDRANTOGD.9277574,9277574,POINT (16.501083102407456 48.27530814451515),
HYDRANTOGD.9277575,9277575,POINT (16.298213821370844 48.202769258047624),
HYDRANTOGD.9277576,9277576,POINT (16.322178112277438 48.19524069126268),
HYDRANTOGD.9277577,9277577,POINT (16.33745164055366 48.25726758126288),
HYDRANTOGD.9277578,9277578,POINT (16.395790331406165 48.208078981359584),
HYDRANTOGD.9277579,9277579,POINT (16.33656250830109 48.24129487651749),
HYDRANTOGD.9277580,9277580,POINT (16.339263093391835 48.21600619914539),
HYDRANTOGD.9277581,9277581,POINT (16.32361241651375 48.137875839097546),
HYDRANTOGD.9277582,9277582,POINT (16.329446815879717 48.16438721387722),
HYDRANTOGD.9277583,9277583,POINT (16.44748945833578 48.23084265343788),
HYDRANTOGD.9277584,9277584,POINT (16.502305020665872 48.25516833524053),
HYDRANTOGD.9277585,9277585,POINT (16.336536624572506 48.19493989555313),
HYDRANTOGD.9277586,9277586,POINT (16.539110345806794 48.21275413909927),
HYDRANTOGD.9277587,9277587,POINT (16.493984553971295 48.23119664872903),
HYDRANTOGD.9277588,9277588,POINT (16.33562914571365 48.18846568897461),
HYDRANTOGD.9277589,9277589,POINT (16.315338844480127 48.13710922692474),
HYDRANTOGD.9277590,9277590,POINT (16.439133474263553 48.241115752044436),
HYDRANTOGD.9277591,9277591,POINT (16.44424222503194 48.22212518744249),
HYDRANTOGD.9277592,9277592,POINT (16.368258828576764 48.199392497803736),
HYDRANTOGD.9277593,9277593,POINT (16.49776438209446 48.283840005856185),
HYDRANTOGD.9277594,9277594,POINT (16.252494612555928 48.21206898803254),
HYDRANTOGD.9277595,9277595,POINT (16.339420242021887 48.22085495991433),
HYDRANTOGD.9277596,9277596,POINT (16.345789865659093 48.22320831779867),
HYDRANTOGD.9277597,9277597,POINT (16.325912628094812 48.219849024706384),
HYDRANTOGD.9277598,9277598,POINT (16.414962000350183 48.166175767944814),
HYDRANTOGD.9277599,9277599,POINT (16.355420749840878 48.212437472463655),
HYDRANTOGD.9277600,9277600,POINT (16.40945858390802 48.16917607001697),
HYDRANTOGD.9277601,9277601,POINT (16.31258319910394 48.23915711449183),
HYDRANTOGD.9277602,9277602,POINT (16.35775923611871 48.17579480423327),
HYDRANTOGD.9277603,9277603,POINT (16.446393847006732 48.26260443532937),
HYDRANTOGD.9277604,9277604,POINT (16.360784533662276 48.20075421346913),
HYDRANTOGD.9277605,9277605,POINT (16.33070428825084 48.19390249665315),
HYDRANTOGD.9277606,9277606,POINT (16.339203732307748 48.209131911426375),
HYDRANTOGD.9277607,9277607,POINT (16.321609248660323 48.15845652663396),
HYDRANTOGD.9277608,9277608,POINT (16.469127022492582 48.15146107763028),
HYDRANTOGD.9277609,9277609,POINT (16.265911481719606 48.16486359971094),
HYDRANTOGD.9277610,9277610,POINT (16.545607089101722 48.22753991451493),
HYDRANTOGD.9277611,9277611,POINT (16.33148555987441 48.17809803952438),
HYDRANTOGD.9277612,9277612,POINT (16.413909664007804 48.30150100027265),
HYDRANTOGD.9277613,9277613,POINT (16.3669585858738 48.170885182357345),
HYDRANTOGD.9277614,9277614,POINT (16.373600573487845 48.18057466710752),
HYDRANTOGD.9277615,9277615,POINT (16.29091866383757 48.13047938941411),
HYDRANTOGD.9277616,9277616,POINT (16.31799453477397 48.214150435201816),
HYDRANTOGD.9277617,9277617,POINT (16.32308822456995 48.22395312725151),
HYDRANTOGD.9277618,9277618,POINT (16.440246763139527 48.177239738956814),
HYDRANTOGD.9277619,9277619,POINT (16.31262215896142 48.20551143173788),
HYDRANTOGD.9277620,9277620,POINT (16.26600625449812 48.18105381583897),
HYDRANTOGD.9277621,9277621,POINT (16.29334840448359 48.19646856994956),
HYDRANTOGD.9277622,9277622,POINT (16.3864769464742 48.24011880563286),
HYDRANTOGD.9277623,9277623,POINT (16.261727066713323 48.2091396762676),
HYDRANTOGD.9277624,9277624,POINT (16.327477990030843 48.176348178375385),
HYDRANTOGD.9277625,9277625,POINT (16.523527967068066 48.20957867372052),
HYDRANTOGD.9277626,9277626,POINT (16.398643257197918 48.13809131809061),
HYDRANTOGD.9277627,9277627,POINT (16.39193193938501 48.14798279789557),
HYDRANTOGD.9277628,9277628,POINT (16.35583141833517 48.21420303141593),
HYDRANTOGD.9277629,9277629,POINT (16.442786089115884 48.25417132392867),
HYDRANTOGD.9277630,9277630,POINT (16.44682740757368 48.250700028588476),
HYDRANTOGD.9277631,9277631,POINT (16.418022437957145 48.1656689434413),
HYDRANTOGD.9277632,9277632,POINT (16.38224221412329 48.208668836844204),
HYDRANTOGD.9277633,9277633,POINT (16.451629450751124 48.23903356222056),
HYDRANTOGD.9277634,9277634,POINT (16.28589466832226 48.200169828869875),
HYDRANTOGD.9277635,9277635,POINT (16.251766185859626 48.216040820114515),
HYDRANTOGD.9277636,9277636,POINT (16.368874853298642 48.22859665195051),
HYDRANTOGD.9277637,9277637,POINT (16.240938954804363 48.22122871213189),
HYDRANTOGD.9277638,9277638,POINT (16.45540022576129 48.20516384600323),
HYDRANTOGD.9277639,9277639,POINT (16.341253426571438 48.19868247684418),
HYDRANTOGD.9277640,9277640,POINT (16.481399215215948 48.22409625756665),
HYDRANTOGD.9277641,9277641,POINT (16.356385014961464 48.165972283779986),
HYDRANTOGD.9277642,9277642,POINT (16.382991785195006 48.140051397660464),
HYDRANTOGD.9277643,9277643,POINT (16.38104975239765 48.217902280040896),
HYDRANTOGD.9277644,9277644,POINT (16.307780405105248 48.15678674211902),
HYDRANTOGD.9277645,9277645,POINT (16.441390438812256 48.25476642570702),
HYDRANTOGD.9277646,9277646,POINT (16.41527905502144 48.17988269382553),
HYDRANTOGD.9277647,9277647,POINT (16.39126299577001 48.20174096107066),
HYDRANTOGD.9277648,9277648,POINT (16.268989429112885 48.158755961652),
HYDRANTOGD.9277649,9277649,POINT (16.293992589348374 48.16574263483888),
HYDRANTOGD.9277650,9277650,POINT (16.375948667366533 48.162662860155095),
HYDRANTOGD.9277651,9277651,POINT (16.432681833226837 48.23616425157422),
HYDRANTOGD.9277652,9277652,POINT (16.34804226352674 48.21745774483156),
HYDRANTOGD.9277653,9277653,POINT (16.46946256489554 48.234193573788524),
HYDRANTOGD.9277654,9277654,POINT (16.37880169103253 48.2474539173724),
HYDRANTOGD.9277655,9277655,POINT (16.414405449822443 48.26350912637939),
HYDRANTOGD.9277656,9277656,POINT (16.348306804416662 48.1993297209243),
HYDRANTOGD.9277657,9277657,POINT (16.37414646231002 48.20525648097673),
HYDRANTOGD.9277658,9277658,POINT (16.313351593856005 48.15652793740063),
HYDRANTOGD.9277659,9277659,POINT (16.390436294427893 48.20272538960257),
HYDRANTOGD.9277660,9277660,POINT (16.352823377938837 48.197005219794164),
HYDRANTOGD.9277661,9277661,POINT (16.26051054522526 48.16481485121102),
HYDRANTOGD.9277662,9277662,POINT (16.29498887208202 48.22650840449988),
HYDRANTOGD.9277663,9277663,POINT (16.451564298688922 48.17238407222913),
HYDRANTOGD.9277664,9277664,POINT (16.53811607296228 48.21363299520063),
HYDRANTOGD.9277665,9277665,POINT (16.363556290008354 48.210339235794585),
HYDRANTOGD.9277666,9277666,POINT (16.30765566732892 48.226567448380464),
HYDRANTOGD.9277667,9277667,POINT (16.417962095868038 48.29513725796522),
HYDRANTOGD.9277668,9277668,POINT (16.455279314439792 48.20254771886087),
HYDRANTOGD.9277669,9277669,POINT (16.39896897456227 48.21691100755308),
HYDRANTOGD.9277670,9277670,POINT (16.39804729605737 48.26022664786368),
HYDRANTOGD.9277671,9277671,POINT (16.441467722773268 48.199378720786875),
HYDRANTOGD.9277672,9277672,POINT (16.34816993691741 48.187095025629375),
HYDRANTOGD.9277673,9277673,POINT (16.3866821403901 48.17666910897412),
HYDRANTOGD.9277674,9277674,POINT (16.41515185288009 48.26895463976925),
HYDRANTOGD.9277675,9277675,POINT (16.451364207889196 48.22140510770943),
HYDRANTOGD.9277676,9277676,POINT (16.370073026148475 48.19242297196662),
HYDRANTOGD.9277677,9277677,POINT (16.484780430299487 48.216283967557914),
HYDRANTOGD.9277678,9277678,POINT (16.276866433006894 48.14648639624477),
HYDRANTOGD.9277679,9277679,POINT (16.44413704455067 48.250594761549316),
HYDRANTOGD.9277680,9277680,POINT (16.34648411850357 48.234098730564796),
HYDRANTOGD.9277681,9277681,POINT (16.354142629211196 48.1857362660037),
HYDRANTOGD.9277682,9277682,POINT (16.3113935576041 48.22515485743011),
HYDRANTOGD.9277683,9277683,POINT (16.38728163092701 48.214512216737354),
HYDRANTOGD.9277684,9277684,POINT (16.406316958288496 48.2588724777583),
HYDRANTOGD.9277685,9277685,POINT (16.3314183908302 48.22721826901365),
HYDRANTOGD.9277686,9277686,POINT (16.257670560213924 48.14585047844184),
HYDRANTOGD.9277687,9277687,POINT (16.444821504521208 48.2758012138296),
HYDRANTOGD.9277688,9277688,POINT (16.354850601769723 48.16599331933166),
HYDRANTOGD.9277689,9277689,POINT (16.418405400770368 48.183934370038294),
HYDRANTOGD.9277690,9277690,POINT (16.397548847347988 48.21046709130474),
HYDRANTOGD.9277691,9277691,POINT (16.40583694330701 48.254597269831095),
HYDRANTOGD.9277692,9277692,POINT (16.368117265544655 48.20520330938719),
HYDRANTOGD.9277693,9277693,POINT (16.326865617380694 48.23826706441175),
HYDRANTOGD.9277694,9277694,POINT (16.374732250588263 48.23163010617644),
HYDRANTOGD.9277695,9277695,POINT (16.330178182337754 48.24142018182617),
HYDRANTOGD.9277696,9277696,POINT (16.421705465120517 48.226264578514076),
HYDRANTOGD.9277697,9277697,POINT (16.334686061850388 48.159076791503345),
HYDRANTOGD.9277698,9277698,POINT (16.309184765241184 48.24456694458295),
HYDRANTOGD.9277699,9277699,POINT (16.267473666725383 48.14118383756136),
HYDRANTOGD.9277700,9277700,POINT (16.404308259110262 48.16745281122517),
HYDRANTOGD.9277701,9277701,POINT (16.347228024934964 48.21327762354955),
HYDRANTOGD.9277702,9277702,POINT (16.502445647886343 48.28944267563089),
HYDRANTOGD.9277703,9277703,POINT (16.403669515368286 48.3004448692118),
HYDRANTOGD.9277704,9277704,POINT (16.40725696111735 48.182280768763796),
HYDRANTOGD.9277705,9277705,POINT (16.484687713113768 48.2809338167399),
HYDRANTOGD.9277706,9277706,POINT (16.330271117639555 48.176501957108144),
HYDRANTOGD.9277707,9277707,POINT (16.359959062763874 48.24577240536527),
HYDRANTOGD.9277708,9277708,POINT (16.415952207048743 48.280093186220654),
HYDRANTOGD.9277709,9277709,POINT (16.263700216560814 48.15971638129338),
HYDRANTOGD.9277710,9277710,POINT (16.311837027980523 48.214591227510496),
HYDRANTOGD.9277711,9277711,POINT (16.23970685891769 48.204033011541505),
HYDRANTOGD.9277712,9277712,POINT (16.38790083889383 48.17501147354865),
HYDRANTOGD.9277713,9277713,POINT (16.320385569552553 48.17515627746939),
HYDRANTOGD.9277714,9277714,POINT (16.370915048381036 48.19188294769674),
HYDRANTOGD.9277715,9277715,POINT (16.42304303082149 48.30238252522442),
HYDRANTOGD.9277716,9277716,POINT (16.37968313289712 48.178689878339114),
HYDRANTOGD.9277717,9277717,POINT (16.345697110144044 48.253779075303584),
HYDRANTOGD.9277718,9277718,POINT (16.32875107373618 48.19292124003963),
HYDRANTOGD.9277719,9277719,POINT (16.328683564163462 48.24912433075509),
HYDRANTOGD.9277720,9277720,POINT (16.396532000355364 48.217721214387055),
HYDRANTOGD.9277721,9277721,POINT (16.32420831827347 48.25803314727015),
HYDRANTOGD.9277722,9277722,POINT (16.52324166123567 48.21596834109803),
HYDRANTOGD.9277723,9277723,POINT (16.28244400341083 48.22610313477921),
HYDRANTOGD.9277724,9277724,POINT (16.269069494423075 48.24505562821206),
HYDRANTOGD.9277725,9277725,POINT (16.404435869233662 48.27629366576896),
HYDRANTOGD.9277726,9277726,POINT (16.335859961504184 48.181138288772786),
HYDRANTOGD.9277727,9277727,POINT (16.47330279369289 48.204851022212026),
HYDRANTOGD.9277728,9277728,POINT (16.40441863265245 48.24130198101096),
HYDRANTOGD.9277729,9277729,POINT (16.326453280177546 48.188871137178694),
HYDRANTOGD.9277730,9277730,POINT (16.399116341890387 48.221406086015),
HYDRANTOGD.9277731,9277731,POINT (16.477500114955983 48.23712724060529),
HYDRANTOGD.9277732,9277732,POINT (16.387274205677706 48.26195628738101),
HYDRANTOGD.9277733,9277733,POINT (16.499001844153174 48.25455433781525),
HYDRANTOGD.9277734,9277734,POINT (16.365809251910814 48.196753570366866),
HYDRANTOGD.9277735,9277735,POINT (16.390685755765574 48.21668088024236),
HYDRANTOGD.9277736,9277736,POINT (16.34745478362563 48.24309833267159),
HYDRANTOGD.9277737,9277737,POINT (16.306016778454648 48.19567350519138),
HYDRANTOGD.9277738,9277738,POINT (16.337350112445275 48.247233927033506),
HYDRANTOGD.9277739,9277739,POINT (16.318908481566048 48.13423241138352),
HYDRANTOGD.9277740,9277740,POINT (16.28377545374549 48.188822498114014),
HYDRANTOGD.9277741,9277741,POINT (16.386622286638502 48.26600670380573),
HYDRANTOGD.9277742,9277742,POINT (16.43806407365628 48.2267421371291),
HYDRANTOGD.9277743,9277743,POINT (16.41174940505159 48.19415900670157),
HYDRANTOGD.9277744,9277744,POINT (16.466160578993268 48.15653739422584),
HYDRANTOGD.9277745,9277745,POINT (16.4689722701363 48.20313867286272),
HYDRANTOGD.9277746,9277746,POINT (16.319720729713765 48.20758810524033),
HYDRANTOGD.9277747,9277747,POINT (16.333925015971516 48.16525990867378),
HYDRANTOGD.9277748,9277748,POINT (16.368144614058284 48.17611908903568),
HYDRANTOGD.9277749,9277749,POINT (16.53020899266777 48.243994228935904),
HYDRANTOGD.9277750,9277750,POINT (16.36719102334032 48.2188019582),
HYDRANTOGD.9277751,9277751,POINT (16.33913316309638 48.21698393949459),
HYDRANTOGD.9277752,9277752,POINT (16.337840052021765 48.23458436972275),
HYDRANTOGD.9277753,9277753,POINT (16.35301296480236 48.13641843861644),
HYDRANTOGD.9277754,9277754,POINT (16.400583012917956 48.241919936247754),
HYDRANTOGD.9277755,9277755,POINT (16.37927421364013 48.202193234727865),
HYDRANTOGD.9277756,9277756,POINT (16.34440489834375 48.21814507588249),
HYDRANTOGD.9277757,9277757,POINT (16.50584866911993 48.20781614094315),
HYDRANTOGD.9277758,9277758,POINT (16.3415639762355 48.23953874758113),
HYDRANTOGD.9277759,9277759,POINT (16.363637772072288 48.21915231199788),
HYDRANTOGD.9277760,9277760,POINT (16.398297145500482 48.26201613866012),
HYDRANTOGD.9277761,9277761,POINT (16.27780776929309 48.203841704681686),
HYDRANTOGD.9277762,9277762,POINT (16.36292663003904 48.23507858090961),
