FID,SHAPE,BEZIRK,KREUZUNG,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AKUSTISCHEAMPELOGD.1113,POINT (16.42069784224004 48.179187342623315),11,Kopalg.-Simoningplatz,1113,
AKUSTISCHEAMPELOGD.1115,POINT (16.42105425442413 48.21060491843195),2,Meiereistrasse-Vorgartenstrasse,1115,
AKUSTISCHEAMPELOGD.1116,POINT (16.372096111935655 48.20012487484547),1,Lothringerstr.-Canovag.,1116,
AKUSTISCHEAMPELOGD.1117,POINT (16.41088329658805 48.28024441539742),21,Brünner Str.-Carabellig.,1117,
AKUSTISCHEAMPELOGD.1118,POINT (16.427585109315213 48.209131921353354),2,Handelskai-Marathonweg,1118,
AKUSTISCHEAMPELOGD.1119,POINT (16.317406563613275 48.19435814338489),15,Johnstr.-Goldschlagstr.,1119,
AKUSTISCHEAMPELOGD.1120,POINT (16.363509949684754 48.165670878062095),10,Neilreichg.-Raxstr.,1120,
AKUSTISCHEAMPELOGD.1121,POINT (16.380053813268226 48.175181659332274),10,Quellenstr.-Herndlg.,1121,
AKUSTISCHEAMPELOGD.1123,POINT (16.431428439997045 48.24362326347612),22,Siebeckstr.-Dr. Adolf Schärfpl.,1123,
AKUSTISCHEAMPELOGD.1124,POINT (16.381239843205265 48.18831975225316),3,Wiedner Gürtel-Prinz-Eugen-Str.,1124,
AKUSTISCHEAMPELOGD.1126,POINT (16.321610259185395 48.14810363480706),23,Altmannsdorfer Str.-Rossakg.,1126,
AKUSTISCHEAMPELOGD.1127,POINT (16.37462124854622 48.21610814203023),2,Obere Donaustr.-Floßg.,1127,
AKUSTISCHEAMPELOGD.1130,POINT (16.361979215263673 48.20523066793567),1,Burgring-Burgtor,1130,
AKUSTISCHEAMPELOGD.1134,POINT (16.361203356404307 48.18408837058335),5,Wiedner Hauptstr.-Ramperstorfferg.,1134,
AKUSTISCHEAMPELOGD.1135,POINT (16.378723375589647 48.211635811029105),1,Franz Josefs-Kai-Schwedenplatz/-Brücke,1135,
AKUSTISCHEAMPELOGD.1136,POINT (16.37915107297618 48.21255944801002),2,Obere Donaustr.-Schwedenbr./Taborstr.,1136,
AKUSTISCHEAMPELOGD.1138,POINT (16.402867670580353 48.27234455987801),21,Lundenburgerg.-Ignaz-Köckstr.,1138,
AKUSTISCHEAMPELOGD.1139,POINT (16.383446399355 48.23346854925789),20,Dresdner Str.-Traiseng.,1139,
AKUSTISCHEAMPELOGD.1140,POINT (16.344687394066103 48.18890945003992),6,Linke Wienzeile-Morizg.,1140,
AKUSTISCHEAMPELOGD.1142,POINT (16.335332717435517 48.21786395951969),17,Jörgerstr.-Bergsteigg.,1142,
AKUSTISCHEAMPELOGD.1145,POINT (16.212589489218693 48.20917933739491),14,Hauptstr.-Josef-Palme-Pl.,1145,
AKUSTISCHEAMPELOGD.1146,POINT (16.40473046714928 48.19328190058989),3,Schlachthausg.-Baumg.,1146,
AKUSTISCHEAMPELOGD.1147,POINT (16.333403202406895 48.18779521553024),15,Stiegergasse-Ullmannstrasse,1147,
AKUSTISCHEAMPELOGD.1148,POINT (16.390627295754047 48.1935777827864),3,Rennweg-Kleistg.,1148,
AKUSTISCHEAMPELOGD.1149,POINT (16.369863466364464 48.220214028659626),2,Obere Donaustr.-Rembrandtstr.,1149,
AKUSTISCHEAMPELOGD.1151,POINT (16.472946725016683 48.20188927080647),22,Biberhaufenweg-Ulanenweg,1151,
AKUSTISCHEAMPELOGD.1152,POINT (16.391311469332216 48.250292253226235),21,Floridsdorfer Brücke-Auffahrt A22,1152,
AKUSTISCHEAMPELOGD.1153,POINT (16.26493276981206 48.19387738514416),13,Hackinger Kai-Zufferbrücke,1153,
AKUSTISCHEAMPELOGD.1154,POINT (16.526119684835802 48.21417766540006),22,Eßlinger Hauptstr.-Grosserweg,1154,
AKUSTISCHEAMPELOGD.1155,POINT (16.361741180914983 48.21806226863102),9,Liechtensteinstr.-Bergg.,1155,
AKUSTISCHEAMPELOGD.1156,POINT (16.32690826298353 48.235411478566384),18,Gersthofer Str.-Türkenschanzpl.,1156,
AKUSTISCHEAMPELOGD.1158,POINT (16.349991914667644 48.22599571700841),9,Währinger Gürtel-Sechsschimmelg.,1158,
AKUSTISCHEAMPELOGD.1159,POINT (16.368778189679823 48.23932594119277),20,Adalbert Stifter Str.-Dietmayerg.,1159,
AKUSTISCHEAMPELOGD.1162,POINT (16.276628105079087 48.19205755105909),13,Hietzinger Kai-ON 143,1162,
AKUSTISCHEAMPELOGD.1163,POINT (16.377704358239363 48.20445658944883),1,Parkring-Weihburgg.,1163,
AKUSTISCHEAMPELOGD.1165,POINT (16.339703486018387 48.20604067155818),7,Neustiftg.-Kaiserstr.,1165,
AKUSTISCHEAMPELOGD.1166,POINT (16.382849267753713 48.21136423961097),1,Franz Josefs-Kai-Stubenring/J. Raab-Pl.,1166,
AKUSTISCHEAMPELOGD.1167,POINT (16.32402383449721 48.178662545160115),12,Aichholzg.-Pohlg.,1167,
AKUSTISCHEAMPELOGD.1168,POINT (16.383423032184734 48.15983955962432),10,Altes Landgut-Favoritenstr.,1168,
AKUSTISCHEAMPELOGD.1171,POINT (16.37693063141467 48.2392468901374),20,Höchstädt Platz-Dresdner Str.,1171,
AKUSTISCHEAMPELOGD.1172,POINT (16.347394328096026 48.19739322049883),6,Mariahilfer Str.-Otto Bauer G.,1172,
AKUSTISCHEAMPELOGD.1173,POINT (16.353167982997864 48.180382483644124),5,Margaretengürtel-Einsiedlerg.,1173,
AKUSTISCHEAMPELOGD.1174,POINT (16.361959817279164 48.197444819923476),4,Rechte Wienzeile-Preßg.,1174,
AKUSTISCHEAMPELOGD.1179,POINT (16.35098602092637 48.214967732474825),9,Alser Str.-Lange G./Spitalg.,1179,
AKUSTISCHEAMPELOGD.1180,POINT (16.404171266769797 48.27557851393406),21,Jedlersd. Str.-Pensionistenheim,1180,
AKUSTISCHEAMPELOGD.1181,POINT (16.370289897637814 48.19391676815611),4,Favoritenstr.-Tilgnerstr.,1181,
AKUSTISCHEAMPELOGD.1182,POINT (16.359051652509855 48.19728131272393),6,Linke Wienzeile-Kettenbrückeng.,1182,
AKUSTISCHEAMPELOGD.846,POINT (16.320354347053957 48.206075630670114),16,Gablenzg.-Brüßlg./Auf d.Schmelz,846,
AKUSTISCHEAMPELOGD.850,POINT (16.434642616426366 48.241814139596286),22,Wagramer Str.-Donaustadtstr./Siebeck,850,
AKUSTISCHEAMPELOGD.854,POINT (16.375760089914024 48.21457118200465),2,Obere Donaustr.-Salztorbr./Hollandstr.,854,
AKUSTISCHEAMPELOGD.855,POINT (16.367109812783518 48.22336807570285),9,Roßauer Lände-Seeg.,855,
AKUSTISCHEAMPELOGD.856,POINT (16.367302911832173 48.22155302489469),9,Roßauer Lände-Moserg.,856,
AKUSTISCHEAMPELOGD.857,POINT (16.342951052463068 48.14855267694133),23,Sterngasse-R.Strauss-G.,857,
AKUSTISCHEAMPELOGD.858,POINT (16.331693600499257 48.17464986447828),12,Eichenstr.-Vivenotg.,858,
AKUSTISCHEAMPELOGD.859,POINT (16.336792162559096 48.18357571833552),12,Längenfeldg.-Arndtstr.,859,
AKUSTISCHEAMPELOGD.860,POINT (16.40388212100197 48.18541505672848),3,Simmeringer Hptstr.-Rinnböckstr.,860,
AKUSTISCHEAMPELOGD.862,POINT (16.33420139844714 48.18416700971621),12,Schönbrunner Str.-Giersterg.,862,
AKUSTISCHEAMPELOGD.863,POINT (16.409620593588812 48.258790912585255),21,Leopoldauer Str.-Pilzg.,863,
AKUSTISCHEAMPELOGD.864,POINT (16.347778199654936 48.191343007513005),6,Gumpendorfer Str.-Brückeng./Stumperg.,864,
AKUSTISCHEAMPELOGD.866,POINT (16.382637873935717 48.143327074706626),10,Himberger Str.-Ober Laaer Str.,866,
AKUSTISCHEAMPELOGD.868,POINT (16.297957010319415 48.14122802145464),23,Brunner Str.-Carlbergerg.,868,
AKUSTISCHEAMPELOGD.871,POINT (16.366325846198453 48.19023624317233),4,Wiedner Hauptstr.-Schönburgstr.,871,
AKUSTISCHEAMPELOGD.873,POINT (16.418813407123494 48.1718327928896),11,Simmeringer Hptstr.-Braunhuberg.,873,
AKUSTISCHEAMPELOGD.874,POINT (16.337663768513277 48.18933082500815),15,Sechshauser Gürtel-Ullmannstr.,874,
AKUSTISCHEAMPELOGD.876,POINT (16.40061656713561 48.25935299352299),21,Angerer Str.-Schleifg.,876,
AKUSTISCHEAMPELOGD.879,POINT (16.36056854563876 48.2158154029447),9,Währinger Str.-Hörlg.,879,
AKUSTISCHEAMPELOGD.880,POINT (16.357068276040877 48.13589646366378),,Laxenburger Str.-Großgrünmarkt Inzd.,880,
AKUSTISCHEAMPELOGD.881,POINT (16.362054143445533 48.202981482797796),1,Babenbergerstr.-Nibelungeng.,881,
AKUSTISCHEAMPELOGD.884,POINT (16.392505803283875 48.161982326790586),10,Laaer-Berg-Strasse-Theodor-Sickelg.,884,
AKUSTISCHEAMPELOGD.885,POINT (16.41347086886439 48.17230865994259),11,Lorystr.-Grillg.,885,
AKUSTISCHEAMPELOGD.888,POINT (16.381890607397594 48.16157318054894),10,Altes Landgut-Grenzackerstr.,888,
AKUSTISCHEAMPELOGD.889,POINT (16.33736239208867 48.206147471137974),7,Lerchenf. Gürtel-Neustiftg.,889,
AKUSTISCHEAMPELOGD.890,POINT (16.475527824603784 48.25921998234742),22,Wr. Nordrandstr.-Rautenweg,890,
AKUSTISCHEAMPELOGD.891,POINT (16.33741151185871 48.17104644074098),12,Wienerbergstr.-Eibesbrunnerg.,891,
AKUSTISCHEAMPELOGD.893,POINT (16.295984302252087 48.1462375871582),23,Breitenfurter Str.-Erlaaer Str./Levasseurg,893,
AKUSTISCHEAMPELOGD.895,POINT (16.396584461043883 48.26605016597715),21,Katsushikastrasse-Horst Winter Promenade,895,
AKUSTISCHEAMPELOGD.897,POINT (16.327996303557466 48.23317451731766),18,Gersthofer Str.-Salierig.,897,
AKUSTISCHEAMPELOGD.899,POINT (16.384390108450557 48.214700526692866),2,Praterstr.-Nestroypl.,899,
AKUSTISCHEAMPELOGD.901,POINT (16.41287569337353 48.18583153980677),3,Franzosengraben-Döblerhofstr.,901,
AKUSTISCHEAMPELOGD.902,POINT (16.350407228415563 48.230693415266586),18,Währinger Gürtel-Marsanog.,902,
AKUSTISCHEAMPELOGD.904,POINT (16.293154530285538 48.232135374686436),17,Dornbacher Str.-Knollg.,904,
AKUSTISCHEAMPELOGD.905,POINT (16.387017129491188 48.21116678512207),3,Hintere Zollamtsstr.-Radetzkystr.,905,
AKUSTISCHEAMPELOGD.906,POINT (16.355713197479115 48.21189135748948),8,Landesgerichtsstr.-Felderstr/Floriang.,906,
AKUSTISCHEAMPELOGD.907,POINT (16.35865115730074 48.199017078369735),6,Gumpendorfer Str.-Köstlerg.,907,
AKUSTISCHEAMPELOGD.910,POINT (16.217087211408895 48.20892355600634),14,Wientalstr.-verl. Bahnstr.,910,
AKUSTISCHEAMPELOGD.912,POINT (16.332560123816585 48.1812520001083),12,Niederhofstr.-Grieshofg./Ignazg.,912,
AKUSTISCHEAMPELOGD.914,POINT (16.358319373631225 48.181497210178094),5,Wiedner Hauptstr.-Reinprechtsd. Str.,914,
AKUSTISCHEAMPELOGD.915,POINT (16.45303320540455 48.26558671754592),21,Julius Ficker-Str.-Fa.Merkur,915,
AKUSTISCHEAMPELOGD.917,POINT (16.40424426024829 48.22619846999787),2,Handelskai-Reichsbr.Rampe 300,917,
AKUSTISCHEAMPELOGD.918,POINT (16.351407593289565 48.18928313604602),5,SchönbrunnerStr.-Reinprechtsd. Str.,918,
AKUSTISCHEAMPELOGD.919,POINT (16.403429291125935 48.22283928878723),2,Vorgartenstr.-Ennsg.,919,
AKUSTISCHEAMPELOGD.920,POINT (16.337013716817314 48.201531183352984),15,Neubaugürtel-Hütteldorfer Str.,920,
AKUSTISCHEAMPELOGD.921,POINT (16.29801757001155 48.133097568662976),23,Brunner Str.-Siebenhirtenstr.,921,
AKUSTISCHEAMPELOGD.923,POINT (16.39927735738276 48.26570915589293),21,Katsushikastrasse-Ignaz Köck Strasse,923,
AKUSTISCHEAMPELOGD.926,POINT (16.335486250723772 48.19431810544641),15,Mariahilfer Str.-Zwölferg.,926,
AKUSTISCHEAMPELOGD.928,POINT (16.338880316400825 48.21217458012809),17,Hernalser Gürtel-Friedmanng.,928,
AKUSTISCHEAMPELOGD.929,POINT (16.439479600901876 48.23824042783857),22,Donaustadtstr.-Arminenstr.,929,
AKUSTISCHEAMPELOGD.931,POINT (16.343213669632014 48.201831156888225),7,Westbahnstr.-Schottenfeldg.,931,
AKUSTISCHEAMPELOGD.934,POINT (16.362880530633074 48.185762437857484),5,Wiedner Hauptstr.-Laurenzg.,934,
AKUSTISCHEAMPELOGD.935,POINT (16.336713997002356 48.16007648779252),10,Computerstr.-Gutheil Schoder-G.,935,
AKUSTISCHEAMPELOGD.938,POINT (16.32732844786329 48.20500672237208),16,Gablenzg.-Camillo-Sitte-G.,938,
AKUSTISCHEAMPELOGD.939,POINT (16.4150812903518 48.16538393874735),11,Schemmerlstr.-Mitterfeldg.,939,
AKUSTISCHEAMPELOGD.942,POINT (16.33496073677605 48.194020786496594),15,Mariahilfer Str.-Staglg.,942,
AKUSTISCHEAMPELOGD.943,POINT (16.350072245899415 48.22986725661662),18,Währinger Gürtel-Anastasius Grün-G.,943,
AKUSTISCHEAMPELOGD.945,POINT (16.519562554894623 48.21450298963923),22,Eßlinger Hauptstr.-Telephonweg/Kirschenal,945,
AKUSTISCHEAMPELOGD.950,POINT (16.34713640211484 48.149699890830796),23,Draschestr.-Pfarrg.,950,
AKUSTISCHEAMPELOGD.952,POINT (16.369857984185064 48.1947138732656),4,Favoritenstr.-Taubstummeng.,952,
AKUSTISCHEAMPELOGD.953,POINT (16.285945285377913 48.15942641740817),13,Rosenhügelstr.-ON 192,953,
AKUSTISCHEAMPELOGD.955,POINT (16.382896187267132 48.17143260675786),10,Laaer-Berg-Strasse-Kennerg./Steudlg.,955,
AKUSTISCHEAMPELOGD.956,POINT (16.366025310696877 48.178813860597046),10,Neilreichg.-Gudrunstr.,956,
AKUSTISCHEAMPELOGD.957,POINT (16.330014682862604 48.20986042319975),16,Thaliastr.-Haberlg.,957,
AKUSTISCHEAMPELOGD.959,POINT (16.366788497056596 48.25474119674326),19,Grinzinger Strasse-Boschgasse,959,
AKUSTISCHEAMPELOGD.961,POINT (16.315141614083466 48.20686566101403),16,Gablenzg.-Zagorskig.,961,
AKUSTISCHEAMPELOGD.962,POINT (16.336552337129103 48.20618237105979),16,Lerchenf. Gürtel-Koppstr.,962,
AKUSTISCHEAMPELOGD.963,POINT (16.294864625004934 48.189448733372174),13,Hietzinger Kai-ON 17,963,
AKUSTISCHEAMPELOGD.965,POINT (16.374868093377955 48.21333077116075),1,Franz Josefs-Kai-Morzinplatz/M.Aurel St,965,
AKUSTISCHEAMPELOGD.966,POINT (16.449678970862674 48.231234050421996),22,Erzherzog Karl-Str.-Polgarstr.,966,
AKUSTISCHEAMPELOGD.969,POINT (16.282403741109174 48.134980966757546),23,Liesinger Pl.-,969,
AKUSTISCHEAMPELOGD.970,POINT (16.396674690032423 48.25822236866583),21,Prager Str.-Am Spitz/Flor.Hpt.Str.,970,
AKUSTISCHEAMPELOGD.1227,POINT (16.353266588665118 48.22225358247662),9,Währinger Str.-Spitalg./Nußdorferstr.,1227,
AKUSTISCHEAMPELOGD.1228,POINT (16.38545623927107 48.189804684680375),3,Fasang.-Mohsg.,1228,
AKUSTISCHEAMPELOGD.1232,POINT (16.33159576218743 48.20049517565489),15,Hütteldorfer Str.-Being./Vogelweidpl.,1232,
AKUSTISCHEAMPELOGD.1236,POINT (16.361383206307114 48.14541854534624),23,Laxenburger Str.-Draschestr.,1236,
AKUSTISCHEAMPELOGD.1237,POINT (16.2984243522411 48.18624612279168),13,Hietzinger Hptstr.-Lainzer Str.,1237,
AKUSTISCHEAMPELOGD.1238,POINT (16.412825864339652 48.191908103912034),3,Erdbergstr.-Nottendorfg.,1238,
AKUSTISCHEAMPELOGD.1239,POINT (16.28359391600689 48.17709186062197),13,Lainzer Str.-Jagdschloßg.,1239,
AKUSTISCHEAMPELOGD.1240,POINT (16.3705649691877 48.16908469936237),10,Laxenburger Str.-Troststr.,1240,
AKUSTISCHEAMPELOGD.1241,POINT (16.421048513440336 48.270785029986286),21,Siemensstr.-ON88,1241,
AKUSTISCHEAMPELOGD.1242,POINT (16.4018666085044 48.224059935353196),2,Lassallestr.-Vorgartenstr.,1242,
AKUSTISCHEAMPELOGD.1243,POINT (16.40512343807209 48.18433567149341),11,Simmeringer Hptstr.-Litfaßstr.,1243,
AKUSTISCHEAMPELOGD.1245,POINT (16.357023156390817 48.18803165334461),5,Ramperstorfferg.-Viktor Christg.,1245,
AKUSTISCHEAMPELOGD.1247,POINT (16.362726941317362 48.19067222582859),4,Mittersteig-Phorusg.,1247,
AKUSTISCHEAMPELOGD.1250,POINT (16.421371386079084 48.26162713059507),21,Leopoldauer Str.-Töllerg.,1250,
AKUSTISCHEAMPELOGD.1252,POINT (16.379136511961725 48.177869902459285),10,Gudrunstr.-Wielandg.,1252,
AKUSTISCHEAMPELOGD.1253,POINT (16.32052297991661 48.19075467093103),15,Linzer Str.-Avedikstr./Winkelmanns,1253,
AKUSTISCHEAMPELOGD.1254,POINT (16.348455293026664 48.18864947136735),5,Schönbrunner Str.-Nevilleg.,1254,
AKUSTISCHEAMPELOGD.1256,POINT (16.33749420102343 48.1855997244505),12,Schönbrunner Str.-Kobingerg.,1256,
AKUSTISCHEAMPELOGD.1257,POINT (16.286169961612234 48.19456529982742),14,Linzer Str.-Zehetnerg.,1257,
AKUSTISCHEAMPELOGD.1258,POINT (16.34935358755087 48.20639069404711),7,Lerchenf. Str.-Neubaug./Strozzig.,1258,
AKUSTISCHEAMPELOGD.1259,POINT (16.367037869665534 48.25801690118468),19,Heiligenst. Str.-Sickenbergg.,1259,
AKUSTISCHEAMPELOGD.1260,POINT (16.444184491872573 48.25100111565261),22,Wagramer Str.-Am Langen Felde,1260,
AKUSTISCHEAMPELOGD.1261,POINT (16.358825375295464 48.18083736846885),5,Matzleinsd.Platz-Reinprd.Str/Triester S,1261,
AKUSTISCHEAMPELOGD.1262,POINT (16.387174563868257 48.23807026752913),20,Engerthstr.-Donaueschingenstr.,1262,
AKUSTISCHEAMPELOGD.1263,POINT (16.443053387713533 48.25423105952357),22,Eipeldauerstr.-Anton Sattler-G.,1263,
AKUSTISCHEAMPELOGD.1265,POINT (16.351435955217916 48.20630221115837),7,Lerchenf. Str.-Piaristeng./Kellermann,1265,
AKUSTISCHEAMPELOGD.1267,POINT (16.338213871809877 48.19304159172397),15,Mariahilfer Gürtel-Maria von Siege,1267,
AKUSTISCHEAMPELOGD.1268,POINT (16.377334416926068 48.243652747582345),20,Adalbert Stifter Str.-Leystr.,1268,
AKUSTISCHEAMPELOGD.1273,POINT (16.3551927210178 48.20929970271104),8,Landesgerichtsstr.-Josefstädter Str.,1273,
AKUSTISCHEAMPELOGD.1274,POINT (16.31917329166017 48.16781717657022),12,Breitenfurter Str.-Sonnerg.,1274,
AKUSTISCHEAMPELOGD.1275,POINT (16.450091938773866 48.258877262805825),22,Wagramerstr.-ON 177,1275,
AKUSTISCHEAMPELOGD.1276,POINT (16.35594543396494 48.19555573823716),5,Hamburger Str.-Stegg.,1276,
AKUSTISCHEAMPELOGD.1277,POINT (16.350012005395456 48.16968537420928),10,Triester Str.-Raxstr.,1277,
AKUSTISCHEAMPELOGD.1278,POINT (16.306545689358156 48.21345127639191),16,Maroltingerg.-Thaliastr./Sandleiteng,1278,
AKUSTISCHEAMPELOGD.1279,POINT (16.411306441751982 48.19698469037686),2,Schüttelstr.-Stadionallee,1279,
AKUSTISCHEAMPELOGD.1280,POINT (16.37424500747149 48.201633930563034),1,Schwarzenbergpl.-Kärntner Ring,1280,
AKUSTISCHEAMPELOGD.1281,POINT (16.339714134574365 48.21198237252362),8,Lerchenf. Gürtel-Uhlpl.,1281,
AKUSTISCHEAMPELOGD.1282,POINT (16.35576530121078 48.18392305724019),5,Reinprechtsd. Str.-Stolbergg./Fendig.,1282,
AKUSTISCHEAMPELOGD.1283,POINT (16.360928398974053 48.19984789645726),6,Gumpendorfer Str.-Leharg.,1283,
AKUSTISCHEAMPELOGD.1284,POINT (16.23683174214274 48.20474475995403),14,Hauptstr.-Kolonieweg,1284,
AKUSTISCHEAMPELOGD.1285,POINT (16.418256055997883 48.29322870654889),21,Brünner Str.-Kummerg.,1285,
AKUSTISCHEAMPELOGD.1286,POINT (16.412577133715494 48.21301698764319),2,Trabrennstr.-Parkdeck- Ost,1286,
AKUSTISCHEAMPELOGD.1288,POINT (16.35537781279862 48.21025465695424),8,F. Schmidt Pl.-Lichtenfelsg.,1288,
AKUSTISCHEAMPELOGD.1289,POINT (16.379930080685096 48.2140565160086),2,Taborstr.-Gredlerstr.,1289,
AKUSTISCHEAMPELOGD.1290,POINT (16.40219023307523 48.201868023439424),3,Erdberger Lände-Haidingerg.,1290,
AKUSTISCHEAMPELOGD.1291,POINT (16.440369236051215 48.250182939583645),22,Donaufelder Str.-A.Sattler-G.,1291,
AKUSTISCHEAMPELOGD.1292,POINT (16.363496864307795 48.230815860567425),20,Brigittenauer Lände-Gerhardusg.,1292,
AKUSTISCHEAMPELOGD.1293,POINT (16.30399043613687 48.18823926639718),14,Hadikg.-Kennedybr./Nisselg.,1293,
AKUSTISCHEAMPELOGD.1295,POINT (16.33804335678751 48.20091459715635),7,Neubaugürtel-von Märzstr.,1295,
AKUSTISCHEAMPELOGD.1296,POINT (16.349390629264935 48.16872209229922),10,Triester Str.-Wienerbergstr.,1296,
AKUSTISCHEAMPELOGD.1298,POINT (16.292692306523826 48.17264419265327),13,Fasangarteng.-Wattmanng.,1298,
AKUSTISCHEAMPELOGD.1184,POINT (16.35238682384305 48.20064087035911),7,Lindeng.-Kircheng.,1184,
AKUSTISCHEAMPELOGD.1186,POINT (16.405877372134622 48.27152826870771),21,Brünner Str.-Shuttleworthstr.,1186,
AKUSTISCHEAMPELOGD.1188,POINT (16.36614542206574 48.2165385677777),9,M.Theresien Str.-Börseg./Schlickg.,1188,
AKUSTISCHEAMPELOGD.1189,POINT (16.332338003172858 48.21807299281833),17,Hernalser Hptstr.-Elterleinpl./Jörgerstr,1189,
AKUSTISCHEAMPELOGD.1193,POINT (16.32362415803235 48.183844305759884),12,Schönbrunner Schloßstr.-Rotenmühlg.,1193,
AKUSTISCHEAMPELOGD.1194,POINT (16.32754141018424 48.19936468288878),15,Hütteldorfer Str.-Schweglerstr.,1194,
AKUSTISCHEAMPELOGD.1195,POINT (16.39042774761857 48.16502214691065),10,Laaer-Berg-Strasse-Urselbrunneng.,1195,
AKUSTISCHEAMPELOGD.1197,POINT (16.46628234493647 48.154144059335124),11,Etrichstr.-Sängerg.,1197,
AKUSTISCHEAMPELOGD.1200,POINT (16.382196698031642 48.164584537141664),10,Favoritenstr.-Maria-Rekker-G.,1200,
AKUSTISCHEAMPELOGD.1201,POINT (16.34483242105888 48.205694696365576),7,Neustiftg.-Zieglerg.,1201,
AKUSTISCHEAMPELOGD.1203,POINT (16.365606937570245 48.17615871913856),10,Neilreichg.-Quellenstr.,1203,
AKUSTISCHEAMPELOGD.1205,POINT (16.386584610082476 48.207402162951496),3,Marxerg.-Invalidenstr.,1205,
AKUSTISCHEAMPELOGD.1206,POINT (16.378638466609054 48.17317391404152),10,Favoritenstr.-Davidg. /Reumannpl.,1206,
AKUSTISCHEAMPELOGD.1207,POINT (16.283940348467628 48.17613280956636),13,Lainzer Str.-Fasangarteng.,1207,
AKUSTISCHEAMPELOGD.1210,POINT (16.413958226368933 48.21896395986708),2,Handelskai-Machstr.,1210,
AKUSTISCHEAMPELOGD.1215,POINT (16.34893220502655 48.224604690214726),18,Währinger Gürtel-Schulgasse,1215,
AKUSTISCHEAMPELOGD.1216,POINT (16.344733517256277 48.17372952196962),12,Kundratstr.-Köglerg.,1216,
AKUSTISCHEAMPELOGD.1219,POINT (16.326661973346976 48.17843004631359),12,Ruckerg.-Pohlg.,1219,
AKUSTISCHEAMPELOGD.1220,POINT (16.366448588196526 48.22538658545574),9,Roßauer Lände-Glaserg.,1220,
AKUSTISCHEAMPELOGD.1221,POINT (16.384008688091956 48.20827956155889),3,Vordere Zollamtsstr.-Marxerg./Stelzhammerg.,1221,
