FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.4734004,POINT (16.319011175661934 48.19766864410312),4734004,,15,Meiselstraﬂe 19,10,0
FAHRRADABSTELLANLAGEOGD.4734005,POINT (16.341636182965544 48.203354824918804),4734005,,7,"Halbgasse 10, 15.01.1996 versetzt auf ONr. 6 am 24.4.2012",8,0
FAHRRADABSTELLANLAGEOGD.4734006,POINT (16.313435251961582 48.136520895800196),4734006,,23,"Perfektastraﬂe U6, Unbenannte Verkehrsfl‰che",12,0
FAHRRADABSTELLANLAGEOGD.4734007,POINT (16.361863371274392 48.16688441206719),4734007,,10,Fernkorngasse 103,8,0
FAHRRADABSTELLANLAGEOGD.4733938,POINT (16.36995722061957 48.19438181515022),4733938,,4,Favoritenstraﬂe 18,8,0
FAHRRADABSTELLANLAGEOGD.4733299,POINT (16.327318583982215 48.19797726845081),4733299,,15,"U/3-Station Schweglerstraﬂe, St‰ttermayergasse",8,0
FAHRRADABSTELLANLAGEOGD.4733300,POINT (16.330415261664164 48.20272725094587),4733300,,15,Burjanplatz†2,8,0
FAHRRADABSTELLANLAGEOGD.4733301,POINT (16.362397813218273 48.22737246286476),4733301,,9,Gussenbauergasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4733302,POINT (16.284071367205915 48.17909797136709),4733302,,13,Lainzer Straﬂe 122,8,0
FAHRRADABSTELLANLAGEOGD.4733303,POINT (16.32100693278976 48.198742179231786),4733303,,15,"Wurmsergasse 36, H¸tteldorfer Straﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4733304,POINT (16.308181984229776 48.2270963742589),4733304,,17,G¸pferlingstraﬂe 30,8,0
FAHRRADABSTELLANLAGEOGD.4733305,POINT (16.40006447508799 48.20452364629777),4733305,,2,Bˆcklinstraﬂe 78,8,0
FAHRRADABSTELLANLAGEOGD.4733306,POINT (16.287952076690956 48.19066534781488),4733306,,13,Hietzinger Kai †101-105,10,0
FAHRRADABSTELLANLAGEOGD.4733307,POINT (16.33426851105957 48.20257755780265),4733307,,15,Sorbaitgasse 14,10,0
FAHRRADABSTELLANLAGEOGD.4733308,POINT (16.28043556806092 48.18184372588624),4733308,,13,Schrutkagasse †2,3,0
FAHRRADABSTELLANLAGEOGD.4733309,POINT (16.37822107547314 48.14960711052334),4733309,,10,Bernadottegasse 59,6,0
FAHRRADABSTELLANLAGEOGD.4733310,POINT (16.331155098331198 48.2290591910156),4733310,,18,W‰hringer Straﬂe 181,8,0
FAHRRADABSTELLANLAGEOGD.4733311,POINT (16.363496272076247 48.22527786346905),4733311,,9,Clusiusgasse 2,4,0
FAHRRADABSTELLANLAGEOGD.4733312,POINT (16.35167593533857 48.19804098370312),4733312,,6,"Schadekgasse 1, gg¸. Kollergerngasse",8,0
FAHRRADABSTELLANLAGEOGD.4733313,POINT (16.30286825140306 48.22791683822373),4733313,,17,Dornbacher Straﬂe 32,5,0
FAHRRADABSTELLANLAGEOGD.4733314,POINT (16.35595371408564 48.197208083614434),4733314,,6,D¸rergasse 10,8,0
FAHRRADABSTELLANLAGEOGD.4733315,POINT (16.4384862430338 48.17404686315633),4733315,,11,Oriongasse 33,8,0
FAHRRADABSTELLANLAGEOGD.4733316,POINT (16.3778589681517 48.21599891243334),4733316,,2,Kleine Sperlgasse 2B,8,0
FAHRRADABSTELLANLAGEOGD.4733317,POINT (16.346999583149536 48.1936865687618),4733317,,6,Webgasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4733318,POINT (16.37286357937805 48.18668333142004),4733318,,4,S¸dtiroler Platz 3,12,0
FAHRRADABSTELLANLAGEOGD.4733319,POINT (16.35929837628314 48.199324435521845),4733319,,6,Laimgrubengasse 23,4,0
FAHRRADABSTELLANLAGEOGD.4733320,POINT (16.372951047524346 48.18658623965191),4733320,,4,S¸dtiroler Platz 3,6,0
FAHRRADABSTELLANLAGEOGD.4733321,POINT (16.37410813592111 48.18642473106896),4733321,,4,S¸dtiroler Platz 9,6,0
FAHRRADABSTELLANLAGEOGD.4733322,POINT (16.373681431100177 48.223628397983646),4733322,,2,Obere Donaustraﬂe 22,6,0
FAHRRADABSTELLANLAGEOGD.4733323,POINT (16.350262378599954 48.19469483499968),4733323,,6,Otto-Bauer-Gasse 2,4,0
FAHRRADABSTELLANLAGEOGD.4733324,POINT (16.339596232346683 48.19941181575924),4733324,,7,Kenyongasse 4,20,0
FAHRRADABSTELLANLAGEOGD.4733325,POINT (16.319251422998118 48.22390851026227),4733325,,17,Halirschgasse 12,8,0
FAHRRADABSTELLANLAGEOGD.4733326,POINT (16.287598084474215 48.17442116339476),4733326,,13,Fasangartengasse 22,8,0
FAHRRADABSTELLANLAGEOGD.4733327,POINT (16.366951189482158 48.19639007891979),4733327,,4,Schleifm¸hlgasse 1,6,0
FAHRRADABSTELLANLAGEOGD.4733328,POINT (16.32786190518463 48.19902874752192),4733328,,15,Schweglerstraﬂe 30,4,0
FAHRRADABSTELLANLAGEOGD.4733329,POINT (16.383817387882203 48.21518902306596),4733329,,2,Schrottgieﬂergasse 31,2,0
FAHRRADABSTELLANLAGEOGD.4733330,POINT (16.282620567291556 48.135633243327405),4733330,,23,"Breitenfurter Straﬂe†358, Dirnhirngasse",12,0
FAHRRADABSTELLANLAGEOGD.4733331,POINT (16.315510376772217 48.22438936018289),4733331,,17,Arzbergergasse 2,5,0
FAHRRADABSTELLANLAGEOGD.4733332,POINT (16.341988042700432 48.18956104404523),4733332,,6,Mollardgasse 87,8,0
FAHRRADABSTELLANLAGEOGD.4733333,POINT (16.35151548069702 48.18962806501283),4733333,,5,"Reinprechsdorfer Straﬂe gg¸. 80, Ecke Schˆnbrunner Straﬂe 76",5,0
FAHRRADABSTELLANLAGEOGD.4733334,POINT (16.35211238786698 48.19695966286897),4733334,,6,Bl¸melgasse 1,12,0
FAHRRADABSTELLANLAGEOGD.4733335,POINT (16.38600144884436 48.21547774682486),4733335,,2,Praterstraﬂe 44-46,6,0
FAHRRADABSTELLANLAGEOGD.4733336,POINT (16.401836035035448 48.221868168261246),4733336,,2,Vorgartenmarkt,6,0
FAHRRADABSTELLANLAGEOGD.4733337,POINT (16.377218732937404 48.208706158696096),4733337,,1,Dr.-Ignaz-Seipel-Platz 2,6,0
FAHRRADABSTELLANLAGEOGD.4733338,POINT (16.36458433810463 48.18254666551526),4733338,,5,"Landgutgasse, Kliebergasse Straﬂenbahn 62/18",8,0
FAHRRADABSTELLANLAGEOGD.4733339,POINT (16.322343731369337 48.222173718448914),4733339,,17,Rˆtzergasse 81,5,0
FAHRRADABSTELLANLAGEOGD.4733340,POINT (16.322733055710223 48.187105801442975),4733340,,15,Weiglgasse 11,5,0
FAHRRADABSTELLANLAGEOGD.4733341,POINT (16.363749653098512 48.198640587244725),4733341,,6,"Naschmarkt, gg¸. Schleifm¸hlgasse",6,0
FAHRRADABSTELLANLAGEOGD.4733342,POINT (16.39646029849821 48.22141265630138),4733342,,2,Lassallestraﬂe gg¸. 10,6,0
FAHRRADABSTELLANLAGEOGD.4733343,POINT (16.334215296720764 48.19414866029666),4733343,,15,Gasgasse 8-10,8,0
FAHRRADABSTELLANLAGEOGD.4733344,POINT (16.359282553733674 48.19991299807533),4733344,,6,Fillgradergasse 5,6,0
FAHRRADABSTELLANLAGEOGD.4733345,POINT (16.34980896610569 48.19992663588077),4733345,,7,Lindengasse 41,4,0
FAHRRADABSTELLANLAGEOGD.4733346,POINT (16.402837493356614 48.254798590074444),4733346,,21,Franklinstraﬂe gg¸. 22,10,0
FAHRRADABSTELLANLAGEOGD.4733347,POINT (16.358863210181223 48.19994757992351),4733347,,6,Fillgradergasse 10,6,0
FAHRRADABSTELLANLAGEOGD.4733348,POINT (16.383680231987398 48.20638513214167),4733348,,3,Landstraﬂer Hauptstraﬂe - Gigergasse,16,0
FAHRRADABSTELLANLAGEOGD.4733349,POINT (16.368706899476056 48.19583233921959),4733349,,4,Favoritenstraﬂe 4-6,6,0
FAHRRADABSTELLANLAGEOGD.4733350,POINT (16.348604620437122 48.194488535131434),4733350,,6,"Loquaiplatz 2, BA-CA",8,0
FAHRRADABSTELLANLAGEOGD.4733351,POINT (16.34685199283871 48.188515139743586),4733351,,5,Schˆnbrunner Straﬂe 108,4,0
FAHRRADABSTELLANLAGEOGD.4733352,POINT (16.34360491445474 48.19093957158043),4733352,,6,"Gumpendorfer Straﬂe 118, Lutherplatz",6,0
FAHRRADABSTELLANLAGEOGD.4733353,POINT (16.40440897667367 48.223300733790374),4733353,,2,Ennsgasse 22,6,0
FAHRRADABSTELLANLAGEOGD.4733354,POINT (16.404310394089634 48.2233915872401),4733354,,2,Ennsgasse 29,6,0
FAHRRADABSTELLANLAGEOGD.4733355,POINT (16.350947783230545 48.19716773333033),4733355,,6,"Amerlingstraﬂe 11, verschoben am 20.6.2011",6,0
FAHRRADABSTELLANLAGEOGD.4733356,POINT (16.338359906852844 48.21498911178789),4733356,,16,Ottakringer straﬂe 17,10,0
FAHRRADABSTELLANLAGEOGD.4733357,POINT (16.37305467636317 48.211906230420745),4733357,,1,"Sterngasse 4, Theodor-Herzl-Stiege",4,0
FAHRRADABSTELLANLAGEOGD.4733358,POINT (16.364743717458058 48.22708160257626),4733358,,9,Friedensbr¸cke,11,0
FAHRRADABSTELLANLAGEOGD.4733359,POINT (16.41407792910035 48.25304086013807),4733359,,21,Fultonstraﬂe 26,14,0
FAHRRADABSTELLANLAGEOGD.4733360,POINT (16.33431148064817 48.21446289564395),4733360,,16,Ottakringer Straﬂe39,10,0
FAHRRADABSTELLANLAGEOGD.4733361,POINT (16.3262843319322 48.23571447789975),4733361,,18,Alsegger Straﬂe 59,10,0
FAHRRADABSTELLANLAGEOGD.4733362,POINT (16.329406736282902 48.22601600229566),4733362,,17,Antonigasse 101-107,6,0
FAHRRADABSTELLANLAGEOGD.4733363,POINT (16.434965118515194 48.20296434629543),4733363,,2,Wehlistraﬂe 299,6,0
FAHRRADABSTELLANLAGEOGD.4733364,POINT (16.325314135316315 48.2127090633138),4733364,,16,Johann-Nepomuk-Berger-Platz 10,6,0
FAHRRADABSTELLANLAGEOGD.4733365,POINT (16.32143910855645 48.20978620584063),4733365,,16,Hasnerstraﬂe 89,6,0
FAHRRADABSTELLANLAGEOGD.4733366,POINT (16.350809460320107 48.20638956310408),4733366,,8,Lerchenfelder Straﬂe 28,12,0
FAHRRADABSTELLANLAGEOGD.4733367,POINT (16.3778413707248 48.19002052018209),4733367,,4,Mommsengasse 20,8,0
FAHRRADABSTELLANLAGEOGD.4733368,POINT (16.31832693592457 48.19937440534595),4733368,,15,Schanzstraﬂe 4,6,0
FAHRRADABSTELLANLAGEOGD.4733369,POINT (16.395982042159787 48.22115446124742),4733369,,2,Lassallestraﬂe gg¸. 4,6,0
FAHRRADABSTELLANLAGEOGD.4733370,POINT (16.40962266211526 48.25325854343558),4733370,,21,Kinzerplatz 9,6,0
FAHRRADABSTELLANLAGEOGD.4733371,POINT (16.33117829532565 48.21935663325655),4733371,,17,"Rˆtzergasse 21, Postamt",8,0
FAHRRADABSTELLANLAGEOGD.4733372,POINT (16.36549472700875 48.235164178126816),4733372,,20,"Leipziger Straﬂe 51, Klosterneuburger Straﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4733373,POINT (16.34456092853139 48.22999406036291),4733373,,18,Sternwartestraﬂe 33,6,0
FAHRRADABSTELLANLAGEOGD.4733374,POINT (16.35836080669319 48.23527903421664),4733374,,9,U/6 - Station Spittelau,36,0
FAHRRADABSTELLANLAGEOGD.4733375,POINT (16.33444345043042 48.200066734274955),4733375,,15,M‰rzstraﬂe 12-20,8,0
FAHRRADABSTELLANLAGEOGD.4733376,POINT (16.404135938435708 48.2177425574723),4733376,,2,Ausstellungsstraﬂe gg¸. 43,6,0
FAHRRADABSTELLANLAGEOGD.4733377,POINT (16.319942821116154 48.20436155422602),4733377,,15,Auf der Schmelz (ASK÷),6,0
FAHRRADABSTELLANLAGEOGD.4733378,POINT (16.337350136599145 48.19500569247407),4733378,,15,Mariahilfer Straﬂe 135,4,0
FAHRRADABSTELLANLAGEOGD.4733379,POINT (16.30038079432495 48.18517520522959),4733379,,13,Altgasse 3,8,0
FAHRRADABSTELLANLAGEOGD.4733380,POINT (16.362708835734182 48.21843589405708),4733380,,9,Berggasse†17,12,0
FAHRRADABSTELLANLAGEOGD.4733381,POINT (16.362291474184698 48.21553034397817),4733381,,9,Kolingasse 6,6,0
FAHRRADABSTELLANLAGEOGD.4733382,POINT (16.355584057355866 48.20666598489095),4733382,,7,"Lerchenfelder Straﬂe 1, Museumstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4733383,POINT (16.329537211049356 48.18610261117269),4733383,,15,Rauchfangkehrergasse 11,6,0
FAHRRADABSTELLANLAGEOGD.4733384,POINT (16.356611638218133 48.23222490430829),4733384,,9,Augasse 21,24,0
FAHRRADABSTELLANLAGEOGD.4733385,POINT (16.302176048301014 48.22817061181348),4733385,,17,"Dornbacher Straﬂe 40, Vollbadgasse",8,0
FAHRRADABSTELLANLAGEOGD.4733386,POINT (16.275552635802047 48.17314079021447),4733386,,13,Versorgungsheimplatz 1,8,0
FAHRRADABSTELLANLAGEOGD.4733387,POINT (16.35889208444754 48.2338742650675),4733387,,9,"Nordbergbr¸cke, U4 + U6 - Station",24,0
FAHRRADABSTELLANLAGEOGD.4733388,POINT (16.359288605322405 48.22923043368161),4733388,,9,Althanstraﬂe 14,8,0
FAHRRADABSTELLANLAGEOGD.4733389,POINT (16.36547301104396 48.22510974229496),4733389,,9,Glasergasse 25,10,0
FAHRRADABSTELLANLAGEOGD.4733390,POINT (16.36429989130084 48.22553149149999),4733390,,9,Clusiusgasse 8,8,0
FAHRRADABSTELLANLAGEOGD.4733391,POINT (16.28873243693227 48.186395093754676),4733391,,13,Fichtnergasse 15,12,0
FAHRRADABSTELLANLAGEOGD.4733392,POINT (16.318063519567005 48.19771674821348),4733392,,15,"Meiselstraﬂe 23, U3 - Station",12,0
FAHRRADABSTELLANLAGEOGD.4733393,POINT (16.335698436579143 48.20402562671886),4733393,,15,"Wurzbachgasse 21, Gablenzgasse",12,0
FAHRRADABSTELLANLAGEOGD.4733394,POINT (16.35458778352804 48.23072613685599),4733394,,9,Nuﬂdorfer Straﬂe 90,6,0
FAHRRADABSTELLANLAGEOGD.4733395,POINT (16.357798173378608 48.214220590614374),4733395,,9,Universit‰tsstraﬂe 7,32,0
FAHRRADABSTELLANLAGEOGD.4733396,POINT (16.355017683611926 48.21660767125758),4733396,,9,"Alfred-Gr¸nfeld-Gasse 1, Schwarzspanierstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4733397,POINT (16.325202108725346 48.19039178337649),4733397,,15,Schwendergasse 39,6,0
FAHRRADABSTELLANLAGEOGD.4733398,POINT (16.366114565713904 48.219112041096295),4733398,,9,Berggasse 34,10,0
FAHRRADABSTELLANLAGEOGD.4733399,POINT (16.35938931945408 48.22918726417715),4733399,,9,Althanstraﬂe 14,12,0
FAHRRADABSTELLANLAGEOGD.4733400,POINT (16.303464607469138 48.18740239034556),4733400,,13,"Hietzinger Hauptstraﬂe, Schˆnbrunner Schloﬂstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4733401,POINT (16.309696593793127 48.16707898276302),4733401,,12,Hetzendorfer Straﬂe 77,6,0
FAHRRADABSTELLANLAGEOGD.4733402,POINT (16.31873159465374 48.21359817021643),4733402,,16,Wattgasse 15,6,0
FAHRRADABSTELLANLAGEOGD.4733403,POINT (16.371626906334523 48.20961863798224),4733403,,1,"Bauernmarkt 4, Brandst‰tte",8,0
FAHRRADABSTELLANLAGEOGD.4733404,POINT (16.37578139484431 48.210871519376624),4733404,,1,Fleischmarkt 1,6,0
FAHRRADABSTELLANLAGEOGD.4733405,POINT (16.347836917843242 48.19531283398982),4733405,,6,Loquaiplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.4733406,POINT (16.333554916951584 48.22441734691373),4733406,,18,Antonigasse 72,6,0
FAHRRADABSTELLANLAGEOGD.4733407,POINT (16.31697736673154 48.15117636403145),4733407,,23,Anton-Baumgartner-Straﬂe/Wohnparkstraﬂe,6,1
FAHRRADABSTELLANLAGEOGD.4733408,POINT (16.37785260832039 48.206680936088894),4733408,,1,Jakobergasse 5,12,0
FAHRRADABSTELLANLAGEOGD.4733409,POINT (16.362863793516123 48.19848534993001),4733409,,6,"Linke Wienzeile gg¸. 20, Naschmarkt Erweiterung 4 Stk. 28.10.2010",16,0
FAHRRADABSTELLANLAGEOGD.4733410,POINT (16.378036273512365 48.20655536934128),4733410,,1,Stubenbastei 7,6,0
FAHRRADABSTELLANLAGEOGD.4733411,POINT (16.360421697444064 48.210798774675254),4733411,,1,"Dr.-Karl-Lueger-Ring, Einfahrt Tiefgarage",50,0
FAHRRADABSTELLANLAGEOGD.4733412,POINT (16.288979604043114 48.18425722959521),4733412,,13,Elﬂlergasse8,4,0
FAHRRADABSTELLANLAGEOGD.4733413,POINT (16.504865668604758 48.234059326030675),4733413,,22,"U2 Aspang Nord, gg¸. Ostbahnbegleitstraﬂe",60,0
FAHRRADABSTELLANLAGEOGD.4733414,POINT (16.50420586726704 48.2340338080651),4733414,,22,"U2 Aspang Nord, gg¸. Ostbahnbegleitstraﬂe",40,0
FAHRRADABSTELLANLAGEOGD.4733415,POINT (16.2625205036912 48.201598251750724),4733415,,14,Linzer Straﬂe 386-390,6,0
FAHRRADABSTELLANLAGEOGD.4733416,POINT (16.344515172544625 48.19460921093357),4733416,,6,Schmalzhofgasse 21,4,0
FAHRRADABSTELLANLAGEOGD.4733417,POINT (16.374973570665336 48.19018939405887),4733417,,4,Karolinengasse 21,4,0
FAHRRADABSTELLANLAGEOGD.4733418,POINT (16.306886601747195 48.16742533532713),4733418,,12,Hetzendorfer Straﬂe 93,6,0
FAHRRADABSTELLANLAGEOGD.4733419,POINT (16.34830999281368 48.19622944306073),4733419,,6,"Schmalzhofgasse 2, Otto-Bauer-Gasse",6,0
FAHRRADABSTELLANLAGEOGD.4733420,POINT (16.377383526446618 48.19069875538678),4733420,,4,Karolinengasse 13,4,0
FAHRRADABSTELLANLAGEOGD.4733421,POINT (16.36338802731787 48.22318900489868),4733421,,9,"Seegasse 12, 3 Stk. Erweiterung",6,0
FAHRRADABSTELLANLAGEOGD.4733422,POINT (16.348170823826973 48.19547736579072),4733422,,6,Loquiplatz 7,12,0
FAHRRADABSTELLANLAGEOGD.4733423,POINT (16.33568711441807 48.208940057681694),4733423,,16,Thaliastraﬂe 15,8,0
FAHRRADABSTELLANLAGEOGD.4733424,POINT (16.38400417726639 48.298701531397064),4733424,,21,"Langenzersdorfer Straﬂe 56, Fillenbaumgasse",6,0
FAHRRADABSTELLANLAGEOGD.4733425,POINT (16.378885785906988 48.21583657655265),4733425,,2,Kleine Sperlgasse 5,12,0
FAHRRADABSTELLANLAGEOGD.4733426,POINT (16.325578863298023 48.181606079732774),4733426,,12,"Rosasgasse, Ehrenfelsgasse",12,0
FAHRRADABSTELLANLAGEOGD.4733427,POINT (16.347644756179918 48.1957866241344),4733427,,6,Schmalzhofgasse 1B,6,0
FAHRRADABSTELLANLAGEOGD.4733428,POINT (16.352700789192347 48.19798380502325),4733428,,6,"Schadekgasse 1 gg¸. 12, gg¸. Nelkengasse",10,0
FAHRRADABSTELLANLAGEOGD.4733429,POINT (16.342772147997046 48.19028084405348),4733429,,6,Hornbostelgasse 5,6,0
FAHRRADABSTELLANLAGEOGD.4733430,POINT (16.411618374871527 48.275249562193636),4733430,,21,Siemensstraﬂe 17,8,0
FAHRRADABSTELLANLAGEOGD.4733431,POINT (16.369779539652935 48.18700835693791),4733431,,4,Kolschitzkigasse 22,4,0
FAHRRADABSTELLANLAGEOGD.4733432,POINT (16.363588429150507 48.25182494794052),4733432,,19,Heiligenst‰dter Straﬂe 139,5,0
FAHRRADABSTELLANLAGEOGD.4733433,POINT (16.321060609279773 48.207951333351744),4733433,,16,Br¸ﬂlgasse 18,6,0
FAHRRADABSTELLANLAGEOGD.4733434,POINT (16.387178094700637 48.21638532344693),4733434,,2,Praterstraﬂe 47,6,0
FAHRRADABSTELLANLAGEOGD.4733435,POINT (16.345515530807923 48.1949442914461),4733435,,6,Schmalzhofgasse 15,6,0
FAHRRADABSTELLANLAGEOGD.4733436,POINT (16.361996494242657 48.19415698892494),4733436,,5,Margaretenstraﬂe†47,8,0
FAHRRADABSTELLANLAGEOGD.4733437,POINT (16.3723562897291 48.21371371150581),4733437,,1,Rudolfsplatz 8,16,0
FAHRRADABSTELLANLAGEOGD.4733438,POINT (16.484609758849114 48.23893845773816),4733438,,22,"Quadenstraﬂe, Zanggasse",6,0
FAHRRADABSTELLANLAGEOGD.4733439,POINT (16.315698134779623 48.220594947763054),4733439,,16,Rˆmergasse,8,0
FAHRRADABSTELLANLAGEOGD.4733440,POINT (16.347706156763362 48.19126199506769),4733440,,6,"Gumpendorfer Straﬂe gg¸. 98, Kurt-Pint-Platz",8,0
FAHRRADABSTELLANLAGEOGD.4733441,POINT (16.34924824773595 48.19456989646555),4733441,,6,Loquaiplatz 12,6,0
FAHRRADABSTELLANLAGEOGD.4733443,POINT (16.356738523377444 48.20899060031504),4733443,,1,Bartensteingasse 9,6,0
FAHRRADABSTELLANLAGEOGD.4733444,POINT (16.342544968287072 48.209219652573104),4733444,,8,Pfeilgasse 34,10,0
FAHRRADABSTELLANLAGEOGD.4733445,POINT (16.382510733439535 48.21408460403134),4733445,,2,Zirkusgasse 6,4,0
FAHRRADABSTELLANLAGEOGD.4733446,POINT (16.39196455361362 48.20800852852354),4733446,,3,Blattgasse 4,6,0
FAHRRADABSTELLANLAGEOGD.4733447,POINT (16.351357371153323 48.19690934102291),4733447,,6,"Bl¸melgasse 3, Amerlinggasse",8,0
FAHRRADABSTELLANLAGEOGD.4733448,POINT (16.386791741056744 48.21583691154857),4733448,,2,Praterstraﬂe 50,6,0
FAHRRADABSTELLANLAGEOGD.4733449,POINT (16.354702252661742 48.230623155864016),4733449,,9,"Viriotgasse 1, Nuﬂdorfer Straﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4733450,POINT (16.35954416972018 48.199142741083364),4733450,,6,Laimgrubengasse 18,6,0
FAHRRADABSTELLANLAGEOGD.4733451,POINT (16.31656563679198 48.22028371895413),4733451,,16,Lienfeldergasse,8,0
FAHRRADABSTELLANLAGEOGD.4733452,POINT (16.3682567829699 48.19561569417929),4733452,,4,Paulanergasse 3,6,0
FAHRRADABSTELLANLAGEOGD.4733453,POINT (16.3491519836315 48.19468832091793),4733453,,6,Loquaiplatz gg¸. 11,6,0
FAHRRADABSTELLANLAGEOGD.4733454,POINT (16.363741737055765 48.19530870943443),4733454,,4,Waaggasse 17-19,4,0
FAHRRADABSTELLANLAGEOGD.4733455,POINT (16.484078006827104 48.23956864473369),4733455,,22,Zanggasse 1,10,0
FAHRRADABSTELLANLAGEOGD.4733456,POINT (16.36858193059872 48.19594742461085),4733456,,4,Favoritenstraﬂe 4-6,6,0
FAHRRADABSTELLANLAGEOGD.4733457,POINT (16.47782634137554 48.2397836438767),4733457,,22,Ziegelhofstraﬂe,8,0
FAHRRADABSTELLANLAGEOGD.4733458,POINT (16.37612324465523 48.19053110959177),4733458,,4,St.-Elisabeth-Platz 2,4,0
FAHRRADABSTELLANLAGEOGD.4733459,POINT (16.368621153899362 48.195246582663714),4733459,,4,Mozartgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4733460,POINT (16.341857023401964 48.24305058446777),4733460,,19,Obkirchergasse 24,6,0
FAHRRADABSTELLANLAGEOGD.4733461,POINT (16.376686343156607 48.188401977118744),4733461,,4,Argentinierstraﬂe 61,6,0
FAHRRADABSTELLANLAGEOGD.4733462,POINT (16.34038521610805 48.19581930462938),4733462,,7,"Mariahilfer Straﬂe gg¸. 125, Mariahilfer Platzl U6",10,0
FAHRRADABSTELLANLAGEOGD.4733463,POINT (16.386130638798033 48.21595682849475),4733463,,2,Nepomukgasse 4,6,0
FAHRRADABSTELLANLAGEOGD.4733464,POINT (16.36937013975521 48.20469861546099),4733464,,1,Tegetthoffstraﬂe 7,8,0
FAHRRADABSTELLANLAGEOGD.4733465,POINT (16.365981807672892 48.19504716547811),4733465,,4,Waaggasse 5,4,0
FAHRRADABSTELLANLAGEOGD.4733466,POINT (16.30569735730734 48.21791508306711),4733466,,17,Wilhelminenstraﬂe 93,6,0
FAHRRADABSTELLANLAGEOGD.4733467,POINT (16.340154130253918 48.2261953005304),4733467,,18,Weimarer Straﬂe 3-5,6,0
FAHRRADABSTELLANLAGEOGD.4733468,POINT (16.475850369668972 48.23668899037983),4733468,,22,Quadenstraﬂe 56,6,0
FAHRRADABSTELLANLAGEOGD.4733469,POINT (16.36442050895931 48.21176789703051),4733469,,1,Freyung gg¸. 4,12,0
FAHRRADABSTELLANLAGEOGD.4733470,POINT (16.380086521130142 48.21926875011219),4733470,,2,Kleine Pfarrgasse 28,20,0
FAHRRADABSTELLANLAGEOGD.4733471,POINT (16.347225486299873 48.20420655770537),4733471,,7,"Hermanngasse gg¸. 38, Ecke Burggasse",6,0
FAHRRADABSTELLANLAGEOGD.4733472,POINT (16.430349212721634 48.250321094182006),4733472,,22,Tokiostraﬂe 14,6,0
FAHRRADABSTELLANLAGEOGD.4733473,POINT (16.35638720564139 48.211628037097704),4733473,,1,"Friedrich-Schmidt-Platz, gg¸. Felderstraﬂe 9",12,0
FAHRRADABSTELLANLAGEOGD.4733474,POINT (16.335088294231245 48.19878254980733),4733474,,15,"Goldschlagstraﬂe, Zinckgasse",16,0
FAHRRADABSTELLANLAGEOGD.4733475,POINT (16.389581038419138 48.191285403879284),4733475,,3,Kleistgasse 12,8,0
FAHRRADABSTELLANLAGEOGD.4733476,POINT (16.343620920794038 48.22043842724554),4733476,,9,"Innerer W‰hringer G¸rtelU6 Station Michelbeuern, U6 Station Michelbeuern",6,0
FAHRRADABSTELLANLAGEOGD.4733477,POINT (16.3165874547137 48.19790615624274),4733477,,15,Meiselstraﬂe 32-34,6,0
FAHRRADABSTELLANLAGEOGD.4733478,POINT (16.23247047517543 48.202684027788386),4733478,,13,"Lainzer Tiergarten, Pulverstampftor",8,0
FAHRRADABSTELLANLAGEOGD.4733479,POINT (16.317470226225062 48.22176926844769),4733479,,17,Stˆberplatz 12,8,0
FAHRRADABSTELLANLAGEOGD.4733480,POINT (16.3276091717654 48.21653405766496),4733480,,17,Geblergasse 16,8,0
FAHRRADABSTELLANLAGEOGD.4733481,POINT (16.33255284638712 48.21901827069035),4733481,,17,"Kalvarienberggasse 33, Rˆtzergasse",6,0
FAHRRADABSTELLANLAGEOGD.4733482,POINT (16.332355591620008 48.1937607478431),4733482,,15,Viktoriagasse 6,6,0
FAHRRADABSTELLANLAGEOGD.4733483,POINT (16.337054836683308 48.1957716640196),4733483,,15,"Gerstnerstraﬂe 2 -, Langauergasse (U3-Station)",8,0
FAHRRADABSTELLANLAGEOGD.4733484,POINT (16.286723440844828 48.19080377219965),4733484,,13,"Hietzinger Kai 111, U-Bahn Unter St.Veit",8,0
FAHRRADABSTELLANLAGEOGD.4733485,POINT (16.31484320682374 48.22347608334733),4733485,,17,"Julius-Meinl-Gasse, Station Hernals",8,0
FAHRRADABSTELLANLAGEOGD.4733486,POINT (16.340084864721035 48.2167100772088),4733486,,17,Hernalser Hauptstraﬂe 11,6,0
FAHRRADABSTELLANLAGEOGD.4733487,POINT (16.275281705583446 48.19135191494009),4733487,,13,Amalienstraﬂe †31,8,0
FAHRRADABSTELLANLAGEOGD.4733488,POINT (16.301174705878065 48.22825227597239),4733488,,17,Dornbacher Straﬂe 42,12,0
