FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.4734608,POINT (16.34193973049839 48.201874153673316),4734608,,7,Westbahnstraﬂe 40,8,0
FAHRRADABSTELLANLAGEOGD.4734609,POINT (16.372821822536647 48.188640788755286),4734609,,4,Favoritenstraﬂe 33,4,0
FAHRRADABSTELLANLAGEOGD.4734610,POINT (16.394981823086432 48.246641267817296),4734610,,21,U/6-Station Neue Donau,40,1
FAHRRADABSTELLANLAGEOGD.4734611,POINT (16.381513747093162 48.20154606655319),4734611,,3,Beatrixgasse 28,10,0
FAHRRADABSTELLANLAGEOGD.4734612,POINT (16.37504424203651 48.176563091815616),4734612,,10,"Pernerstorfergasse 30-32, Columbusgasse",10,0
FAHRRADABSTELLANLAGEOGD.4734613,POINT (16.36938317485111 48.233905426587086),4734613,,20,Pappenheimergasse †33,6,0
FAHRRADABSTELLANLAGEOGD.4734614,POINT (16.36775409938215 48.221071938365974),4734614,,9,"Summer Stage, U4 Treppelweg",28,0
FAHRRADABSTELLANLAGEOGD.4734615,POINT (16.36532100268236 48.1771640281886),4734615,,10,Pernerstorfergasse 79,8,0
FAHRRADABSTELLANLAGEOGD.4734616,POINT (16.3703858342741 48.19352417737699),4734616,,4,Favoritenstraﬂe 24_01,4,0
FAHRRADABSTELLANLAGEOGD.4734617,POINT (16.364350794198383 48.18680047751102),4734617,,5,Rainergasse 39,6,0
FAHRRADABSTELLANLAGEOGD.4734618,POINT (16.377351276016483 48.22955608715791),4734618,,20,"Wasnergasse gg¸. 45, Rauscherstraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4734619,POINT (16.3619594351867 48.18491958037475),4734619,,5,Wiedner Hauptstraﬂe 116,8,0
FAHRRADABSTELLANLAGEOGD.4734620,POINT (16.370853135570524 48.23631846966063),4734620,,20,Stromstraﬂe 2-12,6,0
FAHRRADABSTELLANLAGEOGD.4734621,POINT (16.47529939959019 48.187774404979486),4734621,,22,"Raffineriestraﬂe, Lokal Moskito",10,0
FAHRRADABSTELLANLAGEOGD.4734622,POINT (16.377394409861555 48.18063485197713),4734622,,10,Humboldtgasse 24,6,0
FAHRRADABSTELLANLAGEOGD.4734623,POINT (16.357778401766435 48.18128119764018),4734623,,5,Gr¸nwaldgasse 4,6,0
FAHRRADABSTELLANLAGEOGD.4734624,POINT (16.31888711539577 48.234735896052825),4734624,,18,Bastiengasse 36-38,6,0
FAHRRADABSTELLANLAGEOGD.4734625,POINT (16.383152235823342 48.201691645176844),4734625,,3,Reisnerstraﬂe 12,8,0
FAHRRADABSTELLANLAGEOGD.4734626,POINT (16.320592256724826 48.21231475041584),4734626,,16,Wichtelgasse 12,6,0
FAHRRADABSTELLANLAGEOGD.4734627,POINT (16.37830965203347 48.166498723949786),4734627,,10,"Hebbelplatz 2, gg¸. Ricarda-Hucha-Weg",8,0
FAHRRADABSTELLANLAGEOGD.4734628,POINT (16.322997142779244 48.18136495912723),4734628,,12,Rotenm¸hlgasse 26,6,0
FAHRRADABSTELLANLAGEOGD.4734629,POINT (16.373786653665285 48.17544212794835),4734629,,10,Quellenplatz 4,5,0
FAHRRADABSTELLANLAGEOGD.4734630,POINT (16.364334699736094 48.18807830865104),4734630,,5,Wiedner Hauptstraﬂe 84-86,12,0
FAHRRADABSTELLANLAGEOGD.4734631,POINT (16.346804673786348 48.2154248635767),4734631,,9,Alser Straﬂe 28-30,10,0
FAHRRADABSTELLANLAGEOGD.4734632,POINT (16.36289094283145 48.17894161940966),4734632,,10,Gudrunstraﬂe 189,6,0
FAHRRADABSTELLANLAGEOGD.4734633,POINT (16.31994585429403 48.198848820637124),4734633,,15,H¸tteldorfer Straﬂe 81B,6,0
FAHRRADABSTELLANLAGEOGD.4734634,POINT (16.35910258548312 48.18205819666956),4734634,,5,Wiedner Hauptstraﬂe 137,10,0
FAHRRADABSTELLANLAGEOGD.4734635,POINT (16.35606814373947 48.181245850027885),4734635,,5,"Gr¸nwaldgasse gg¸. 9, Leopold-Rister-Gasse 5",14,0
FAHRRADABSTELLANLAGEOGD.4734636,POINT (16.361181902910904 48.184300615143805),4734636,,5,Wiedner Hauptstraﬂe 126-128,6,0
FAHRRADABSTELLANLAGEOGD.4734637,POINT (16.40494179109328 48.25080470565322),4734637,,21,M¸hlsch¸ttelgasse 21,4,0
FAHRRADABSTELLANLAGEOGD.4734638,POINT (16.393452598205698 48.17332063515363),4734638,,10,"Kempelengasse 2, Quellenstraﬂe",12,0
FAHRRADABSTELLANLAGEOGD.4734639,POINT (16.363999106209185 48.18682028565607),4734639,,5,Wiedner Hauptstraﬂe 89,4,0
FAHRRADABSTELLANLAGEOGD.4734640,POINT (16.380940112357308 48.15325351588922),4734640,,10,Jenny-Lind-Gasse 1-3,8,0
FAHRRADABSTELLANLAGEOGD.4734641,POINT (16.22312614933264 48.20941704945558),4734641,,14,Hauptstraﬂe 70,6,0
FAHRRADABSTELLANLAGEOGD.4734642,POINT (16.362347495397916 48.17381676570419),4734642,,10,Sonnleithnergasse 53,8,0
FAHRRADABSTELLANLAGEOGD.4734643,POINT (16.36045007665671 48.18329461185067),4734643,,5,Wiedner Hauptstraﬂe 125,6,0
FAHRRADABSTELLANLAGEOGD.4734644,POINT (16.36064215243216 48.18374469936469),4734644,,5,Wiedner Hauptstraﬂe 134-136,8,0
FAHRRADABSTELLANLAGEOGD.4734645,POINT (16.381377840312304 48.17069527551768),4734645,,10,"Kennergasse, Wieselburgergasse",8,0
FAHRRADABSTELLANLAGEOGD.4734646,POINT (16.359041679491483 48.1800383856776),4734646,,10,"Matzleinsdorfer Platz, S-Bahn",12,0
FAHRRADABSTELLANLAGEOGD.4734647,POINT (16.38629244471894 48.17153505345954),4734647,,10,Laim‰ckergasse 34,4,0
FAHRRADABSTELLANLAGEOGD.4734648,POINT (16.36615359624107 48.184815982070376),4734648,,5,Kriehubergasse 9,8,0
FAHRRADABSTELLANLAGEOGD.4734649,POINT (16.35265995527276 48.219388676646986),4734649,,9,Sensengasse 1,48,0
FAHRRADABSTELLANLAGEOGD.4734650,POINT (16.386257855236384 48.17144266308261),4734650,,10,Laim‰ckergasse 36,8,0
FAHRRADABSTELLANLAGEOGD.4734651,POINT (16.397839441792108 48.19357101213979),4734651,,3,Landstraﬂer Hauptstraﬂe 146,6,0
FAHRRADABSTELLANLAGEOGD.4734652,POINT (16.387815984824886 48.167010985415665),4734652,,10,"Emil-Fucik-Gasse, Laaer-Berg-Straﬂe 43",6,0
FAHRRADABSTELLANLAGEOGD.4734653,POINT (16.390677932019905 48.20160812339097),4734653,,3,Rochusgasse 4,12,0
FAHRRADABSTELLANLAGEOGD.4734654,POINT (16.336604796872432 48.163924582972776),4734654,,10,Gutheil-Schoder-Gasse gg¸.†10,6,0
FAHRRADABSTELLANLAGEOGD.4734655,POINT (16.362588925342358 48.185186328384255),4734655,,5,Wiedner Hauptstraﬂe 105,10,0
FAHRRADABSTELLANLAGEOGD.4734656,POINT (16.365722073511964 48.18692127931671),4734656,,5,Blechturmgasse 23-27,6,0
FAHRRADABSTELLANLAGEOGD.4734657,POINT (16.311926544492714 48.21454789926262),4734657,,16,Arnethgasse 84,6,0
FAHRRADABSTELLANLAGEOGD.4734658,POINT (16.361380047034746 48.18410871940877),4734658,,5,Wiedner Hauptstraﬂe 119,4,0
FAHRRADABSTELLANLAGEOGD.4734659,POINT (16.377988804711208 48.23973255164978),4734659,,20,"Hˆchst‰dtplatz - Meldemannstraﬂe, Stromstraﬂe",18,0
FAHRRADABSTELLANLAGEOGD.4734660,POINT (16.37958877496232 48.169045609025375),4734660,,10,Rechberggasse 9,8,0
FAHRRADABSTELLANLAGEOGD.4734661,POINT (16.342168208065363 48.20749589707932),4734661,,7,Mentergasse gg¸. 13,10,0
FAHRRADABSTELLANLAGEOGD.4734662,POINT (16.309010598669474 48.21303312461108),4734662,,16,Stillfriedplatz gg¸. 11-12,6,0
FAHRRADABSTELLANLAGEOGD.4734663,POINT (16.354884985786452 48.208638449341684),4734663,,8,Auersperstraﬂe 13,8,0
FAHRRADABSTELLANLAGEOGD.4734664,POINT (16.363084840817898 48.18561015289536),4734664,,5,Wiedner Hauptstraﬂe 99,6,0
FAHRRADABSTELLANLAGEOGD.4734665,POINT (16.364488042632953 48.18651550274889),4734665,,5,Kriehubergasse 28,8,0
FAHRRADABSTELLANLAGEOGD.4734666,POINT (16.36141978417893 48.18677574683399),4734666,,5,Stollberggasse 16,8,0
FAHRRADABSTELLANLAGEOGD.4734667,POINT (16.36043418807621 48.18353575931544),4734667,,5,Wiedner Hauptstraﬂe 136,6,0
FAHRRADABSTELLANLAGEOGD.4734668,POINT (16.3550151689264 48.175020981649865),4734668,,10,Inzersdorfer Straﬂe 127,8,0
FAHRRADABSTELLANLAGEOGD.4734669,POINT (16.405037038061693 48.220497470715614),4734669,,2,Schˆnngasse 2-4,12,0
FAHRRADABSTELLANLAGEOGD.4734670,POINT (16.375776467270498 48.14455026343941),4734670,,10,Ober-Laaer-Straﬂe 251,8,0
FAHRRADABSTELLANLAGEOGD.4734671,POINT (16.383459685058277 48.23891774403653),4734671,,20,Allerheiligenplatz 7,6,0
FAHRRADABSTELLANLAGEOGD.4734672,POINT (16.284054910705436 48.1748537544813),4734672,,13,Versorgungsheimstraﬂe 1,6,0
FAHRRADABSTELLANLAGEOGD.4734673,POINT (16.35882680181884 48.182084601765276),4734673,,5,Wiedner Hauptstraﬂe 154,4,0
FAHRRADABSTELLANLAGEOGD.4734674,POINT (16.362161186810987 48.18518550901823),4734674,,5,Wiedner Hauptstraﬂe 114,8,0
FAHRRADABSTELLANLAGEOGD.4734675,POINT (16.28977031275785 48.15027898758701),4734675,,23,Gatterederstraﬂe 15-17,8,0
FAHRRADABSTELLANLAGEOGD.4734676,POINT (16.36307693547891 48.18656116891718),4734676,,5,"Nikolsdorfer Gasse 1, Wiedner Hauptstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4734677,POINT (16.338822956517582 48.19048552154393),4734677,,6,Wallgasse 11,6,0
FAHRRADABSTELLANLAGEOGD.4734678,POINT (16.40785487551169 48.27667403007295),4734678,,21,"Frauenstiftgasse 12A, Baumergasse",8,0
FAHRRADABSTELLANLAGEOGD.4734679,POINT (16.382686662436125 48.14480758230202),4734679,,10,Himberger Straﬂe 7,6,0
FAHRRADABSTELLANLAGEOGD.4734680,POINT (16.382530705674583 48.16421679465243),4734680,,10,Favoritenstraﬂe 211,6,0
FAHRRADABSTELLANLAGEOGD.4734681,POINT (16.37262388078352 48.16987308450578),4734681,,10,Hardtmuthgasse 42,6,0
FAHRRADABSTELLANLAGEOGD.4734682,POINT (16.34289358802453 48.222121011476354),4734682,,18,Kreuzgasse 6,12,0
FAHRRADABSTELLANLAGEOGD.4734683,POINT (16.386104496159152 48.2404462732234),4734683,,20,"Wehlistraﬂe 51, Millenium Entertainment Center",32,0
FAHRRADABSTELLANLAGEOGD.4734684,POINT (16.382377948097012 48.15396756807306),4734684,,10,"Favoritenstraﬂe, Alaudagasse",8,0
FAHRRADABSTELLANLAGEOGD.4734685,POINT (16.354835179535964 48.18704328222673),4734685,,5,"Arbeitergasse 7, Altbestand",8,0
FAHRRADABSTELLANLAGEOGD.4734686,POINT (16.358675085727263 48.181685027055586),4734686,,5,Wiedner Hauptstraﬂe 141-143,14,0
FAHRRADABSTELLANLAGEOGD.4734687,POINT (16.285877826604935 48.14746958320593),4734687,,23,"Endresstraﬂe 24-26, Atzgersdorfer Bad",24,0
FAHRRADABSTELLANLAGEOGD.4734688,POINT (16.41626206870263 48.214982585854315),4734688,,2,Engerthstraﬂe 230A,28,0
FAHRRADABSTELLANLAGEOGD.4734689,POINT (16.395867467734725 48.19077109516055),4734689,,3,Lissagasse 4,4,0
FAHRRADABSTELLANLAGEOGD.4734690,POINT (16.385900571450108 48.1728962330808),4734690,,10,Puchsbaumplatz 9,6,0
FAHRRADABSTELLANLAGEOGD.4734691,POINT (16.332352962904306 48.21832101569804),4734691,,17,Kalvarienberggasse 29,10,0
FAHRRADABSTELLANLAGEOGD.4734692,POINT (16.419726559300837 48.18547830639894),4734692,,11,"Guglgasse 8, Paragonstraﬂe",22,0
FAHRRADABSTELLANLAGEOGD.4734693,POINT (16.35982185468165 48.18264263632656),4734693,,5,Wiedner Hauptstraﬂe 133,6,0
FAHRRADABSTELLANLAGEOGD.4734694,POINT (16.349181101408956 48.20646786636449),4734694,,8,Lerchenfelder Straﬂe 42,8,0
FAHRRADABSTELLANLAGEOGD.4734695,POINT (16.364149869409843 48.18773512815452),4734695,,5,Wiedner Hauptstraﬂe 84-86,5,0
FAHRRADABSTELLANLAGEOGD.4734696,POINT (16.38472518689444 48.1898453940065),4734696,,3,Mohsgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4734697,POINT (16.395921946718847 48.155018442612544),4734697,,10,Laaer Berg Straﬂe 170,12,0
FAHRRADABSTELLANLAGEOGD.4734698,POINT (16.34541989059958 48.22582863810405),4734698,,18,W‰hringer Straﬂe 104,8,0
FAHRRADABSTELLANLAGEOGD.4734699,POINT (16.384394961623297 48.16970958361929),4734699,,10,Laaer-Berg-Straﬂe 37,6,0
FAHRRADABSTELLANLAGEOGD.4734700,POINT (16.375142785560275 48.178611148485885),4734700,,10,Keplerplatz gg¸. 6,8,0
FAHRRADABSTELLANLAGEOGD.4734701,POINT (16.354228775986133 48.19123911545941),4734701,,5,Rampersdorffergasse 72,6,0
FAHRRADABSTELLANLAGEOGD.4734702,POINT (16.355242395143325 48.21621215957433),4734702,,9,Alfred-Gr¸nfeldgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4734703,POINT (16.371563791170093 48.2335321880823),4734703,,20,Raffaelgasse 11,8,0
FAHRRADABSTELLANLAGEOGD.4734704,POINT (16.415475225124343 48.232418959011945),4734704,,22,"Kaiserm¸hlen, U1-Bahnstation",38,0
FAHRRADABSTELLANLAGEOGD.4734705,POINT (16.382628835472058 48.223148322426866),4734705,,2,Taborstraﬂe 71,6,0
FAHRRADABSTELLANLAGEOGD.4734706,POINT (16.364033529089447 48.21632688048591),4734706,,9,"Kolingasse†16, Lichtensteinstraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4734707,POINT (16.333317683889046 48.18494184742634),4734707,,15,Storchengasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4734708,POINT (16.481458962580223 48.22008271548155),4734708,,22,Hausfeldstraﬂe 2,6,0
FAHRRADABSTELLANLAGEOGD.4734709,POINT (16.371175318177933 48.21328817987344),4734709,,1,Salzgrieﬂ 15,6,0
FAHRRADABSTELLANLAGEOGD.4734710,POINT (16.367680556074955 48.221601520640355),4734710,,9,"Roﬂauer L‰nde, U-Bahnstation",16,0
FAHRRADABSTELLANLAGEOGD.4734711,POINT (16.363405687267555 48.22319400089177),4734711,,9,Seegasse 12,6,0
FAHRRADABSTELLANLAGEOGD.4734712,POINT (16.364360849814187 48.220631457779824),4734712,,9,Servitengasse†12,6,0
FAHRRADABSTELLANLAGEOGD.4734713,POINT (16.36430326549645 48.219679213390165),4734713,,9,Servitengasse†4A,8,0
FAHRRADABSTELLANLAGEOGD.4734714,POINT (16.36070356135068 48.22073717833974),4734714,,9,Porzellangasse 29,10,0
FAHRRADABSTELLANLAGEOGD.4734715,POINT (16.381300866166033 48.22267537216286),4734715,,2,Castellezgasse - Lili-Gr¸n-Platz,6,0
FAHRRADABSTELLANLAGEOGD.4734716,POINT (16.369791948976292 48.25204350017223),4734716,,19,"Muthgasse 60, Schutzweg",8,0
FAHRRADABSTELLANLAGEOGD.4734717,POINT (16.293367373742086 48.23182335596025),4734717,,17,Dornbacher Straﬂe 101,8,0
FAHRRADABSTELLANLAGEOGD.4734718,POINT (16.379954091864615 48.21932034055564),4734718,,2,Kleine Pfarrgasse gg¸. 28,18,0
FAHRRADABSTELLANLAGEOGD.4734719,POINT (16.363094806392393 48.220777928332225),4734719,,9,M¸llnergasse 17,2,0
FAHRRADABSTELLANLAGEOGD.4734720,POINT (16.36252304798797 48.185563815698565),4734720,,5,Wiedner Hauptstraﬂe 112,10,0
FAHRRADABSTELLANLAGEOGD.4734721,POINT (16.3610168406891 48.18413433059399),4734721,,5,Wiedner Hauptstraﬂe 130,4,0
FAHRRADABSTELLANLAGEOGD.4734722,POINT (16.292990971768972 48.232293691735386),4734722,,17,Dornbacher Straﬂe 92,8,0
FAHRRADABSTELLANLAGEOGD.4734723,POINT (16.271446975582673 48.154917013973815),4734723,,23,Speisinger Straﬂe 228,6,0
FAHRRADABSTELLANLAGEOGD.4734724,POINT (16.355259254030337 48.18248766370144),4734724,,5,Siebenbrunnenfeldgasse 10,8,0
FAHRRADABSTELLANLAGEOGD.4734725,POINT (16.353932498831163 48.18203078842833),4734725,,5,"Brunnenfeldgasse 20, Obere Amthausgasse",6,0
FAHRRADABSTELLANLAGEOGD.4734726,POINT (16.352828724927704 48.2147808071822),4734726,,8,Alser Straﬂe 17,12,0
FAHRRADABSTELLANLAGEOGD.4734727,POINT (16.3770523047912 48.21985181054126),4734727,,2,Kleine Pfarrgasse 5,4,0
FAHRRADABSTELLANLAGEOGD.4734728,POINT (16.351186220253833 48.18751653060051),4734728,,5,Kohlgasse 51,6,0
FAHRRADABSTELLANLAGEOGD.4734729,POINT (16.386299470964207 48.19358636584881),4734729,,3,Fasangasse 5-7,4,0
FAHRRADABSTELLANLAGEOGD.4734730,POINT (16.39724179365935 48.19436160023493),4734730,,3,"Landstraﬂer Hauptstraﬂe 140-142, TCI alt",6,0
FAHRRADABSTELLANLAGEOGD.4734731,POINT (16.498223635437693 48.25141009768049),4734731,,22,Breitenleer Straﬂe 251,8,0
FAHRRADABSTELLANLAGEOGD.4734732,POINT (16.354708400011855 48.1885698101809),4734732,,5,Pannaschgasse †6,6,0
FAHRRADABSTELLANLAGEOGD.4734733,POINT (16.36103469595646 48.182549110496524),4734733,,5,Gassergasse 46,12,0
FAHRRADABSTELLANLAGEOGD.4734734,POINT (16.35672111778859 48.18820158975604),4734734,,5,"Ramperstorffergasse 45, Viktor-Christ-Gasse",10,0
FAHRRADABSTELLANLAGEOGD.4734735,POINT (16.467020180835885 48.21935436568103),4734735,,22,Langobardenstraﬂe 105,120,1
FAHRRADABSTELLANLAGEOGD.4734736,POINT (16.343400041176523 48.217332851529115),4734736,,9,Zimmermanngasse 16,8,0
FAHRRADABSTELLANLAGEOGD.4734737,POINT (16.447505494396268 48.24879318403598),4734737,,22,Kagraner Platz 53-54,6,0
FAHRRADABSTELLANLAGEOGD.4734738,POINT (16.342741253621245 48.24553467007686),4734738,,19,Billrothstraﬂe†85,6,0
FAHRRADABSTELLANLAGEOGD.4734739,POINT (16.34269053279415 48.22076315571309),4734739,,18,Anton-Baumann-Park,20,0
FAHRRADABSTELLANLAGEOGD.4734740,POINT (16.35772756547036 48.18471329749863),4734740,,5,Spengergasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4734741,POINT (16.456800979708433 48.220979752728546),4734741,,22,"Hardeggasse, unter U2-Trasse",96,1
FAHRRADABSTELLANLAGEOGD.4734742,POINT (16.35484063838776 48.18840095915054),4734742,,5,Pannaschgasse 6,12,0
FAHRRADABSTELLANLAGEOGD.4734743,POINT (16.35713982286212 48.19457727228814),4734743,,5,Gr¸ngasse†16,6,0
FAHRRADABSTELLANLAGEOGD.4734744,POINT (16.37711996103603 48.19863922352724),4734744,,3,Schwarzenberplatz 7,8,0
FAHRRADABSTELLANLAGEOGD.4734745,POINT (16.368989931796992 48.231131255482175),4734745,,20,Ohmanngasse 31,6,0
FAHRRADABSTELLANLAGEOGD.4734746,POINT (16.36749463758056 48.238281207844146),4734746,,20,"Burghardtgasse 25, Adalbert Stifter Straﬂe",12,0
FAHRRADABSTELLANLAGEOGD.4734747,POINT (16.400499303205617 48.222998852315655),4734747,,2,"Radingerstraﬂe 4, U1",8,0
FAHRRADABSTELLANLAGEOGD.4734748,POINT (16.458637316837276 48.22288092345872),4734748,,22,"Langobadenstraﬂe†53, Wohlgemuthgasse (Kindergarten)",8,0
FAHRRADABSTELLANLAGEOGD.4734749,POINT (16.358425489378075 48.19330665890466),4734749,,5,"Strobachgasse, Schˆnbrunner Straﬂe",12,0
FAHRRADABSTELLANLAGEOGD.4734750,POINT (16.369877812044283 48.25213227289491),4734750,,19,Muthgasse†62,6,0
FAHRRADABSTELLANLAGEOGD.4734751,POINT (16.356568622228544 48.18834686638052),4734751,,5,Rampersdorfer Straﬂe 45,18,0
FAHRRADABSTELLANLAGEOGD.4734752,POINT (16.363113268058186 48.18425077700073),4734752,,5,"Kliebergasse, Hauslabgasse",5,0
FAHRRADABSTELLANLAGEOGD.4734753,POINT (16.419372853690724 48.2294815944224),4734753,,22,Sch¸ttaustraﬂe†21-39,10,0
FAHRRADABSTELLANLAGEOGD.4734754,POINT (16.334179445932843 48.188371362724034),4734754,,15,Sechshauser Straﬂe 30,8,0
FAHRRADABSTELLANLAGEOGD.4734755,POINT (16.386408848313685 48.24246061832942),4734755,,20,"U/6-Station Handelskai - Damm, unter Schnellbahnbr¸cke",20,1
FAHRRADABSTELLANLAGEOGD.4734756,POINT (16.4582479426687 48.220833631965796),4734756,,22,"Hardeggasse U6, Unterf¸hrung U2",60,1
FAHRRADABSTELLANLAGEOGD.4734757,POINT (16.350523382280127 48.18845009303632),4734757,,5,Br‰uhausgasse 53,6,0
FAHRRADABSTELLANLAGEOGD.4734758,POINT (16.343989340971987 48.24510050182428),4734758,,19,Billrothstraﬂe gg¸. 79,10,0
FAHRRADABSTELLANLAGEOGD.4734759,POINT (16.42299317982225 48.226193807163995),4734759,,22,Moissigasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4734760,POINT (16.371116823317166 48.232909100814084),4734760,,20,Brigittaplatz 10,6,0
FAHRRADABSTELLANLAGEOGD.4734761,POINT (16.2934668914775 48.19157303971272),4734761,,14,Weinzierlgasse 12,6,0
FAHRRADABSTELLANLAGEOGD.4734762,POINT (16.37153402373841 48.233641571807944),4734762,,20,Raffaelgasse 11,4,0
FAHRRADABSTELLANLAGEOGD.4734763,POINT (16.412962578626782 48.19204787482556),4734763,,3,"Erdbergstraﬂe, gg¸. Nottendorfer Gasse",14,0
FAHRRADABSTELLANLAGEOGD.4734764,POINT (16.353285397501455 48.18181047246678),4734764,,5,"Siebenbrunnenfeldgasse 20, Embelgasse",6,0
FAHRRADABSTELLANLAGEOGD.4734765,POINT (16.318235038191695 48.1961737225511),4734765,,15,M‰rzstraﬂe 95,6,0
FAHRRADABSTELLANLAGEOGD.4734766,POINT (16.365028641130635 48.25004296898583),4734766,,19,Boschstraﬂe 10-18,8,0
FAHRRADABSTELLANLAGEOGD.4734767,POINT (16.373781166101406 48.23079922215881),4734767,,20,Hartlgasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4734768,POINT (16.372534182008355 48.220711729937626),4734768,,2,Fˆrstergasse 10,8,0
FAHRRADABSTELLANLAGEOGD.4734769,POINT (16.35952952525714 48.185638228349255),4734769,,5,Ramperstorffergasse 13-15,6,0
FAHRRADABSTELLANLAGEOGD.4734770,POINT (16.32915312273576 48.18417399416756),4734770,,15,Ullmannstraﬂe gg¸. 71,4,0
FAHRRADABSTELLANLAGEOGD.4734771,POINT (16.358220522291894 48.186955858806186),4734771,,5,Ramperstorffergasse 32,6,0
FAHRRADABSTELLANLAGEOGD.4734772,POINT (16.356521207638632 48.185764267660225),4734772,,5,Spengergasse 20,12,0
FAHRRADABSTELLANLAGEOGD.4734773,POINT (16.37364450725769 48.24541176349439),4734773,,20,"Forsthausgasse, Kornh‰uselgasse",8,0
FAHRRADABSTELLANLAGEOGD.4734774,POINT (16.36024242713914 48.192351482769084),4734774,,5,Margaretenstraﬂe 67,6,0
FAHRRADABSTELLANLAGEOGD.4734775,POINT (16.358992157120614 48.19381754085276),4734775,,5,Schˆnbrunner Straﬂe 18,6,0
FAHRRADABSTELLANLAGEOGD.4734776,POINT (16.388122643219283 48.2334971841827),4734776,,20,"Pˆchlarngasse 13, Erweiterung 4 Stk.",8,0
FAHRRADABSTELLANLAGEOGD.4734777,POINT (16.29761471405229 48.18477673264073),4734777,,13,Trauttmansdorffgasse 22,8,0
FAHRRADABSTELLANLAGEOGD.4734778,POINT (16.360292499806054 48.19237468367604),4734778,,5,Margaretenstraﬂe 65,18,0
FAHRRADABSTELLANLAGEOGD.4734779,POINT (16.248372322656135 48.20372378239964),4734779,,14,Linzer Straﬂe 460,4,0
FAHRRADABSTELLANLAGEOGD.4734780,POINT (16.35894536372386 48.191887861019126),4734780,,5,Margaretenplatz 9,6,0
FAHRRADABSTELLANLAGEOGD.4734781,POINT (16.282409967229047 48.19533620357177),4734781,,14,Linzer Straﬂe 261,6,0
FAHRRADABSTELLANLAGEOGD.4734782,POINT (16.312791257206175 48.19315175475461),4734782,,14,Linzer Straﬂe 30,8,0
FAHRRADABSTELLANLAGEOGD.4734783,POINT (16.343424112418028 48.22846396442541),4734783,,18,Haitzingergasse 13,8,0
FAHRRADABSTELLANLAGEOGD.4734784,POINT (16.359606894544594 48.19124459643954),4734784,,5,Schloﬂgasse†21,10,0
FAHRRADABSTELLANLAGEOGD.4734785,POINT (16.35793303658603 48.18362892867853),4734785,,5,Jahngasse 34,6,0
FAHRRADABSTELLANLAGEOGD.4734786,POINT (16.35889549767185 48.191873167052165),4734786,,5,Margaretenplatz 9,6,0
FAHRRADABSTELLANLAGEOGD.4734787,POINT (16.35818072371602 48.19154000976395),4734787,,5,Margaretenplatz,6,0
FAHRRADABSTELLANLAGEOGD.4734788,POINT (16.357562947316804 48.1971218817852),4734788,,6,Joanelligasse 2,8,0
FAHRRADABSTELLANLAGEOGD.4734789,POINT (16.354224061097856 48.19281587640447),4734789,,5,"U4-Station Pilgramgasse, Ausgang Ramperstorfferg.",16,0
FAHRRADABSTELLANLAGEOGD.4734790,POINT (16.440758460829308 48.247324142291475),4734790,,22,Wagramer Straﬂe 121,6,0
FAHRRADABSTELLANLAGEOGD.4734791,POINT (16.35972682067706 48.19414947478798),4734791,,5,"Schˆnbrunner Straﬂe†17-19, Postamt",4,0
FAHRRADABSTELLANLAGEOGD.4734792,POINT (16.332320916661235 48.246176319385306),4734792,,19,Gr‰fweg 5,22,0
FAHRRADABSTELLANLAGEOGD.4734793,POINT (16.35888936661251 48.19423909055678),4734793,,5,Wehrgasse†16,6,0
FAHRRADABSTELLANLAGEOGD.4734794,POINT (16.29957517457916 48.18810818719541),4734794,,13,Dommayergasse 1,6,0
FAHRRADABSTELLANLAGEOGD.4734795,POINT (16.285895297392717 48.1946743757444),4734795,,14,Linzer Straﬂe 214,4,0
FAHRRADABSTELLANLAGEOGD.4734796,POINT (16.35500693629631 48.19572789169455),4734796,,6,"Margaritensteg, Linke Wienzeile gg¸. 72-76",6,0
FAHRRADABSTELLANLAGEOGD.4734797,POINT (16.466287350607594 48.19460429099449),4734797,,22,"Biberhaufenweg, Roter Hiasl",8,0
FAHRRADABSTELLANLAGEOGD.4734798,POINT (16.472924655558383 48.201785650575374),4734798,,22,Biberhaufenweg 117,12,0
FAHRRADABSTELLANLAGEOGD.4734799,POINT (16.35509946019641 48.18551249522262),4734799,,5,Stˆbergasse†11-15,16,0
FAHRRADABSTELLANLAGEOGD.4734800,POINT (16.388866746417374 48.19915871225874),4734800,,3,Neulinggasse 20,6,0
FAHRRADABSTELLANLAGEOGD.4734801,POINT (16.350699182788027 48.1850255370551),4734801,,5,Embelgasse 46,8,0
FAHRRADABSTELLANLAGEOGD.4734802,POINT (16.349329867170212 48.215025617850074),4734802,,8,"Alserstraﬂe, Skodagasse / Kochgasse",6,0
